model,provider,task,item_id,latency_s,output_tokens,error,prompt_chars
deepseek-v4-flash,deepseek,muller_fujimura_campaign_policy_area,train_670,0.730211625006632,55.0,,38
deepseek-v4-flash,deepseek,ornstein_scotus_sentiment,16188864_2020-07-09T14:01:47.000Z,2.2818987909995485,256.0,,166
deepseek-v4-flash,deepseek,ornstein_scotus_sentiment,2893017337_2020-07-09T15:05:00.000Z,1.534550832991954,200.0,,149
deepseek-v4-flash,deepseek,ornstein_scotus_sentiment,42763353_2018-06-04T22:27:47.000Z,1.5435797499958426,152.0,,164
deepseek-v4-flash,deepseek,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_296,2.059936915989965,256.0,,237
deepseek-v4-flash,deepseek,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_024,2.2020540829980746,256.0,,1286
deepseek-v4-flash,deepseek,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_413,1.9747404999943683,256.0,,236
deepseek-v4-flash,deepseek,plover_cameo_event,PLOVER-GSR01-CONSULT-0008,1.8234673749975627,256.0,,133
deepseek-v4-flash,deepseek,plover_cameo_event,PLOVER-GSR01-DEMAND-0031,0.7167748750071041,46.0,,107
deepseek-v4-flash,deepseek,plover_cameo_event,PLOVER-GSR01-PROTEST-0012,0.7417163329955656,72.0,,157
deepseek-v4-flash,deepseek,politicause_causal_relation,politicause_train_11418,1.543902416000492,112.0,,254
deepseek-v4-flash,deepseek,politicause_causal_relation,politicause_train_11682,2.1595236669963924,256.0,,346
deepseek-v4-flash,deepseek,politicause_causal_relation,politicause_test_15265,1.0080479169992032,52.0,,97
deepseek-v4-flash,deepseek,rheault_line_of_fire_incivility,rheault_line_of_fire_371,0.7491967910027597,48.0,,173
deepseek-v4-flash,deepseek,rheault_line_of_fire_incivility,rheault_line_of_fire_055,1.0114633750054054,99.0,,133
deepseek-v4-flash,deepseek,rheault_line_of_fire_incivility,rheault_line_of_fire_232,1.0890914999909,115.0,,173
deepseek-v4-flash,deepseek,theocharis_dynamics_incivility,8.708116931186115e+17,0.9596848749933997,63.0,,71
deepseek-v4-flash,deepseek,theocharis_dynamics_incivility,8.395905785307628e+17,0.9768517079937737,58.0,,146
deepseek-v4-flash,deepseek,theocharis_dynamics_incivility,8.131158632514519e+17,1.1156721250008559,68.0,,61
deepseek-v4-flash,deepseek,toxicity_protests_es,303418,1.7202402499970049,256.0,,94
deepseek-v4-flash,deepseek,toxicity_protests_es,2007251,1.9692004999960773,256.0,,139
deepseek-v4-flash,deepseek,toxicity_protests_es,648379,1.4778193749953061,120.0,,96
deepseek-v4-flash,deepseek,twitcivility_impoliteness,test_796,1.3800474999879953,204.0,,146
deepseek-v4-flash,deepseek,twitcivility_impoliteness,train_9031,1.4753466669935733,186.0,,248
deepseek-v4-flash,deepseek,twitcivility_impoliteness,train_3088,1.42498570799944,106.0,,87
deepseek-v4-flash,deepseek,wesleyan_creative_ads_2022,x_806850550521220,0.5972422499908134,21.0,,1361
deepseek-v4-flash,deepseek,wesleyan_creative_ads_2022,x_1278356639642733,1.5036304999957792,256.0,,930
deepseek-v4-flash,deepseek,wesleyan_creative_ads_2022,x_5481685528587554,1.7152137079974636,162.0,,4139
deepseek-v4-pro,deepseek,agoraspeech_criticism_agenda,agora_Tsipras_2023_06_21_Patra_p40,1.988655708002625,66.0,,1615
deepseek-v4-pro,deepseek,agoraspeech_criticism_agenda,agora_Androulakis_2023_06_19_Thessaloniki_p30,2.5119814589997986,107.0,,302
deepseek-v4-pro,deepseek,agoraspeech_criticism_agenda,agora_Mitsotakis_2023_04_22_Chania_p38,2.9044939580053324,142.0,,320
deepseek-v4-pro,deepseek,ballard_incivility,2492,2.0791005000064615,106.0,,147
deepseek-v4-pro,deepseek,ballard_incivility,1053,3.031291916995542,144.0,,148
deepseek-v4-pro,deepseek,ballard_incivility,413,4.365271417002077,226.0,,173
deepseek-v4-pro,deepseek,bestvater_kavanaugh_stance,kavanaugh_1339,2.2533102910092566,112.0,,206
deepseek-v4-pro,deepseek,bestvater_kavanaugh_stance,kavanaugh_1563,1.9003261249890784,88.0,,197
deepseek-v4-pro,deepseek,bestvater_kavanaugh_stance,kavanaugh_1511,2.3673208330001216,88.0,,157
deepseek-v4-pro,deepseek,bestvater_wm_stance,wm_7467,2.596401791990502,102.0,,56
deepseek-v4-pro,deepseek,bestvater_wm_stance,wm_16357,2.548892833001446,90.0,,151
deepseek-v4-pro,deepseek,bestvater_wm_stance,wm_11383,4.182065540997428,248.0,,147
deepseek-v4-pro,deepseek,brandt_gtd_attack_type,12853,2.8041871250024997,111.0,,374
deepseek-v4-pro,deepseek,brandt_gtd_attack_type,35995,1.2977055000083055,46.0,,214
deepseek-v4-pro,deepseek,brandt_gtd_attack_type,12074,1.8500929169968003,46.0,,725
deepseek-v4-pro,deepseek,brandt_political_relevance,232,1.667989541994757,46.0,,1777
deepseek-v4-pro,deepseek,brandt_political_relevance,122,2.8674165830016136,76.0,,1497
deepseek-v4-pro,deepseek,brandt_political_relevance,84,1.8467687090014806,37.0,,1555
deepseek-v4-pro,deepseek,burnham_covid_threat_minimization,covid_306,2.4923834159999387,125.0,,247
deepseek-v4-pro,deepseek,burnham_covid_threat_minimization,covid_280,1.8198335409979336,72.0,,259
deepseek-v4-pro,deepseek,burnham_covid_threat_minimization,covid_315,2.226341292000143,49.0,,186
deepseek-v4-pro,deepseek,burnham_polnli_entailment,test_14480,1.7665862499998184,52.0,,684
deepseek-v4-pro,deepseek,burnham_polnli_entailment,test_3094,2.2015812500030734,98.0,,170
deepseek-v4-pro,deepseek,burnham_polnli_entailment,test_4478,4.368934707992594,256.0,,279
deepseek-v4-pro,deepseek,burnham_polnli_event_entailment,event_test_708,1.6698857919982402,69.0,,138
deepseek-v4-pro,deepseek,burnham_polnli_event_entailment,event_test_547,1.6907548750023125,70.0,,191
deepseek-v4-pro,deepseek,burnham_polnli_event_entailment,event_test_132,1.8098776249971706,55.0,,125
deepseek-v4-pro,deepseek,burnham_trump_stance,trump_train_1101,4.266385708004236,256.0,,146
deepseek-v4-pro,deepseek,burnham_trump_stance,trump_test_1541,2.198598208007752,77.0,,165
deepseek-v4-pro,deepseek,burnham_trump_stance,trump_test_1653,3.197788915989804,121.0,,207
deepseek-v4-pro,deepseek,cap_crs_policy_topic,cap_crs_36635,3.1261041249963455,138.0,,69
deepseek-v4-pro,deepseek,cap_crs_policy_topic,cap_crs_38667,5.533245708007598,256.0,,52
deepseek-v4-pro,deepseek,cap_crs_policy_topic,cap_crs_33788,3.3132715419924352,157.0,,149
deepseek-v4-pro,deepseek,cap_party_platform_policy_topic,cap_party_democratic_3246.0,2.7567365410068305,131.0,,162
deepseek-v4-pro,deepseek,cap_party_platform_policy_topic,cap_party_democratic_10092.0,1.9153816670004744,79.0,,168
deepseek-v4-pro,deepseek,cap_party_platform_policy_topic,cap_party_democratic_10958.0,4.851139749996946,256.0,,124
deepseek-v4-pro,deepseek,chae_semeval_stance,semeval_156,3.788812833998236,256.0,,117
deepseek-v4-pro,deepseek,chae_semeval_stance,semeval_125,2.5160223340062657,87.0,,94
deepseek-v4-pro,deepseek,chae_semeval_stance,semeval_278,1.9584365420014365,67.0,,107
deepseek-v4-pro,deepseek,dicocco_manifesto_populism,dicocco_150,1.6373367089981912,76.0,,59
deepseek-v4-pro,deepseek,dicocco_manifesto_populism,dicocco_4666,2.024910167005146,73.0,,98
deepseek-v4-pro,deepseek,dicocco_manifesto_populism,dicocco_6090,4.102197541986243,256.0,,411
deepseek-v4-pro,deepseek,douglass_icbe_sentence_event_type,473_25,2.3476394589961274,91.0,,91
deepseek-v4-pro,deepseek,douglass_icbe_sentence_event_type,197_13,4.865444000010029,256.0,,187
deepseek-v4-pro,deepseek,douglass_icbe_sentence_event_type,4_28,1.8843549590092152,111.0,,155
deepseek-v4-pro,deepseek,erlich_ati_topics,90,5.547566875000484,256.0,,274
deepseek-v4-pro,deepseek,erlich_ati_topics,802,4.776039958000183,256.0,,268
deepseek-v4-pro,deepseek,erlich_ati_topics,3183,2.626401375004207,146.0,,132
deepseek-v4-pro,deepseek,gilardi_relevance,1239555124076220416,1.882406208998873,86.0,,181
deepseek-v4-pro,deepseek,gilardi_relevance,1259441759496613889,2.5129979159974027,73.0,,295
deepseek-v4-pro,deepseek,gilardi_relevance,1259250872778883072,2.065187957996386,58.0,,295
deepseek-v4-pro,deepseek,gilardi_stance,1341856271213838336,3.746189041994512,242.0,,202
deepseek-v4-pro,deepseek,gilardi_stance,1334624404521684994,2.294454000002588,79.0,,117
deepseek-v4-pro,deepseek,gilardi_stance,1367871491283488769,1.9552337500063004,91.0,,105
deepseek-v4-pro,deepseek,halterman_keith_bfrs,halterman_keith_bfrs_445,1.9038470829982543,80.0,,183
deepseek-v4-pro,deepseek,halterman_keith_bfrs,halterman_keith_bfrs_102,3.654263707998325,256.0,,325
deepseek-v4-pro,deepseek,halterman_keith_bfrs,halterman_keith_bfrs_178,2.5070078330027172,110.0,,88
deepseek-v4-pro,deepseek,halterman_keith_cmp,halterman_keith_cmp_060,1.6981526669987943,57.0,,115
deepseek-v4-pro,deepseek,halterman_keith_cmp,halterman_keith_cmp_315,1.7777564999996684,65.0,,78
deepseek-v4-pro,deepseek,halterman_keith_cmp,halterman_keith_cmp_204,2.369626750005409,113.0,,175
deepseek-v4-pro,deepseek,haunss_papea_claims,SZ-20201102-SGIDZ-308_1,1.754208500002278,54.0,,42
deepseek-v4-pro,deepseek,haunss_papea_claims,WESKU00020111006e7a600030_1,1.9679473340074765,75.0,,57
deepseek-v4-pro,deepseek,haunss_papea_claims,StZ_20130613_DPHNA_372_1,2.3022013339941623,85.0,,59
deepseek-v4-pro,deepseek,haunss_papea_fgz_forms,haunss_papea_fgz_forms_153,1.4551944999984698,38.0,,38
deepseek-v4-pro,deepseek,haunss_papea_fgz_forms,haunss_papea_fgz_forms_494,1.4398038329964038,37.0,,39
deepseek-v4-pro,deepseek,haunss_papea_fgz_forms,haunss_papea_fgz_forms_381,1.6273357079917332,46.0,,45
deepseek-v4-pro,deepseek,mellon_bes_mii_2024,15438_23,1.2886449159996118,25.0,,32
deepseek-v4-pro,deepseek,mellon_bes_mii_2024,17269_21,1.5616754169896012,31.0,,27
deepseek-v4-pro,deepseek,mellon_bes_mii_2024,47479_21,1.8339857079990907,64.0,,39
deepseek-v4-pro,deepseek,muller_fujimura_campaign_policy_area,train_1996,4.554155000005267,256.0,,44
deepseek-v4-pro,deepseek,muller_fujimura_campaign_policy_area,train_1686,2.00758754099661,85.0,,61
deepseek-v4-pro,deepseek,muller_fujimura_campaign_policy_area,train_670,1.6784095000039088,69.0,,38
deepseek-v4-pro,deepseek,ornstein_scotus_sentiment,16188864_2020-07-09T14:01:47.000Z,2.6994634169968776,122.0,,166
deepseek-v4-pro,deepseek,ornstein_scotus_sentiment,2893017337_2020-07-09T15:05:00.000Z,3.8055202910036314,188.0,,149
deepseek-v4-pro,deepseek,ornstein_scotus_sentiment,42763353_2018-06-04T22:27:47.000Z,4.849507791004726,256.0,,164
deepseek-v4-pro,deepseek,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_296,2.4123642909980845,115.0,,237
deepseek-v4-pro,deepseek,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_024,2.823373958002776,111.0,,1286
deepseek-v4-pro,deepseek,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_413,4.5733359580044635,256.0,,236
deepseek-v4-pro,deepseek,plover_cameo_event,PLOVER-GSR01-CONSULT-0008,4.51203120801074,256.0,,133
deepseek-v4-pro,deepseek,plover_cameo_event,PLOVER-GSR01-DEMAND-0031,2.318360125005711,53.0,,107
deepseek-v4-pro,deepseek,plover_cameo_event,PLOVER-GSR01-PROTEST-0012,1.7695841660024598,88.0,,157
deepseek-v4-pro,deepseek,politicause_causal_relation,politicause_train_11418,4.468528916011564,256.0,,254
deepseek-v4-pro,deepseek,politicause_causal_relation,politicause_train_11682,5.171107124988339,256.0,,346
deepseek-v4-pro,deepseek,politicause_causal_relation,politicause_test_15265,1.900781749995076,59.0,,97
deepseek-v4-pro,deepseek,rheault_line_of_fire_incivility,rheault_line_of_fire_371,1.8186495830013882,48.0,,173
deepseek-v4-pro,deepseek,rheault_line_of_fire_incivility,rheault_line_of_fire_055,2.224533166998299,90.0,,133
deepseek-v4-pro,deepseek,rheault_line_of_fire_incivility,rheault_line_of_fire_232,2.099915458005853,86.0,,173
deepseek-v4-pro,deepseek,theocharis_dynamics_incivility,8.708116931186115e+17,1.9299573340103962,59.0,,71
deepseek-v4-pro,deepseek,theocharis_dynamics_incivility,8.395905785307628e+17,1.8136990000057267,90.0,,146
deepseek-v4-pro,deepseek,theocharis_dynamics_incivility,8.131158632514519e+17,1.346847417007666,59.0,,61
deepseek-v4-pro,deepseek,toxicity_protests_es,303418,4.124529749999056,256.0,,94
deepseek-v4-pro,deepseek,toxicity_protests_es,2007251,4.298903250004514,256.0,,139
deepseek-v4-pro,deepseek,toxicity_protests_es,648379,2.3868067500006873,89.0,,96
deepseek-v4-pro,deepseek,twitcivility_impoliteness,test_796,120.40379495899833,,TimeoutError: The read operation timed out,146
deepseek-v4-pro,deepseek,twitcivility_impoliteness,train_9031,17.3780225829978,140.0,,248
deepseek-v4-pro,deepseek,twitcivility_impoliteness,train_3088,2.234543124999618,80.0,,87
deepseek-v4-pro,deepseek,wesleyan_creative_ads_2022,x_806850550521220,1.9992686250043334,67.0,,1361
deepseek-v4-pro,deepseek,wesleyan_creative_ads_2022,x_1278356639642733,2.166383167001186,63.0,,930
deepseek-v4-pro,deepseek,wesleyan_creative_ads_2022,x_5481685528587554,2.067032292005024,61.0,,4139
gpt-5.6-luna,openai,agoraspeech_criticism_agenda,agora_Tsipras_2023_06_21_Patra_p40,1.471073124994291,13.0,,1615
gpt-5.6-luna,openai,agoraspeech_criticism_agenda,agora_Androulakis_2023_06_19_Thessaloniki_p30,0.9864297090098262,14.0,,302
gpt-5.6-luna,openai,agoraspeech_criticism_agenda,agora_Mitsotakis_2023_04_22_Chania_p38,1.033760207996238,51.0,,320
gpt-5.6-luna,openai,ballard_incivility,2492,1.2867519580031512,57.0,,147
gpt-5.6-luna,openai,ballard_incivility,1053,1.509049000000232,99.0,,148
gpt-5.6-luna,openai,ballard_incivility,413,1.021839374996489,34.0,,173
gpt-5.6-luna,openai,bestvater_kavanaugh_stance,kavanaugh_1339,0.8882616670016432,10.0,,206
gpt-5.6-luna,openai,bestvater_kavanaugh_stance,kavanaugh_1563,1.1772318329894915,37.0,,197
gpt-5.6-luna,openai,bestvater_kavanaugh_stance,kavanaugh_1511,0.7745900830050232,10.0,,157
gpt-5.6-luna,openai,bestvater_wm_stance,wm_7467,1.4561071670032106,55.0,,56
gpt-5.6-luna,openai,bestvater_wm_stance,wm_16357,1.3398572920123115,37.0,,151
gpt-5.6-luna,openai,bestvater_wm_stance,wm_11383,1.0160508750122972,45.0,,147
gpt-5.6-luna,openai,brandt_gtd_attack_type,12853,3.8137314170016907,56.0,,374
gpt-5.6-luna,openai,brandt_gtd_attack_type,35995,0.6823663750110427,12.0,,214
gpt-5.6-luna,openai,brandt_gtd_attack_type,12074,0.579243750005844,12.0,,725
gpt-5.6-luna,openai,brandt_political_relevance,232,0.9967468329996336,9.0,,1777
gpt-5.6-luna,openai,brandt_political_relevance,122,1.0190218329953495,49.0,,1497
gpt-5.6-luna,openai,brandt_political_relevance,84,0.922869083005935,35.0,,1555
gpt-5.6-luna,openai,burnham_covid_threat_minimization,covid_306,0.5704411670012632,12.0,,247
gpt-5.6-luna,openai,burnham_covid_threat_minimization,covid_280,1.3603308339952491,35.0,,259
gpt-5.6-luna,openai,burnham_covid_threat_minimization,covid_315,0.6194236250012182,12.0,,186
gpt-5.6-luna,openai,burnham_polnli_entailment,test_14480,0.7453275419975398,9.0,,684
gpt-5.6-luna,openai,burnham_polnli_entailment,test_3094,0.697299583000131,9.0,,170
gpt-5.6-luna,openai,burnham_polnli_entailment,test_4478,0.9397467079979833,45.0,,279
gpt-5.6-luna,openai,burnham_polnli_event_entailment,event_test_708,0.8943915830022888,9.0,,138
gpt-5.6-luna,openai,burnham_polnli_event_entailment,event_test_547,1.179720208994695,9.0,,191
gpt-5.6-luna,openai,burnham_polnli_event_entailment,event_test_132,0.9166587499930756,9.0,,125
gpt-5.6-luna,openai,burnham_trump_stance,trump_train_1101,0.902259916998446,13.0,,146
gpt-5.6-luna,openai,burnham_trump_stance,trump_test_1541,1.0798773749993416,13.0,,165
gpt-5.6-luna,openai,burnham_trump_stance,trump_test_1653,1.3191640419972828,44.0,,207
gpt-5.6-luna,openai,cap_crs_policy_topic,cap_crs_36635,1.1867610829940531,64.0,,69
gpt-5.6-luna,openai,cap_crs_policy_topic,cap_crs_38667,1.5912068749894388,115.0,,52
gpt-5.6-luna,openai,cap_crs_policy_topic,cap_crs_33788,1.031751374990563,55.0,,149
gpt-5.6-luna,openai,cap_party_platform_policy_topic,cap_party_democratic_3246.0,1.155044833998545,43.0,,162
gpt-5.6-luna,openai,cap_party_platform_policy_topic,cap_party_democratic_10092.0,1.1568969169893535,39.0,,168
gpt-5.6-luna,openai,cap_party_platform_policy_topic,cap_party_democratic_10958.0,1.6469462079985533,103.0,,124
gpt-5.6-luna,openai,chae_semeval_stance,semeval_156,1.2732833749905694,55.0,,117
gpt-5.6-luna,openai,chae_semeval_stance,semeval_125,1.0222579999972368,9.0,,94
gpt-5.6-luna,openai,chae_semeval_stance,semeval_278,1.1297534579935018,10.0,,107
gpt-5.6-luna,openai,dicocco_manifesto_populism,dicocco_150,1.0325485829962417,38.0,,59
gpt-5.6-luna,openai,dicocco_manifesto_populism,dicocco_4666,0.8931240829988383,41.0,,98
gpt-5.6-luna,openai,dicocco_manifesto_populism,dicocco_6090,0.7491978329926496,62.0,,411
gpt-5.6-luna,openai,douglass_icbe_sentence_event_type,473_25,0.8146527089993469,10.0,,91
gpt-5.6-luna,openai,douglass_icbe_sentence_event_type,197_13,1.8336037909903098,159.0,,187
gpt-5.6-luna,openai,douglass_icbe_sentence_event_type,4_28,1.0665081659972202,10.0,,155
gpt-5.6-luna,openai,erlich_ati_topics,90,1.5383253339969087,107.0,,274
gpt-5.6-luna,openai,erlich_ati_topics,802,1.6756892499979585,110.0,,268
gpt-5.6-luna,openai,erlich_ati_topics,3183,1.5976245420024497,92.0,,132
gpt-5.6-luna,openai,gilardi_relevance,1239555124076220416,1.1267948329914361,9.0,,181
gpt-5.6-luna,openai,gilardi_relevance,1259441759496613889,0.8181393340055365,9.0,,295
gpt-5.6-luna,openai,gilardi_relevance,1259250872778883072,0.8739947080030106,9.0,,295
gpt-5.6-luna,openai,gilardi_stance,1341856271213838336,1.2254872089979472,62.0,,202
gpt-5.6-luna,openai,gilardi_stance,1334624404521684994,1.2931258750031702,8.0,,117
gpt-5.6-luna,openai,gilardi_stance,1367871491283488769,0.81049166599405,28.0,,105
gpt-5.6-luna,openai,halterman_keith_bfrs,halterman_keith_bfrs_445,0.9324289999931352,17.0,,183
gpt-5.6-luna,openai,halterman_keith_bfrs,halterman_keith_bfrs_102,1.21683008299442,40.0,,325
gpt-5.6-luna,openai,halterman_keith_bfrs,halterman_keith_bfrs_178,1.3853194580005948,39.0,,88
gpt-5.6-luna,openai,halterman_keith_cmp,halterman_keith_cmp_060,1.162041458999738,52.0,,115
gpt-5.6-luna,openai,halterman_keith_cmp,halterman_keith_cmp_315,0.9426526250026654,36.0,,78
gpt-5.6-luna,openai,halterman_keith_cmp,halterman_keith_cmp_204,1.2089458749978803,66.0,,175
gpt-5.6-luna,openai,haunss_papea_claims,SZ-20201102-SGIDZ-308_1,0.6955924170033541,10.0,,42
gpt-5.6-luna,openai,haunss_papea_claims,WESKU00020111006e7a600030_1,1.245649250005954,34.0,,57
gpt-5.6-luna,openai,haunss_papea_claims,StZ_20130613_DPHNA_372_1,1.039915707995533,42.0,,59
gpt-5.6-luna,openai,haunss_papea_fgz_forms,haunss_papea_fgz_forms_153,1.0105713750090217,14.0,,38
gpt-5.6-luna,openai,haunss_papea_fgz_forms,haunss_papea_fgz_forms_494,0.5079018749966053,14.0,,39
gpt-5.6-luna,openai,haunss_papea_fgz_forms,haunss_papea_fgz_forms_381,0.5931027919868939,37.0,,45
gpt-5.6-luna,openai,mellon_bes_mii_2024,15438_23,0.8480622500064783,9.0,,32
gpt-5.6-luna,openai,mellon_bes_mii_2024,17269_21,0.7407969999912893,8.0,,27
gpt-5.6-luna,openai,mellon_bes_mii_2024,47479_21,0.7298866669880226,8.0,,39
gpt-5.6-luna,openai,muller_fujimura_campaign_policy_area,train_1996,1.560369915998308,89.0,,44
gpt-5.6-luna,openai,muller_fujimura_campaign_policy_area,train_1686,0.9537512079987209,28.0,,61
gpt-5.6-luna,openai,muller_fujimura_campaign_policy_area,train_670,0.9200724999973318,14.0,,38
gpt-5.6-luna,openai,ornstein_scotus_sentiment,16188864_2020-07-09T14:01:47.000Z,1.4261976669949945,84.0,,166
gpt-5.6-luna,openai,ornstein_scotus_sentiment,2893017337_2020-07-09T15:05:00.000Z,0.8163277919957181,9.0,,149
gpt-5.6-luna,openai,ornstein_scotus_sentiment,42763353_2018-06-04T22:27:47.000Z,1.1964931249967776,72.0,,164
gpt-5.6-luna,openai,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_296,0.8969916249916423,34.0,,237
gpt-5.6-luna,openai,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_024,0.9037142090091947,47.0,,1286
gpt-5.6-luna,openai,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_413,1.3630760419910075,98.0,,236
gpt-5.6-luna,openai,plover_cameo_event,PLOVER-GSR01-CONSULT-0008,1.3809132919996046,63.0,,133
gpt-5.6-luna,openai,plover_cameo_event,PLOVER-GSR01-DEMAND-0031,1.00910224999825,10.0,,107
gpt-5.6-luna,openai,plover_cameo_event,PLOVER-GSR01-PROTEST-0012,1.0685682080074912,28.0,,157
gpt-5.6-luna,openai,politicause_causal_relation,politicause_train_11418,1.7072095420007827,49.0,,254
gpt-5.6-luna,openai,politicause_causal_relation,politicause_train_11682,1.1702727079973556,84.0,,346
gpt-5.6-luna,openai,politicause_causal_relation,politicause_test_15265,0.5984934580046684,10.0,,97
gpt-5.6-luna,openai,rheault_line_of_fire_incivility,rheault_line_of_fire_371,0.8230659579858184,9.0,,173
gpt-5.6-luna,openai,rheault_line_of_fire_incivility,rheault_line_of_fire_055,0.9123916670068866,9.0,,133
gpt-5.6-luna,openai,rheault_line_of_fire_incivility,rheault_line_of_fire_232,1.235767082995153,49.0,,173
gpt-5.6-luna,openai,theocharis_dynamics_incivility,8.708116931186115e+17,0.7559876669984078,9.0,,71
gpt-5.6-luna,openai,theocharis_dynamics_incivility,8.395905785307628e+17,0.6931144169939216,39.0,,146
gpt-5.6-luna,openai,theocharis_dynamics_incivility,8.131158632514519e+17,0.8656787920044735,31.0,,61
gpt-5.6-luna,openai,toxicity_protests_es,303418,1.1936154580034781,70.0,,94
gpt-5.6-luna,openai,toxicity_protests_es,2007251,1.2396576669998467,63.0,,139
gpt-5.6-luna,openai,toxicity_protests_es,648379,1.5568388749961741,35.0,,96
gpt-5.6-luna,openai,twitcivility_impoliteness,test_796,1.9711443749984028,40.0,,146
gpt-5.6-luna,openai,twitcivility_impoliteness,train_9031,1.1885100420040544,42.0,,248
gpt-5.6-luna,openai,twitcivility_impoliteness,train_3088,0.7546813749941066,32.0,,87
gpt-5.6-luna,openai,wesleyan_creative_ads_2022,x_806850550521220,0.6704685829899972,8.0,,1361
gpt-5.6-luna,openai,wesleyan_creative_ads_2022,x_1278356639642733,1.8683414999977686,164.0,,930
gpt-5.6-luna,openai,wesleyan_creative_ads_2022,x_5481685528587554,0.5986739999934798,9.0,,4139
gpt-5.6-sol,openai,agoraspeech_criticism_agenda,agora_Tsipras_2023_06_21_Patra_p40,0.8601684579916764,13.0,,1615
gpt-5.6-sol,openai,agoraspeech_criticism_agenda,agora_Androulakis_2023_06_19_Thessaloniki_p30,1.056965499999933,14.0,,302
gpt-5.6-sol,openai,agoraspeech_criticism_agenda,agora_Mitsotakis_2023_04_22_Chania_p38,2.3331498750048922,54.0,,320
gpt-5.6-sol,openai,ballard_incivility,2492,0.9759445829986362,9.0,,147
gpt-5.6-sol,openai,ballard_incivility,1053,1.4569478750054259,52.0,,148
gpt-5.6-sol,openai,ballard_incivility,413,0.7553606659930665,9.0,,173
gpt-5.6-sol,openai,bestvater_kavanaugh_stance,kavanaugh_1339,0.8323245420033345,10.0,,206
gpt-5.6-sol,openai,bestvater_kavanaugh_stance,kavanaugh_1563,1.0907878750003874,11.0,,197
gpt-5.6-sol,openai,bestvater_kavanaugh_stance,kavanaugh_1511,0.8452610410022317,10.0,,157
gpt-5.6-sol,openai,bestvater_wm_stance,wm_7467,2.2038641669932986,91.0,,56
gpt-5.6-sol,openai,bestvater_wm_stance,wm_16357,0.9974545000004582,13.0,,151
gpt-5.6-sol,openai,bestvater_wm_stance,wm_11383,1.1018418750027195,37.0,,147
gpt-5.6-sol,openai,brandt_gtd_attack_type,12853,1.211967666997225,48.0,,374
gpt-5.6-sol,openai,brandt_gtd_attack_type,35995,1.008921000000555,12.0,,214
gpt-5.6-sol,openai,brandt_gtd_attack_type,12074,2.031663292000303,12.0,,725
gpt-5.6-sol,openai,brandt_political_relevance,232,1.2723745830007829,10.0,,1777
gpt-5.6-sol,openai,brandt_political_relevance,122,0.9097402500046883,10.0,,1497
gpt-5.6-sol,openai,brandt_political_relevance,84,0.7136895419971552,10.0,,1555
gpt-5.6-sol,openai,burnham_covid_threat_minimization,covid_306,0.9910608749923995,12.0,,247
gpt-5.6-sol,openai,burnham_covid_threat_minimization,covid_280,1.1798642920039129,13.0,,259
gpt-5.6-sol,openai,burnham_covid_threat_minimization,covid_315,0.9063040409964742,12.0,,186
gpt-5.6-sol,openai,burnham_polnli_entailment,test_14480,1.0823563750018366,10.0,,684
gpt-5.6-sol,openai,burnham_polnli_entailment,test_3094,0.9742283749947092,10.0,,170
gpt-5.6-sol,openai,burnham_polnli_entailment,test_4478,1.9429535000090254,75.0,,279
gpt-5.6-sol,openai,burnham_polnli_event_entailment,event_test_708,2.1817561659991043,9.0,,138
gpt-5.6-sol,openai,burnham_polnli_event_entailment,event_test_547,1.0008697500015842,9.0,,191
gpt-5.6-sol,openai,burnham_polnli_event_entailment,event_test_132,0.6808923750068061,9.0,,125
gpt-5.6-sol,openai,burnham_trump_stance,trump_train_1101,1.378678665991174,53.0,,146
gpt-5.6-sol,openai,burnham_trump_stance,trump_test_1541,0.9817971669981489,13.0,,165
gpt-5.6-sol,openai,burnham_trump_stance,trump_test_1653,1.1300512500019977,43.0,,207
gpt-5.6-sol,openai,cap_crs_policy_topic,cap_crs_36635,1.538045792010962,51.0,,69
gpt-5.6-sol,openai,cap_crs_policy_topic,cap_crs_38667,1.0809899160085479,10.0,,52
gpt-5.6-sol,openai,cap_crs_policy_topic,cap_crs_33788,2.067399125007796,54.0,,149
gpt-5.6-sol,openai,cap_party_platform_policy_topic,cap_party_democratic_3246.0,1.6586344579991419,46.0,,162
gpt-5.6-sol,openai,cap_party_platform_policy_topic,cap_party_democratic_10092.0,1.005446666997159,37.0,,168
gpt-5.6-sol,openai,cap_party_platform_policy_topic,cap_party_democratic_10958.0,2.573109916993417,132.0,,124
gpt-5.6-sol,openai,chae_semeval_stance,semeval_156,2.4845057089987677,130.0,,117
gpt-5.6-sol,openai,chae_semeval_stance,semeval_125,0.6805132919980679,9.0,,94
gpt-5.6-sol,openai,chae_semeval_stance,semeval_278,0.9573391250014538,10.0,,107
