task,method,n_train,seed,headline_f1,accuracy,n_train_actual,note
douglass_icbe_sentence_event_type,tfidf,1000,4.0,0.437356239183554,0.474,1000.0,
douglass_icbe_sentence_event_type,tfidf,2000,0.0,0.46367905282568095,0.526,2000.0,
douglass_icbe_sentence_event_type,tfidf,2000,1.0,0.4719495138333728,0.5,2000.0,
douglass_icbe_sentence_event_type,tfidf,2000,2.0,0.46723258630800685,0.518,2000.0,
douglass_icbe_sentence_event_type,tfidf,2000,3.0,0.4647690610682907,0.514,2000.0,
douglass_icbe_sentence_event_type,tfidf,2000,4.0,0.4787887072130654,0.528,2000.0,
muller_fujimura_campaign_policy_area,tfidf,50,0.0,0.01690275016567263,0.022,50.0,
muller_fujimura_campaign_policy_area,tfidf,50,1.0,0.06382575757575758,0.424,50.0,
muller_fujimura_campaign_policy_area,tfidf,50,2.0,0.015550367066257785,0.068,50.0,
muller_fujimura_campaign_policy_area,tfidf,50,3.0,0.05314431764146458,0.414,50.0,
muller_fujimura_campaign_policy_area,tfidf,50,4.0,0.05331196581196582,0.416,50.0,
muller_fujimura_campaign_policy_area,tfidf,100,0.0,0.02115711351547979,0.042,100.0,
muller_fujimura_campaign_policy_area,tfidf,100,1.0,0.030204703618534806,0.11,100.0,
muller_fujimura_campaign_policy_area,tfidf,100,2.0,0.0312388564979566,0.072,100.0,
muller_fujimura_campaign_policy_area,tfidf,100,3.0,0.011148446833930703,0.028,100.0,
muller_fujimura_campaign_policy_area,tfidf,100,4.0,0.021912324946975925,0.088,100.0,
muller_fujimura_campaign_policy_area,tfidf,250,0.0,0.02934939782300763,0.028,250.0,
muller_fujimura_campaign_policy_area,tfidf,250,1.0,0.050093538023266444,0.128,250.0,
muller_fujimura_campaign_policy_area,tfidf,250,2.0,0.06600722014381874,0.414,250.0,
muller_fujimura_campaign_policy_area,tfidf,250,3.0,0.03334706930518749,0.064,250.0,
muller_fujimura_campaign_policy_area,tfidf,250,4.0,0.04638951691061033,0.12,250.0,
muller_fujimura_campaign_policy_area,tfidf,500,0.0,0.04829292447547654,0.052,500.0,
muller_fujimura_campaign_policy_area,tfidf,500,1.0,0.10626912824214174,0.422,500.0,
muller_fujimura_campaign_policy_area,tfidf,500,2.0,0.06439942984618263,0.112,500.0,
muller_fujimura_campaign_policy_area,tfidf,500,3.0,0.07811388161725746,0.41,500.0,
muller_fujimura_campaign_policy_area,tfidf,500,4.0,0.07940108879442566,0.418,500.0,
muller_fujimura_campaign_policy_area,tfidf,1000,0.0,0.0761610296161912,0.114,1000.0,
muller_fujimura_campaign_policy_area,tfidf,1000,1.0,0.07090527581256481,0.114,1000.0,
muller_fujimura_campaign_policy_area,tfidf,1000,2.0,0.059789926505470575,0.064,1000.0,
muller_fujimura_campaign_policy_area,tfidf,1000,3.0,0.08400464396053876,0.126,1000.0,
muller_fujimura_campaign_policy_area,tfidf,1000,4.0,0.07895299648055298,0.106,1000.0,
muller_fujimura_campaign_policy_area,tfidf,2000,0.0,0.10152323268664189,0.128,2000.0,
muller_fujimura_campaign_policy_area,tfidf,2000,1.0,0.09727246853238965,0.086,2000.0,
muller_fujimura_campaign_policy_area,tfidf,2000,2.0,0.08984482198616324,0.124,2000.0,
muller_fujimura_campaign_policy_area,tfidf,2000,3.0,0.09813115526790628,0.128,2000.0,
muller_fujimura_campaign_policy_area,tfidf,2000,4.0,0.10565940599197955,0.126,2000.0,
burnham_polnli_entailment,tfidf,50,0.0,0.39634146341463417,0.604,50.0,
burnham_polnli_entailment,tfidf,50,1.0,0.5138004246284501,0.542,50.0,
burnham_polnli_entailment,tfidf,50,2.0,0.5553398058252427,0.542,50.0,
burnham_polnli_entailment,tfidf,50,3.0,0.4943310657596372,0.554,50.0,
burnham_polnli_entailment,tfidf,50,4.0,0.3470031545741325,0.586,50.0,
burnham_polnli_entailment,tfidf,100,0.0,0.5396145610278372,0.57,100.0,
burnham_polnli_entailment,tfidf,100,1.0,0.5011600928074246,0.57,100.0,
burnham_polnli_entailment,tfidf,100,2.0,0.5386313465783664,0.582,100.0,
burnham_polnli_entailment,tfidf,100,3.0,0.41711229946524064,0.564,100.0,
burnham_polnli_entailment,tfidf,100,4.0,0.45408163265306123,0.572,100.0,
burnham_polnli_entailment,tfidf,250,0.0,0.5466666666666666,0.592,250.0,
burnham_polnli_entailment,tfidf,250,1.0,0.5125858123569794,0.574,250.0,
burnham_polnli_entailment,tfidf,250,2.0,0.5102040816326531,0.616,250.0,
burnham_polnli_entailment,tfidf,250,3.0,0.5147679324894515,0.54,250.0,
burnham_polnli_entailment,tfidf,250,4.0,0.4965197215777262,0.566,250.0,
burnham_polnli_entailment,tfidf,500,0.0,0.5361305361305362,0.602,500.0,
burnham_polnli_entailment,tfidf,500,1.0,0.513317191283293,0.598,500.0,
burnham_polnli_entailment,tfidf,500,2.0,0.5380952380952381,0.612,500.0,
burnham_polnli_entailment,tfidf,500,3.0,0.5227272727272727,0.58,500.0,
burnham_polnli_entailment,tfidf,500,4.0,0.5097087378640777,0.596,500.0,
burnham_polnli_entailment,tfidf,1000,0.0,0.5856079404466501,0.666,1000.0,
burnham_polnli_entailment,tfidf,1000,1.0,0.5487179487179488,0.648,1000.0,
burnham_polnli_entailment,tfidf,1000,2.0,0.5874730021598272,0.618,1000.0,
burnham_polnli_entailment,tfidf,1000,3.0,0.5656565656565656,0.656,1000.0,
burnham_polnli_entailment,tfidf,1000,4.0,0.536697247706422,0.596,1000.0,
burnham_polnli_entailment,tfidf,2000,0.0,0.6142857142857143,0.676,2000.0,
burnham_polnli_entailment,tfidf,2000,1.0,0.6182669789227166,0.674,2000.0,
burnham_polnli_entailment,tfidf,2000,2.0,0.5847665847665847,0.662,2000.0,
burnham_polnli_entailment,tfidf,2000,3.0,0.5986078886310905,0.654,2000.0,
burnham_polnli_entailment,tfidf,2000,4.0,0.5876777251184834,0.652,2000.0,
theocharis_dynamics_incivility,tfidf,50,0.0,0.36298932384341637,0.642,50.0,
theocharis_dynamics_incivility,tfidf,50,1.0,0.0392156862745098,0.706,50.0,
theocharis_dynamics_incivility,tfidf,50,2.0,0.23204419889502761,0.722,50.0,
theocharis_dynamics_incivility,tfidf,50,3.0,0.11464968152866242,0.722,50.0,
theocharis_dynamics_incivility,tfidf,50,4.0,0.11627906976744186,0.696,50.0,
theocharis_dynamics_incivility,tfidf,100,0.0,0.20540540540540542,0.706,100.0,
theocharis_dynamics_incivility,tfidf,100,1.0,0.31627906976744186,0.706,100.0,
theocharis_dynamics_incivility,tfidf,100,2.0,0.19889502762430938,0.71,100.0,
theocharis_dynamics_incivility,tfidf,100,3.0,0.296875,0.64,100.0,
theocharis_dynamics_incivility,tfidf,100,4.0,0.2708333333333333,0.72,100.0,
theocharis_dynamics_incivility,tfidf,250,0.0,0.3482142857142857,0.708,250.0,
theocharis_dynamics_incivility,tfidf,250,1.0,0.3127962085308057,0.71,250.0,
theocharis_dynamics_incivility,tfidf,250,2.0,0.3644067796610169,0.7,250.0,
theocharis_dynamics_incivility,tfidf,250,3.0,0.417910447761194,0.688,250.0,
theocharis_dynamics_incivility,tfidf,250,4.0,0.4153846153846154,0.696,250.0,
theocharis_dynamics_incivility,tfidf,500,0.0,0.4642857142857143,0.7,500.0,
theocharis_dynamics_incivility,tfidf,500,1.0,0.4419475655430712,0.702,500.0,
theocharis_dynamics_incivility,tfidf,500,2.0,0.45018450184501846,0.702,500.0,
theocharis_dynamics_incivility,tfidf,500,3.0,0.34959349593495936,0.68,500.0,
theocharis_dynamics_incivility,tfidf,500,4.0,0.45993031358885017,0.69,500.0,
theocharis_dynamics_incivility,tfidf,1000,0.0,0.5085910652920962,0.714,1000.0,
theocharis_dynamics_incivility,tfidf,1000,1.0,0.4565916398713826,0.662,1000.0,
theocharis_dynamics_incivility,tfidf,1000,2.0,0.4748201438848921,0.708,1000.0,
theocharis_dynamics_incivility,tfidf,1000,3.0,0.48,0.662,1000.0,
theocharis_dynamics_incivility,tfidf,1000,4.0,0.44666666666666666,0.668,1000.0,
theocharis_dynamics_incivility,tfidf,2000,0.0,0.527027027027027,0.72,2000.0,
theocharis_dynamics_incivility,tfidf,2000,1.0,0.4921135646687697,0.678,2000.0,
theocharis_dynamics_incivility,tfidf,2000,2.0,0.5169230769230769,0.686,2000.0,
theocharis_dynamics_incivility,tfidf,2000,3.0,0.5222551928783383,0.678,2000.0,
theocharis_dynamics_incivility,tfidf,2000,4.0,0.4939759036144578,0.664,2000.0,
toxicity_protests_es,tfidf,50,0.0,0.6832298136645962,0.592,50.0,
toxicity_protests_es,tfidf,50,1.0,0.7104,0.638,50.0,
toxicity_protests_es,tfidf,50,2.0,0.7024673439767779,0.59,50.0,
toxicity_protests_es,tfidf,50,3.0,0.6836248012718601,0.602,50.0,
toxicity_protests_es,tfidf,50,4.0,0.685131195335277,0.568,50.0,
toxicity_protests_es,tfidf,100,0.0,0.6956521739130435,0.608,100.0,
toxicity_protests_es,tfidf,100,1.0,0.6981132075471698,0.68,100.0,
toxicity_protests_es,tfidf,100,2.0,0.6923076923076923,0.632,100.0,
toxicity_protests_es,tfidf,100,3.0,0.7154471544715447,0.65,100.0,
toxicity_protests_es,tfidf,100,4.0,0.6998087954110899,0.686,100.0,
toxicity_protests_es,tfidf,250,0.0,0.7563636363636363,0.732,250.0,
toxicity_protests_es,tfidf,250,1.0,0.7345454545454545,0.708,250.0,
toxicity_protests_es,tfidf,250,2.0,0.7495621716287215,0.714,250.0,
toxicity_protests_es,tfidf,250,3.0,0.7292035398230089,0.694,250.0,
toxicity_protests_es,tfidf,250,4.0,0.761384335154827,0.738,250.0,
toxicity_protests_es,tfidf,500,,,,,remainder smaller than requested size
toxicity_protests_es,tfidf,1000,,,,,remainder smaller than requested size
toxicity_protests_es,tfidf,2000,,,,,remainder smaller than requested size
brandt_gtd_attack_type,tfidf,50,0.0,0.3411594723359429,0.622,50.0,
brandt_gtd_attack_type,tfidf,50,1.0,0.30869126803880015,0.55,50.0,
brandt_gtd_attack_type,tfidf,50,2.0,0.32893199824418495,0.618,50.0,
brandt_gtd_attack_type,tfidf,50,3.0,0.3494463168522308,0.61,50.0,
brandt_gtd_attack_type,tfidf,50,4.0,0.36813691407710936,0.646,50.0,
brandt_gtd_attack_type,tfidf,100,0.0,0.41408958182510425,0.624,100.0,
brandt_gtd_attack_type,tfidf,100,1.0,0.363848373687271,0.628,100.0,
brandt_gtd_attack_type,tfidf,100,2.0,0.3994142188217803,0.644,100.0,
brandt_gtd_attack_type,tfidf,100,3.0,0.35613783350895073,0.67,100.0,
brandt_gtd_attack_type,tfidf,100,4.0,0.37953815535091456,0.6,100.0,
brandt_gtd_attack_type,tfidf,250,0.0,0.4377431724653947,0.734,250.0,
brandt_gtd_attack_type,tfidf,250,1.0,0.3950121349265918,0.672,250.0,
brandt_gtd_attack_type,tfidf,250,2.0,0.4105741543823464,0.678,250.0,
brandt_gtd_attack_type,tfidf,250,3.0,0.4243081905351199,0.684,250.0,
brandt_gtd_attack_type,tfidf,250,4.0,0.41577343086149443,0.678,250.0,
brandt_gtd_attack_type,tfidf,500,0.0,0.425238756018723,0.704,500.0,
brandt_gtd_attack_type,tfidf,500,1.0,0.43789973928254106,0.75,500.0,
brandt_gtd_attack_type,tfidf,500,2.0,0.4376655246819896,0.712,500.0,
brandt_gtd_attack_type,tfidf,500,3.0,0.45560681404933934,0.694,500.0,
brandt_gtd_attack_type,tfidf,500,4.0,0.48087891583725395,0.786,500.0,
brandt_gtd_attack_type,tfidf,1000,0.0,0.49992257746000646,0.744,1000.0,
brandt_gtd_attack_type,tfidf,1000,1.0,0.5252294109233046,0.782,1000.0,
brandt_gtd_attack_type,tfidf,1000,2.0,0.4713590360050978,0.748,1000.0,
brandt_gtd_attack_type,tfidf,1000,3.0,0.4547120733905729,0.76,1000.0,
brandt_gtd_attack_type,tfidf,1000,4.0,0.46837658068259536,0.77,1000.0,
brandt_gtd_attack_type,tfidf,2000,0.0,0.5639403728881027,0.812,2000.0,
brandt_gtd_attack_type,tfidf,2000,1.0,0.5494443375799308,0.802,2000.0,
brandt_gtd_attack_type,tfidf,2000,2.0,0.5524354732174062,0.798,2000.0,
brandt_gtd_attack_type,tfidf,2000,3.0,0.496555980345592,0.796,2000.0,
brandt_gtd_attack_type,tfidf,2000,4.0,0.5061737236605983,0.81,2000.0,
haunss_papea_claims,tfidf,50,0.0,0.057675954085493863,0.088,50.0,
haunss_papea_claims,tfidf,50,1.0,0.0665828041014327,0.114,50.0,
haunss_papea_claims,tfidf,50,2.0,0.07371412202923451,0.114,50.0,
haunss_papea_claims,tfidf,50,3.0,0.04889338487536707,0.066,50.0,
haunss_papea_claims,tfidf,50,4.0,0.04470095074601445,0.064,50.0,
haunss_papea_claims,tfidf,100,0.0,0.04218952107804313,0.066,100.0,
haunss_papea_claims,tfidf,100,1.0,0.0639360458215328,0.09,100.0,
haunss_papea_claims,tfidf,100,2.0,0.06968489597902419,0.144,100.0,
haunss_papea_claims,tfidf,100,3.0,0.08227588834208431,0.162,100.0,
haunss_papea_claims,tfidf,100,4.0,0.05562863924410952,0.08,100.0,
haunss_papea_claims,tfidf,250,0.0,0.09136970529535901,0.136,250.0,
haunss_papea_claims,tfidf,250,1.0,0.13282985277973386,0.216,250.0,
haunss_papea_claims,tfidf,250,2.0,0.10280617035034033,0.214,250.0,
haunss_papea_claims,tfidf,250,3.0,0.10727638163953057,0.206,250.0,
haunss_papea_claims,tfidf,250,4.0,0.12137621350119868,0.226,250.0,
haunss_papea_claims,tfidf,500,0.0,0.13526164868984877,0.182,500.0,
haunss_papea_claims,tfidf,500,1.0,0.1660698054758658,0.27,500.0,
haunss_papea_claims,tfidf,500,2.0,0.13393194889134552,0.182,500.0,
haunss_papea_claims,tfidf,500,3.0,0.1609955424642515,0.29,500.0,
haunss_papea_claims,tfidf,500,4.0,0.14391208897014146,0.262,500.0,
haunss_papea_claims,tfidf,1000,0.0,0.14284479462530625,0.222,1000.0,
haunss_papea_claims,tfidf,1000,1.0,0.20425934298353632,0.312,1000.0,
haunss_papea_claims,tfidf,1000,2.0,0.1866722602202625,0.264,1000.0,
haunss_papea_claims,tfidf,1000,3.0,0.1632462053149417,0.244,1000.0,
haunss_papea_claims,tfidf,1000,4.0,0.20988965976579488,0.342,1000.0,
haunss_papea_claims,tfidf,2000,0.0,0.22615818374452784,0.39,2000.0,
haunss_papea_claims,tfidf,2000,1.0,0.22841370473534126,0.384,2000.0,
haunss_papea_claims,tfidf,2000,2.0,0.25213191647827515,0.382,2000.0,
haunss_papea_claims,tfidf,2000,3.0,0.23574781319044316,0.38,2000.0,
haunss_papea_claims,tfidf,2000,4.0,0.231600326673126,0.364,2000.0,
twitcivility_impoliteness,tfidf,50,0.0,0.0,0.758,50.0,
twitcivility_impoliteness,tfidf,50,1.0,0.015748031496062992,0.75,50.0,
twitcivility_impoliteness,tfidf,50,2.0,0.045454545454545456,0.748,50.0,
twitcivility_impoliteness,tfidf,50,3.0,0.3137254901960784,0.72,50.0,
twitcivility_impoliteness,tfidf,50,4.0,0.2604166666666667,0.716,50.0,
twitcivility_impoliteness,tfidf,100,0.0,0.0,0.756,100.0,
twitcivility_impoliteness,tfidf,100,1.0,0.1095890410958904,0.74,100.0,
twitcivility_impoliteness,tfidf,100,2.0,0.0,0.742,100.0,
twitcivility_impoliteness,tfidf,100,3.0,0.03225806451612903,0.76,100.0,
twitcivility_impoliteness,tfidf,100,4.0,0.13138686131386862,0.762,100.0,
twitcivility_impoliteness,tfidf,250,0.0,0.25925925925925924,0.76,250.0,
twitcivility_impoliteness,tfidf,250,1.0,0.18994413407821228,0.71,250.0,
twitcivility_impoliteness,tfidf,250,2.0,0.21518987341772153,0.752,250.0,
twitcivility_impoliteness,tfidf,250,3.0,0.2903225806451613,0.736,250.0,
twitcivility_impoliteness,tfidf,250,4.0,0.2702702702702703,0.73,250.0,
twitcivility_impoliteness,tfidf,500,0.0,0.20930232558139536,0.728,500.0,
twitcivility_impoliteness,tfidf,500,1.0,0.2777777777777778,0.688,500.0,
twitcivility_impoliteness,tfidf,500,2.0,0.39631336405529954,0.738,500.0,
twitcivility_impoliteness,tfidf,500,3.0,0.2057142857142857,0.722,500.0,
twitcivility_impoliteness,tfidf,500,4.0,0.36180904522613067,0.746,500.0,
twitcivility_impoliteness,tfidf,1000,0.0,0.3412322274881517,0.722,1000.0,
twitcivility_impoliteness,tfidf,1000,1.0,0.3722943722943723,0.71,1000.0,
twitcivility_impoliteness,tfidf,1000,2.0,0.38961038961038963,0.718,1000.0,
twitcivility_impoliteness,tfidf,1000,3.0,0.3333333333333333,0.712,1000.0,
twitcivility_impoliteness,tfidf,1000,4.0,0.3652173913043478,0.708,1000.0,
twitcivility_impoliteness,tfidf,2000,0.0,0.3837638376383764,0.666,2000.0,
twitcivility_impoliteness,tfidf,2000,1.0,0.41947565543071164,0.69,2000.0,
twitcivility_impoliteness,tfidf,2000,2.0,0.43609022556390975,0.7,2000.0,
twitcivility_impoliteness,tfidf,2000,3.0,0.4206896551724138,0.664,2000.0,
twitcivility_impoliteness,tfidf,2000,4.0,0.39846743295019155,0.686,2000.0,
bestvater_wm_stance,tfidf,50,0.0,0.9177489177489178,0.848,50.0,
bestvater_wm_stance,tfidf,50,1.0,0.9177489177489178,0.848,50.0,
bestvater_wm_stance,tfidf,50,2.0,0.9177489177489178,0.848,50.0,
bestvater_wm_stance,tfidf,50,3.0,0.9177489177489178,0.848,50.0,
bestvater_wm_stance,tfidf,50,4.0,0.9172113289760349,0.848,50.0,
bestvater_wm_stance,tfidf,100,0.0,0.9185667752442996,0.85,100.0,
bestvater_wm_stance,tfidf,100,1.0,0.9187432286023836,0.85,100.0,
bestvater_wm_stance,tfidf,100,2.0,0.9187432286023836,0.85,100.0,
bestvater_wm_stance,tfidf,100,3.0,0.9182115594329335,0.85,100.0,
bestvater_wm_stance,tfidf,100,4.0,0.9112814895947426,0.838,100.0,
bestvater_wm_stance,tfidf,250,0.0,0.9212253829321663,0.856,250.0,
bestvater_wm_stance,tfidf,250,1.0,0.9182115594329335,0.85,250.0,
bestvater_wm_stance,tfidf,250,2.0,0.9205658324265505,0.854,250.0,
bestvater_wm_stance,tfidf,250,3.0,0.9246119733924612,0.864,250.0,
bestvater_wm_stance,tfidf,250,4.0,0.9177489177489178,0.848,250.0,
bestvater_wm_stance,tfidf,500,0.0,0.9258028792912514,0.866,500.0,
bestvater_wm_stance,tfidf,500,1.0,0.9215469613259668,0.858,500.0,
bestvater_wm_stance,tfidf,500,2.0,0.9151785714285714,0.848,500.0,
bestvater_wm_stance,tfidf,500,3.0,0.9215469613259668,0.858,500.0,
bestvater_wm_stance,tfidf,500,4.0,0.9210233592880979,0.858,500.0,
bestvater_wm_stance,tfidf,1000,0.0,0.92,0.856,1000.0,
bestvater_wm_stance,tfidf,1000,1.0,0.9251700680272109,0.868,1000.0,
bestvater_wm_stance,tfidf,1000,2.0,0.9263873159682899,0.87,1000.0,
bestvater_wm_stance,tfidf,1000,3.0,0.9290617848970252,0.876,1000.0,
bestvater_wm_stance,tfidf,1000,4.0,0.9170506912442397,0.856,1000.0,
bestvater_wm_stance,tfidf,2000,0.0,0.9241540256709452,0.87,2000.0,
bestvater_wm_stance,tfidf,2000,1.0,0.9255813953488372,0.872,2000.0,
bestvater_wm_stance,tfidf,2000,2.0,0.9250585480093677,0.872,2000.0,
bestvater_wm_stance,tfidf,2000,3.0,0.9230769230769231,0.868,2000.0,
bestvater_wm_stance,tfidf,2000,4.0,0.9142185663924794,0.854,2000.0,
erlich_ati_topics,tfidf,50,0.0,0.07568688562521846,0.064,50.0,
erlich_ati_topics,tfidf,50,1.0,0.07885495131911428,0.098,50.0,
erlich_ati_topics,tfidf,50,2.0,0.08436834977033736,0.056,50.0,
erlich_ati_topics,tfidf,50,3.0,0.11700730857736932,0.096,50.0,
erlich_ati_topics,tfidf,50,4.0,0.08080309293223113,0.108,50.0,
erlich_ati_topics,tfidf,100,0.0,0.11766994698783047,0.072,100.0,
erlich_ati_topics,tfidf,100,1.0,0.1203973652953245,0.13,100.0,
erlich_ati_topics,tfidf,100,2.0,0.12773501024631698,0.106,100.0,
erlich_ati_topics,tfidf,100,3.0,0.15848465089514147,0.116,100.0,
erlich_ati_topics,tfidf,100,4.0,0.14454812513549833,0.132,100.0,
erlich_ati_topics,tfidf,250,0.0,0.2565637097438431,0.188,250.0,
erlich_ati_topics,tfidf,250,1.0,0.26649637182767455,0.186,250.0,
erlich_ati_topics,tfidf,250,2.0,0.24117492700886026,0.2,250.0,
erlich_ati_topics,tfidf,250,3.0,0.26116708018067664,0.2,250.0,
erlich_ati_topics,tfidf,250,4.0,0.27385945692983166,0.2,250.0,
erlich_ati_topics,tfidf,500,0.0,0.3585291733326238,0.252,500.0,
erlich_ati_topics,tfidf,500,1.0,0.35571387676650834,0.254,500.0,
erlich_ati_topics,tfidf,500,2.0,0.35324373583954455,0.27,500.0,
erlich_ati_topics,tfidf,500,3.0,0.37932299011541964,0.296,500.0,
erlich_ati_topics,tfidf,500,4.0,0.3323528207578663,0.266,500.0,
erlich_ati_topics,tfidf,1000,0.0,0.4556413891208289,0.324,1000.0,
erlich_ati_topics,tfidf,1000,1.0,0.45646539066524355,0.312,1000.0,
erlich_ati_topics,tfidf,1000,2.0,0.46615576484258703,0.344,1000.0,
erlich_ati_topics,tfidf,1000,3.0,0.4517643040426191,0.348,1000.0,
erlich_ati_topics,tfidf,1000,4.0,0.4348690967332048,0.342,1000.0,
erlich_ati_topics,tfidf,2000,0.0,0.5223157529028031,0.358,2000.0,
erlich_ati_topics,tfidf,2000,1.0,0.49987667389308454,0.364,2000.0,
erlich_ati_topics,tfidf,2000,2.0,0.49362678210952765,0.364,2000.0,
erlich_ati_topics,tfidf,2000,3.0,0.5099665777981286,0.356,2000.0,
erlich_ati_topics,tfidf,2000,4.0,0.5024885717655686,0.352,2000.0,
burnham_polnli_event_entailment,tfidf,50,0.0,0.6516464471403813,0.598,50.0,
burnham_polnli_event_entailment,tfidf,50,1.0,0.6690140845070423,0.624,50.0,
burnham_polnli_event_entailment,tfidf,50,2.0,0.6803418803418804,0.626,50.0,
burnham_polnli_event_entailment,tfidf,50,3.0,0.6438356164383562,0.584,50.0,
burnham_polnli_event_entailment,tfidf,50,4.0,0.7267355982274741,0.63,50.0,
burnham_polnli_event_entailment,tfidf,100,0.0,0.7340590979782271,0.658,100.0,
burnham_polnli_event_entailment,tfidf,100,1.0,0.66890756302521,0.606,100.0,
burnham_polnli_event_entailment,tfidf,100,2.0,0.7435897435897436,0.68,100.0,
burnham_polnli_event_entailment,tfidf,100,3.0,0.675,0.636,100.0,
burnham_polnli_event_entailment,tfidf,100,4.0,0.7464566929133858,0.678,100.0,
burnham_polnli_event_entailment,tfidf,250,0.0,0.7487684729064039,0.694,250.0,
burnham_polnli_event_entailment,tfidf,250,1.0,0.767479674796748,0.714,250.0,
burnham_polnli_event_entailment,tfidf,250,2.0,0.7554076539101497,0.706,250.0,
burnham_polnli_event_entailment,tfidf,250,3.0,0.7598684210526315,0.708,250.0,
burnham_polnli_event_entailment,tfidf,250,4.0,0.761744966442953,0.716,250.0,
burnham_polnli_event_entailment,tfidf,500,0.0,0.773972602739726,0.736,500.0,
burnham_polnli_event_entailment,tfidf,500,1.0,0.779050736497545,0.73,500.0,
burnham_polnli_event_entailment,tfidf,500,2.0,0.7607573149741824,0.722,500.0,
burnham_polnli_event_entailment,tfidf,500,3.0,0.7872696817420436,0.746,500.0,
burnham_polnli_event_entailment,tfidf,500,4.0,0.7695099818511797,0.746,500.0,
burnham_polnli_event_entailment,tfidf,1000,0.0,0.7888707037643208,0.742,1000.0,
burnham_polnli_event_entailment,tfidf,1000,1.0,0.8033333333333333,0.764,1000.0,
burnham_polnli_event_entailment,tfidf,1000,2.0,0.7919463087248322,0.752,1000.0,
burnham_polnli_event_entailment,tfidf,1000,3.0,0.7887323943661971,0.76,1000.0,
burnham_polnli_event_entailment,tfidf,1000,4.0,0.8027444253859348,0.77,1000.0,
burnham_polnli_event_entailment,tfidf,2000,0.0,0.8132635253054101,0.786,2000.0,
burnham_polnli_event_entailment,tfidf,2000,1.0,0.8133802816901409,0.788,2000.0,
burnham_polnli_event_entailment,tfidf,2000,2.0,0.8172413793103448,0.788,2000.0,
burnham_polnli_event_entailment,tfidf,2000,3.0,0.8117443868739206,0.782,2000.0,
burnham_polnli_event_entailment,tfidf,2000,4.0,0.823943661971831,0.8,2000.0,
burnham_trump_stance,tfidf,50,0.0,0.31726167126655974,0.422,50.0,
burnham_trump_stance,tfidf,50,1.0,0.3325429680692839,0.466,50.0,
burnham_trump_stance,tfidf,50,2.0,0.355430901815541,0.43,50.0,
burnham_trump_stance,tfidf,50,3.0,0.2603689664572863,0.368,50.0,
burnham_trump_stance,tfidf,50,4.0,0.40742256613197064,0.43,50.0,
burnham_trump_stance,tfidf,100,0.0,0.37852375244991915,0.468,100.0,
burnham_trump_stance,tfidf,100,1.0,0.40479276690971483,0.486,100.0,
burnham_trump_stance,tfidf,100,2.0,0.3664369833955088,0.456,100.0,
burnham_trump_stance,tfidf,100,3.0,0.37992335056348,0.482,100.0,
burnham_trump_stance,tfidf,100,4.0,0.39041518752893967,0.476,100.0,
burnham_trump_stance,tfidf,250,0.0,0.39547248305941013,0.502,250.0,
burnham_trump_stance,tfidf,250,1.0,0.5096799183807098,0.58,250.0,
burnham_trump_stance,tfidf,250,2.0,0.4715793048334616,0.528,250.0,
burnham_trump_stance,tfidf,250,3.0,0.4523022598870057,0.536,250.0,
burnham_trump_stance,tfidf,250,4.0,0.49813998346651966,0.542,250.0,
burnham_trump_stance,tfidf,500,0.0,0.4854206095412126,0.556,500.0,
burnham_trump_stance,tfidf,500,1.0,0.5268607358467343,0.564,500.0,
burnham_trump_stance,tfidf,500,2.0,0.507538870077259,0.56,500.0,
burnham_trump_stance,tfidf,500,3.0,0.5251241532267785,0.572,500.0,
burnham_trump_stance,tfidf,500,4.0,0.5703057356272851,0.616,500.0,
burnham_trump_stance,tfidf,1000,0.0,0.5536565367298257,0.596,1000.0,
burnham_trump_stance,tfidf,1000,1.0,0.5674506146460283,0.608,1000.0,
burnham_trump_stance,tfidf,1000,2.0,0.5524728594688315,0.608,1000.0,
burnham_trump_stance,tfidf,1000,3.0,0.567328921906927,0.608,1000.0,
burnham_trump_stance,tfidf,1000,4.0,0.583354938988477,0.616,1000.0,
burnham_trump_stance,tfidf,2000,0.0,0.5910369847270109,0.62,2000.0,
burnham_trump_stance,tfidf,2000,1.0,0.6091057177346715,0.642,2000.0,
burnham_trump_stance,tfidf,2000,2.0,0.5950022068212677,0.636,2000.0,
burnham_trump_stance,tfidf,2000,3.0,0.5803502913912372,0.62,2000.0,
burnham_trump_stance,tfidf,2000,4.0,0.6000207128834135,0.64,2000.0,
dicocco_manifesto_populism,tfidf,50,0.0,0.0,0.918,50.0,
dicocco_manifesto_populism,tfidf,50,1.0,0.0,0.918,50.0,
dicocco_manifesto_populism,tfidf,50,2.0,0.0,0.918,50.0,
dicocco_manifesto_populism,tfidf,50,3.0,0.0,0.918,50.0,
dicocco_manifesto_populism,tfidf,50,4.0,0.0,0.918,50.0,
dicocco_manifesto_populism,tfidf,100,0.0,0.0,0.918,100.0,
dicocco_manifesto_populism,tfidf,100,1.0,0.0,0.918,100.0,
dicocco_manifesto_populism,tfidf,100,2.0,0.0,0.918,100.0,
dicocco_manifesto_populism,tfidf,100,3.0,0.0,0.918,100.0,
dicocco_manifesto_populism,tfidf,100,4.0,0.0,0.914,100.0,
dicocco_manifesto_populism,tfidf,250,0.0,0.0,0.918,250.0,
dicocco_manifesto_populism,tfidf,250,1.0,0.047619047619047616,0.92,250.0,
