source_id,target,description,comment,annotation_1,annotation_2,annotation_3,votes_FAVOR,votes_AGAINST,votes_NONE,n_votes,vote_share_majority,gt_stance
alia_1808,NO AL CAMBIO DE NOMBRES DE LAS CALLES EN MADRID,"Soy un madrileño que nació en Democracia, y que estudió la historia de España en los libros de texto. Creo que el cambio del nombre de las calles es un debate político, pero que va a influir en el día a día de los ciudadanos, que respetamos dicho debate, pero que nos mantenemos ajenos a el. Me gustaría saber quién se va a hacer cargo de los costes económicos, y de tiempo, en el cambio de domiciliaciones, documentos oficiales, tarjetas sanitarias, registro de la propiedad.... Por favor, cuando se tomen decisiones políticas  de esta índole, piensen en las consecuencias pragmáticas de ello.","Eso fue hace 40 años!!!. Decisiones como estas son las que llevan a inversiones extras, y que permitirán a otros dar razones para privatizar la sanidad o justificar el deterioro y suciedad que sufre Madrid en el último año",against,favor,favor,2,1,0,3,0.6666666666666666,FAVOR
alia_1809,NO AL CAMBIO DE NOMBRES DE LAS CALLES EN MADRID,"Soy un madrileño que nació en Democracia, y que estudió la historia de España en los libros de texto. Creo que el cambio del nombre de las calles es un debate político, pero que va a influir en el día a día de los ciudadanos, que respetamos dicho debate, pero que nos mantenemos ajenos a el. Me gustaría saber quién se va a hacer cargo de los costes económicos, y de tiempo, en el cambio de domiciliaciones, documentos oficiales, tarjetas sanitarias, registro de la propiedad.... Por favor, cuando se tomen decisiones políticas  de esta índole, piensen en las consecuencias pragmáticas de ello.",Tenemos ya 14.000 votos a favor de no cambiar el nombre de las calles en www.change.org. ,favor,favor,favor,3,0,0,3,1.0,FAVOR
alia_1810,"NO AL PELOTAZO URBANISTICO DE ""LA ERMITA DEL SANTO"", SI A PLANTAR ENCINAS.","PRETENDEN LEVANTAR 5 TORRES EN LO QUE AHORA ES UN COMPLEJO DEPORTIVO, DI NO A LA MASIFICACIÓN URBANISTICA. https://urbanity.one/uploads/default/original/3X/a/c/ac9043f4d84b3f3458068f1d86d92042875b20db.jpeg","""yo creo que la vista mas bonita de Madrid es la que se contempla desde el cementerio de San Isidro, al otro lado del Manzanares, con el Palacio Real, la Almudena, el seminario y San Francisco enfrente.Y así lo han visto siempre los pintores, desde GOYA a los últimos que aún pintaban paisajes realistas de Madrid, allá a mediados del siglo XX.Es un panorama que apenas ha variado en los dos últimos siglos ,y la visión de la ciudad mediada por la pradera y los árboles resulta de lo más sedativa"".Este es un párrafo de Andrés Trapiello (de su libro ""Madrid"").
¿Pretenden arruinar esta bella panorámica con esas inmensas torres?.RECAPACITEN!!!",favor,favor,favor,3,0,0,3,1.0,FAVOR
alia_1811,"NO AL PELOTAZO URBANISTICO DE ""LA ERMITA DEL SANTO"", SI A PLANTAR ENCINAS.","PRETENDEN LEVANTAR 5 TORRES EN LO QUE AHORA ES UN COMPLEJO DEPORTIVO, DI NO A LA MASIFICACIÓN URBANISTICA. https://urbanity.one/uploads/default/original/3X/a/c/ac9043f4d84b3f3458068f1d86d92042875b20db.jpeg","Andrés Trapiello,Medalla de Oro de la ciudad de Madrid concedida el 15 de mayo(San Isidro),reconociendo su hacer por la capital, en su obra ""Madrid""",neutral,against,neutral,0,1,2,3,0.6666666666666666,NONE
alia_1813,"NO AL PELOTAZO URBANISTICO DE ""LA ERMITA DEL SANTO"", SI A PLANTAR ENCINAS.","PRETENDEN LEVANTAR 5 TORRES EN LO QUE AHORA ES UN COMPLEJO DEPORTIVO, DI NO A LA MASIFICACIÓN URBANISTICA. https://urbanity.one/uploads/default/original/3X/a/c/ac9043f4d84b3f3458068f1d86d92042875b20db.jpeg","Es una vergüenza que este Ayuntamiento sólo piense en los beneficios económicos de los empresarios venezolanos y no es los vecinos. E speoyecto es una auténtica barbaridad, el barrio no puede sostener 600 viviendas con miles d e plaza de aparcamiento porque los servicios públicos que existen hoy están bajo mínimos y falta de todo: centros de salud, colegios públicos, biblioteca pública, trasporte público, polideportivo público etc. Además miles de coche van a terminar convirtiendo el vecindario en un sitio ruidoso y más contaminado, es insostenible. Lo que necesitamos son más servicios públicos para los vecinos, no lo de siempre, ladrillo y consumo de pasta para beneficio de 4. Lo vamos a parar ",favor,favor,favor,3,0,0,3,1.0,FAVOR
alia_1814,"NO AL PELOTAZO URBANISTICO DE ""LA ERMITA DEL SANTO"", SI A PLANTAR ENCINAS.","PRETENDEN LEVANTAR 5 TORRES EN LO QUE AHORA ES UN COMPLEJO DEPORTIVO, DI NO A LA MASIFICACIÓN URBANISTICA. https://urbanity.one/uploads/default/original/3X/a/c/ac9043f4d84b3f3458068f1d86d92042875b20db.jpeg",Lo que necesitamos en este barrio son dotaciones deportivas y culturales. No necesitamos casas de lujo que no podemos pagar,favor,against,against,1,2,0,3,0.6666666666666666,AGAINST
alia_1815,"NO AL PELOTAZO URBANISTICO DE ""LA ERMITA DEL SANTO"", SI A PLANTAR ENCINAS.","PRETENDEN LEVANTAR 5 TORRES EN LO QUE AHORA ES UN COMPLEJO DEPORTIVO, DI NO A LA MASIFICACIÓN URBANISTICA. https://urbanity.one/uploads/default/original/3X/a/c/ac9043f4d84b3f3458068f1d86d92042875b20db.jpeg","Este proyecto no puede salir adelante. No solo por el impacto medioambiental sino porque empeoraría las condiciones en las que vivimos las personas que residimos en el barrio. Barrio en el que faltan servicios básicos (supermercados, centros educativos, biblioteca, etc.), problemas con el transporte público 
Es una medida que piensa en la ganancia económica de los inversores y que perjudica y deteriora la calidad de vida de las personas del barrio y que tendría un fuerte impacto medioambiental en el futuro del barrio y la ciudad ",favor,favor,favor,3,0,0,3,1.0,FAVOR
alia_1816,"NO AL PELOTAZO URBANISTICO DE ""LA ERMITA DEL SANTO"", SI A PLANTAR ENCINAS.","PRETENDEN LEVANTAR 5 TORRES EN LO QUE AHORA ES UN COMPLEJO DEPORTIVO, DI NO A LA MASIFICACIÓN URBANISTICA. https://urbanity.one/uploads/default/original/3X/a/c/ac9043f4d84b3f3458068f1d86d92042875b20db.jpeg","Ante la falta de servicios públicos como escuelas, transporte público, centros de salud que generará está cantidad de nuevos vecinos, y por la destrucción de un centro deportivo con servicios para toda la familia (gimnasio, escuela de artes marciales, escuela de natación, circuito de karting y todos muy popular con los vecinos) cuando no tenemos otro en todo el barrio, ¡digo NO!",favor,favor,favor,3,0,0,3,1.0,FAVOR
alia_1817,"NO AL PELOTAZO URBANISTICO DE ""LA ERMITA DEL SANTO"", SI A PLANTAR ENCINAS.","PRETENDEN LEVANTAR 5 TORRES EN LO QUE AHORA ES UN COMPLEJO DEPORTIVO, DI NO A LA MASIFICACIÓN URBANISTICA. https://urbanity.one/uploads/default/original/3X/a/c/ac9043f4d84b3f3458068f1d86d92042875b20db.jpeg","NO AL PELOTAZO URBANISTICO DE ""LA ERMITA DEL SANTO""
Parece que la iniciativa es otro empuje a la ""nueva burbuja inmobiliaria"". Seria eliminar los servicios de ocio, comercio, instalaciones deportivas y espacios públicos que ya son escasos. También multiplicar por 600% ,que son las viviendas propuestas, el problema de transporte público y aparcamiento. NO INCREMENTEN LOS PROBLEMAS con una operación inmobiliaria descabellada y SOLUCIONEN LAS DEFICIENCIAS QUE ARRASTRAMOS desde hace años.",favor,favor,favor,3,0,0,3,1.0,FAVOR
alia_1818,NO PARALIZAR el CENTRO de Madrid los domingos por las mañanas,"""Adjetivos aparte""; hay carreras por causas solidarias y otras SIMPLEMENTE ESTUPIDAS, pero independientemente del motivo por el que se corra, la ORGANICA ES NEFASTA, EXTRAORDINARIAMENTE MALA, PENOSA Y EXACERBADAMENTE INUTIL. Por las calles se circula en coche, NO SE CORRE. Propuesta? - El parque del Retiro - La casa de Campo - El ""bosque"" - El corredor - Parque de Juan Carlos I etc, etc, etc.","Pues yo sí estoy de acuerdo con esta propuesta. El transporte público funciona cada día peor en coche tardo 20 minutos en llegar al centro y en metro 45, estoy harta de que se me vaya la vida en el metro, sinceramente. Seguro que los que opinan tanto es que viven en el centro y con dos estacioncitas ya están donde quieren, pues el resto no. Si quieren que vaya en metro pues que no tarde más de 3 minutos entre un metro y otro, como pasaba antes, lo que está pasando ahora es un despropósito y más en fin de semana, que te eternizas. ",favor,favor,favor,3,0,0,3,1.0,FAVOR
alia_1819,NO PARALIZAR el CENTRO de Madrid los domingos por las mañanas,"""Adjetivos aparte""; hay carreras por causas solidarias y otras SIMPLEMENTE ESTUPIDAS, pero independientemente del motivo por el que se corra, la ORGANICA ES NEFASTA, EXTRAORDINARIAMENTE MALA, PENOSA Y EXACERBADAMENTE INUTIL. Por las calles se circula en coche, NO SE CORRE. Propuesta? - El parque del Retiro - La casa de Campo - El ""bosque"" - El corredor - Parque de Juan Carlos I etc, etc, etc.","Yo tampoco comparto tu propuesta, tener complejo de Fernando Alonso debe tener un límite, coche para ir al supermercado, coche para ir al cole, coche para ir al curro, coche para ir al bar, coche, coche, coche. España no es EEUU, aqui las distancias son cortas y con excelente transporte público. Mas bicicleta, metro y autobus y menos cartucheras.",against,against,against,0,3,0,3,1.0,AGAINST
alia_1820,NO PARALIZAR el CENTRO de Madrid los domingos por las mañanas,"""Adjetivos aparte""; hay carreras por causas solidarias y otras SIMPLEMENTE ESTUPIDAS, pero independientemente del motivo por el que se corra, la ORGANICA ES NEFASTA, EXTRAORDINARIAMENTE MALA, PENOSA Y EXACERBADAMENTE INUTIL. Por las calles se circula en coche, NO SE CORRE. Propuesta? - El parque del Retiro - La casa de Campo - El ""bosque"" - El corredor - Parque de Juan Carlos I etc, etc, etc.","A modo de ejemplo:   Casa de Campo, 1800 Hectáreas.  Dehesa de la Villa, 70 hectáreas.   Parque del Retiro: 5,38 km2.  Y otros muchos........ Es decir, bastante espacio para disfrutarlo.     ",favor,against,favor,2,1,0,3,0.6666666666666666,FAVOR
alia_1821,NO a los nuevos contenedores de basura,"En Villaverde entre otros distritos están implantando los nuevos contenedores de basura. Estos son de mayor capacidad que los anteriores pero su implantación no ha sido para nada la adecuada. Dónde habían 5-6 contenedores naranjas y 2-3 amarillos lo han reducido a 1 o 2 naranjas y 1 amarillo desaprovechando el espacio entre acera y contenedor y reduciendo la capacidad para las bolsas, anteriormente se solicitó la ampliación de contenedores ya que en ese momento era muy habitual ver basura fuera de ellos. Desde el cambio el problema no se ha solucionado sino que se ha agravado, al ser contenedores de recogida lateral no se puede aprovechar el espacio entre acera y contenedor, en caso de añadir nuevos contenedores reducirían más plazas de aparcamiento. Desde varios grupos de Facebook del Distrito de Villaverde nos estamos haciendo eco de este grave problema con los nuevos cubos de basura antes de que se siga extendiendo por todo Madrid. Ya que parece ser que el único objetivo es realizar una recogida más ràpida y con menos personal de los cubos, pero en ningún caso están mejorando la capacidad ni comodidad para el ciudadano. Solicitamos que quiten estos contenedores o que se adecúe su colocación y sistema de recogida para permitir ampliar el número de ellos aprovechan el espacio entre acera y contenedor sin afectar a las plazas de aparcamiento, pero que a su vez se tomen medidas para aumentar el número de ellos y evitar encontrarse como siempre bolsas de basura en el suelo al estar estos llenos. Añado aquí quejas que además indican otros usuarios: QUEJA 1: Los contenedores han sido colocados cerca de pasos de peatones, los cuales impiden la visión para cruzar la calzada y hacen necesario invadirla para ver si viene un vehículo, generando un grave peligro para la vida de los peatones. IMAGEN DE UN CONTENEDOR: https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/18767851_10213023540243806_7600561137839977213_n.jpg?oh=eb12b27ee7f1d359dbbca7ddabbea048&amp;oe=59A979CB QUEJA 2: El pedal de apertura está bastante duro, por lo que personas mayores puede tener grandes problemas para su apertura, con el consiguiente problema de que acaben no teniendo más remedio que dejar fuera esa basura. QUEJA 3: La reducción considerable de las plazas de aparcamiento disponibles, debido a las necesidades de colocación de los contenedores. QUEJA 4: Basura fuera de los contenedores debido à la reducción de los mismos por el desaprovechamiento de espacio entre acera y contenedor debido à la forma de carga de los camiones de basura. Adjunto foto de un contenedor durante el día. Prácticamente están la mayoría así, no solo amarillos, también orgánico. https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/18920123_10213700979947184_8511156015550420996_n.jpg?oh=8f8ce6ea9d6b52a33004bb33fd800a1b&amp;oe=59AA4B1D",Me parece una vergüenza;luego además nos subirán el impuesto de basuras el cual ya es slto,favor,against,favor,2,1,0,3,0.6666666666666666,FAVOR
alia_1822,NO a los nuevos contenedores de basura,"En Villaverde entre otros distritos están implantando los nuevos contenedores de basura. Estos son de mayor capacidad que los anteriores pero su implantación no ha sido para nada la adecuada. Dónde habían 5-6 contenedores naranjas y 2-3 amarillos lo han reducido a 1 o 2 naranjas y 1 amarillo desaprovechando el espacio entre acera y contenedor y reduciendo la capacidad para las bolsas, anteriormente se solicitó la ampliación de contenedores ya que en ese momento era muy habitual ver basura fuera de ellos. Desde el cambio el problema no se ha solucionado sino que se ha agravado, al ser contenedores de recogida lateral no se puede aprovechar el espacio entre acera y contenedor, en caso de añadir nuevos contenedores reducirían más plazas de aparcamiento. Desde varios grupos de Facebook del Distrito de Villaverde nos estamos haciendo eco de este grave problema con los nuevos cubos de basura antes de que se siga extendiendo por todo Madrid. Ya que parece ser que el único objetivo es realizar una recogida más ràpida y con menos personal de los cubos, pero en ningún caso están mejorando la capacidad ni comodidad para el ciudadano. Solicitamos que quiten estos contenedores o que se adecúe su colocación y sistema de recogida para permitir ampliar el número de ellos aprovechan el espacio entre acera y contenedor sin afectar a las plazas de aparcamiento, pero que a su vez se tomen medidas para aumentar el número de ellos y evitar encontrarse como siempre bolsas de basura en el suelo al estar estos llenos. Añado aquí quejas que además indican otros usuarios: QUEJA 1: Los contenedores han sido colocados cerca de pasos de peatones, los cuales impiden la visión para cruzar la calzada y hacen necesario invadirla para ver si viene un vehículo, generando un grave peligro para la vida de los peatones. IMAGEN DE UN CONTENEDOR: https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/18767851_10213023540243806_7600561137839977213_n.jpg?oh=eb12b27ee7f1d359dbbca7ddabbea048&amp;oe=59A979CB QUEJA 2: El pedal de apertura está bastante duro, por lo que personas mayores puede tener grandes problemas para su apertura, con el consiguiente problema de que acaben no teniendo más remedio que dejar fuera esa basura. QUEJA 3: La reducción considerable de las plazas de aparcamiento disponibles, debido a las necesidades de colocación de los contenedores. QUEJA 4: Basura fuera de los contenedores debido à la reducción de los mismos por el desaprovechamiento de espacio entre acera y contenedor debido à la forma de carga de los camiones de basura. Adjunto foto de un contenedor durante el día. Prácticamente están la mayoría así, no solo amarillos, también orgánico. https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/18920123_10213700979947184_8511156015550420996_n.jpg?oh=8f8ce6ea9d6b52a33004bb33fd800a1b&amp;oe=59AA4B1D","Se han colocado contenedores en zonas donde no eran necesarios, por ser bloques  altos de viviendas con cuarto de basuras. 
Desde la colocación de los nuevos contenedores no se recoge la basura de la comunidad que se acumula en las  aceras  y los contenedores nuevos  desbordados.  
Se ha incrementado la suciedad y los malos olores. 
",favor,favor,favor,3,0,0,3,1.0,FAVOR
alia_1823,NO a los nuevos contenedores de basura,"En Villaverde entre otros distritos están implantando los nuevos contenedores de basura. Estos son de mayor capacidad que los anteriores pero su implantación no ha sido para nada la adecuada. Dónde habían 5-6 contenedores naranjas y 2-3 amarillos lo han reducido a 1 o 2 naranjas y 1 amarillo desaprovechando el espacio entre acera y contenedor y reduciendo la capacidad para las bolsas, anteriormente se solicitó la ampliación de contenedores ya que en ese momento era muy habitual ver basura fuera de ellos. Desde el cambio el problema no se ha solucionado sino que se ha agravado, al ser contenedores de recogida lateral no se puede aprovechar el espacio entre acera y contenedor, en caso de añadir nuevos contenedores reducirían más plazas de aparcamiento. Desde varios grupos de Facebook del Distrito de Villaverde nos estamos haciendo eco de este grave problema con los nuevos cubos de basura antes de que se siga extendiendo por todo Madrid. Ya que parece ser que el único objetivo es realizar una recogida más ràpida y con menos personal de los cubos, pero en ningún caso están mejorando la capacidad ni comodidad para el ciudadano. Solicitamos que quiten estos contenedores o que se adecúe su colocación y sistema de recogida para permitir ampliar el número de ellos aprovechan el espacio entre acera y contenedor sin afectar a las plazas de aparcamiento, pero que a su vez se tomen medidas para aumentar el número de ellos y evitar encontrarse como siempre bolsas de basura en el suelo al estar estos llenos. Añado aquí quejas que además indican otros usuarios: QUEJA 1: Los contenedores han sido colocados cerca de pasos de peatones, los cuales impiden la visión para cruzar la calzada y hacen necesario invadirla para ver si viene un vehículo, generando un grave peligro para la vida de los peatones. IMAGEN DE UN CONTENEDOR: https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/18767851_10213023540243806_7600561137839977213_n.jpg?oh=eb12b27ee7f1d359dbbca7ddabbea048&amp;oe=59A979CB QUEJA 2: El pedal de apertura está bastante duro, por lo que personas mayores puede tener grandes problemas para su apertura, con el consiguiente problema de que acaben no teniendo más remedio que dejar fuera esa basura. QUEJA 3: La reducción considerable de las plazas de aparcamiento disponibles, debido a las necesidades de colocación de los contenedores. QUEJA 4: Basura fuera de los contenedores debido à la reducción de los mismos por el desaprovechamiento de espacio entre acera y contenedor debido à la forma de carga de los camiones de basura. Adjunto foto de un contenedor durante el día. Prácticamente están la mayoría así, no solo amarillos, también orgánico. https://scontent-mad1-1.xx.fbcdn.net/v/t1.0-9/18920123_10213700979947184_8511156015550420996_n.jpg?oh=8f8ce6ea9d6b52a33004bb33fd800a1b&amp;oe=59AA4B1D","Completamente de acuerdo con todas las quejas. Desconozco lo que está ocurriendo en otros barrios, pero en Moratalaz el cambio de los contenedores se ha llevado a cabo en las calles principales, por lo que en muchas calles continuan los mismos contenedores que había hasta ahora, por lo que a la hora de la recogida van 2 camiones para recoger los residuos orgánicos  (uno para los nuevos contenedores y otro para los antiguos) y otros 2 camiones para la recogida de los envases.",favor,favor,favor,3,0,0,3,1.0,FAVOR
alia_1824,NO a los ruidos. Reducir el número de decibelios permitido.,"Muchos vecinos trabajamos todo el día y regresamos a nuestras casas para descansar. Muchas veces esto es imposible porque la ley actual permite que se ponga la música alta a horas poco apropiadas (noches, hora de la siesta, fines de semana...). Propongo que se baje el número de decibelios permitidos , tanto para los bares y discotecas como para los particulares . Y que se facilite la denuncia de este tipo de actividades y se endurezcan las sanciones .  Ese vecino que pone la música alta a todas horas, incluso en la hora de la siesta, por la noche... esa otra persona que se duerme con la radio puesta a todo volumen, o la televisión, el joven y no tan joven que decide aparcar debajo de tu terraza con la música del coche a todo volumen, la motocicleta con el escape roto... Queremos descansar. NO más ruidos.","Apoyo su propuesta. Disminución de decibelios. En casa, uno con su familia - no con el ruido de los demás. Ningún ruido a ninguna hora - sea nocturno o diurno. Hay personas que trabajan en turnos de noche y tienen que descansar en periodos diurnos. En cuanto a bares, restaurantes y discotecas, obligación de colocar sonómetros en sus locales que envíen una señal electrónica sobre decibelios emitidos al Ayuntamiento. Es una forma de autoregularse y el Ayuntamiennto podría tener datos fiables sobre los locales que no cumplen con la normativa.",favor,favor,favor,3,0,0,3,1.0,FAVOR
alia_1825,NO a los ruidos. Reducir el número de decibelios permitido.,"Muchos vecinos trabajamos todo el día y regresamos a nuestras casas para descansar. Muchas veces esto es imposible porque la ley actual permite que se ponga la música alta a horas poco apropiadas (noches, hora de la siesta, fines de semana...). Propongo que se baje el número de decibelios permitidos , tanto para los bares y discotecas como para los particulares . Y que se facilite la denuncia de este tipo de actividades y se endurezcan las sanciones .  Ese vecino que pone la música alta a todas horas, incluso en la hora de la siesta, por la noche... esa otra persona que se duerme con la radio puesta a todo volumen, o la televisión, el joven y no tan joven que decide aparcar debajo de tu terraza con la música del coche a todo volumen, la motocicleta con el escape roto... Queremos descansar. NO más ruidos.","Completamente de acuerdo, a quien no le ha pasado que de repente a las 3 de la mañana haya pasado una moto tipo Harley despertando a todo cristo? ",favor,favor,favor,3,0,0,3,1.0,FAVOR
alia_1826,NO a los ruidos. Reducir el número de decibelios permitido.,"Muchos vecinos trabajamos todo el día y regresamos a nuestras casas para descansar. Muchas veces esto es imposible porque la ley actual permite que se ponga la música alta a horas poco apropiadas (noches, hora de la siesta, fines de semana...). Propongo que se baje el número de decibelios permitidos , tanto para los bares y discotecas como para los particulares . Y que se facilite la denuncia de este tipo de actividades y se endurezcan las sanciones .  Ese vecino que pone la música alta a todas horas, incluso en la hora de la siesta, por la noche... esa otra persona que se duerme con la radio puesta a todo volumen, o la televisión, el joven y no tan joven que decide aparcar debajo de tu terraza con la música del coche a todo volumen, la motocicleta con el escape roto... Queremos descansar. NO más ruidos.","Vivo en el barrio de las letras. No entiendo como es posible que el camión de la basura pase cerca de las dos de la madrugada. Mi casa es vieja, como casi todas las de la zona. Y los cristales y paredes vibran. Es una autentica tortura el ruido. Y digo yo...¿no se podría cambiar la hora de recogida a otra un poco más adecuada al descanso de todos?",favor,favor,favor,3,0,0,3,1.0,FAVOR
alia_1827,NO a los ruidos. Reducir el número de decibelios permitido.,"Muchos vecinos trabajamos todo el día y regresamos a nuestras casas para descansar. Muchas veces esto es imposible porque la ley actual permite que se ponga la música alta a horas poco apropiadas (noches, hora de la siesta, fines de semana...). Propongo que se baje el número de decibelios permitidos , tanto para los bares y discotecas como para los particulares . Y que se facilite la denuncia de este tipo de actividades y se endurezcan las sanciones .  Ese vecino que pone la música alta a todas horas, incluso en la hora de la siesta, por la noche... esa otra persona que se duerme con la radio puesta a todo volumen, o la televisión, el joven y no tan joven que decide aparcar debajo de tu terraza con la música del coche a todo volumen, la motocicleta con el escape roto... Queremos descansar. NO más ruidos.",La iglesia de las fuentes en El Barrio del Pilar tiene un sistema de calefacción en invierno y de sirena acondicionado en verano que no deja descansar a los vecinos. ¿ que se puede hacer ¿,favor,neutral,favor,2,0,1,3,0.6666666666666666,FAVOR
alia_1828,NO a los ruidos. Reducir el número de decibelios permitido.,"Muchos vecinos trabajamos todo el día y regresamos a nuestras casas para descansar. Muchas veces esto es imposible porque la ley actual permite que se ponga la música alta a horas poco apropiadas (noches, hora de la siesta, fines de semana...). Propongo que se baje el número de decibelios permitidos , tanto para los bares y discotecas como para los particulares . Y que se facilite la denuncia de este tipo de actividades y se endurezcan las sanciones .  Ese vecino que pone la música alta a todas horas, incluso en la hora de la siesta, por la noche... esa otra persona que se duerme con la radio puesta a todo volumen, o la televisión, el joven y no tan joven que decide aparcar debajo de tu terraza con la música del coche a todo volumen, la motocicleta con el escape roto... Queremos descansar. NO más ruidos.","Estoy de acuerdo. Muchos jovenes en verano se quedan en los bancos que están pegados a los pisos hablando, con música hasta altas horas de la madrugada y te imposibilita dormir a no ser que cierres la ventana (cosa que en verano es difícil). ",favor,favor,favor,3,0,0,3,1.0,FAVOR
alia_1829,NO a los ruidos. Reducir el número de decibelios permitido.,"Muchos vecinos trabajamos todo el día y regresamos a nuestras casas para descansar. Muchas veces esto es imposible porque la ley actual permite que se ponga la música alta a horas poco apropiadas (noches, hora de la siesta, fines de semana...). Propongo que se baje el número de decibelios permitidos , tanto para los bares y discotecas como para los particulares . Y que se facilite la denuncia de este tipo de actividades y se endurezcan las sanciones .  Ese vecino que pone la música alta a todas horas, incluso en la hora de la siesta, por la noche... esa otra persona que se duerme con la radio puesta a todo volumen, o la televisión, el joven y no tan joven que decide aparcar debajo de tu terraza con la música del coche a todo volumen, la motocicleta con el escape roto... Queremos descansar. NO más ruidos.","Los autobuses de la EMT que a las 6 de la mañana ya estan funcionando, hacen mucho ruido y contaminan.  ",favor,neutral,neutral,1,0,2,3,0.6666666666666666,NONE
alia_1830,NO a los ruidos. Reducir el número de decibelios permitido.,"Muchos vecinos trabajamos todo el día y regresamos a nuestras casas para descansar. Muchas veces esto es imposible porque la ley actual permite que se ponga la música alta a horas poco apropiadas (noches, hora de la siesta, fines de semana...). Propongo que se baje el número de decibelios permitidos , tanto para los bares y discotecas como para los particulares . Y que se facilite la denuncia de este tipo de actividades y se endurezcan las sanciones .  Ese vecino que pone la música alta a todas horas, incluso en la hora de la siesta, por la noche... esa otra persona que se duerme con la radio puesta a todo volumen, o la televisión, el joven y no tan joven que decide aparcar debajo de tu terraza con la música del coche a todo volumen, la motocicleta con el escape roto... Queremos descansar. NO más ruidos.","Si ves el mapa del ruido de Madrid vas a ver que corresponde a las de las calles mas usadas por los coches. Para reducir a contaminación, tambien la acútica, es importante reducir abuso del coche mediante restricciones y calmado.",against,neutral,neutral,0,1,2,3,0.6666666666666666,NONE
alia_1831,NO al cambio del nombre de las cslles,"Sorprendido. Van a cambiar nombres de alguna de las calles de Madrid por tener reminiscencias franquistas.  Y yo me pregunto, cuánto costarán las placas de las calles? Pues cada placa cuesta 54. No sería mejor que ese dinero fuera a familias necesitadas? O a hospitales, a la cruz roja o niños sin hogar. O a limpieza... Esto sí que es un gobierno con objetivos sociales. Al menos trabajarán quienes fabrican las placas.","El gasto es mucho mayor que el simple cartel de la calle. Lo mas costoso es el cambio de documentación de todo tipo: DNI, Pasaporte.escrituras de viviendas, locales comerciales, seguros...",favor,against,favor,2,1,0,3,0.6666666666666666,FAVOR
alia_1832,NO al cambio del nombre de las cslles,"Sorprendido. Van a cambiar nombres de alguna de las calles de Madrid por tener reminiscencias franquistas.  Y yo me pregunto, cuánto costarán las placas de las calles? Pues cada placa cuesta 54. No sería mejor que ese dinero fuera a familias necesitadas? O a hospitales, a la cruz roja o niños sin hogar. O a limpieza... Esto sí que es un gobierno con objetivos sociales. Al menos trabajarán quienes fabrican las placas.","No al cambio, gasto innecesario. Ya está bien de volver a hablar de La época franquista. Ya no existe, hay democracia . Que el dinero se emplee en los vivos . Y que a partir de ahora elijan con más cuidado el nombre que ponen. El que hoy es un héroe mañana será villano, todo depende del cristal con se mire y del que tenga el poder. Pongan números o nombres de flores.  No al gasto . Por cierto, que ya hay muchas calles sin letrero , podían reponerlos, es un caos.",favor,favor,favor,3,0,0,3,1.0,FAVOR
alia_1833,NO al cambio del nombre de las cslles,"Sorprendido. Van a cambiar nombres de alguna de las calles de Madrid por tener reminiscencias franquistas.  Y yo me pregunto, cuánto costarán las placas de las calles? Pues cada placa cuesta 54. No sería mejor que ese dinero fuera a familias necesitadas? O a hospitales, a la cruz roja o niños sin hogar. O a limpieza... Esto sí que es un gobierno con objetivos sociales. Al menos trabajarán quienes fabrican las placas.","Por supuesto no vale la pena. Somos una gran nación que ha superado sus diferencias y para ello seguiremos dando testimonio. Si en Francia no hubieran superado la Revolución Francesa, qué sería hoy de ellos.
Quiero a mi país y quiero sentirme orgullosa de pertenecer a él.
NO AL DESPILFARRO INUTIL.
SI A LA CONCORDIA Y A LA BUENA GESTIÓN.
",favor,favor,favor,3,0,0,3,1.0,FAVOR
