text,target,gt_stance,target_short,votes_FAVOR,votes_AGAINST,votes_NONE,n_votes,vote_share_majority
@Scotus creates another right in the Constitution. WE ARE LIVING UNDER TYRANNY. THE WILL OF THE PEOPLE IS NO LONGER!,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
"#SCOTUS rules they can rule anything they damn well please, regardless of We The People. Welcome to #tyranny.   #USA",Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
I don't even recognize America anymore. #scary,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
Sad day America...what is going on? #LNYHBT,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
The country's fucked but we can marry!! Woo hoo!,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
This Fight Isn't OVER! #Obamacare Is Obviously Broken & It Increases Health Care Costs For Millions Of Americans. #SCOTUScare,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
There is a fine line between right and damnation  and in my opinion the US is going down the wrong damn road #votethemallout,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
"@AC360 @barbarastarrcnn Erasing history will not cure the hatred heart, it only takes one person to stir the fires #CCOT",Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
It's #FF and I need more videogame & political followers -- please no eggs or communists :-). Everyone else I'll followback!,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
@BlissTabitha What to hell is going on! Really scary.. Nothing sacred anymore!,Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
"obviously, the decision was made on june 26th because it's the closest they could get to 6/66 within the month of june, #tcot",Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
"I know this is super dorky, but I REALLY hope I get my acct back in time for #CashinIn tom.   @ProfessorF @JonathanHoenig",Donald Trump,NONE,Trump,1.0,1.0,6.0,8.0,0.75
I'm offended @HillaryClinton is Not in Prison & I'm offended  hasn't started 2 #ImpeachObama Now @BarackObama,Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
Trump for prez he couldn't do any worse so give him a shot,Donald Trump,FAVOR,Trump,7.0,1.0,0.0,8.0,0.875
@toddstarnes Marriage is designed and defined by God. No mortal man can change it. Praying for our country  #ccot #PJNET,Donald Trump,NONE,Trump,0.0,2.0,6.0,8.0,0.75
"You can change the laws of America, but you can never change the Law of God. Marriage is between a man and a woman.",Donald Trump,NONE,Trump,0.0,2.0,6.0,8.0,0.75
@AppSame  obama and hillary and ordoughan and the Khomeinians and MB And ISIS are all serving the Freemasonry,Donald Trump,NONE,Trump,2.0,1.0,5.0,8.0,0.625
@realDonaldTrump No more Bush or Hillary Clinton,Donald Trump,FAVOR,Trump,7.0,1.0,0.0,8.0,0.875
Been slacking on my @realDonaldTrump retweets.. had some catching up to do .. #Trumpforpresident,Donald Trump,FAVOR,Trump,7.0,1.0,0.0,8.0,0.875
Healthcare in America must be fixed. Women are everything.  #TeamJason,Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
"American's, do you think we are headed in a positive direction? #USAGuard #OPACT",Donald Trump,NONE,Trump,0.0,2.0,6.0,8.0,0.75
"The moment you opened your mouth,  that was the end of your candidate trip! @realDonaldTrump",Donald Trump,AGAINST,Trump,0.0,7.0,1.0,8.0,0.875
And how many  #latinos enemies you gained in 1 week? 50 million!! @realDonaldTrump,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
They only did they gay marriage thing to get our attention off of all the shootings lately...,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
@tommyhubb @mikemckenna19 @Scully64 @jhodnot @SandraHartle carrying  guns,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
"@mtngma @Crossbearer1956 @CarmineZozzora aren't they, though",Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
I almost got myself grounded for not agreeing with my parents on marriage equality. #USisnotatheocracy,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
"If my only impression of the US was Donald Trump, I think I would hate it.",Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
they legalized gay marriage???!!!  what's next?!?!? CRACK?!!!?,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
States Have Already Decided How They Felt About This Based Off The Wills Of Their People! Give Them Their Rights Back!,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
The whitehouse displaying rainbow colors...are you shitting me?,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
You're combover looks like the cupacabra  Guillermo @jimmykimmel so funny,Donald Trump,AGAINST,Trump,0.0,5.0,3.0,8.0,0.625
"Supreme Court on the Constitution's WE THE PEOPLE...""It depends on what you mean by 'WE'. #SCOTUS #SCOTUScare",Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
Tyranny in full bloom with legislative editor and @ChiefJusticeJR court freedom hanging by thread @RedNationRising #Liberty,Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
@xmoraldk Glad we have each other on Twitter along with our home/community lives. You guys ROCK! #BeBlessed,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
"So gays can get married, but I still can't legally own a pet monkey in the USA -.- #thisiswhatswrongwiththeworld",Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
Thinking about deactivating my personal facebook account 'cause it's too liberal for me. Liberalism is a mental disorder.,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
"It disgusts me how the White House can easily pass same sex marriage, but not marijuana at the same time. #WakeAndBake",Donald Trump,NONE,Trump,1.0,2.0,5.0,8.0,0.625
@JonathanHoenig Why arent Americans allowed WEEKLY to vote on Bills that are passed by the elite on behalf of the masses?,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
Maybe I was wrong. The government will probably ban football because someone is offended by the violent nature of the game,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
"@GalaxySojourn until their welfare is cut, their freebies taken away the #plantationparty will always vote dem",Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
"We the people has become ""We the sheeple""",Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
White terrorism is alive and well,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
Is one cup of coffee ever enough?! #COFFEE,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
Of course @TheJuanWilliams is completely wrong on the @SCOTUS ruling on #obamacare . @MichelleFields is right!,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
"@MichelleFields ""It's not SCOTUS' job to fix up Congress's mess!"" #Cashinin",Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
@ericbolling let @MichelleFields loose on @TheJuanWilliams when he makes idiotic unsubstantiated statements. #CashinIn,Donald Trump,NONE,Trump,1.0,1.0,6.0,8.0,0.75
@docweiser01 @ericbolling @JonathanHoenig @MichelleFields Morning Doc! (hugs),Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
@1962Kiser @FanOfGreenMMs @ericbolling @jhodnot that's the one heard it causes sterilization in dem voters. err lab rats,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
@SCOTUScare penned by @ChiefJusticeJR  ends rule of law and freedom. What law will SCOTUS  edit next? @RedNationRising,Donald Trump,NONE,Trump,2.0,0.0,6.0,8.0,0.75
Whenever Iran stalls  O's response is to make up new talking points!,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
"@ericbolling Juan says status quo is not working. Remember ""Detente or MAD? They worked!",Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
"Under O & Kerry's deal, if the ayatollahs want to keep their nuclear toys  they can keep their nuclear toys! PERIOD!",Donald Trump,NONE,Trump,2.0,0.0,6.0,8.0,0.75
I really hate these stunts.  We already know how ignorant the post-Reagan generations are.,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
"And ask for handouts @jjauthor: When your family is short of money, do you take Lib option to increase spending? #racism",Donald Trump,NONE,Trump,1.0,1.0,6.0,8.0,0.75
"Why does O refer to Iran, Hamas, Ebola, and ISIS in dramatically less critical terms than he does Republicans?"" #tcot",Donald Trump,NONE,Trump,2.0,0.0,6.0,8.0,0.75
Right on @ericbolling Racial fatigue and real depression is running rampant in our country these days.,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
"@ericbolling ""I'm suffering from a severe case of racial fatigue.",Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
@ericbolling Sorry you got shut down during the Factor last night by a useless news break. The portion you aired was potent.,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
"Matters more today, then last week or yesterday.  IF YOU SEE SOMETHING SAY SOMETHING.  Bad is not even a word yet.",Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
@inmatemd @ChuckNellis @Oh_MarieLoDuca We can only hope,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
Can we ask for equality in the USA and get rid of a Confederate flag that has a ton of history ? meanwhile we have clowns like,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
The whole Latino community will not be voting for,Donald Trump,NONE,Trump,1.0,2.0,5.0,8.0,0.625
"IRS + Hillary Both ""Lost"" Government Emails: This Situation is as Clear as Day - The #Obama Admin is Destroying Evidence!",Donald Trump,NONE,Trump,1.0,1.0,6.0,8.0,0.75
"@realDonaldTrump You have a real shot at POTUS Mr. T, the debates will be the true litmus test.",Donald Trump,FAVOR,Trump,7.0,0.0,1.0,8.0,0.875
@WayneDupreeShow  I'm just jealous that us NORMAL hetero people don't have a flag or pride week or a parade,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
@Colin_McManus7 2016 is the first election I can vote in and I am proudly voting for @realDonaldTrump #trumpforpresident,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
Trump Tower is not on fire. It is The Avery building. The only Trump fire is the one that I hand out when #YoureFired #TrumpRules,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
RT @_CFJ_: RT @bcwilliams92 Let's get this CLEAR! I DID NOT I REPEAT DID NOT vote on TPP  ~ Ted Cruz #CruzCrew...,Donald Trump,NONE,Trump,0.0,3.0,5.0,8.0,0.625
Imagine looking out at the world and the America Obama has created while thinking things are better?  My god...  #tcot #PJNET,Donald Trump,NONE,Trump,2.0,0.0,6.0,8.0,0.75
Unfounded data/support for such drastic claims to be made against Mexico & all its ppl sorry guys I guess I rape & sell drugs,Donald Trump,AGAINST,Trump,1.0,5.0,2.0,8.0,0.625
"I love it when #conservatives say #government is #tyranny and out to get us, then in D next sentence say #SupportOurTroops :",Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
I like many entries in the 2016 Presidential race; but no one is more accomplished than Donald Trump. His cabinet will be full.,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
@Jewtantandproud @TookyMonster the new and cool meme is to post a video of you eating a banana. I will if you will! #bananavideo,Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
RT @MissSweets2: MSM is defending a wht woman posing as blk & forgets about AMERICANS held in Iran! Time to #RedNationRising...,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
@realDonaldTrump Go get 'em Mr. Trump!!!,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
A vote against Trump is a vote against America,Donald Trump,FAVOR,Trump,7.0,1.0,0.0,8.0,0.875
RT @reel_fisherman6: I think Donald would bring this country back to where we used to be,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
"My Message To LGBT Rights Supporters: If You Hate America, Please Leave.",Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
@2AFight All these shootings in America are planned. Stay safe stay second amendment. Illegal guns kill people way more wtf?!!!,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
I really hope @realDonaldTrump doesn't combover and shoot me with the pistol he's constantly packing..,Donald Trump,AGAINST,Trump,1.0,5.0,2.0,8.0,0.625
"For the record, as a #Latino, (#Peruvian to be specific), let me state the obvious: #FuckTrump",Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
@MoneyForLies #LOLZ Apparently you're unaware of history. What are you? Six? Or merely ignorant?  @TheDemocrats  @mmfa,Donald Trump,NONE,Trump,1.0,1.0,6.0,8.0,0.75
@realDonaldTrump you're the man for the job #MakeAmericaGreatAgain,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
Obama is Liberalism's false idol. Reject that P.O.S. #VoteOutRino's #BoycottMSNBC #VoteCruz #MichelleObamaIsAMan,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
all #war is on YOU! The evil machine WANTS to control U. #tcot #tlot #dems #teaparty #occupy  #cdnpoli #privacy #Love #art,Donald Trump,NONE,Trump,1.0,1.0,6.0,8.0,0.75
@marypatriott @steph93065 @RealJamesWoods why not feed these disgusting s.o.b to the Muslims they would love em.,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
@Rene_gadeCowboy @danoroadblade yes but if a cop bust a bunch of people having a riot it is a hate crime,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
@realDonaldTrump we need someone like you who won't back down to ANYONE or ANYTHING,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
#LoveWins ---> I'm hating the rainbow because of this!!#NoToGayMarriage #Wakeuplebanon,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
@chriswallace There may be 2000 nutjobs of that number and all they need to do is find eachother. The net has given that #FNS,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
I Can't Believe How Many Followers I Gained Today,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
@wpaulsen31 If a candidate seems to dumb to debate my paper boy hes not getting my vote,Donald Trump,NONE,Trump,0.0,2.0,6.0,8.0,0.75
@haleyelenaa and his favourite beaches are probably in Acapulco and Cabo,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
@GeraldoRivera @realDonaldTrump Don't apologize for the truth. People are too sensitive. #MakeAmericaGreatAgain,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
Everybody get on the Trump Train!! It's a First Class One-Way ticket to the White House with @realDonaldTrump,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
Time for Texas & Oklahoma to think about a no fault divorce from the Divided States of America.   #TCOT #CCOT #tippingpoint,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
@ForQ2 I guess @realDonaldTrump really doesnt like or respect any politicians. .I respect him even more for that.,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
"...And of course, God bless America!! #tcot  #teaparty",Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
"hey y'all giving a big old s/o to donald trump, we settled our differences and are butt tight now",Donald Trump,FAVOR,Trump,7.0,1.0,0.0,8.0,0.875
"In todays America, does Honesty mean you are a Bigot?  I Hope not! @JonathanHoenig @JudgeJeanine #TheFive #Hannity",Donald Trump,NONE,Trump,2.0,0.0,6.0,8.0,0.75
Black lives only matter to politicians around election time.,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
571 Days Left Until Obama Leaves The White House.,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
Trump believes in traditional marriage so strongly that he's been traditionally married 3x. He should teach a class or something.,Donald Trump,AGAINST,Trump,1.0,6.0,1.0,8.0,0.75
@realDonaldTrump we need a president who cannot be bought.,Donald Trump,FAVOR,Trump,7.0,1.0,0.0,8.0,0.875
"@KidDynamiteBlog Between #Hillary2016 ""a sadistic psychiatric nurse let loose in a lunatic asylum"" & #bush16 ppl may vote #Shit!",Donald Trump,NONE,Trump,1.0,1.0,6.0,8.0,0.75
We have become a nation where decisions are based on feelings and not on facts.  #tcot #ycot,Donald Trump,NONE,Trump,2.0,0.0,6.0,8.0,0.75
I admire how real and unapologetic Donald Trump is on his Political standpoints,Donald Trump,FAVOR,Trump,7.0,0.0,1.0,8.0,0.875
@thereaIbanksy stop making racist peopld rich!,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
"Be prepared - if we continue the policies of the liberal left, we will be #Greece -",Donald Trump,NONE,Trump,2.0,0.0,6.0,8.0,0.75
@realDonaldTrump Probably because @jorgeramosnews had to change it after you published his old one on Instagram #TrumptheChump,Donald Trump,AGAINST,Trump,2.0,5.0,1.0,8.0,0.625
"RT @bdckool: .@realDonaldTrump Of you can do for America what you did for your businesses, you will secure my vote.",Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
Reminder: DemocRATs STOLE  $716 Billion from Medicare f/ the elderly & gave it to Medicaid to help pay for #Obamacare.,Donald Trump,NONE,Trump,2.0,1.0,5.0,8.0,0.625
@thehill you continue to shoot yourself in the foot. I guess this is for entertainment purposes only!,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
@realDonaldTrump I feel the train is gaining steam.,Donald Trump,FAVOR,Trump,7.0,1.0,0.0,8.0,0.875
@realDonaldTrump Hell I'm from the UK and I believe @realDonaldTrump would make an amazing WORLD Leader,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
I'm confused?? An unarmed fugitive was shot this weekend while running from an officer.  No rioting? No dismissal? A hero?,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
Trump: Chicago is a great city. I love spending time in my building.,Donald Trump,NONE,Trump,2.0,0.0,6.0,8.0,0.75
@realDonaldTrump I recommend @seanhannity as Sec of Defense and @marklevinshow as your new Atty General.,Donald Trump,FAVOR,Trump,7.0,0.0,1.0,8.0,0.875
Is #Greece waking up to the disaster of #Socialism and a world without borders?,Donald Trump,NONE,Trump,2.0,0.0,6.0,8.0,0.75
Really respect @realDonaldTrump for giving up #TheApprentice to make way for his #campaign #AmericaNeedsThis #GodBlessedAmerica,Donald Trump,FAVOR,Trump,7.0,1.0,0.0,8.0,0.875
This country doesnt have victories any more.  When is the last time we beat china in trade? #talkcityclub,Donald Trump,NONE,Trump,3.0,0.0,5.0,8.0,0.625
"Putting Our Marines on non US flagged Ships would be against everything that is America, for Gods sake end #Progressivism",Donald Trump,NONE,Trump,1.0,1.0,6.0,8.0,0.75
If the Obama cabinet was on the apprentice who would you fire?  Kerry was the answer. #talkcityclub,Donald Trump,NONE,Trump,2.0,0.0,6.0,8.0,0.75
".@robertthedeuce True, @Obama @MSNBCYourBiz @AlanColmes doesn't care, It's NOT their money. Wait-up Greece, We're coming.",Donald Trump,NONE,Trump,2.0,0.0,6.0,8.0,0.75
I guess NBC does not like to hear the truth.,Donald Trump,FAVOR,Trump,5.0,0.0,3.0,8.0,0.625
Y'all knew it was going to happen.  Wasn't it just a matter of time?,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
.@nbc ends relationship with @realDonaldTrump over his disgusting derogatory remarks. This man ha no place in the White House.,Donald Trump,AGAINST,Trump,1.0,7.0,0.0,8.0,0.875
@realDonaldTrump is such an idiot. He's risking way to much for something he'll never get.,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
"So, Donald gets fired, but reverend Al is still employed. Both are idiots. Makes zero sense, #NBC",Donald Trump,AGAINST,Trump,0.0,6.0,2.0,8.0,0.75
"Props to @nbc, they are connected to Telemundo. Even more impressive they dumped Trump after Univision squabble. #DumpTrump",Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
I suddenly find myself liking @nbc a whole lot more than ever before.forPresidentoftheClubofIdiots,Donald Trump,AGAINST,Trump,1.0,6.0,1.0,8.0,0.75
Will FOX News pick up #MissUSA and #MissUniverse?  Stay tuned to find out.  #YoureFired #NBC #FoxNews,Donald Trump,NONE,Trump,1.0,1.0,6.0,8.0,0.75
@politico is there anybody more sue happy than this fool? #trump #lawsuitabuse,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
Hey #UniteBlue look at #Greece - that's America's future thanks to you and Obama adding 8 Triion in U.S. debt.,Donald Trump,NONE,Trump,3.0,0.0,5.0,8.0,0.625
@realDonaldTrump he is a real leader and deserves to be President.,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
Donald Trump:  proof positive that Gigantism is the last stage before extinction. #MissUSA,Donald Trump,AGAINST,Trump,1.0,6.0,1.0,8.0,0.75
Kudos to Donald Trump for telling off NBC. The media HATES the GOP'S & will do ANYTHING to destroy them. #NBC #mediaatfault,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
"One of the key problems today is that politics is such a disgrace, good people don't go into government. - @realDonaldTrump",Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
"Really #DonaldTrump, all Mexican people are rapists, but you assume SOME are good people... #IdiotNation #facepalm",Donald Trump,AGAINST,Trump,1.0,7.0,0.0,8.0,0.875
"The Left fear Donald Trump, BIG TIME! @realDonaldTrump",Donald Trump,FAVOR,Trump,7.0,0.0,1.0,8.0,0.875
@cvpayne @FoxBusiness yup you got that right,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
#TheFive Geraldo is an ass and when he spews his leftist BS he makes me sick TURNING OFF THE FIVE #TheFive,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
Go back to focusing on brainless beauties... Oh wait you can't cuz you've been fired #NBC #youlose #sorrynotsorry,Donald Trump,AGAINST,Trump,0.0,7.0,1.0,8.0,0.875
"Donald Trump gets the boot from #NBC for calling immigrants rapists and murderers. Hey Donnie, where's your wife from again?",Donald Trump,AGAINST,Trump,0.0,7.0,1.0,8.0,0.875
Donald Trump needs to stop embarrassing himself. Racist assholes....,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
"@MarioLopezExtra @nbc fires Trump, but maintains strong ties with @BWilliams @TheRevAl #LAUGHABLE #JOKE #LIARS #NBC GO",Donald Trump,FAVOR,Trump,5.0,2.0,1.0,8.0,0.625
Hey @MayorGregor thanks for letting a racist bigot build a giant tower with his name on it downtown. Real proud of ya.,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
@RoughHouse_Ent Who the hell wants to watch this without,Donald Trump,NONE,Trump,3.0,0.0,5.0,8.0,0.625
"@realDonaldTrump I am sorry Mexico sends people like Dylan Roof, Mitchelle Blair and David Sweat to the USA. #enemywithin",Donald Trump,AGAINST,Trump,3.0,5.0,0.0,8.0,0.625
"Donald Trump is in dire need of a crisis communicator. PR folks, please give him your two cents. #SorryNotSorry",Donald Trump,AGAINST,Trump,0.0,7.0,1.0,8.0,0.875
Donald Trump is the man lets get this man in the White House!!!,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
@RealJamesWoods @LoriBlaney My parents warned me to stay away from anyone offering free candy. NOTHING is ever free.,Donald Trump,NONE,Trump,0.0,2.0,6.0,8.0,0.75
i want donald trump to win the presidency so bad. he cant be bought out like all the others. and he sticks to his convictions,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
"Holy shit ,the @realDonaldTrump is one looney mother fucker.  He'll never make it to the first debate #sideshow",Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
I write separately to call attention to this Court's threat to American democracy - #ObergefellvHodges #AmericaIsScrewed,Donald Trump,NONE,Trump,2.0,0.0,6.0,8.0,0.75
I believe this September's blood moon portends a cataclysmic event. #Christians,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
More people should pay attention to the Greek situation cuz it's the first dominoe to fall #Grexit #tcot,Donald Trump,NONE,Trump,2.0,0.0,6.0,8.0,0.75
". @SenatorKitchen @nbc how deeply offensive such comments are not only to Mexican-Americans, but Latino Americans in general.",Donald Trump,AGAINST,Trump,1.0,6.0,1.0,8.0,0.75
Mr. @realDonaldTrump   I appreciate you standing your ground as you've done.  I can say I've never felt better about voting.,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
The California draught is a myth created by the government. The point was to conserve water for use in the war against ISIS.,Donald Trump,NONE,Trump,1.0,1.0,6.0,8.0,0.75
@GinnyQuaglia well the rest of the majority had better get off their asses and get involved in this fight.,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
@realDonaldTrump Really? The perfect definition of ignorance... The perfect example of someone who does not know reality...,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
"I'm sure the white Euro people who moved to America when the land belonged to Native Americans were not good people either,",Donald Trump,AGAINST,Trump,2.0,5.0,1.0,8.0,0.625
@POTUS The whole light thing with the people's house was disgraceful.,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
He doesn't care & would have to give up TV gigs anyway to run... loves attention & controversy,Donald Trump,AGAINST,Trump,0.0,7.0,1.0,8.0,0.875
"July 4th occurs on Ramadan. Since 911, this is most concern I've seen FBI, Homeland Security and the Police'- Rep Peter King",Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
"Do Gay people understand that if #ShariaLaw comes, those Marriage Licenses target them for death? - Dr. Samm   #LovesWins",Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
"After a major stroke, 4 years later I'm still waiting. 15 mil are getting  free what I work for my whole life.",Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
@realDonaldTrump what NBC actually stands for....Nothing But Crap. #BoycottNBC,Donald Trump,FAVOR,Trump,6.0,1.0,1.0,8.0,0.75
@NBCUniversal maybe you could have a reality show trying to find a new host of celebrity apprentice #YoureFired,Donald Trump,AGAINST,Trump,0.0,5.0,3.0,8.0,0.625
"@foxnation read my lips , "" I am Nuts "" get out of people's personal life.",Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
IF Trump could build the WALL it would provide jobs & also B a tourist attraction & pay 4 itself LEGALS arent the ones offended!,Donald Trump,FAVOR,Trump,7.0,0.0,1.0,8.0,0.875
"@MikeBates @BI_RetailNews Sickening, Children are at the Parades! BHO has turn this Country tolongest 6.6yrs of my Life!",Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
@realDonaldTrump You're FIRED! Now get out of here! Go!,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
@HarisSTR Howz greece heard u like to anal pound didnt think u were like that,Donald Trump,NONE,Trump,0.0,0.0,8.0,8.0,1.0
Donald Trump is gonna end up like Hitler,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
"@realDonaldTrump just so you know White people have more of a ""Rapist"" title, than Hispanics. #NotBeingRasist #DoResearch",Donald Trump,AGAINST,Trump,0.0,7.0,1.0,8.0,0.875
@ChristieC733  YES DONALD U R 100% CORRECT' as long as u stay the coruse and don't pander to GOP U GOT MY VOTE,Donald Trump,FAVOR,Trump,6.0,2.0,0.0,8.0,0.75
"That 5-mile run yesterday? Yeah, we're feeling it this morning. #FeelTheBern #MoreCleverHashtags",Donald Trump,NONE,Trump,1.0,2.0,5.0,8.0,0.625
America: Isn't it time we ignored Donald Trump? He's not a serious person. @NYPD should revoke his gun permit. #Immigration #NBC,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
what is it with the pple who enjoy harassing me by writing captions on my photographs @Lrihendry? #scientology    #hurtful,Donald Trump,NONE,Trump,0.0,3.0,5.0,8.0,0.625
These noodles on my head are so hard to comb!,Donald Trump,AGAINST,Trump,0.0,5.0,3.0,8.0,0.625
"@realDonaldTrump is not a pilitical puppet. Maybe a piata, but definitely not a puppet.",Donald Trump,AGAINST,Trump,2.0,6.0,0.0,8.0,0.75
