source_id,text,gt_label,n_votes,vote_share_majority,votes_HATE,votes_OFFENSIVE,votes_NORMAL
hatexplain_1179038680708595713_twitter,new bitch season,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_26287081_gab,not shaming white male cowardice behavior is the major failure of modern western society white men stepping off sidewalks for niggers and worshipping them in their favorite sports ball entertainment has led to our women losing respect for us,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_25822786_gab,if the democrat party is such a good things why are they trying to find new supporter by changing law that allow refugees and illegal immigrants to voter and they are still losing,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1179074521782816768_twitter,<user> literally no one cares oh look we got a white person to complain about this wow good job,NORMAL,3,1.0,0,0,3
hatexplain_12812475_gab,maybe the muzzies and the trannies will step up if need be,HATE,3,1.0,3,0,0
hatexplain_1093981213830926336_twitter,<user> kinda surprised me that more legal immigrants aren ’ t more outspoken about illegal immigration,NORMAL,3,1.0,0,0,3
hatexplain_1184594565011070978_twitter,i asked for a dub nigga gave me shrooms wtf 🙃,NORMAL,3,1.0,0,0,3
hatexplain_17999921_gab,asians only if they squat stock version asians have flat flabby ass which is whiteharam,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1178791724187111430_twitter,<user> the thing about that quote though socialism was doing ok among americans including white christian salt of the earth americans but then mccarthyism happened it more complex of course but socialism did not just happen to be innately unattractive,NORMAL,3,1.0,0,0,3
hatexplain_15516356_gab,remember if you have a single jew at your x mass party you have to provide an alternative to free ham or he will sue san bernardino shows that if you have a single moslem people eating free ham can cause jihad,HATE,3,0.6666666666666666,2,0,1
hatexplain_1144043803277271040_twitter,pomona ain ’ t ghetto enough i need to move,NORMAL,3,1.0,0,0,3
hatexplain_23701272_gab,i do not need to read any report in my day we hated pakis we knew they were filth they could not keep their hands of young girls and we are sorted regularly and moved to towns where they had brothers safety in numbers yorkshire it called aka paki land,HATE,3,0.6666666666666666,2,1,0
hatexplain_27075190_gab,the question i ask myself most often is why the negro race keeps running away from themselves to live amongst the white race and then turn around and blame the white race for their pathetic existence in the land from whence they came,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1080891149424836609_twitter,if ya nigga ever say that bitch ain t yo friend you better believe him 💯 😭,NORMAL,3,1.0,0,0,3
hatexplain_1179003152911290368_twitter,lmfao i woke up in the middle of the night to niggas taggin me in a million stories talking bout am i the bitch for them fuck no baby,NORMAL,3,1.0,0,0,3
hatexplain_21241796_gab,do not forget to add me to your hit list you kike shill,HATE,3,1.0,3,0,0
hatexplain_15069352_gab,dunno as long as we kept it strictly to drowning nigger babies,HATE,3,1.0,3,0,0
hatexplain_1184586943994179591_twitter,told niggas i could not do nun for em and stopped hearing from em,NORMAL,3,1.0,0,0,3
hatexplain_15524540_gab,liberal logic illegal alien kills kate steinle conservatives upset over acquittal ergo conservatives hate immigrants conservative logic illegal alien kills kate steinle knows there is a difference between legal illegal immigrants ergo liberals are shameless liars,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1257539912083156993_twitter,<user> tbh u ’ re one of the most retarded croissant i ’ ve ever met yet 😦,OFFENSIVE,3,1.0,0,3,0
hatexplain_1178849684447809536_twitter,let a get this straight i can be called a racist and nazi in new york but taking my first amendment by saying illegal alien you get fine bs hannity,NORMAL,3,1.0,0,0,3
hatexplain_1094474109306761216_twitter,idk why they do solo cups stick to duos only solos are literally retarded,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_17090179_gab,is it still a psy op when the ppl that you are trying to convince are mindless sheep that will sleep walk wherever they are dog whistled oh they said america patriot flag imma bomb that country i do not like islam therefore israel is my greatest friend not buddhists or hindus no only jews,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1254046975395323905_twitter,<user> that just means your professor a little bitch lmao,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_13318283_gab,florida confirmed for sand nigger latitude,HATE,3,0.6666666666666666,2,1,0
hatexplain_1162576410982133760_twitter,<user> i just watched my two retarded 4 th grade teachers be retarded assholes,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1199953468741603328_twitter,<user> another retard looking for a way to stay relevant and find some kind of meaning to their life victim mentality iq66,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_4331119_gab,about that womens march in dc yesterday it was a success for president trump because on his first full day in office he got more fat women out walking that michelle obama ever did,HATE,3,0.6666666666666666,2,1,0
hatexplain_1171661642561728513_twitter,twomad was having too much fun in overwatch he said live on stream hola my niggers,NORMAL,3,0.6666666666666666,1,0,2
hatexplain_18815358_gab,there is nothing a woman desires more than being brought to heel if white westerners will not do it then they will defect to the muzzrat savages who will it as simple as that,HATE,3,1.0,3,0,0
hatexplain_1246071447644143617_twitter,lol now im worried i will post my dressing up as bts albums pics and someone is gonna bash me for being muslim and posting my outfit,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_7599859_gab,a once all white area,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1232184182610243584_twitter,<user> radicalized islamic jihadi,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1087241992558514177_twitter,white paladin lotor au circles around lotor being happy okay,NORMAL,3,1.0,0,0,3
hatexplain_1178932825422274560_twitter,no one zoë and i you dumb fucking h0e i fucking hate you so much im returning my plane tickets jesus christ change ur countdown you suck so much,OFFENSIVE,3,1.0,0,3,0
hatexplain_21106674_gab,more kike propaganda this idea is also part of the jew plan for extermination promote masturbation in white men so that their desire for family and white children is diminished,HATE,3,1.0,3,0,0
hatexplain_1075855926962388993_twitter,you all think the rapline heard each others verses in tear and were like nah i need to rewrite mine this nigga went a little too hard,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1179089677208285184_twitter,<user> dumb bitch said the n word then forgot she posted a selca that showed she was white then tried to come back and say she was joking,NORMAL,3,1.0,0,0,3
hatexplain_20146426_gab,been behind a fat sheboon at a atm in walmart to pull only <money> cause thats all i had sheboon pulls a wad out <money> <number> does the same with <number> other cards gives her sheboon niglet a <money> easy flame throwers should be legal dey hair did and nails,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1161422700566503426_twitter,meryl streep in little women 🥺,NORMAL,3,1.0,0,0,3
hatexplain_1178331851242426368_twitter,i know i have said this before but imma say it again since i am extremely tired seeing it dear racist edgy indonesians hating on arabs does not make you open minded libertarian lefties hating on us makes you sound like some white guys wearing a maga hat,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1178571627400839168_twitter,dam shit sad if your for african american people you are president they look for ways to impeach you but if you are white for illegal immigrants nothing happens america is racist it ll never change were facing extinction they hate us for what they have done to us,NORMAL,3,1.0,0,0,3
hatexplain_14419869_gab,<number> sticks and stones may break my bones but names will never hurt me <number> wah not my president i am triggered you are a rayciss xenophobe homophobe islamophobe biggoted cisgendered white male i need a safe space to crawl off to and be a big pussy in,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_17010716_gab,it bullshit rationalizing for their continued sinecures go to any high iq college or corporate campus and you will notice the indians sticking with the indians the asians with the asians the token diversity with the token diversity and the whites angling to add a nonwhite to their social group,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1117170620700217349_twitter,<user> so the nazis at <user> hate free speech,NORMAL,3,1.0,0,0,3
hatexplain_12770766_gab,its not a recent muslim invasion it happened to christians in libya egypt syria and sects in ukraine there are bad jews that bring bad to themselves,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_18436011_gab,good luck firing him he will find a kike lawyer and sue on the grounds that he was fired because yu iz rayciss,HATE,3,0.6666666666666666,2,1,0
hatexplain_3FI30CQHVKKYRC5XZNQF2KLEOQM6BC_nf_4,<user> fucking faggot,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_23183011_gab,litterally standing in line waiting while these two sheboons argue over there fucking allowed ounces of cereal on there w.i.c benefits,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1215318108052717568_twitter,waris pathan what kind of secular muslim are you who said sorry to muslims because you said ganpati bappa mourya baapdadainsult,NORMAL,3,1.0,0,0,3
hatexplain_27313296_gab,🤣 🤣 😂 😂 🤣 🤣 😂 😂 🤣 🤣 you spelled my name wrong and my name is literally in front of your face not only are your nations sucking in sand niggers but its already affecting whites iq 🤣 🤣 🤣 😂 😂 😂 🤣 🤣 😂 😂,HATE,3,0.6666666666666666,2,1,0
hatexplain_1179090261110071298_twitter,earlier today i was wondering if i was manic or not and i almost fought some dumb bitch at a stop light so i d say ya i am most definitely manic,OFFENSIVE,3,1.0,0,3,0
hatexplain_1178706099786190850_twitter,i really be wanting these niggas to know i am not the guh for queer baiting,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1179041200294244352_twitter,<user> hate you,NORMAL,3,0.6666666666666666,1,0,2
hatexplain_10755224_gab,the media is losing its collective mind today because trump called them out rightfully for supporting leftism terrorism and violence the media has been publicly shamed and is throwing a temper tantrum over it,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_13682278_gab,i think there is a difference between white white european jews arabs may be white well some are but they are definitely not european if fully semitic,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_15699175_gab,yeah no feminism is kike mind poison inserted into the easily malleable female brain with the goal of undermining the white man,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_11403611_gab,that child has probably been raped and molested since an infant imo,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_14333812_gab,progressives want as much chaos violence on our streets as the ppl will tolerate to usurp more power unto themselves by promising to fix the very problems they have knowingly created permitted thus creating a vicious cycle that further enables their tyranny w the public support o,OFFENSIVE,3,1.0,0,3,0
hatexplain_17682825_gab,in god i trust christian soldier miracle american usa vet warrior viking my blood is red my skin is white my eyes are blue i am an american also no abominations no queers,HATE,3,0.6666666666666666,2,0,1
hatexplain_15524045_gab,lol the goatfucker on the top comment tho,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1100169050049691648_twitter,<user> please help us and help our children the lraqi refugees waiting in turkey standwithiraqirefugees,NORMAL,3,1.0,0,0,3
hatexplain_1179048964039069703_twitter,me being a faggot on campus,NORMAL,3,1.0,0,0,3
hatexplain_13462165_gab,but they added the bodies studied were well fed and had adequate nutrition the violence may be the result of rituals associated with food and water productions the researchers wrote,NORMAL,3,1.0,0,0,3
hatexplain_9713831_gab,dumb shitskin prefers to ignore numbers they can not calculate typical,HATE,3,1.0,3,0,0
hatexplain_11710814_gab,yes when a group of people seek to subjugate another group of people such as the muslim invasion of europe and what they do in raping killing and other forms of evil their lives are worth nothing the same is beginning to happen in north america,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1179064024094400512_twitter,nah bitch quit playing with me,NORMAL,3,1.0,0,0,3
hatexplain_1180113778303737856_twitter,im such a slut for hot weather,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1228881629562712064_twitter,<user> they are both gay listen to better bands made by better bands gang,NORMAL,3,1.0,0,0,3
hatexplain_1179008086532509696_twitter,gwyneth palthrow is gay and so is every other character on this show chefs kiss,NORMAL,3,1.0,0,0,3
hatexplain_25936116_gab,enjoy your new drama filled scandalous royalty england this is what happens when you take a ghetto <number> y o divorcee and try to make her a princess,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1178858529370857474_twitter,destroy the niggers and the niggers the n ice people,HATE,3,1.0,3,0,0
hatexplain_1179086935459057665_twitter,today one of my queer white students says i know they say vsco girls are defined by saying that the tea and and i oop but actually they are just appropriating black queer culture which is actually the tea sis train them up and watch them fly you all,NORMAL,3,1.0,0,0,3
hatexplain_1092318023145476098_twitter,the team of gillberg and adam rose defeats bray wyatt via the phoenix splash in a mud bath at the royal rumble,NORMAL,3,1.0,0,0,3
hatexplain_1178491303321055232_twitter,everything is pretentious when you are ignorant trailer trash inspirational ✨,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1229246278141276162_twitter,<user> you ’ re retarded — like actually — that goes for all you astrology people out there aswell,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_15841729_gab,having a retarded child is winning the sympathy lottery now you have your own retarded screaming lump of meat you can parade around for gibs and attention it a lifelong virtual signalling act that pays dividends,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_27669307_gab,my written bitten words is like ice cuz shit went through my body like twice tested and vested by arms and fingers vice i do not let my tongue run like a chink on hard rice,HATE,3,0.6666666666666666,2,1,0
hatexplain_1179013288098779136_twitter,<user> first kill all this pot bellies politicians and use ogun swear for the new ones,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1172678157289304064_twitter,<user> must admit the term “ muzzies ” nags at me bothers me but this guy nevertheless is in need of serious mental adjustment,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_16561147_gab,there should be a law that anyone mentioning the hatch act must be bitch slapped,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1187767384024764416_twitter,<user> arent u muslim clown,NORMAL,3,1.0,0,0,3
hatexplain_18011856_gab,mean iq beaner <number>,HATE,3,0.6666666666666666,2,1,0
hatexplain_12713463_gab,if they want to truly boycott the nigger felon league not cutting the cord makes their protestations futile <money> per month goes to espn and you do not get a choice whether it included in your package or not,HATE,3,0.6666666666666666,2,1,0
hatexplain_16177561_gab,do not quote me nigger you are no better than these salty stormfags,HATE,3,1.0,3,0,0
hatexplain_1228764325256425473_twitter,fast shehnazians realwinnershehnaaz,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_13456793_gab,star trek discovery do not have a single straight white male character the crew is full of cunts niggers faggots and have a kike captain start trek was always a liberal franchise full of jews niggers but libshits cut out straight white males from their visions of the future absolutely,OFFENSIVE,3,1.0,0,3,0
hatexplain_24891790_gab,diversity means bring in more immigrants who share the correct leftist political ideology so that we can have more open mindedness of other leftist only opinions,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_10767251_gab,sheeit nigguh you fuckin trippin why boi dat nigger turnin him life aroun gnomesayin on his way ta mufuggin churchskoo an shit an outta nowheres dem dam raysis crackas jump out da bush and try ta rape em self dafunce all da dam way where dafaq muh lawsuit moneys,NORMAL,3,1.0,0,0,3
hatexplain_1084968822442848257_twitter,greg susan frank rodrick and manny heffley are all jews,NORMAL,3,1.0,0,0,3
hatexplain_9094154_gab,yet another life saving development coming out of what muslim terrorists and arab land thieves claim is jewish occupied palestine,OFFENSIVE,3,1.0,0,3,0
hatexplain_1159623306401726464_twitter,in the field sht niggas rlly use to drill sht,NORMAL,3,1.0,0,0,3
hatexplain_1087911902586523648_twitter,according to the bougie niggers gouda is good cheese,HATE,3,0.6666666666666666,2,0,1
hatexplain_15580989_gab,this is the real metoo help us daddywhiteman give us free stuff from unfair divorce settlements and unfair access to the kids to unfair application of the terms domestic violence or sexual harassment metoo i want a secure well paid job in the government without many men around metoo,HATE,3,0.6666666666666666,2,1,0
hatexplain_8544506_gab,love brigitte gabriel completely destroys the mainstream media pro islam message and the liberals elites lies about islam and muslims being peaceful,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_5510621_gab,here is the part i do not get sweden drove assange to the embassy because they wanted to pursue a rape prosecution against him yet they look the other way when their native women are savagely raped and brutalized by immigrant animals why,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_16554124_gab,always told you asians were based,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1178701295470940160_twitter,w kamau bell liberal redneck trae crowder professor alan lichtman naca ceo bruce marx professor phil zuckerman and other great guests why are not you subscribed to the naked diner podcast international podcast day atheist,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_25552005_gab,no that can not be we all know that muslim knife attacks have nothing to fo with religion,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_9353459_gab,you r encouraging miscegenation that is an aspect of white genocide so if you are white you are a mudshark skank traitor if you are any other race then you are cheering for white genocide all the facts i stated about black crime your poor writing skills r true no assumptions here,HATE,3,1.0,3,0,0
hatexplain_1272737659190943744_twitter,u wanna be a gay sad faggot or u wanna be dope and sweet,OFFENSIVE,3,1.0,0,3,0
hatexplain_1177308686190092289_twitter,market tops are made in violence market bottoms are made quietly old wall street adage,NORMAL,3,1.0,0,0,3
hatexplain_1178285716796841986_twitter,but it more than that it really about people not accepting gays trans lesbians because if their religious beliefs for that reason it gives conservatives the cover of attacking free speech they are lying their ass off they do not want to not say faggot anymore,NORMAL,3,1.0,0,0,3
hatexplain_4013512_gab,<user> fedgov is not legal and the non whites are certainly voting massively left it in large part the jew wish for white death why are you lying,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_26330676_gab,mark zuckerberg aka mark cuckerborg is an emotionally retarded cyborg lizard alien who walks oddly talks oddly smiles oddly and is a catastrophic virus on humanity thank you for your time,HATE,3,1.0,3,0,0
hatexplain_14896755_gab,and he was given a traditional moslem sea burial,NORMAL,3,1.0,0,0,3
hatexplain_1104896761817112577_twitter,<user> oh moronullah you can accommodate all the muslims on top of the rubble of ur house we want all our temples back period,OFFENSIVE,3,1.0,0,3,0
hatexplain_21830602_gab,it was more mainstream media bullshit to put the <number> white girls that were groomed gang raped and murdered by muslims in telford in the shade,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_21549541_gab,the retard is angry now,OFFENSIVE,3,1.0,0,3,0
hatexplain_1178380328697769988_twitter,yes everyone who is not a cishet white christian man is underrepresented in our government and it a problem however no identity is less represented than poor people so it hard to believe your identity politics are genuine if they ignore class,NORMAL,3,1.0,0,0,3
hatexplain_1178937064093618176_twitter,<user> illegal for where check any list of top <number> global watchers of gay porn and naija is always there those people recently rescued from an islamic school in the north also reported being sexually assaulted and raped by their teachers illegal for where,NORMAL,3,1.0,0,0,3
hatexplain_15333251_gab,yep all the moslem cock sucking labour muds out in force talking about inciting religious hatred racial hatred while the videos of moslems show rampant religious hatred of christians racial hatred of whites hate of gays not one word from labour on that cos they rely on moslem votes traitors,HATE,3,1.0,3,0,0
hatexplain_1178871699472896000_twitter,wait i forgot to mention my coworker saw my hobi photocard and asked if it was my bf 😭 🥺 stupid b tch i am dykey dykey,NORMAL,3,0.6666666666666666,1,0,2
hatexplain_1125149214546096129_twitter,<user> <user> fuck you die already you shit spewing pussy grabber i fucking hate you hope you choke on an egg mcmuffin,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1167114522102046722_twitter,<user> makes no sense to rent homie it ’ actually retarded,NORMAL,3,1.0,0,0,3
hatexplain_23801450_gab,how the fuck is it effeminate to use a fucking tissue do you wipe your ass with your hands like a goathumper too and no actually bodily fluids are a greater threat than personality flaws,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1176954799671017473_twitter,<user> <user> of course this assumes that you are not prejudiced against immigrants or muslims,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1178571821622284288_twitter,sir i visited passport office raipur c g when i eneterd for photo click the officer told to pick out your cap topi i am muslim belong to dawoodi bohra community and i wear cap all the time please allow photos with our religious cap taher fazly mobile <phone>,NORMAL,3,1.0,0,0,3
hatexplain_27617010_gab,i want a truth and no reconciliation these fuckers who have done this to our lands must confess that they lied to shitskins and flooded our lands to destroy shitskins must be told the truth we knew you would fuck shit up so we sent you into white lands,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1243195077859606535_twitter,duh kpop stans fetishize asians but its rly disturbing every time i see it blerghb,HATE,3,0.6666666666666666,2,0,1
hatexplain_24525987_gab,wait wut subaru is a lesbian car,NORMAL,3,1.0,0,0,3
hatexplain_23636221_gab,that because the citizens are picking up the slack for the trash the muzzies don t pay for just generate,HATE,3,0.6666666666666666,2,0,1
hatexplain_1179100409836781570_twitter,<user> <user> no he is a gun stock piling redneck my family is weird,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1178730155088470016_twitter,<user> <user> <user> <user> <user> if your interpretation of a strong black man means you who follows white supremacy never read the malcolm x book thinking he about that life i think rosa would probably turn lesbian than to have a failing man,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_26726148_gab,more substance than anything you are ever going to post you disinfo kike,HATE,3,1.0,3,0,0
hatexplain_3167875_gab,i love how feminists only like women who break the glass ceiling when they agree with them kellyanneconway,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1143852815644790785_twitter,chanhun and kyungsoo teasers today hoes 🤩 🤟 🏼,NORMAL,3,1.0,0,0,3
hatexplain_1104215925329485824_twitter,dead serious question do illegal immigrants get access to abortion or planned parenthood,NORMAL,3,1.0,0,0,3
hatexplain_1178816603619758080_twitter,i raped a sheep because it sneezed at a pig,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_15694814_gab,yeah but he was a nigger for trump that what she said i want to know why the fucka that matter is at all lol,HATE,3,1.0,3,0,0
hatexplain_15983886_gab,you idiots are targets because you allow retarded liberals to flood your city with muslims who have no business being in the usa in the first place,HATE,3,1.0,3,0,0
hatexplain_26535745_gab,tommy robinson and britain first do more good to bring violence toward woman girl and children in open so people will not tell you i do,NORMAL,3,1.0,0,0,3
hatexplain_1117846516046204928_twitter,they ain ’ t down w me but they kno i ’ m <number> bitch that it ’ up w,NORMAL,3,1.0,0,0,3
hatexplain_24143269_gab,too bad we cannot deport you how did ever get into office to begin with yes wop with out papers from the days of the first italian immigrants when they hit ellis island and some other ports of entry how bad for us maggot cuomo,HATE,3,1.0,3,0,0
hatexplain_14312554_gab,muzzies are goathumpers and wifebeaters and the goats are not happy,HATE,3,1.0,3,0,0
hatexplain_1275939308713775107_twitter,<user> it ’ ghetto lol,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_22436170_gab,so the british government did not want you to hear a speech that raises awareness to the fact that the indigenous population is being replaced by muslim immigrants perhaps they are scared of the natives retaliating against this betrayal of the british people,HATE,3,1.0,3,0,0
hatexplain_1185831544956416001_twitter,searches surugaya for the one wamujaku doujin i want sadly closes tab cuz they do not have it,NORMAL,3,1.0,0,0,3
hatexplain_1266917331458023426_twitter,i can ’ t believe how many white people are in the business of using mlk as the model protestor when he was murdered by a white supremacist,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1179057767304323072_twitter,<user> do not understand why in america it all about black or white there are yellow mongoloids and brown orientals people as well most suppressed ones never get to raise their voice v unbeatable loosing in agt is an example to show how racially biased americans are,NORMAL,3,1.0,0,0,3
hatexplain_1178676236949737473_twitter,<user> could not care less about the faggots,HATE,3,0.6666666666666666,2,1,0
hatexplain_8524204_gab,great way to get rid of a retarded child,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_1179087506064564224_twitter,listen i know that john mayer is the biggest white bitch mood but sometimes his music be hitting,NORMAL,3,1.0,0,0,3
hatexplain_1179011030757838849_twitter,<user> <user> it is terrible that approximately <number> to <number> hundred thousand people died in the holocaust from typhus and starvation mostly,NORMAL,3,1.0,0,0,3
hatexplain_20441809_gab,jews are just nuts blowing the dyke in new orleans bombing countless airliners shooting arab kids sinking ships firebombing dresden bombs in iraq and the list goes on and on,HATE,3,1.0,3,0,0
hatexplain_12589613_gab,it seems that the whole blm movement boomeranged on blacks in the ghettos ytd in <number> homicides in chicago are down from the same period in <number> but are still way up from the same time period in <number>,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1179041644462534658_twitter,<user> <user> this so sick too call for this person to get raped well theres something call karma,NORMAL,3,1.0,0,0,3
hatexplain_1178285709964316679_twitter,<user> <user> <user> bring your canoe,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_15012514_gab,my <number> year old aunt got banned from facebook for posting stuff about islam and posative things about trump aussies for trump,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1162574708090515456_twitter,i got a shooter on my right just in case a bitch try <number> do me wrong,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_19223314_gab,a lot of faggots out tonight fuck it like a shitskin pride march,HATE,3,1.0,3,0,0
hatexplain_12935986_gab,in july of <number> a raghead in nice france murdered <number> and wounded hundreds with a stolen truck when there a will there a way firearms protect ordinary citizens against the diabolical,OFFENSIVE,3,0.6666666666666666,1,2,0
hatexplain_7987380_gab,sorry white men you are just begging to be cheated on vice,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_10120104_gab,the mafia will leave severed goat heads on the beds of moslem refugees,HATE,3,1.0,3,0,0
hatexplain_1174007017637388288_twitter,type of nigga to fight the doctor,NORMAL,3,1.0,0,0,3
hatexplain_1160212275887783937_twitter,liking someone is ghetto that ’ why ion like to do it,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1088035592611328001_twitter,whoever put forward dylan minnette jacob elordi as possible actors to play john ambrose better have been joking,NORMAL,3,1.0,0,0,3
hatexplain_21646935_gab,agreeing with a kike,HATE,3,1.0,3,0,0
hatexplain_9354339_gab,fuck no jews never work for anybody they consider blacks to be the lowest form of human but you are and have always been the perfect ignorant pawn in their game blacks already hit their ath of qol only down hill from here good luck,HATE,3,0.6666666666666666,2,1,0
hatexplain_27209395_gab,the muzrat effect,HATE,3,1.0,3,0,0
hatexplain_22341450_gab,i believe she a secret nigger lover,HATE,3,1.0,3,0,0
hatexplain_1177702329086283776_twitter,btw this is not meant to deflect from the oppression and violence that my trans comrades face but rather to highlight that all fucking women need to stick up for and listen to each other if someone says your feminism is transphobic racist ableist or classist listen,NORMAL,3,1.0,0,0,3
hatexplain_11205507_gab,vader calls the for hire antifa losers globalist mask wearing retarded cowardly pawns,OFFENSIVE,3,1.0,0,3,0
hatexplain_11156631_gab,wow that nothing but plain facts no one is named no violence appears twitter just hates you and wants you dead or at least not speaking at all they truly are bad,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_1179028587485241344_twitter,it inappropriate to tell someone you are going to skull fuck them because you are angry i will skull fuck you too if you all keep up this nonsense 😂,NORMAL,3,1.0,0,0,3
hatexplain_12685315_gab,women betray the hubby is retarded if he stands by her he probably never saw it coming she must have made him jump through hoops,OFFENSIVE,3,1.0,0,3,0
hatexplain_18466579_gab,a mother who tells her child to play with a diseased child look i know they did not have iphones and computers back then but they were not retarded for fucks sake,NORMAL,3,0.6666666666666666,1,0,2
hatexplain_1088846787778093056_twitter,how come oby ezekwesili is still trending when the rule of law is being raped,NORMAL,3,1.0,0,0,3
hatexplain_1224156557350461446_twitter,<user> i hate you,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_19742388_gab,obama wanted millions of muslims in america he wanted what western europe has a muslim shithole with no go zones terrorism pack rapes child grooming sharia riots,HATE,3,1.0,3,0,0
hatexplain_1179094983439273984_twitter,<user> do they think asians are white smmskmznznjdjaj,NORMAL,3,1.0,0,0,3
hatexplain_1178615990491504641_twitter,<user> <user> if i am a faggot why would i be white knighting for a girl you need to fire your continuity department,OFFENSIVE,3,1.0,0,3,0
hatexplain_14428911_gab,it is already illegal for people to be raped or physically harmed words themselves do not rape or physically harm people all words should be allowed,NORMAL,3,1.0,0,0,3
hatexplain_11228726_gab,<user> marquis de valmont prediction for notting hill coonival niggers will attack police with bottles and rocks after a few hours they will go home some guardianista will bleat about modern britain,HATE,3,1.0,3,0,0
hatexplain_12985498_gab,beta males and their feminist masters yammer on about the morality of sex being nice and how women are the real victims while mexican alpha breed them out of existence virtue signaling will not propagate your genes only subjugating women and putting buns in the oven early and often,HATE,3,0.6666666666666666,2,1,0
hatexplain_6988129_gab,they should tie this bitch down and let everyone of those girls stab her to death welcome to hell you muzzy cunt,HATE,3,1.0,3,0,0
hatexplain_18790322_gab,i live and work with many legal mexican immigrants who are great citizens and trump supporters they have no problem with deporting illegals maga,NORMAL,3,0.6666666666666666,0,1,2
hatexplain_7573904_gab,i wonder if this pos judge has ever ordered a muslim to learn about christian faith for <number> mos at a christian church,OFFENSIVE,3,0.6666666666666666,0,2,1
hatexplain_1177955560630751232_twitter,these kids play zonewars like the biggest faggots,HATE,3,0.6666666666666666,2,1,0
hatexplain_1178808989552787457_twitter,are ps4 faggots still mad that the best game atlus will ever make is tokyo mirage sessions yeah they mad mad is the only ps4 exclusive,NORMAL,3,1.0,0,0,3
