status_id,text,gt_uncivil
1422,"The law requires the President to provide a plan to defeat ISIS. Instead, he has provided a plan to close #Gitmo. Priorities?",0
2671,With @SaxbyChambliss on Senate floor to discuss admin?s continued misguided efforts to close Gitmo http://t.co/79ZTOXNVju,0
1618,With @SaxbyChambliss on Senate floor to discuss admins continued misguided efforts to close Gitmo http://t.co/79ZTOXNVju,0
1738,@ Syrian refugee camp Assad must go heard from Syrians Assad murders women + children so many kids displaced from homes http://t.co/2CeCfjwk,0
2502,The House GOP fought for and achieved significant conservative wins in the omnibus spending bill. The bill includes the largest increase in military spending in 15 years. Reversing years of decline under President Obama.,0
169,President Obama simply isn't paying attention if he thinks only Republicans have concerns with ObamaCare,0
671,"All Obstruction, All the Time in Democrats Senate http://t.co/Mbrq0rQv83",0
1289,RT @reptomprice 141 days until the Democratsâ 2011 tax increases hit American families and small businesses. #DemTaxHike,0
1507,"Today, the House will vote on H. R. 1732, which puts on the brakes on EPAâÃÃ´s run-away regulatory overreach.",0
2622,"Via the @WSJ, the White House ?tour stunt itself is turning into a PR fiasco? http://t.co/2gBEz5JJKL",0
1902,Clinton's 'fix' for Obamacare would make things worse https://t.co/N5iBttEBjt,0
1048,"ObamaCare more expensive, government workers get raises  http://t.co/3G5YkfBMWt",0
1831,"All Obstruction, All the Time in Democrats? Senate http://t.co/Mbrq0rQv83",0
1058,One more financial hit: a $700 increase in healthcare costs b/c of #Obamacare. Enough is enough. http://t.co/iUHWYI6bdI,0
2418,"RT @SpeakerBoehner: Pres Obama?s #hcr law ?perplexing? for #smallbiz, says @ap: http://t.co/GOZw3mI3r3 discourages expanding, hiring",0
2328,"RT @Marc_Perrone: President Lyndon


Johnson





signs Medicare into law





#OnThisDay in 1965.





Today Republicans are trying to destroy it...",0
784,"Editorial: Voter ID bill could sink Legislature's last weeks, https://t.co/14Z9oad2uW via @PDEditorial #StopGOPVoterSuppression",0
1226,"RT @kylegriffin1: 64% of voters say Trump committed crimes before he became president, 24% say he didn't, according to Quinnipiac.

Republi",0
502,#Cyberwarfare  An attack on our #Democracy Russias Favored Outlet Is an Online News Giant. YouTube Helped. https://t.co/zDgzwEQaOj,0
532,"#TrumpRussia #ObstructionOfJustice #Coverup is falling apart, #MuellerTime  https://t.co/4KO6lJvTTj",0
615,"@POTUS """"It will only happen if we work together, it will only happen if we fix out politics."""" #SOTU",0
1287,RT @RepRoKhanna: Khashoggi was murdered for one reason: he spoke out against the atrocities in Yemen. Our own CIA documented that very fact,0
332,#Arrogance #ignorance #cruel #unfit  Trump lashes out at Puerto Rico officials  https://t.co/EZX2JS3iLm @politico #Puertorico,1
1676,"#PayMoreForLess #Trumpcare will take healthcare coverage away from millions of Americans, harm #Medicare and https://t.co/2dAIV9znQL",0
2259,"RT @AishaS: Perhaps our country's leaders ought to stop demonizing those who disagree with your politics. 

Perhaps our country's leaders o?",0
2311,"RT @indivisiblestl: RT 2400 law professors say #NoKavanaugh 


Nuns say #NoKavanaugh 


Supreme Ct Justice John Paul Stevens says #NoKavanaugh",0
1253,"RT @nytimes: In an unusual rebuke from a former member of the Supreme Court, Justice John Paul Stevens said that Judge Brett Kavanaugh was",0
190,"RT @SenatorLeahy: Thomas Farr has a long and vile history of suppressing the voting rights of minorities, and his testimony to Congress on?",0
2425,RT @TheDemocrats: Republicans in Congress are threatening the livelihoods of millions of Americans by putting vital programs like Medicare?,0
523,"#TCOT MSM hear no evil, see no evil, speak no evil. Health care coverage one-sided http://tinyurl.com/yhgspc8",0
524,#TCOT Why #amnesty is a security nightmare: http://www.youtube.com/watch?v=y8j8hnOaoh4,0
516,"#Obamacare is another one of Obama's failed policies. It is unpopular, unaffordable, and unworkable.",0
2021,I agree with Rep. Roe. This is yet another misuse of executive powers from this administration. #Obamacare http://t.co/RRDki8jINX,0
2678,"You'll only see the """"church and state"""" argument when it is key to a liberal's argument. #Obamacare  http://t.co/AqogeQZcmz",0
2576,"This year, I introduced a bill that would provide tax relief to families impacted by the new cap on SALT deductions in #IL14. Fixing this part of the Republican tax law will give money back to hardworking families. https://t.co/409yTqusBZ",0
441,"Shame on WI 4 stripping workers rights to fair pay, benefits. They clean schools teach kids repair our roads. I stand w public employees.",1
2224,"Pres looked to the future in SOTU. Stop politicking, move forward on the economy & jobs.  If we do not, other countries will.  Economy&jobs!",0
2133,Let?s call it what it was -- a raw power grab by Senate Democrats and President Obama.  http://t.co/I4DX4ACoAi,0
974,Lets call it what it was -- a raw power grab by Senate Democrats and President Obama.  http://t.co/I4DX4ACoAi,0
262,"It's clear that this deal was poorly negotiated by a weak Commander in Chief. 


#NoNukesForIran http://t.co/NfuhYNEGs0",1
1835,"Always voting NO and REFUSING to even meet with President @realDonaldTrump is not the antidote to fixing our nations problems.  





I also dont see this as a pathway to a political comeback.which is fine with me! https://t.co/vh3crZasCN",0
286,"RT @MarthaMcSally: .@LindseyGrahamSC: It may not bother @kyrstensinema that you fight for the Taliban, but it bothers the hell out of me.",1
2255,RT @AbigailCBN: ?Well over half our conference wants to fix this..I think what @POTUS did is put us on the clock? @LindseyGrahamSC #DreamAc?,0
1834,"Always voting NO and REFUSING to even meet with President @realDonaldTrump is not the antidote to fixing our nation?s problems.  

I also don?t see this as a pathway to a political comeback?.which is fine with me! https://t.co/vh3crZasCN",0
1348,SCOTUS action is an important first step towards stopping Pres. Obama's draconian carbon emissions regulations https://t.co/2swImNs8uv,0
356,America's veterans are owed a debt our nation can never repay. @POTUS should bring an end to these shameful efforts. https://t.co/v8IhiRwCTw,1
1235,RT @midlifemojo: @Lizzie4Congress So proud to see her on cover of Time! Definitely best choice to defeat Tea Party extremist John Culberson,0
2333,RT @midlifemojo: @Lizzie4Congress So proud to see her on cover of Time! Definitely best choice to defeat Tea Party extremist John Culberson?,0
195,"Sarah Palin has weighed in with her pick for the 25th District of Texas, and I'm proud to say she didn't endorse me! http://ow.ly/2TKjl",0
2094,It's outrageous that the United States paid an additional $1.3 billion to Iran after the initial $400 million in... https://t.co/MifgZCIp7X,0
1416,The GOP Convention really gets going tomorrow. Maybe we will get more specifics about how the GOP plans on dismantling Medicare. #FL22,0
398,"More than 700 children remain separated from their families because of Donald Trump's inhumane policies.





A truly shameful chapter in our history. Children must be reunited, and the federal government must be held accountable. #KeepFamiliesTogether https://t.co/PKi2ZaPPj5",1
1978,"Griffin Leads Bipartisan Call for Leaders to Negotiate, End the #Shutdown http://t.co/z1l4ng7fDi #fixnotfight",0
798,FACT: Over 60% of those at risk of losing hours at work because of #ObamaCare's 30-hour rule are female. #ar2 #ObamaCare29ers,0
547,.@JamesMPettit in @NRO: An Embarrassing Metric Disappears http://t.co/qan3kbsV #ar2,0
2417,"RT @SpeakerBoehner: """"When POTUS said?'If you like your plan, you can keep it,' he really didn't mean it"""" - @CBSNews https://t.co/ZIc8sNIxjb",0
1305,"RT @SpeakerBoehner: """"When POTUS said'If you like your plan, you can keep it,' he really didn't mean it"""" - @CBSNews https://t.co/ZIc8sNIxjb",0
1655,#ar2 MT @HouseCommerce: Committee launches investigation into @whitehouse's delay of #ObamaCare's employer mandate http://t.co/3FK2EMqd0Y,0
1430,The President's haphazard immigration plan will lead to more problems than solutions. RT &amp; let me know if you agree! http://t.co/RH0fN3vJx0,0
712,Both @realDonaldTrump and @KellyAyotte want to overturn Roe v. Wade and defund Planned Parenthood #nhpolitics #nhsen #DebateNight,0
1126,"Read: """"Ayottes record shows that she does not look out for working women &amp; families in the Granite State.""""-&gt; https://t.co/V7QLLtYXsg #nhsen",0
2478,Thanks to @GOP @RNCLatinos for having me the press call this AM. Obama's admin allowing Mariela Castro and Co. to enter US is offensive.,0
2028,I commend the Trump Administration for taking this bold step to withdraw from this reckless deal that poses a threa https://t.co/EepV2RFM6M,0
866,I commend the Trump Administration for taking this bold step to withdraw from this reckless deal that poses a threaâ¦ https://t.co/EepV2RFM6M,0
888,"I will cosponsor @RepLynnJenkins plan to strengthen #529plans, which @BarackObama proposed taxing http://t.co/0f0lnZS0eX",0
1783,@Soccertsjr @GovDunleavy The numbers don?t add up it?s 1.6 billion in the hole. Watch what he does next.,0
882,I think we should maintain Gitmo to prevent detainees from rejoining terrorist networks. Share your thoughts: https://t.co/1dvqirmTpY #ilsen,0
926,Iranian appeasement isnt the answer. Help stop Iran from obtaining a nuclear weapon: http://t.co/npvkDq5oKl http://t.co/4eN7OjZJSX,0
1159,RT @AP_Politics: BREAKING: Utah Sen. Mike Lee becomes 5th GOP senator to oppose starting health care bill debate in latest blow to party le,0
2263,RT @AP_Politics: BREAKING: Utah Sen. Mike Lee becomes 5th GOP senator to oppose starting health care bill debate in latest blow to party le?,0
2067,If you're tired of the lies and mudslinging go vote and volunteer today. #GOTV #WICanDoBetter http://t.co/o6FDP1WAJy,0
2320,RT @keithellison: What the election would look like if women chose not to vote for Donald Trump (h/t @NateSilver538): https://t.co/NbYp2zRM?,0
552,.@MineWorkers IâÃÃ´ll continue to stand with our miners in the fight to save their pensions. The federal government cannot break its promise.,0
1372,Still true. And its going to get even more complicated next year under the Republican tax bill. #TaxDay https://t.co/Sz3Yl9jQ7s,0
251,"Her own daughter described her as someone that can cut your head off and you wouldnt even feel it. Dont be fooled, Pelosi is just as extreme and dangerous as AOC.
https://t.co/ffDOCqW3qk",1
380,"Her own daughter described her as someone that can cut your head off and you wouldn?t even feel it. Don?t be fooled, Pelosi is just as extreme and dangerous as AOC.
https://t.co/ffDOCqW3qk",1
2091,Is the Washington Post calling out President Obama? http://t.co/cWpIixktQt #obamacare,0
1840,Americans deserve to know when #Obamacare has put their personal information at risk. http://t.co/8L99UNyuMh,0
750,"Deal or no deal? If the Democrats really care about the Dreamers, they'll come to the negotiation table. https://t.co/RVrjJ6WePe",0
2089,"Iran's aggression is deeply troubling.  Israel faces a grave threat from this radical Islamic regime, which has only been emboldened by the disastrous nuclear deal we made with them. https://t.co/NvA41iOM5w",0
1312,RT @SpeakerRyan: The Obama administration lost Syria. https://t.co/nBpgWQrMJ9,0
1066,Our prayers are with France. We know that we are at war. The President needs to step up and name our enemy. https://t.co/Zf1Xyvn4cY,0
515,"#Obamacare continues to cause consolidation of insurance companies, narrowing networks and limiting patient choice. http://t.co/3cI22AAH48",0
964,"Kyrsten Sinema voted against border security bills that would have ended family separation. 





Kyrsten Sinema. Talks Independent. Votes Liberal. #AZSEN",0
308,Stealing money from the Pentagon forces our military leaders to choose between their mission and Trumps lies.,1
551,.@McClatchydc's @AliMarieWatkins writes about my role on the Intel Comm &amp; why I believe the NSA should be reined in. http://t.co/yyUc1avjwf,0
1478,This morning I heard from immigrant advocates in Las Cruces who are seeing the harmful effects of President Trump'sâÃÂ¶ https://t.co/yJX8zF5dvZ,0
1677,"#ReadtheBill &amp; you?ll see #Trumpcare will up seniors? premiums by $3,200 https://t.co/oEeSmTwZVd",0
444,Stealing money from the Pentagon forces our military leaders to choose between their mission and Trump?s lies.,1
667,Alarmed by reports Paul Manafort created/sold game plan to Russia to undermine democracy &amp; further Russian interests https://t.co/7Tvvi13gVE,0
2108,Its been 3 months since the Presidents cruel decision to end #DACA. Im still fighting for permanent protections for #Dreamers &amp; passage of the #DreamActNow. https://t.co/26F3sBE1LP,0
890,Ill say it again  @SecNielsen should resign. https://t.co/scVoXu5Pny,0
238,"Another casualty of the #GOPTaxScam - #SolarEnergy, #WindEnergy, #RenewableEnergy &amp; our ability to fight climate change. https://t.co/jglJkAj4AF",1
268,OK..... I admit it. Watching the propagandist #SOTU on tape delay. Less reactionary. The BS is easier to see via replay.,1
1251,"RT @NRO: NR Editorial: A Win for the Constitution https://t.co/3WTM7dyFaG 
#SupremeCourt #gorsuch",0
1228,"RT @ludditeblogger: @RichardGrenell @LizSly @reglash to be fair, Obama may not know Turkey's a NATO ally. there hasn't been much about it o",0
1805,"2MM more Hispanics are in poverty 2day than when Pres. Obama took office. """"This is more than a policy failure; it is a moral failure.""""",0
446,Tequila shots all around if Marco says Obama knows what he's doing again. #GOPDebate,1
955,Just got off the phone with a college after asking if @MAPDAorg could provide scholarships for students in #recovery  We received an abrupt NO. Running into #Stigma is beyond maddening!,0
2326,"RT @ludditeblogger: @RichardGrenell @LizSly @reglash to be fair, Obama may not know Turkey's a NATO ally. there hasn't been much about it o?",0
746,Cute! RT @McIlroyRory: Ha! @Steve_DiMeglio... No chance! I'm short... But I'm not THAT short!!,0
279,RT @CamEdwards: Imagine being the poor SOB who paid this guy money to represent them in court. https://t.co/RYucpkqqdw,1
88,#DrDoubleDip owes LA taxpayers answers and $100K. He's under investigation and hiding from voters. http://t.co/jXJOvCV6iT #LASEN,1
2116,"John Breaux: """"I don't believe you should deserve to be elected just because you don't like the President? http://t.co/RYc4wsntzs",0
1354,Sen. LandrieuâÃÃ´s message is the only 1 that comes with a proven record of achievement for LA in the Senate &gt;&gt; http://t.co/2IlKuZvEPs #lasen,0
1127,READ: Bill Cassidy lacks Sen. McCain's courage &gt;&gt; http://t.co/bXDuXL7UPo #LASen,0
2144,"Max's constitutional amdt would give states like #MT the power to once again say: """"We are not for sale"""" http://t.co/gaTNNpqH #CitizensUnited",0
1598,"What truly makes this a win-win for #NY11 is that the MTA has committed to increase investments for SI and S. Bklyn transportation. Because after decades of being ripped off and forgotten, seeing our commuting costs go up with nothing to show for it, it's time to flip the script.",0
929,"It's beyond humbling to have my service mentioned in the same breath as that of John McCain. I don't believe I'm worthy of that comparison, but I do agree that we can't allow his values of service and country before self to be buried with him.
https://t.co/nGjNoQ5vqy",0
625,@ursahibernicis Look at the top left corner then look at the date. Rep. Waters was not Chairwoman of the Housing Subcommittee in 2017. Dems are in the minority.  It's fabricated text posted to expired letterhead,0
1061,Opinion: Quit playing games with national security http://t.co/hvvq4L5gY4 via @dsjnews #DontShutDownOurSecurity,0
722,Catch Claire live on Fox Business w/ @GerriWillisFBN in a few mins. She'll be talking about her investigation into a gov't run phone program,0
1700,.@clairecmc says such a rule would unnecessarily burden farmers & ranchers; she calls it an issue of #commonsense. MORE: http://t.co/xaLGcut,0
2634,We cannot afford a Hillary Clinton presidency. #RNCinCLE,0
758,Democrats Continue Call For More Job-Killing Tax Hikes - U.S. Senate Republican Leader Mitch McConnell http://t.co/y53EqRbY,0
157,"McConnell: GOP won't """"vote in favor of any more misguided stimulus bills because some bill writer slapped the word ?Jobs? on the cover page""""",0
2519,The resolution Senate will vote on today aims to put a stop to the former administration?s blatant attack on #coal miners.,0
1438,The resolution Senate will vote on today aims to put a stop to the former administrations blatant attack on #coal miners.,0
1073,Papa John's raising prices? Obamacare is doing more harm than good - which is why I keep voting to repeal http://t.co/LH0t2WNc #fullrepeal,0
691,"As expected, Jim Matheson once again made a vote of political expediency. http://t.co/Bm52fsWI #utpol #ut4 #repeal",0
504,#Fed is debating further stimulus. I want to see a full audit of their monetary policy. http://t.co/EZEdXEd0 #tcot #AuditTheFed,0
1298,"RT @SBAList: Obama 2009: """"""""No federal dollars will be used to fund abortions.""""""""


Today's GAO report: #Obamacare subsidizes abortion


http://t.câÃÂ¶",0
1329,"RT @TPPatriots: Yesterday, Barack Obama lost his twelfth unanimous decision before the United States Supreme Court http://t.co/vJGSVSJrIJ #â¦",0
1970,"Go figure, these guys get millions to play a violent contact sport and ...NFL, players reach $765M settlement of concussion lawsuits.",0
878,"I support the public school teachers in Oklahoma and Kentucky who are standing up for better pay and benefits.

Our secretary of education doesnt believe in public schools.  

Those of us with children in public schools know we must treat our teachers as the heroes they are!",0
2283,"RT @dccc: When so many Republicans won't even recognize climate change as fact, electing environmental attorneys like Mike Levin has never?",0
2037,"I support the public school teachers in Oklahoma and Kentucky who are standing up for better pay and benefits.

Our secretary of education doesn?t believe in public schools.  

Those of us with children in public schools know we must treat our teachers as the heroes they are!",0
34,"No @realDonaldTrump, you dont know more than your intel chiefs, and you dont know more than the generals, either.",0
2146,McIntyre lashes out at effects of flood insurance bill http://t.co/9Gfp3ghc2l  #nc07,0
898,ICYMI: My thoughts on dangerous and misguided U.S. Policies https://t.co/LFHl0pW2KF,0
299,"RT @StephensWSJ: Disgraceful statement from Justin Trudeau re Castro. No, Justin, Fidel didn't """"""""serve"""""""" Cuban people. He made them serve himâ¦",1
435,"RT @StephensWSJ: Disgraceful statement from Justin Trudeau re Castro. No, Justin, Fidel didn't """"""""serve"""""""" Cuban people. He made them serve him",1
2228,President Trump and Attorney General Sessions should not get to decide whose civil rights are protected and whose are not. https://t.co/8R09uvSVBm,0
1105,President Trump and GOP leaders are still trying to push Judge Kavanaugh through as quickly as possible. This must be a thorough investigation. #BelieveSurvivors https://t.co/1FrxQLz18J,0
84,"""""Histrionic, beset by apocalyptic fantasies, and easily exploitable""""--lapidary definition by @davidharsanyi of how Greta Thunberg Is the Perfect Hero for an Unserious Time https://t.co/kDTYMxLcu6",1
179,"RT @johncardillo: Make no mistake what went on here, @elizabethforma defrauded actual minority candidates. https://t.co/jKTLOPSbfo",0
1265,"RT @prageru: Socialism always fails. 

Every. Single. Time. https://t.co/E2rSohjYfx",0
2364,RT @redsteeze: ?God has no political party. Also God is a Democrat.? https://t.co/0EVxZ9mWgk,0
1745,"@Chascabass @SpeakTruth911 That reality is complex, and, again, GOP led the charge to pass significant legislation, signed by President Obama, in 2016, to address many problems.",0
1170,RT @charliekirk11: This is your daily reminder that Barack Obama and Joe Biden sent Iran 1.8 BILLION dollars in cash without congressional,0
2316,RT @JGunlock: This language is going to get someone killed. Dangerous and incredibly irresponsible. https://t.co/Tz6bxKvchX,0
1219,"RT @jessesingal: Everything in here is true and it is also true that Antifa should stop assaulting journalists, which it does over and over",0
1765,@LordStanTheSlam @DonaldJTrumpJr And you!<U+0001F600>,0
2279,RT @Dairenn: @NanHayworth @KenDilanianNBC @tanburt42 The news would improve One Hundred Thousand Percent if we did that.,0
1223,RT @KassyDillon: President Trumps proposal sounds very fair. Congress needs to come together and negotiate.,0
2269,"RT @brithume: Unmistakably true. Pack the court, abolish the electoral college. Has Trump seriously proposed anything as radical? https://t?",0
554,.@POTUS aims to divide us. He will fail. Thanks to all who joined us in front of the Supreme Court this evening to https://t.co/SDnJy1O3qi,0
1826,AG Sessions is not fit to serve as the top law enforcement officer of our country and must resign.? https://t.co/d48jqnXwWO,0
2387,RT @RepMarkTakano: .@realDonaldTrump?s jobs plan just leaked. #Trump100Days https://t.co/RES0pcQwXv,0
2062,"If Republicans refuse to end the #TrumpShutdown, they must make sure our fighting men &amp; women still get paid. https://t.co/sR7WJxHSqw",0
2385,RT @RepMaloney: . @realdonaldtrump: Could you please post just ONE critical tweet about Vladimir #Putin? Just ONE criticizing Russia?s acti?,0
276,Republicans continue to show their dedication to selling our childrens future to corporations. #GOPTaxScam,1
1283,RT @RepMaloney: . @realdonaldtrump: Could you please post just ONE critical tweet about Vladimir #Putin? Just ONE criticizing Russias acti,0
1276,RT @RepHanabusa: It is unfortunate that the first anniversary of @POTUS inauguration is marred by the #TrumpShutdown No one can remember a,0
411,Republicans continue to show their dedication to selling our children?s future to corporations. #GOPTaxScam,1
2585,"Today, Dems offered a budget that supports every family &amp; invests in every workera stark contrast to #GOPbudget, a recipe for recession.",0
666,AG Sessions is not fit to serve as the top law enforcement officer of our country and must resign. https://t.co/d48jqnXwWO,0
2159,My @nytimes op-ed: ?You Budget. Why Shouldn?t Congress?? <U+2192> https://t.co/aRXkoF2rJH,0
2376,RT @RepHanabusa: It is unfortunate that the first anniversary of @POTUS? inauguration is marred by the #TrumpShutdown No one can remember a?,0
1015,"My reply to @SpeakerBoehner who, after 5 wks, still won't disclose cost to defend indefensible #DOMA http://go.usa.gov/Tf1",0
227,.@potus now attacking our allies on Twitter. Talk about bad. Retooling his comms strategy and team can't come quick enough. #embarrassment https://t.co/OM6HqZrdJ2,1
2127,"Know this isn?t his account but this is hilarious. This is exactly what I would expect POTUS to say (and tweet about.) It?s about the troops, not him. https://t.co/fNsQVjXRxW",0
986,Lowey to Chao: Your budget fails to reflect what should be @USDOT's priorities https://t.co/0mwf3VGfU1,0
338,"...and Pompeos record demonstrates no evidence he could temper President Trumps most dangerous whims, restore U.S. standing in the eyes of the global community, or effectively lead our diplomatic and development professionals.",1
1,.@POTUS's decision to end #TPS status for Salvadorans is not just poor policy; it displays a lack of human decency. Many have lived here for 10+ yrs &amp; now face a heart-wrenching choice of uprooting their families or facing deportation. https://t.co/eBdwueGOGl,1
1551,Visited local co. that can't get approval on its flu vaccine thanks to #GOPshutdown: More: http://t.co/I0mbKhFANT http://t.co/R0AFPALpNl,0
479,When voters tell the NRA funded candidates to go to hell! #NotOneMore https://t.co/4diAVmsteu,1
1322,"RT @thehill: GOP lawmaker's Twitter poll on ObamaCare repeal doesn't go as planned
https://t.co/HDSKabe7eO https://t.co/kzdCGpY1Ko",0
1536,TY @RepLoisFrankel for asking abt contraception @HouseForeign hrng on empowering women. Shame it took over an hour for this topic to come up,0
2426,RT @thehill: NEW POLL: More blame Trump and GOP for possible shutdown than Dems https://t.co/FCTIB1muwm https://t.co/qC1Lo4RbGx,0
838,"Hatred has no boundaries; its only purpose is to hurt the innocent. My heart is heavy for the lives lost in #Egypt, but calling for tighter border security and promoting nativist sentiments only adds fuel to the flame and does nothing to prevent these attacks from occurring. https://t.co/DFWdwkzhti",0
270,"On the 6 month anniversary of the #GOPTaxScam, hourly worker earnings are actually DOWN compared to last year. Not too surprising when 83% of the benefits went to the top 1%. https://t.co/MkH8dRNxsL",1
1065,Our #Trump100Days report card looks at @realDonaldTrump failed promises to #SmallBusiness. Average grade: F https://t.co/7aYItPAvhq,0
1514,TodayâÃÃ´s vote is another attempt by House GOP to gut #healthcare reform and put insurance companies back in charge  http://t.co/5r8uJgC0qZ,0
1339,RT @Woellert: .@NydiaVelazquez: Red counties will suffer most from housing cuts. #AffordableHousing (reminder: budget cuts are pretty much,0
116,"America showed us its best at the #WomensMarch. Two days later, @POTUS showed us his worst by stifling women?s access to healthcare info.",0
407,Programs to prevent teen pregnancy are being cut short &amp; denied funding by the Trump Administration. Shameful! https://t.co/0pGZHEI7uf,1
469,Trump's budget would slash Pell Grants that help working people afford education by $3.9 billion - shameful! #RESIST #TrumpCuts,1
2227,President Obama's Commision to close GITMO missed their first deadline. Read what that means for the rest of us here: http://is.gd/1HMT0,0
2530,"The terrorists that attacked us on 9/11 sought to break our nation?s spirit, but instead united us in the pursuit of freedom &amp; liberty.",0
779,Dodd-Frank law is another example of the type of government overregulation thatâÃÃ´s standing in the way of economic growth. #utpol,0
2495,The DISCLOSE Act runs contrary to the First Amendment and our nation's long tradition of free speech. http://bit.ly/95LWRI #utpol,0
1012,"My comments in 'The Hill' on the Democrats health care plan being """"out of this world."""" Read it here: http://is.gd/21glO",0
2040,I voted against the re-authorization of the Export-Import Bank because corporate welfarism needs to stop. http://t.co/QPAloVBp #utpol,0
827,Great discussion with @IRIglobal. We cannot afford a third term of Obama's policies. We must stop Hillary. https://t.co/T0QTbZS5ud,0
472,"Trump told a lot of lies today ? even for him!

https://t.co/FGMU8diSE4",1
648,8) Would @OrmanForSenate have voted for Dodd-Frank financial regulation bill that is strangling small businesses and startups? #KSSen,0
1921,Day 4 for #31Reasons4TaxReform<U+2192> Our current broken tax code makes it harder for Main Street employers to create jobs. https://t.co/yR9V24f8Vk,0
1308,RT @SpeakerBoehner: House GOP continues pressing Pres Obama for plan to protect seniors from his health care law. Learn more: http://t.co/9,0
1932,"Does Schumer care about CAIR? """"""""[Sestak] is plainly the group's choice candidate."""""""": http://bit.ly/arVMaG #toomey #tcot #pasen",0
1756,"@Hancock_TJ Dems' CFPA means a massive new regulatory bureaucracy, more gov't spending, less access to credit, & less consumer protection.",0
80,"West thinks the end of DADT will """"break down"""" the military, but somehow this is okay?  Outrageous. http://t.co/NNmGfgJa",1
2143,"Marco Rubio announced """"""""hes sticking by his support"""""""" of Trump, despite lewd tapes. #FLSen Read more: https://t.co/X1lp7DUnv8",0
1604,"When my colleagues and I came together to pass the bipartisan Every Student Succeeds Act, we were clear that these grants were intended to help foster safe, healthy, and supportive environments that improve student learningnot prop up the NRA and gun sales. https://t.co/3K5yEpMiTu",0
1686,#Trumpcares cuts would hurt WAs rural hospitals and job optionshard to see how it benefits anyone but the rich https://t.co/pY3ZB5Bsu1,0
1009,Murray: If @SpeakerBoehner brought Senate #CIR bill up for a vote âÃÃ¬ it would pass. #immigration,0
849,Higher costs for familiesespecially seniors and people with pre-existing conditions. #Trumpcare,0
2413,"RT @SenSchumer: I took a look at your op-ed, @realDonaldTrump. It needs some work.





All of the false and misleading words in the world can",0
563,".@SecPriceMD, do you still think no one will be worse off from #Trumpcare? https://t.co/tNgQNapQd2",0
1524,"Trump's #budget an absolute non-nonstarter, and is just the latest of his many broken promises https://t.co/heEkCwkq1A",0
2251,"Republicans should take a step back and halt their partisan, rushed tax plan until Senator-elect Jones is seated. The voices of the people of Alabama should be heard.",0
2048,"I?m glad that despite the Trump-Pence Administration?s attempts to undermine investments in the health of women and youths, King County can continue providing young people the information they need to make healthy decisions and plan for their futures: https://t.co/hqdooL9mJX",0
621,"@SenateGOP Republicans still have a chance to stand up to President Trump, listen to their constituents, step back from this terrible anti-middle class tax bill.",0
921,"Instead of prioritizing jobs, wages &amp; policies like earned paid sick leave, GOP budget cuts taxes for wealthiest few. #middleclasseconomics",0
2034,"I refuse to stand by while this President bypasses Congress to raid money from our military for his wasteful border wall.

That?s why I introduced legislation that would give back the stolen money &amp; ensure no president can abuse executive power like this in the future. https://t.co/ZVM6AQBkvk",0
1506,"Today, Senate Republicans attempted once again to defund @PPFA &amp; roll back access to health care for millions of women nationwide. They failed, but we are reminded once again of all that's at stake for womens health in the upcoming weeks &amp; months. We have to keep fighting.",0
1556,"Voters were clearthey dont want Republicans to keep trying to repeal their health care, and they dont want President Trump to keep sabotaging it. They want Republicans to return to the negotiating table and work with Democrats on common sense solutions to lower costs.",0
20,"Had a great time hearing from Aneelah Afzali &amp; learning more about the important work happening at the Muslim Association of Puget Sound to fight against President Trumps reckless &amp; shameful immigration policies, a concern for far too many families &amp; communities across WA. https://t.co/CpmNR9jZrQ",1
1093,Powerful story from the @EverettHeraldtoo many families in our communities are paying the painful price of the Republican-led Congress inaction on immigration. https://t.co/c61akBhXrp,0
2659,"When my colleagues and I came together to pass the bipartisan Every Student Succeeds Act, we were clear that these grants were intended to help foster safe, healthy, and supportive environments that improve student learning?not prop up the NRA and gun sales. https://t.co/3K5yEpMiTu",0
2451,Senator Patty Murray applauds certification ending failed #DADT policy. In 60 days all servicemembers can serve country openly and proudly.,0
1722,".@SenateGOP, just name the time and place of your secret Trumpcare meetings, and Senate Democrats will be there. https://t.co/ebYMj8Bz4C",0
215,"This week, Republican leaders in the Senate chose to attack women and throw their health care under the bus instead of doing their basic jobs and allowing us to vote on a bill to reopen the government. It was shameful. 
https://t.co/SOfWsRUqLl",1
1999,Higher costs for families?especially seniors and people with pre-existing conditions. #Trumpcare,0
267,Obama is certainly not wasting this crisis to ram his socialistic agenda down the throats of America #oilspill #ovalofficeaddress,1
2055,"ICYMI: @washingtonpost """"""""Obama administration relaxes rules of health-care law four days before deadline"""""""" http://t.co/pAUVdZmBbi",0
56,"The only TRUE Constitutional crisis is being promoted by Nancy Pelosi, Adam Schiff, Jerry Nadler, most of the Democrats, and the liberal press! They have no clue about the Constitution. They need to go. Vote them out!",0
761,Democrats in Congress passed a package of new anti-corruption and ethics reforms laws last week. Every Republican voted against it. https://t.co/dFAHsgTA0Y,0
2068,"If you missed it, take a look at my column in @syracusedotcom Trumpcare victory for GOP, defeat for American people https://t.co/w67hRC9yZf",0
1882,Bloomberg: @GOP Plan Has Large Tax Breaks for the Highest Earners https://t.co/vYHFQFjs1K #taxreform #notonepenny,0
1685,"#Trumpcare would slash Medicaid funds, which pays for half of all births and covers 1/5 of women of repro age. #ProtectOurCare",0
