source_row,source_tweet_id,source_created_at,source_uncivil_raw,text,gt_uncivil
959,8.728906870579364e+17,Thu Jun 08 18:58:51 +0000 2017,no,@SenJohnMcCain Double standard? No. There is no double standard here. The two investigations aren't remotely the same. Apples and oranges.,0
960,8.262685164079964e+17,Tue Jan 31 03:19:00 +0000 2017,no,"@SpeakerRyan STAND UP. Stop acting based on how your own career will be affected, STAND UP for our democracy! Stop the abuse of power NOW.",0
961,8.344374926444052e+17,Wed Feb 22 16:19:36 +0000 2017,no,@SpeakerRyan nope! People will camp around the whitehouse because they won't have homes. The WH IS homebase. Like it or not.,0
962,8.29157173263528e+17,Wed Feb 08 02:37:29 +0000 2017,no,@KamalaHarris @emilyslist @SenWarren Kamala then pick up where Liz left off &amp; when they censor U the next Democrat gets up and the next one,0
963,9.211183968837263e+17,Thu Oct 19 20:58:34 +0000 2017,no,@RonWyden You're just scared what the Obozo coverup may reveal.,0
964,8.733609299827753e+17,Sat Jun 10 02:07:26 +0000 2017,no,@SpeakerRyan if @realDonaldTrump is 2 ignorant to be guilty? Isn't he 2 ignorant to be president? Don't be ignorant 2 #CountryOverParty,0
965,8.453235502024417e+17,Fri Mar 24 17:16:54 +0000 2017,no,@RepAdamSchiff @RepSwalwell @DevinNunes 202-225-4121 House Intel 202-224-1700 Senate Intel 202-225-2523 Nunes DC… https://t.co/FKXRLbPWPj,0
966,7.95392976470102e+17,Sun Nov 06 22:30:37 +0000 2016,no,@jasoninthehouse And no one could have looked at them before the announcement last week??,0
967,8.135479542461932e+17,Tue Dec 27 00:52:01 +0000 2016,no,@SenJohnMcCain is a Liberal that believe that Russia hacking instead of Content of the Hacks &gt;he is Ancient and nee… https://t.co/6QqEkschZf,0
968,8.295177947020902e+17,Thu Feb 09 02:30:28 +0000 2017,no,@SpeakerRyan @SenTedCruz Is #ACA responsible for lack of insurance choices or are the greedy insurance companies? #PatientsOverProfits,0
969,8.628349418091315e+17,Fri May 12 01:00:55 +0000 2017,yes,@RepMimiWalters @washingtonpost Do you believe what you say? Or do you think we are stupid? Or do you just not care?,1
970,8.942380601535898e+17,Sun Aug 06 16:45:42 +0000 2017,no,@SpeakerRyan A waste of money for something had no real intention of building - only a campaign slogan.,0
971,8.333560576825098e+17,Sun Feb 19 16:42:21 +0000 2017,yes,"@SenJohnMcCain @MeghanMcCain """"A fundamental part of that new world order was a free press."" Fuck your #NewWorldOrder #tcot",1
972,9.04316582507184e+17,Sun Sep 03 12:14:09 +0000 2017,no,@SenJohnMcCain start by impeaching Trump,0
973,9.185901870971986e+17,Thu Oct 12 21:32:21 +0000 2017,no,@USRepKCastor Hi! Plz watch this video of @Maddow's report on the DIRE situation in PR! Over 500 deaths! @ 7mins. https://t.co/jcZVyvSIgA,0
974,8.925269789848125e+17,Tue Aug 01 23:26:28 +0000 2017,no,@SpeakerRyan Thanks for the information so that I can share.,0
975,8.601894871204946e+17,Thu May 04 17:48:49 +0000 2017,no,@SpeakerRyan you will not be reelectef,0
976,8.616456601641738e+17,Mon May 08 18:15:08 +0000 2017,no,@SteveScalise what if they live in WI with @GovWalker in charge,0
977,8.969276960762634e+17,Mon Aug 14 02:53:21 +0000 2017,no,@MaxineWaters do you think this helps anything? Do you believe this rhetoric is good for our nation? Do you have a… https://t.co/Wfqbci9NYn,0
978,9.105424431704842e+17,Wed Sep 20 16:33:30 +0000 2017,no,@SpeakerRyan I pray especially for those who have lost loved ones to #Irma. I know they would flow rivers of living water. (John 7:38).,0
979,8.255072922840146e+17,Sun Jan 29 00:54:10 +0000 2017,no,"@SpeakerRyan if you meant #neveragain you'd be helping more refugees resettle here, not turning them away",0
980,8.186415214654956e+17,Tue Jan 10 02:12:02 +0000 2017,no,@SenBlumenthal Representing America! Show off😊✌ https://t.co/ayu96IWQ87,0
981,8.6811481666116e+17,Fri May 26 14:41:15 +0000 2017,no,@RepCummings - Hope and pray that your surgery goes well. Get well soon! We need you and your beautiful heart!,0
982,9.121103364168948e+17,Mon Sep 25 00:23:45 +0000 2017,no,@SenJohnMcCain No matter how much u disagree with Sen. McCain u have 2agree he served with dignity &amp; very principled MAN. Nation1st. Thx Sen,0
983,9.218898025379348e+17,Sun Oct 22 00:03:51 +0000 2017,no,@PattyMurray Can we get their names so we can work on getting 26 more?,0
984,8.254071074825421e+17,Sat Jan 28 18:16:04 +0000 2017,no,@SenSchumer @tempteststorm2 Mexico has a wall on its southern border &amp; strict immigration laws they enforce then? Quit 👀 at them as votes,0
985,8.262713105023631e+17,Tue Jan 31 03:30:06 +0000 2017,no,"@SenToomey For the sake of all the children in our country, I (and countless other concerned parents) ask you to vote NO on DeVos!",0
986,7.921611177872056e+17,Sat Oct 29 00:28:22 +0000 2016,no,@PatrickMcHenry U.S. D.o:J covering up: https://t.co/wIJFe3JeJ2 https://t.co/QktnDCx65M https://t.co/2aVvZjy2uq https://t.co/G1pAStPSaz,0
987,8.449106248030822e+17,Thu Mar 23 13:56:05 +0000 2017,no,"@RepMeehan, Medicaid helped Jessica's daughter get treatment for a rare heart defect. Please vote no on #AHCA today… https://t.co/CmFZY5j6pe",0
988,9.018836928968622e+17,Sun Aug 27 19:06:43 +0000 2017,no,@RepSteveChabot Pretend #racist trump is Hillary Clinton &amp; act accordingly #ImpeachTrumpNow #NotFit #TheResistance #TW,0
989,8.496977907500564e+17,Wed Apr 05 18:58:34 +0000 2017,yes,"@RepAdamSchiff @POTUS The way Trump excludes the American People from his ""meetings"", etc. is insulting ! He acts like a Godfather mafioso",1
990,8.322326879937577e+17,Thu Feb 16 14:18:29 +0000 2017,no,@RepKevinBrady @HouseGOP GREAT! Now STOP discrimination from the hiring of those 50+!,0
991,9.047465874605998e+17,Mon Sep 04 16:42:50 +0000 2017,no,@SpeakerRyan So now you change to supporting illegals and undermine the constitution. Just change to Democrat and… https://t.co/kfTwiumKxJ,0
992,8.195183986652897e+17,Thu Jan 12 12:16:26 +0000 2017,no,@LacyClayMO1 @TheDailyShow @BET @CNN @NAACP @OfficialCBC @OPRAH Please dont burn US down=&gt; https://t.co/Dzzss41aUY @SpeakerRyan @Rep_Hunter,0
993,9.122762798686986e+17,Mon Sep 25 11:23:09 +0000 2017,no,"@lisamurkowski @SenatorCollins @Michigan9th Please remember Tamsin when you vote! TSC, tumors in brain/heart. Save… https://t.co/VKV8GWvExG",0
994,8.573928214473933e+17,Thu Apr 27 00:35:52 +0000 2017,no,"@jasoninthehouse Who cares? Are u able to look in your daughter's face yet? The sooner u go away, the better #LiarInTheHouse",0
995,8.97617960726143e+17,Wed Aug 16 00:36:13 +0000 2017,no,@SpeakerRyan It is time for you to stand up and try to salvage your party before @realDonaldTrump shatters it! #impeach,0
996,8.261072018529567e+17,Mon Jan 30 16:37:59 +0000 2017,no,@marcorubio we are the @WMW_Florida hear our voice&amp;represent #stopsessions @SenatorSessions for his record of opposing civil &amp; voting rights,0
997,8.782874681093407e+17,Fri Jun 23 16:23:44 +0000 2017,no,"@SpeakerRyan Not trampling on your good news but, the ""unemployment office"" already does that? @POTUS cuts regs you… https://t.co/v3EYgUQRAv",0
998,8.288093055372657e+17,Tue Feb 07 03:35:11 +0000 2017,yes,@SpeakerRyan When are you going to stop playing games with religious idiots and get elected based on your personal views?,1
999,8.97980077761278e+17,Thu Aug 17 00:35:08 +0000 2017,no,@SenJohnMcCain Have you called out antiva EVER?,0
1000,8.978643630627226e+17,Wed Aug 16 16:55:20 +0000 2017,yes,@SenToomey Ugh you're the worst,1
1001,8.615975656109916e+17,Mon May 08 15:04:02 +0000 2017,no,@SenJohnMcCain @LindseyGrahamSC @SenatorCollins @lisamurkowski @BenSasse are you really going to allow this from th… https://t.co/GZAqGISXEI,0
1002,9.038263353988628e+17,Sat Sep 02 03:46:05 +0000 2017,no,@RepJeffDenham @darrellissa @steveknight25 @justinamashin @kamalaharris https://t.co/Id2uzHN6gU,0
1003,8.96067471945343e+17,Fri Aug 11 17:55:08 +0000 2017,yes,@NancyPelosi #LyingLefties trying ANYTHING to undermine this administration and has to stop,1
1004,8.263260379654431e+17,Tue Jan 31 07:07:34 +0000 2017,no,@SpeakerRyan so when are you going to start the #impeachment? Can you get rid of the Trojan Horse before he does much more damage?,0
1005,8.576169839148155e+17,Thu Apr 27 15:26:37 +0000 2017,no,"@RepMarkMeadows u will destroy the coverage for those of us who can not afford your world. You ""freedom"" caucus is a bunch of rich guys.",0
1006,8.232387345062912e+17,Sun Jan 22 18:39:43 +0000 2017,no,@SenJohnMcCain @SenateMajLdr decide to get in line to kiss president ass instead of country over party. Power corru… https://t.co/FhFLhsqtNr,0
1007,8.894899042284831e+17,Mon Jul 24 14:18:13 +0000 2017,no,@SenSchumer 's a little slow on the uptake. https://t.co/1lj1ZvjU18,0
1008,9.113638195025304e+17,Fri Sep 22 22:57:21 +0000 2017,no,@SenJohnMcCain Progress requires change &amp; sometimes some get left behind &amp; other should pick a side or go home. Doi… https://t.co/UTHRopGhUv,0
1009,9.034048065927455e+17,Thu Aug 31 23:51:04 +0000 2017,no,@SpeakerRyan I used to live in Kenosha. Sure am glad I don't now.,0
1010,8.391117037447823e+17,Tue Mar 07 13:53:14 +0000 2017,no,@SpeakerRyan @GOP deal with #Trumprussia first. I wont trust or support any legislation till you prove u r honest and clean. #TheResistance,0
1011,8.943320450270945e+17,Sun Aug 06 22:59:10 +0000 2017,no,@SenJohnMcCain Better than the illegals,0
1012,8.295843310099538e+17,Thu Feb 09 06:54:52 +0000 2017,no,@SpeakerRyan History will judge you as a chickenshit. https://t.co/GI4Fd0bmi3 via @HuffPostPol,0
1013,8.25496003872596e+17,Sun Jan 29 00:09:18 +0000 2017,no,@RepNewhouse - what are you doing to oppose this completely Un-American ban on refugees and law-abiding immigrants on the basis of religion?,0
1014,7.993017922112758e+17,Thu Nov 17 17:22:52 +0000 2016,no,@SenSchumer @SenSchumer @BernieSanders @SenWarren @NancyPelosi @amyklobuchar @SenFranken @SenStabenow @keithellison https://t.co/Tk9CHwqxsP,0
1015,8.268553813643305e+17,Wed Feb 01 18:10:59 +0000 2017,no,@NancyPelosi and you democrats https://t.co/ALH94USy7i,0
1016,8.275183849003008e+17,Fri Feb 03 14:05:32 +0000 2017,no,"@SpeakerRyan clean air, land and water are all overrated. We don't need those regulations. We can live on Mars when we finish destroying 🌎",0
1017,8.262089242274693e+17,Mon Jan 30 23:22:12 +0000 2017,no,@SenSchumer deserved a @SAGawards last night #SchumerTears,0
1018,8.290508677142323e+17,Tue Feb 07 19:35:04 +0000 2017,yes,@RoyBlunt shame on you.,1
1019,8.601276180787241e+17,Thu May 04 13:42:59 +0000 2017,no,"@MarkAmodeiNV2 Mark, when a cancer patient's treatment is stopped or a hospital is closed in the future, that's on you &amp; your vote.",0
1020,8.171804969290998e+17,Fri Jan 06 01:26:27 +0000 2017,no,"@SpeakerRyan yo dick munch, instead of trying to deny women access to medical care- focus on issues that are actually hurting people.",0
1021,8.766759017984614e+17,Mon Jun 19 05:39:57 +0000 2017,yes,"@SpeakerRyan I've never voted Dem, but got disgusted with Establishment. GROW A BACKBONE, or I'll call you Jimmy Ca… https://t.co/rAA8KKUfJ4",1
1022,8.398923945102049e+17,Thu Mar 09 17:35:25 +0000 2017,yes,@jasoninthehouse Chaffetz is a corrupt hack Please support his opponent in next election https://t.co/DSyz3I386r,1
1023,9.030244335851192e+17,Wed Aug 30 22:39:37 +0000 2017,yes,@marcorubio @SenJohnMcCain Agree with Al Gore's call for Trump's resignation? Sign the petition today! https://t.co/FTtRGan3Vc,1
1024,8.358880118879232e+17,Sun Feb 26 16:23:26 +0000 2017,no,@SenToomey...even @ChrisChristie thinks you need to have #townhalls. @TuesdaysToomey https://t.co/4viZnT7EZJ,0
1025,7.953006342286418e+17,Sun Nov 06 16:23:41 +0000 2016,no,@TGowdySC WHAT'S THE HOLD UP? https://t.co/p68alm9plj,0
1026,7.935131291204526e+17,Tue Nov 01 18:00:47 +0000 2016,no,@SpeakerRyan @mcuban @SpeakerRyan @FBI how does This happen w no investigation? @CNN @MSNBC @FoxNews https://t.co/ieUVLPqSfL via @slate,0
1027,8.167320129502863e+17,Wed Jan 04 19:44:20 +0000 2017,yes,"@DarrellIssa is so stupid he can't tell the difference between 65,844,954 and 62,979,879 #LearnHowToCount ThePeople chose @HillaryClinton",1
1028,8.786430277446164e+17,Sat Jun 24 15:56:36 +0000 2017,no,"@SenJohnMcCain @VP John, after reading this article&amp;your previous experience with the Russians, I find your state… https://t.co/MuE24uCf0T",0
1029,9.032224899663584e+17,Thu Aug 31 11:46:37 +0000 2017,no,"@SenSchumer @POTUS Revision is not, ipso facto, reform - which implies improved fairness for all. We're not buying… https://t.co/oYzWsE3t54",0
1030,8.09410602527404e+17,Thu Dec 15 14:51:40 +0000 2016,no,@RepAdamSchiff When will we change the LAW that allows our leaders conflict of interest and demand tax returns from the President,0
1031,8.453423654642483e+17,Fri Mar 24 18:31:40 +0000 2017,no,@MikeKellyPA You are are enabler and prove you have bad judgement by being a trump sycophant. trump ONLY puts trump first.,0
1032,8.894937500697682e+17,Mon Jul 24 14:33:30 +0000 2017,yes,@RepAdamSchiff Dignity of the office? Remember Bill getting blown by Monica?,1
1033,9.025010835951165e+17,Tue Aug 29 12:00:00 +0000 2017,no,"@RepKinzinger Prayers are nice, but emergency funding is better. Are you going to deny the victims funding like you… https://t.co/dPaXBHFzGJ",0
1034,9.203514268024668e+17,Tue Oct 17 18:10:54 +0000 2017,no,@SenJohnMcCain true leaders show action!! We all know who they are! Great job sen.,0
1035,7.96277924835926e+17,Wed Nov 09 09:07:06 +0000 2016,no,@RepDianeBlack Speaker Ryan has got to go #newSpeakeroftheHOUSE2017,0
1036,8.584253429351465e+17,Sat Apr 29 20:58:45 +0000 2017,yes,@NancyPelosi @realDonaldTrump Have another drink#DRUNKENWHORE,1
1037,8.248474718262518e+17,Fri Jan 27 05:12:16 +0000 2017,yes,"@SpeakerRyan No, you're trying to ram it down our throats knowing it's not what the majority wants. Quit putting party above country!",1
1038,9.135014413056123e+17,Thu Sep 28 20:31:30 +0000 2017,no,"@SpeakerRyan, a lesson for you. Just to show you how wrong you are. Well actually, you know how wrong you are, but… https://t.co/TnR1qmFKAm",0
1039,8.493848157366108e+17,Tue Apr 04 22:14:55 +0000 2017,no,@RepAdamSchiff @quirt27 Thank you @RepAdamSchiff https://t.co/lVyjnc5RXs,0
1040,8.764473691345715e+17,Sun Jun 18 14:31:51 +0000 2017,no,@SenatorTimScott I remember everything about that day. Please pray for the families,0
1041,8.60532666134868e+17,Fri May 05 16:32:30 +0000 2017,no,@SpeakerRyan Hush up,0
1042,8.185757505173627e+17,Mon Jan 09 21:50:41 +0000 2017,no,@SenSchumer @CoryBooker @menedez @SenJohnMcCain @SenWarren @LindseyGrahamSC . Plz https://t.co/1lQGYqXexx be4 party https://t.co/bVViMBv3RY,0
1043,8.45986532666327e+17,Sun Mar 26 13:11:21 +0000 2017,yes,"@Jim_Jordan you are a full of lies and special interests. You are the swamp. I am praying you out of office! U R Selfish, Prideful, Arrogant",1
1044,8.9825844419652e+17,Thu Aug 17 19:01:16 +0000 2017,no,@lisamurkowski #NationalHealthWeek season of PFD garnishments by State of Alaska. DEED Admin hunts through Student Loan Corp4 defaults now.,0
1045,8.275920295930757e+17,Fri Feb 03 18:58:10 +0000 2017,no,@SpeakerRyan I love you @realDonaldTrump #trumpismypresident #TrumpWins4USA,0
1046,9.105318481782088e+17,Wed Sep 20 15:51:24 +0000 2017,no,@lisamurkowski @susancollins The only reason I am not buried by catastrophic debt is because I was still on my pare… https://t.co/DvecmSHjHe,0
1047,8.955410017118863e+17,Thu Aug 10 07:03:07 +0000 2017,no,@SenJohnMcCain your a Benedict Arnold in Vietnam Songbird McCain! @POTUS has our back and we have his! Go sing a s… https://t.co/YgfJRbrtTD,0
1048,8.604801334252298e+17,Fri May 05 13:03:45 +0000 2017,no,@RepTipton I asked you to vote no. Did u read the whole bill I will work to remove you from office https://t.co/XvIah4oFvb,0
1049,9.190257514160169e+17,Sat Oct 14 02:23:08 +0000 2017,no,@NancyPelosi @POTUS Are you losing your subsidy yet?,0
1050,9.127953201569219e+17,Tue Sep 26 21:45:37 +0000 2017,yes,"@JanSchakowsky, another one killed by guns in Chicago (Englewood) today. What will you do about it? https://t.co/ig6MoMkue1 #shootatweet",1
1051,8.89905312739799e+17,Tue Jul 25 17:48:54 +0000 2017,no,@lisamurkowski @SenCapito @senrobportman @JeffFlake @SenDeanHeller @SenatorCollins AS A STAGE IV BREAST CANCER PATI… https://t.co/T9XdzWH1Mk,0
1052,8.290731848424776e+17,Tue Feb 07 21:03:45 +0000 2017,no,@RepBrendanBoyle a beautiful sight would be you not putting party first. Vote for hard working Americans not illegals and welfare scum,0
1053,8.275409238022758e+17,Fri Feb 03 15:35:05 +0000 2017,yes,@SpeakerRyan Lies. Obama sanctioned Iran. You're selling out to Russia and Trump and everyone sees it. Party over country right?,1
1054,8.319838328742461e+17,Wed Feb 15 21:49:37 +0000 2017,no,@RosLehtinen sacaron de las compañías de cable venezolanas a @CNNEE vivimos en dictadura. SOS,0
1055,9.189172475440536e+17,Fri Oct 13 19:11:59 +0000 2017,yes,@RepAdamSchiff Your brand is as stale as month old bead.,1
1056,8.892874459546706e+17,Mon Jul 24 00:53:43 +0000 2017,no,@SenJohnMcCain welcome back our HERO 👍👍👍,0
1057,8.64646622277505e+17,Wed May 17 00:59:53 +0000 2017,no,@SenJohnMcCain thank you for your service. Your words mean nothing anymore. You voted for every cabinet appointment. We need actions.,0
1058,8.409333743655936e+17,Sun Mar 12 14:31:54 +0000 2017,no,"@NancyPelosi is my health program, at work, seriously going to ask for my DNA? Will the results affect my premiums if they see cancer gene?",0
1059,8.32770701807358e+17,Sat Feb 18 01:56:22 +0000 2017,no,@SteveKingIA let's just put you in the ring and see how well you fight. #nodogfighting,0
1060,8.943058258707538e+17,Sun Aug 06 21:14:58 +0000 2017,yes,@MaxineWaters this puke is just an irrelevant shitdisturber. dumb and in orbit around pluto,1
1061,8.447719460803174e+17,Thu Mar 23 04:45:01 +0000 2017,no,@MaxineWaters Oh I am ready! Been ready since November! #nevermypresident,0
1062,9.09886964807041e+17,Mon Sep 18 21:08:51 +0000 2017,no,@SenJohnMcCain How are you voting on healthcare and hr620?,0
1063,8.202809050046996e+17,Sat Jan 14 14:46:22 +0000 2017,no,@RepDeSaulnier thank you for taking a stand. Listen to why he won't be at the inauguration. It's worth it. @UFT https://t.co/4OSMbK72AW,0
1064,8.167349666880635e+17,Wed Jan 04 19:56:04 +0000 2017,yes,@NancyPelosi women right really!! You liberals wants bring more rape crime muslins ignorants to women's,1
1065,8.450317911949885e+17,Thu Mar 23 21:57:33 +0000 2017,no,"@SpeakerRyan Please Resign, #Globalists Need Not Apply #HealthCare #TCOT #CCOT #AmericaFirst #MAGA https://t.co/930p2LvgCK",0
1066,9.159916543052269e+17,Thu Oct 05 17:26:43 +0000 2017,no,@NancyPelosi @SenSchumer @HouseDemocrats @SenateDems Republican Tax Reform: https://t.co/yFoQK3Z2xZ,0
1067,8.264076053669847e+17,Tue Jan 31 12:31:41 +0000 2017,no,@SenSchumer @MarkWarner @SenFeinstein @SenMarkey @SenWarren @DickDurbin @SenSanders @CoryBooker @SenateDems… https://t.co/7xDwAAyp31,0
1068,8.457141083893719e+17,Sat Mar 25 19:08:50 +0000 2017,no,"@RepAdamSchiff @POTUS PoTus Huh? Not mine. Looks like his handle had 2 letters 2 many so take out the 2, u, piece of s*: POS Much better👍🏼",0
1069,8.297932469057782e+17,Thu Feb 09 20:45:01 +0000 2017,no,"@ChuckGrassley received $21,600 from DeVos' family. He sold out children's futures for $21,600. Unbelievable.",0
1070,8.400736288802611e+17,Fri Mar 10 05:35:35 +0000 2017,yes,@RepSeanDuffy is drowning in the swamp do not save him Do NOT Re Elect #Fire #Corrupt #TheResistance… https://t.co/SGb54NDGco,1
1071,8.458001343194931e+17,Sun Mar 26 00:50:40 +0000 2017,no,@Robert_Aderholt I've never voted Democrat until the next time you run for reelection. You and other house republicans failed the people.,0
1072,8.206436285320356e+17,Sun Jan 15 14:47:42 +0000 2017,no,"@repjohnlewis so what are MY civil rights, Lewis?",0
1073,8.449180092863324e+17,Thu Mar 23 14:25:25 +0000 2017,no,@LamarSmithTX21 needs to vote against deeply flawed #ACA #AHCA #Craptastic Even gerrymandering won't save you if it passes,0
1074,8.39899109959979e+17,Thu Mar 09 18:02:07 +0000 2017,no,"@SenSchumer DISGUSTED with the LIES the GOP tell the public. With potential yellow fever threat, this could devaste… https://t.co/65L2ix1c8m",0
1075,8.491323576636375e+17,Tue Apr 04 05:31:44 +0000 2017,yes,@AustinScottGA08 American will hurt way worse with your HC - you are a horrible human - look at every other civil… https://t.co/xT3wJCOUxS,1
1076,8.934986306648924e+17,Fri Aug 04 15:47:28 +0000 2017,yes,@RodneyDavis @MNFFA You are a fool...remove your lips from Trump's D*ck for god's sake..trump is bringing your party down,1
1077,8.396093436077138e+17,Wed Mar 08 22:50:41 +0000 2017,no,"@RobWittman Unregistrd handgun murders, crazed semi-automatic mass shoots/rampant opioid deaths/crx-border trafficking r KILLING US FUTURE.",0
1078,9.112968381159752e+17,Fri Sep 22 18:31:11 +0000 2017,no,@SenJohnMcCain THANK YOU Senator McCain! A true statesman!,0
1079,8.293918405163909e+17,Wed Feb 08 18:09:58 +0000 2017,yes,@RepSeanDuffy open your racist eyes and see the sunshine ☀️ https://t.co/yWVlHrRPT8,1
1080,8.79344902517207e+17,Mon Jun 26 14:25:36 +0000 2017,no,"@SenToomey Better Care Reconciliation Act - Wealthcare, not healthcare. Don't do this! #ProtectOurCare",0
1081,8.885315188969554e+17,Fri Jul 21 22:49:56 +0000 2017,no,"@MaxineWaters Ok, #PovertyPimp.Can't wait until all YOUR shady deals are out there. Trust me,ya ran your mouth too… https://t.co/Fw6CEyu9MC",0
1082,8.599549136605962e+17,Thu May 04 02:16:43 +0000 2017,yes,@jasoninthehouse @USATODAY Horrible horrible horrible man-baby. #Resist,1
1083,8.888555750978191e+17,Sat Jul 22 20:17:37 +0000 2017,no,"@RepAdamSchiff @beatgozon Thank you, Representative @RepAdamSchiff!",0
1084,8.97919515828396e+17,Wed Aug 16 20:34:29 +0000 2017,no,@RepMcKinley Congress can help unite 🇺🇸 by no longer remaining complicit w/ white supremacy in the WhiteHouse #ImpeachTrumpNow,0
1085,8.346997711221678e+17,Thu Feb 23 09:41:48 +0000 2017,no,@RepMoBrooks Mssg from my niece #DontEatDogs PLS Cosponsor w @RepHastingsFL newly renamed #HRes30 Urging China to… https://t.co/saQsgdLHzR,0
1086,9.1532754674031e+17,Tue Oct 03 21:27:47 +0000 2017,no,"@cathymcmorris @HouseGOP Sorry about your baby, you should oppose @HouseGOP plans that don't fund #CHIP, #Medicaid,… https://t.co/tNoKP2NyJc",0
1087,8.714380399476408e+17,Sun Jun 04 18:46:33 +0000 2017,yes,"@MaxineWaters YOU SAID ""YOU CAN'T IMPEACH A WOMAN OF COLOR"" YOU ARE CLEARLY A RACIST AND A BIGOT WHO USES THAT WORN… https://t.co/hBRdHlq3rX",1
1088,8.630685349091738e+17,Fri May 12 16:29:08 +0000 2017,no,@SpeakerRyan It is NOT within POTUS's rights to fire Comey if POTUS is under investigation. That's abuse of authori… https://t.co/IzTqxKLiCa,0
1089,8.885737873015931e+17,Sat Jul 22 01:37:54 +0000 2017,yes,@ChuckGrassley Next WED will take the Judiciary committee's credibility &amp; hurl into into a lake of raw sewage. That… https://t.co/Si1IAk49yQ,1
1090,9.159381835353211e+17,Thu Oct 05 13:54:14 +0000 2017,no,"@SenJohnMcCain Sir... My dad was a Marine, NYPD Detective, and US Marshal, EDNY, under Reagan and Bush. Loved you. He is rolling in his",0
1091,9.134647952311624e+17,Thu Sep 28 18:05:53 +0000 2017,no,"@louiseslaughter @SecPriceMD holds stock in Zimmer distributing spinal devices designed for #cervical #spine, but… https://t.co/g35ZJkc6JU",0
1092,8.729293928083988e+17,Thu Jun 08 21:32:40 +0000 2017,no,"@SpeakerRyan ""he's new to this"" is not an excuse for obstructing justice. Despite your arm curl pic, u r weak. Don't defend ignorance.",0
1093,8.768642672906445e+17,Mon Jun 19 18:08:27 +0000 2017,no,@RonWyden @SenateGOP Stop stealing money from hard working Americans. Obama care makes basic healthcare extremely e… https://t.co/gd2NO5aeNI,0
1094,8.353861205106975e+17,Sat Feb 25 07:09:06 +0000 2017,no,@SenJohnMcCain https://t.co/ydxlVKxRSK,0
1095,9.09096368442024e+17,Sat Sep 16 16:47:19 +0000 2017,no,"@PattyMurray Let's work to make America Great, not on immigrants",0
1096,8.791643747363594e+17,Mon Jun 26 02:28:15 +0000 2017,no,"@SenToomey @TuesdaysToomey While your fellow Pennsylvanians suffer. You are worse than @realDonaldTrump, bc he is j… https://t.co/q3mcogBAVG",0
1097,9.13790148445397e+17,Fri Sep 29 15:38:43 +0000 2017,no,@SenBlumenthal Luv those TV Camera's Richie.,0
1098,8.418280892650414e+17,Wed Mar 15 01:47:11 +0000 2017,no,@SpeakerRyan not at any cost.. You blocked obama for 8 yrs wasting my money. Why rush everything now..it is not a race,0
1099,8.624014912938844e+17,Wed May 10 20:18:32 +0000 2017,yes,@ChuckGrassley Eat shit you shriveled decrepit piece of human garbage.,1
1100,8.36388378702676e+17,Tue Feb 28 01:31:43 +0000 2017,no,@NancyPelosi is just slightly more relevant than @MaxineWaters and that isn't saying much. The DNC needs NEW leader… https://t.co/ZW6f8L5fh7,0
1101,9.140637297042309e+17,Sat Sep 30 09:45:50 +0000 2017,no,"@SenatorKirk, another one injured by guns in Chicago today. What will you do about it? https://t.co/DnYYBEEGqg #shootatweet",0
1102,8.92537834774696e+17,Wed Aug 02 00:09:37 +0000 2017,no,@NancyPelosi Any body in there right mindknow the difference in good insurance plan they want to fill the swamp at our expense @NancyPelosi,0
1103,8.186723249918198e+17,Tue Jan 10 04:14:27 +0000 2017,no,"@RepDannyDavis Trump could should be denied the Presidency for collusion, espionage &amp; treason. https://t.co/Ja84BGV6CR",0
1104,8.975133616544686e+17,Tue Aug 15 17:40:35 +0000 2017,yes,@RepAdamSchiff #firebannon,1
1105,8.899892048261038e+17,Tue Jul 25 23:22:16 +0000 2017,no,"@SenJohnMcCain You've betrayed us and just opened Pandora's box, and we're the ones that will suffer. Glad *your* h… https://t.co/VO469i60Fe",0
1106,8.711106465693696e+17,Sat Jun 03 21:05:37 +0000 2017,no,"@MaxineWaters just pushed a reporter, will @CNN report This? #MAGA",0
1107,8.26474479769514e+17,Tue Jan 31 16:57:25 +0000 2017,no,@SenJohnMcCain Please vote #NoonDeVos,0
1108,8.400590201110405e+17,Fri Mar 10 04:37:32 +0000 2017,no,"@RepWalberg Your voters don't want you wasting tax dollars on abortion. Women's health, that's fine. But plz don't… https://t.co/p3y5kuqFbL",0
1109,8.928323986306376e+17,Wed Aug 02 19:40:06 +0000 2017,no,@RepAdamSchiff @LacyClayMO1 @POTUS Did he actually sign it?,0
1110,8.561224257586831e+17,Sun Apr 23 12:27:46 +0000 2017,no,"@speakerryan @SenateMajLdr @senategop if any of you knew what was going down with Russia interference in election, you are complicit.",0
1111,9.02357512036352e+17,Tue Aug 29 02:29:30 +0000 2017,no,"@SteveKingIA Be a patriot. Donate your salary for the wall, you disgusting jackass.",0
1112,8.42847338930434e+17,Fri Mar 17 21:17:19 +0000 2017,yes,"@KenCalvert @SpeakerRyan 1 month of your ""kill America's Poor and Elderly"" Trumpcare will be enough. Sick, inhuman, ignoble, selfish pricks.",1
1113,8.976629963606917e+17,Wed Aug 16 03:35:10 +0000 2017,no,@SenatorBurr silence is complacency,0
1114,8.316630289701478e+17,Wed Feb 15 00:34:52 +0000 2017,no,@MikeKellyPA https://t.co/8iEPbVEa4O,0
