tweet_id,text,case,gt_sentiment
15565732_2020-07-09T23:42:55.000Z,"#TrumpMeltdown is trending. Why? Because IMPOTUS is rattled. Really rattled. SCOTUS made it clear today that he is fair game for any court in the land—criminal or civil. He’s not handling it well. At all.

As potus, it’s time for him to go. But as a human being, it’s pitiful.",mazars,Negative
926630645165682689_2020-07-09T16:50:19.000Z,"President Trumps TAXES?
SO NOW we get to see all Judges, Prosecutors, CONGRESS and all ELECTED &amp; APPOINTED Government Officials, Federal, State &amp; Local and OBAMA, BIDEN.
THANK YOU SUPREME COURT. (I am sure you have yours ready.)",mazars,Negative
979792028_2018-06-04T15:19:29.000Z,"HEY #SCOTUS , 
What ever happened to the seperation of the church and state?
What about the Free Exercise Claise?
Are we going to support discrimination just because it is in our “deeply rooted belief” to do so?
What if my “deeply rooted belief” allowed me to rob? Is it then ok?",masterpiece,Negative
19122528_2020-07-14T22:20:14.000Z,"The @IHSA_IL fought all the way to the Illinois Supreme Court to say FOIA rules did not apply to it because it was a private biz. Now, it wants to cede control during a pandemic to the government. GTFOH, and open up those books. #IHSA",mazars,Negative
4840061986_2018-06-07T11:23:49.000Z,"6/7/1965- SCOTUS issued its Griswold v. Connecticut decision, addressing contraceptives.",masterpiece,Neutral
54399879_2018-06-04T14:39:39.000Z,“Narrow”?  @CNN 7-2 is narrow?  #fakenews #scotus The Supreme Court issues a 7-2 decision and CNN calls it narrow.,masterpiece,Negative
96589027_2020-07-09T15:20:04.000Z,The Supreme Court came out swinging today.,mazars,Neutral
27861379_2018-06-04T14:25:44.000Z,"So, since #SCOTUS has allowed discrimination against same sex couples, I guess we're also allowed to discriminate against Christians now, right? #Resist #EvangelicalLaw",masterpiece,Negative
95775684_2020-07-10T00:09:51.000Z,"Today's huge step by @Scotus toward upholding indigenous sovereignty, combined with @JoyAnnReid announcing her move to MSNBC primetime makes 2020 suck a little less.",mazars,Positive
2875749191_2018-06-04T14:43:25.000Z,"Congrats #MasterpieceCakeshop on the Supreme Court ruling. 

Decorating cakes 🎂 is an art. No one should be forced to make art they don’t agree with!

#SCOTUS #MondayMotivation",masterpiece,Positive
1146601379131117568_2020-07-09T22:43:14.000Z,It seems we have 2 monarchists on the Supreme Court who believe trump should be untouchable I believe they are so biased they are unable to fulfill their constitutional duties and should be impeached .America deserves better .#ImpeachAlieto.#impeachthomas,mazars,Negative
160251355_2020-07-09T17:36:43.000Z,There shouldn’t be another white appointée to the Supreme Court for like 59 years lol,mazars,Negative
444265079_2020-07-09T14:56:51.000Z,SCOTUS did exactly what AG Barr is too chicken shit to do. Work for America!!!👍👍👍👍,mazars,Positive
215340947_2018-06-06T21:32:33.000Z,Dear supreme Court Justice ask the FBI why they r still electronic interesting with this phone,masterpiece,Negative
1093612574_2018-06-04T15:37:30.000Z,In light of today’s #SCOTUS ruling I’d like to state for the record that as a wedding celebrant/officiant it is my pleasure and sincere honor to work with ALL people. Read through my reviews on @theknot to see how I never embarrass my customers in front of their mother.,masterpiece,Positive
2873569272_2018-06-04T15:04:08.000Z,What a way to start off #PRIDE month @Scotus 😡,masterpiece,Negative
1465982610_2020-07-09T14:27:37.000Z,"Now that #SCOTUS has said the President’s tax returns can be reviewed, does that mean the tax returns of every other elected official can be reviewed? #ThursdayThoughts",mazars,Neutral
511949828_2020-07-09T17:25:04.000Z,"So @TheRickWilson , @RadioFreeTom , @ProjectLincoln  - how much of a stretch is it to believe that someone from a conservative SCOTUS justice leaked today’s ruling to the WH weeks ago which set Barr in motion to remove Berman and tamp down the investigation? Seem’s legit to me.",mazars,Negative
14678264_2018-06-04T14:55:41.000Z,"For those trying to read the extremely complicated  cake decision from SCOTUS, don’t expect clear guidance for either side. The decision appears to have been made on procedural merits of fairness or lack thereof. #utpol",masterpiece,Neutral
63610101_2018-06-04T14:27:43.000Z,The Supreme Court strikes against extreme Lib intervention again! Hallelujah 🙌. 7-2 vote. #winning,masterpiece,Positive
2943179414_2018-06-05T07:10:20.000Z,i really don’t know how to feel about the supreme court decision about gay cake,masterpiece,Neutral
629034869_2018-06-05T21:55:00.000Z,"A great two part series in the NY Times magazine section on a wrongly convicted man solely on fake blood spatter testimony by ""experts"" with 40 hrs. of ""training"". CSI is #1 worldwide  How many lives destroyed? The Supreme Court of MN  affirmed blood splatter testimony.",masterpiece,Negative
784583306528579589_2018-06-04T22:54:13.000Z,Big win for religious liberty in our country today! I'm proud of our Supreme Court for following the Constitution instead of following a liberal party line. You should never be able to impede someone's rights under the Constitution to satisfy someone else's constitutional rights.,masterpiece,Positive
41383445_2018-06-04T17:09:15.000Z,Supreme Court sided with Christian baker!! 7-2,masterpiece,Positive
116082126_2018-06-04T14:55:10.000Z,"a 7-2 Supreme Court decision is not a ""narrow margin"", idiot.",masterpiece,Negative
1154841289_2020-07-09T16:35:01.000Z,"So I am betting rumproast never read the memo about how he CANNOT fire @scotus judges, even if he appointed them 😂😂😂
#WearADamnMask",mazars,Negative
367526812_2018-06-04T14:46:47.000Z,Happy Monday to everyone except the Supreme Court! Gay people deserve cakes to be made for them too!!!!!!,masterpiece,Negative
217242074_2020-07-09T14:18:35.000Z,SCOTUS says POTUS not immune to NY subpoena for his tax returns. End of beginning or beginning of end?,mazars,Negative
3391473939_2020-07-09T15:16:08.000Z,"SCOTUS. What did I miss? T
The Grand Jury Process will likely drag on past the election.",mazars,Negative
348631558_2020-07-09T15:10:36.000Z,"So now that SCOTUS has kicked the Trump tax issue down the road til after the Nov 3rd election, when will they rule on the corruptness of the previous administrations?  Just asking for a friend...",mazars,Negative
91305944_2020-07-10T20:42:48.000Z,"On the last day of session of The Supreme Court, takeaways, Chief Justice Roberts’ agreed with the majority 97% of the time, Roberts’ Court also chose who writes the majority opinion, impt. bc it can either be narrow or written broadly. #SupremeCourt #SupremeCourtrecess #SCOTUS",mazars,Neutral
304719521_2018-06-04T21:51:43.000Z,Supreme court did not put up with liberal narrative bull shit innuendoes. Go supreme court!.  #thefive,masterpiece,Positive
38343869_2018-06-04T15:17:49.000Z,"This #SCOTUS ruling has me in a really dark place where I’m wishing death on random people who are happy about it, which obviously isn’t healthy. I think I need to unplug today.",masterpiece,Negative
747586640852455424_2020-07-11T02:26:58.000Z,"Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS",mazars,Negative
2595751645_2020-07-09T13:57:39.000Z,SCOTUS PLEASE VOTE IN FAVOR OF RELEASING TRUMP’S TAXES,mazars,Neutral
1472799806_2020-07-11T14:53:51.000Z,Indigenous people should be protected because they don’t look like what indigenous people are supposed to look like he admits to forcing himself on women he tried to get a child molesters in Congress did get a rapist on the Supreme Court these are fact as well as trump admit to,mazars,Negative
231908962_2020-07-09T23:52:09.000Z,"The Supreme Court’s rulings will force President Trump to continue his legal battle in hopes of keeping his tax returns private. Trump called the decisions “a pure witch hunt” and “a hoax.”  per NBCNews.  A witch hunt by your appointees. 😅

I wish you were a hoax.",mazars,Negative
910124566231621632_2020-07-10T01:55:23.000Z,"To try to paint these scotus rulings today as being a bad day  for trump is tantamount to putting lipstick on a pig. I am sick of hearing this spin today, even by the liberal media.",mazars,Negative
211336585_2018-06-04T17:07:40.000Z,I’m hearing from a lot of people that a lot of people have no idea what a “narrow” opinion from the Supreme Court means.,masterpiece,Negative
72687434_2020-07-09T14:13:25.000Z,Inject Donald Trump’s tax returns directly into my veins. #SCOTUS,mazars,Positive
16507988_2020-07-09T14:19:43.000Z,My only concern is that if his own Supreme Court said ok to seeing the tax records maybe there is anything to see ?,mazars,Negative
1096509110_2018-06-04T14:21:50.000Z,#BreakingNews. The SCOTUS upheld the right of the baker to discriminate gay couple by refusing to make their wedding cake citing the religious rights.,masterpiece,Negative
3047505972_2018-06-04T20:05:53.000Z,So a baker didn't bake a particular cake and it went to the scotus. Well McDonald's won't make me a whopper!!!! Lmao #MAGA #SCOTUS,masterpiece,Positive
912979125651959808_2018-06-04T14:28:50.000Z,Breaking Good News: Supreme Court rules in favor of Colorado baker that he cannot be forced to sell wedding cakes to same sex couples! Religious freedom!,masterpiece,Positive
17839813_2018-06-04T14:44:46.000Z,God bless our freedoms! Thank you SCOTUS 🙏,masterpiece,Positive
133088131_2020-07-09T15:18:27.000Z,"DAPL, Mascots, SCOTUS win in one week..... PINCH ME!",mazars,Positive
942241440855343104_2020-07-09T08:46:36.000Z,"The SCOTUS is expected to rule on Trump's financial disclosures today. 

Question: How will he distract us today? 

Expectation: A tweetstorm.",mazars,Negative
2405076308_2018-06-05T13:34:17.000Z,In a 7-2 decision in favor of Masterpiece Cakeshop #SCOTUS cautions state government against bullying business owners into the equality movement #TuesdayThoughts #ToleranceMatters,masterpiece,Positive
2418277200_2018-06-04T15:09:12.000Z,"#LGBT did not lose in the supreme court cake case, we must try to keep balance, yes even under confusion",masterpiece,Positive
19680831_2020-07-10T02:54:05.000Z,"I feel about the today concluded term of our Supreme Court of the United States, and I feel as the late George H W Bush was said to feel about his memoir upon completion: “Good....but not great.” But boy oh boy will I take it!",mazars,Positive
1278734179384152064_2020-07-09T22:20:40.000Z,"Mark Levin says we have two justices, Thomas and Alito   and seven politicians on the Supreme Court. The President's private financial records are immune from scrutiny via the Constitution. Continued and  ongoing harassment even by his two new justices. No one can be trusted. BAD",mazars,Negative
294868862_2020-07-09T03:53:33.000Z,"No person should ever have to justify to anyone, much less their employer or the SCOTUS why they need a medication. 

My birth control damn near saved my life, but I should never have to say that to anyone but my doctor. 

Keep your religious arguments out of my medicine cabinet.",mazars,Negative
1921467014_2018-06-05T00:18:03.000Z,"What a sad day for America &amp; #SCOTUS.  Homophobia, hatred and bigotry won disguised as Religious Freedom.  If I wrote what I really what to happen to these  conservatives &amp; Republicans, I’d have FBI &amp; secret service knocking on my door.",masterpiece,Negative
70555033_2020-07-09T02:59:40.000Z,If the supreme Court sides with Trump on his taxes we know it's all @senatemajldr doing for STACKING the court with bought and paid for judges like KAVANAUGH. We will have to increase pressure on @GOP up for re-election on their votes and hold them ACCOUNTABLE vote them all OUT,mazars,Negative
227825383_2018-06-04T15:29:04.000Z,"I would love to see the outrage from the right if the supreme Court ruled it was legal to discriminate against Republicans. 

Yes, private businesses can reserve the right to not serve anyone. But to single out a group of people, not one individual, is blatant discrimination.",masterpiece,Negative
704581567_2018-06-05T01:35:06.000Z,Accurate headline: SCOTUS Finds CO Civil Rights Commission Unfairly Applied Law Against Bigoted Jerk of a Baker,masterpiece,Negative
4766642130_2020-07-09T19:42:41.000Z,The Supreme Court has decided. @realDonaldTrump is #NotAboveLaw. The American people deserve to see Trump's tax returns and we demand their release now! Anyone in office should show their taxes 👍,mazars,Positive
1031576656203341824_2020-07-09T17:27:07.000Z,I guess you should have put Jeanine Pirro on the Supreme Court. She wouldn’t have betrayed you donnie darko. #ResignNowTrump #WorstPresidentEver,mazars,Negative
328083283_2020-07-13T16:35:46.000Z,"The first 2 chaps of my diss are being published together, in one of the oldest constitutional law journals; regularly cited by SCOTUS. Don’t ever let folks tell you centering BlaQueer life &amp; analytic frames are incompatible w/legal un/thought. So much @hystericalblkns in there",mazars,Positive
195061778_2018-06-04T20:38:01.000Z,"Does this #SCOTUS  decision mean that now any health practitioner can refuse treatment to any race, religion or creed? @pattonoswalt @BBCocoBear @duffgoldman",masterpiece,Negative
245555954_2020-07-09T15:48:54.000Z,I think the most important SCOTUS decision today is that half of Oklahoma belongs to native Americans. Trump tax case will continue to be kicked around. Not a dispositive ruling.,mazars,Neutral
827919653032882178_2020-07-09T21:01:33.000Z,No day in the middle of a pandemic is good but SCOTUS and BLM did much to make today better 😷,mazars,Positive
32885835_2020-07-09T15:14:38.000Z,"Supreme Court rules  
Trump IS NOT IMMUNE (above the Law) from any NY Grand Jury actions in the Lower Courts. The NY
Prosecutor can now seek Trumps taxes.",mazars,Positive
21149324_2020-07-09T14:00:42.000Z,"If SCOTUS rules against Trump, I think he will resign before we ever see those docs.",mazars,Negative
63363412_2020-07-09T12:48:32.000Z,SCOTUS should opened up Trump’s taxes to see the evidence of being a CON for his entire life. This will bring out the shadowy accountants doing his dirty taxes.,mazars,Negative
920036844888195072_2018-06-04T20:08:38.000Z,"SCOTUS just set back gay rights,  on bakery decision.  If the couple were non-white , it would be considered discrimination. @Scotus @realDonaldTrump #gayrepublican #Bill of Rights #jimcrowelaws",masterpiece,Negative
227723328_2020-07-09T14:50:04.000Z,"As important as the Supreme Court decisions are, let’s not lose sight of the one pertinent fact we already know for sure about Trump’s financial records: He is going to tremendous lengths to make sure we can’t see them. Why?",mazars,Negative
363400810_2018-06-05T02:11:36.000Z,SCOTUS wedding cake decision is the religious right’s first big victory in limiting gay rights. The model is the long term effort limiting abortion rights that now barely exist.,masterpiece,Negative
1135602372191952896_2020-07-09T14:41:18.000Z,when SCOTUS is in session my anxiety goes on a rollercoaster,mazars,Negative
154977758_2018-06-05T05:19:17.000Z,"re: #GayWeddingCake 
Inasmuch as I support 🏳️‍🌈 rights I think #SCOTUS made the right decision today. Had they sided with the couple would that have opened the door to, for instance, a black-owned bakery being obligated to bake a cake for the #kkk?",masterpiece,Positive
707302472_2020-07-09T19:36:21.000Z,"Wondering how the same R’s pissing and moaning about the #cancelculture feel ‘bout the current #SCOTUS ruling.😂😂

#TrumpTaxReturns",mazars,Negative
18468061_2018-06-04T18:20:22.000Z,It’s wild that a religious baker got a supreme court decision in his favor bc the people fighting him hated religion more than he hated gays,masterpiece,Negative
14596185_2020-07-11T22:44:09.000Z,"“[A federal pardon] extends to every [federal] offense known to the law, and may be exercised at any time after its commission, either before legal proceedings are taken or during their pendency, or after conviction and judgment.”

☯ SCOTUS Ex parte Garland, 71 U.S. 333",mazars,Neutral
3054376353_2020-07-14T21:28:45.000Z,"Some people are very cynical, but what point this year do we honestly objectively think we pass the point where a SCOTUS vacancy cannot be filled before the next term?",mazars,Neutral
126326889_2018-06-04T14:31:14.000Z,"If your religious beliefs stop you from serving all the people in the business you have chosen, you shouldn’t be doing that business. #scotus @SCOTUSblog #MasterpieceCakeshop #lgbt #PrideMonth2018",masterpiece,Negative
84101158_2018-06-06T11:41:42.000Z,A gay couple made it's way to the Supreme Court over a cake What's Great about that Americans?,masterpiece,Negative
32885835_2020-07-09T13:43:10.000Z,"If every Presidential Candidate, and past POTUS, showed  their taxes, why should Trump be given a ""pass by the SCOTUS"" Todays decision must go in the favor of the Congress, The Investigators and We The People. He has gotten away with entirely too many secrets in 4 years.",mazars,Negative
2780842687_2018-06-04T14:45:31.000Z,The Supremes agreed a Colorado baker didn’t have to bake a wedding cake for a gay couple. Hello dark ages. We knew you weren’t far away. This is what happens when you don’t vote and allow Congress to hijack a Supreme Court nomination.,masterpiece,Negative
947822706992537602_2018-06-07T12:07:19.000Z,"Homer Plessy was the plaintiff in the Supreme Court decision Plessy v. Ferguson. On this date in 1892, the Citizens' Committee asked Plessy to agree to violate Louisiana's Separate Car law that required the segregation of passenger trains by race. He was arrested.  #BlackHistory",masterpiece,Neutral
3449849532_2018-06-04T16:31:26.000Z,#SCOTUS this is a great opportunity for LGBTQ+ Friendly entrepreneurs to start businesses.,masterpiece,Positive
24928470_2020-07-09T14:30:26.000Z,"So supreme court sends both cases down to the lower court,Trump is not immune to the law. So trump will delay.7-2.Of course trump will say he won,he didn't",mazars,Neutral
55080186_2018-06-04T15:08:01.000Z,"The Supreme Court ruling was narrow, not the vote. There's a difference.",masterpiece,Neutral
147634420_2018-06-04T17:01:28.000Z,"Ok, if a Jewish Baker refuses service to a Muslim or Christian or if a Christian Baker refuses service to a Muslim or Hindu, just because of their beliefs, #SCOTUS Supreme Court are they justified in their discrimination. Aren't we all just people? Are you starting something?",masterpiece,Negative
61639680_2018-06-04T14:25:57.000Z,Am I the only person annoyed by SCOTUS narrowly deciding free exercise/establishment clause cases?,masterpiece,Negative
494394593_2018-06-04T14:26:55.000Z,#BREAKING: The @AP is reporting that the Supreme Court has ruled narrowly for a Denver baker who wouldn't make a same-sex couple a wedding cake.,masterpiece,Neutral
311276757_2020-07-09T14:26:04.000Z,"Justice for The People 7
Trump 2
Good Job #SCOTUS",mazars,Positive
3493563087_2020-07-09T14:46:45.000Z,"Son of a bitch...SCOTUS did it?!!
And Trump's 2 hand picked Justices ruled against him?
The world just shifted on it's axis...
Wow
#TrumpTaxes",mazars,Positive
1001835050889957376_2020-07-14T23:38:59.000Z,Scotus’ new nickname: The Orange Dick.🤣🌊♐️,mazars,Negative
227930084_2020-07-09T20:49:53.000Z,Congratulations to the indigenous people of Oklahoma on this monumental decision by SCOTUS!,mazars,Positive
1550884686_2018-06-05T04:20:33.000Z,"I refuse to call this Masterpiece Cakeshop wedding cake mess a victory. No matter how you spin this, the bottom line is that our highest court failed to resolve this matter once and for all. #MasterpieceCakeshop #wedding #marriage #LGBT #Gay #Queer #LGBTQ #SCOTUS #civilrights",masterpiece,Negative
1023199332_2020-07-09T14:09:22.000Z,Refreshing twitter for the #scotus trump tax decision like I’m trying to get Beyoncé tickets,mazars,Positive
26913750_2020-07-09T14:13:07.000Z,Incoming ruling! #SCOTUS,mazars,Positive
1190041766390566914_2020-07-09T18:59:41.000Z,"Supreme Court gives back half of Oklahoma, what a good day for SC",mazars,Positive
2796121842_2018-06-05T12:01:03.000Z,"Make no mistake. The Supreme Court cake case has more to do with race than it does who you love. They just paved the way to refusing service to anyone. Good luck, everyone. It's 1965. #lunchcounter",masterpiece,Negative
785576338740523010_2020-07-09T12:23:44.000Z,"Good morning, some stories to follow:

-Search for ‘Glee’ actress @NayaRivera in CA lake, presumed dead.
-#SCOTUS expected to make ruling on @realDonaldTrump’s tax records.
-Heath officials in #Tulsa say Trump rally likely led to #coronavirus spike.",mazars,Neutral
896002384056340481_2020-07-11T15:27:03.000Z,"Supreme Court: No one is above the law.
Trump: Hold my beer.",mazars,Negative
751371362_2020-07-09T14:16:13.000Z,Ready for the rage tweets to begin about how the SCOTUS has been overtaken by far left radicals and the US is in danger. 😆,mazars,Negative
14253400_2018-06-04T20:53:57.000Z,"daily reminder:

- only illegal if Dems do it
- only a dictatorship if the president's brown
- only an activist judge if you disagree
- only a SCOTUS pick if @FDRLST says so

only VOTING will change this paradigm. #midterms",masterpiece,Negative
720835462022037504_2020-07-20T05:09:31.000Z,"With Eastern Oklahoma now being  a reservation as declared by the U.S. Supreme Court in McGirt, that means that Oklahoma’s medical marijuana laws are now illegal under federal law in the Muscogee (Creek) Nation - the eastern half of #Oklahoma 

Changes could happen.",mazars,Neutral
43727212_2020-07-09T14:20:20.000Z,Thank you Supreme Court for upholding the rule of law. @SCOTUSblog,mazars,Positive
757742231251845120_2020-07-09T20:56:19.000Z,"What SCOTUS did is dangerous. They did not allow the people of Oklahoma to vote for what SCOTUS ruled. What they should have done, is put it on a ballot and allow the people to vote for it.",mazars,Negative
70426799_2020-07-09T14:57:07.000Z,"Make no mistake, we’ve had monumental SCOTUS wins this year. But unless we want to spend a lifetime being governed by CJ Roberts’ mood, we have to elect leaders to codify our progress into law.

That means holding the House, retaking the Senate, and putting Joe Biden in the WH.",mazars,Positive
95814465_2018-06-04T21:20:33.000Z,"Leave it to SCOTUS to put off a definitive ruling on religious freedom v same sex rights by ruling that Colorado Civil Rights Commission did not give Masterpeice CakeShop a fair hearing. Government Agencies are not exactly known for fair hearings, &lt;cough&gt; @NLRB &lt;cough&gt;.",masterpiece,Negative
3322601280_2020-07-09T15:26:09.000Z,"BREAKING: Trump appeals Supreme Court ruling to his Russian handler, Vova. 😂🤣",mazars,Negative
366916672_2020-07-09T18:44:54.000Z,So @realDonaldTrump is not a happy camper with the latest verdicts from #SCOTUS   Well cry me a river.,mazars,Negative
339275675_2020-07-09T12:14:51.000Z,1. What I expect from the SCOTUS on ruling on trumps financial records: if they don’t rule in his favor of breaking our tax laws they will give him a year to produce them. Someway they will give him the advantage the way they did postponing it for a year which is an utter d’grace,mazars,Negative
35963209_2018-06-04T15:05:08.000Z,the supreme court........sucks,masterpiece,Negative
25034807_2020-07-09T14:37:23.000Z,"On the congressional subpoenas, SCOTUS seems to mainly have thrown up their hands “you might be able to get them, we can’t tell.” The state prosecutor case was much more clear cut.",mazars,Negative
14171334_2018-06-04T15:47:29.000Z,Fucking Supreme Court.,masterpiece,Negative
31524049_2020-07-09T15:02:46.000Z,SCOTUS from the top rope,mazars,Positive
54143577_2020-07-09T17:01:35.000Z,"SCOTUS handed Pres. Trump a partial, ruling that he isn't ""categorically immune"" from having his pre-presidential financial records released to a NY grand jury. But in a 2nd ruling on the House's request for similar info., it appeared to question breadth of congress authority.",mazars,Neutral
745741896895471616_2018-06-05T01:24:28.000Z,Marsha Coyle explains on NPR today’s ruling. It is narrow but how can this not discrimination? #SCOTUS #CakeEquality #LGBQT #Pride,masterpiece,Negative
759779641_2020-07-09T12:39:54.000Z,"SCOTUS to rule McGirt v Oklahoma and if the Muscogee Creek reservation (which is most of eastern OK and Tulsa) is still intact. Reservations can only be disestablished by an act of Congress, which did not happen here. Case has Tribal sovereignty and jurisdictional implications.",mazars,Neutral
329433192_2018-06-04T14:56:19.000Z,Imagine thinking “narrow” means number of #SCOTUS (for or against) but not knowing it actually means the scope of the ruling/argument. Smh 🙄,masterpiece,Negative
3222012967_2018-06-04T17:08:45.000Z,"Between Trump's ""I am the Law"" tweets and the SCOTUS cake decision today, suddenly there thousands more legal experts. It's going to be a long day.",masterpiece,Negative
4685818704_2020-07-14T13:38:09.000Z,The Supreme Court overturned a district courts ruling on a stay for a death row inmate at 2 am and the trump administration executed someone for the first time in 17 years this morning. We’re in hell.,mazars,Negative
756034_2020-07-09T14:27:30.000Z,"Also: SCOTUS rules the President MUST turn his tax returns over to SCNY *unless* he can make a legal argument to prove he can’t.  
Also also: POTUS can not ignore Congressional subpoena for tax returns just because he’s POTUS.",mazars,Neutral
153494113_2020-07-09T16:59:19.000Z,"I’ll be joining @NicolleDWallace at the top of the 4 pm hour on MSNBC to discuss the latest SCOTUS decisions re Trump financial records. Let’s just pretend quarantine hair and highlights aren’t an issue, shall we? See you soon!",mazars,Neutral
385928589_2020-07-09T17:39:35.000Z,Is Trump beginning to realize that he can't fire Supreme Court justices?,mazars,Negative
59940901_2018-06-04T16:29:47.000Z,When Marie Antoinette said Let Them Eat Cake did she mean everybody but Gay Couples who want to get married. Thats what the Supreme Court said,masterpiece,Negative
926768370_2020-07-17T16:44:01.000Z,"If RBG leaves the court before the election (assuming a Biden win) and Trump/McConnell move to quickly replace her, the House must immediately expand the Supreme Court to 11 justices. Such blatant partisan hypocrisy should not be accepted.",mazars,Negative
995328311713714176_2018-06-04T16:20:58.000Z,"Likewise, when we have a bully president, can he influence  the Supreme Court to give him ultimate power under the law? He should hold no sway over the courts nor the American  people.",masterpiece,Negative
330119492_2020-07-18T18:37:38.000Z,Supreme Court justices should not have lifetime appointments.,mazars,Negative
21931325_2018-06-04T14:33:55.000Z,"So I’m assuming the baker, based on his religion, would also refuse serving heterosexual couples who have intercourse and shack up before marriage? #SCOTUS",masterpiece,Negative
741335948022194176_2020-07-09T15:01:48.000Z,Was CLARENCE THOMAS even awake during the SCOTUS deliberations re; #TrumpTaxReturns decision,mazars,Negative
471677770_2020-07-09T22:29:13.000Z,What the heck does the Oklahoma SCOTUS ruling actually mean like people living in that state ?,mazars,Neutral
3322601280_2020-07-17T14:33:30.000Z,"I'm skeptical that Nov 3 will be anything near a free and fair election.
The US Supreme Court has already disenfranchised hundreds of thousands of people. That number will likely rise into the millions or tens of millions. I'll be happy to be proven wrong.",mazars,Negative
15220069_2018-06-04T14:40:17.000Z,"Rejoice, Jews! With today's Supreme Court ruling, we can finally resume baking the blood of Christian babies into our matzoh!",masterpiece,Negative
231908962_2020-07-09T21:27:13.000Z,"I wonder what @realDonaldTrump's reaction was when he heard not only that he lost @scotus, but that his 2 appointments went against him.

Insert Adderall and Big Macs.",mazars,Negative
162204416_2020-07-09T20:50:06.000Z,"Today's SCOTUS ruling was a Win for Trump in one case, the Congress waste of time case, due to Separation of Powers. Duh!
The other case was a Delay  &amp; sent back to District Court to make the correct argument.
A more refined, tailored one that the case is a joke &amp; political.🇺🇸",mazars,Negative
1945129729_2018-06-06T04:24:01.000Z,"Listening to that baker from the SCOTUS case  explain how he also wouldn’t serve Halloween cakes tells me all I need to know about him.  (Which, obvs the difference there is that nobody gets the cake, whereas the wedding cake is discriminating against a specific group) but lol.",masterpiece,Negative
21026943_2020-07-17T18:41:39.000Z,Not to be morbid but with Ruth bader Ginsburg having cancer again at her age it's extremely important to make sure Trump does not get back in office. Because if so we are giving the wackos and opportunity to possibly appoint another supreme Court Justice,mazars,Negative
601121636_2018-06-08T05:29:01.000Z,"a hardware store in Tennessee has a sign in their window that says “NO GAYS ALLOWED” and states that the recent SCOTUS decision was a “ray of sunshine for christians across the country”. 

it was never about the cake",masterpiece,Negative
20105978_2020-07-15T00:03:09.000Z,"If Trump gets to put in another Supreme Court judge, I’m going to blow a gasket.",mazars,Negative
29262732_2018-06-04T15:21:43.000Z,#SCOTUS taking us backwards in history #Regressives,masterpiece,Negative
183056130_2018-06-04T18:54:29.000Z,"#MasterpieceCakeshop ruling by #SCOTUS would’ve been unnecessary if Christians had insisted, decades ago, that government stay out of that business of defining marriage.",masterpiece,Negative
24072992_2018-06-04T19:48:29.000Z,"Glad to know that I won't be forced by #SCOTUS to make a gay wedding cake if I didn't want to.

The only real question is what the hell kind of horrible person would I have to be to not want to?",masterpiece,Negative
275378900_2020-07-09T22:07:33.000Z,"Good news is #SCOTUS ruled that sitting presidents don't have absolute immunity the bad news is they refuse to allow Congress or the public to see Trumps tax returns before the election,for him to go to such great lengths to keep them a secret means it's incriminating",mazars,Positive
468904472_2018-06-04T20:14:44.000Z,Show some love and just bake the cake #SCOTUS,masterpiece,Positive
1278734179384152064_2020-07-10T03:11:34.000Z,"Chief Justice of the Supreme Court, John Roberts, is a sellout  Just another political Democrat Hack and he's now obviously influencing the new appointed judges saying the President is not above the law to withhold information in a criminal investigation. Harassment continues.",mazars,Negative
39775484_2020-07-09T17:52:33.000Z,Hey donald! #trump  read my lips.  Show us your taxes. Supreme court 7-2.  #TraitorTrump #TrumpTaxReturns #TrumpIsANationalDisgrace,mazars,Negative
890791012724948995_2020-07-09T18:37:32.000Z,"Today's SCOTUS decision is not an outright win, though some are trying to spin it that way. They will not release the financial documents now. My guess is they will wait til after the election. And  Congress has to go back to court to fight for their right to subpoena records.",mazars,Negative
1130149501_2018-06-05T13:52:49.000Z,Dragging a baker all the way to the Supreme Court because he won't decorate your damn cake seems like a very gay thing to do.,masterpiece,Negative
216075583_2018-06-04T18:57:14.000Z,"It still astonishes me that so-called Christians are basically fighting for the ""religious freedom"" to be the bad Samaritan. 🙄

#SCOTUS #Masterpiece 
#MasterpieceCakeshop",masterpiece,Negative
303512493_2020-07-09T14:24:59.000Z,7-2 TRUMP RECORDS WILL REMAIN SEALED FROM CONGRESS UNTIL AFTER ELECTION #SCOTUS @WUSA9,mazars,Neutral
37491686_2018-06-05T22:21:04.000Z,Reading this trash ass Supreme Court opinion 😒,masterpiece,Negative
16018760_2020-07-09T14:26:27.000Z,Supreme Court punts.,mazars,Negative
3252141494_2020-07-09T15:14:51.000Z,Trump is not above the law says Supreme Court. He is not immune from NY grand jury process regarding his taxes.,mazars,Positive
69986816_2020-07-09T19:16:43.000Z,SCOTUS has been on a roll with these decisions,mazars,Positive
42106976_2020-07-18T16:16:52.000Z,"If we lose a SCOTUS justice soon, what percentage of politicians will go full hypocrite?",mazars,Negative
1465982610_2020-07-09T14:38:58.000Z,"Very interesting ruling by #SCOTUS re 1830s treaty covering eastern portion of #Oklahoma. What are the practical implications to criminal justice, real estate transactions, oil royalties, etc? #ThursdayThoughts",mazars,Neutral
