source_id,source_split,source_row,source_intolerance,text,gt_impolite
train_1885,train,1885,0,"@USER @USER January 6th was just a organized plan by the Left , to create confusion, their you can clearly see that the so -called Police begging them to come in , Nancy turning down any help lying about everyone being hurt by and Patriots !Lot dressed up in Mega gear left afraid of Trump",0
train_1886,train,1886,0,"The situation at Beth Israel Synagogue in Colleyville, TX is deeply concerning. The rise of antisemitism in the United States is a scourge we must confront. I hope all God fearing Americans will join me in praying for the safe release our brothers and sisters held hostage.",0
train_1887,train,1887,0,@USER That someone would vote fir a governor who can't even keep the electricity on all day is beyond me. Who cares about the other shit. If i don't have basic necessities he's out,1
train_1888,train,1888,0,@USER I CANT WAIT TO SEE YOU AS THE SENATOR FROM ALABAMA! YOU ARE A TRUE EXAMPLE OF WHAT FIGHTING FOR THE AMERICAN PEOPLE LOOKS LIKE!!!!!,0
train_1889,train,1889,1,@USER The bad thing is we have an untire political party who can't win Any election by their policies so they need to cheet at every level possible. To hell with democracy in this nation. They have found their fuhrer who will make America great again. ( Make Germany Great again) . @LINK,0
train_1890,train,1890,0,"Pandemic disruptions have had real impacts on mental health, particularly the mental well-being of our children. Sadly, Democrats continue to prevent Americans from getting back to normal because they need pandemic politics to stay in control. @LINK",0
train_1891,train,1891,0,"@USER Gusse what ? No more COVID19 on the Democrats side any more. They blamed Trump rallies and supporters every time and you see them now fulling the streets without social distancing. COVID is gone, disappear , wow!!!",0
train_1892,train,1892,1,"@USER Republicans introduced a bill to sanction Putin last month, Dems blocked it.",0
train_1893,train,1893,0,"#Russia, #Belarus to continue #military #exercises, cite Ukraine | Feb 20 - The defense minister of Belarus says his country's joint exercises with Russian troops will continue because of rising #tensions in Ukraine. @LINK",0
train_1894,train,1894,0,@USER Your child-in-law the so called TPLF whom you crooked @USER brought to power in 1991 is going to die!,1
train_1895,train,1895,0,"MICHIGAN AG candidates will outlaw contraception for married couples = forced breeding. UNCONSTITUTIONAL BTW. Ya know ""body liberty"". @LINK",1
train_1896,train,1896,0,@USER That is Great News of how @USER : @USER became instrumental in this young womans' Death Investigation. Sadden of the Family's loss of course BUT at least they may have an opportunity to find some resolve; hopefully one of these days as it is said as to br closure.,0
train_1897,train,1897,0,This should scare the hell out of anyone that loves freedom. @LINK,0
train_1898,train,1898,0,@USER I'm also fucking sick of having to point out that Democrats would have to GERRYMANDER to pass an ANTI-GERRYMANDERING Bill. Makes no sense why they would do something that they're supposedly against,1
train_1899,train,1899,1,@USER The only way to reinstate our trust in our government for New York is to get ready you dumb Democrats,1
train_1900,train,1900,0,@USER The pandemic is over. It has been over for a year.,0
train_1901,train,1901,0,"@USER Biden, Schumer, and Pelosi and head of the DNC must get down into the small towns, hamlets, any town where the vote is being threaten by the obstruction of Republicans. Get every person registered, get students registered, and help to get people to the polls. Everyone VOTE.",0
train_1902,train,1902,0,"@USER That literally proves nothing it could be antifa , government agents or just punk kids. That doesn't mean shit and doesn't reflect the thousand of peaceful protesters outside obeying the law. Governments do this all the time to try end protest",0
train_1903,train,1903,0,"Tired of the rhetoric on J6 being an ""insurrection"". If anything, BLM's actions were riots & ""insurrections"" when they attacked the state & federal buildings - these fit the definition. Why aren't we hearing more about charges against BLM for their behavior?? #BLM #January6th",0
train_1904,train,1904,0,"More children sacrificed to the alter of the falsegods of the Pharmaceutical businesses like Pfizer, Moderna and AstraZeneca! @LINK",0
train_1905,train,1905,1,"Democrats will lie, cheat, and steal to win back the White House in November. @USER",0
train_1906,train,1906,0,"@USER @USER So they can control, manage, manipulate, misinform, censorship and adulter any information or news if they want just because they are private company? Regardless it isn't legally, constitutionally or even ethically ... just wanted to understand the logic behind the Democrats.",1
train_1907,train,1907,1,"@USER @USER They were not, for the most part, held accountable. Hell the liberal media PRAISED the violence and democrats bailed them out.",0
train_1908,train,1908,0,"@USER , BIDENFLATION-Americans better understand the 9 ways that Socialism will morally Bankrupt AMERICA. @LINK",0
train_1909,train,1909,0,@USER @USER and student debtors ... and black ppl ... which is basically the entire constituency.,0
train_1910,train,1910,0,"@USER @USER #ProJoe represents the middle you elitists keep forgetting. @USER is here to stay, with or without your approval or consideration.",0
train_1911,train,1911,0,"Well, her dreams of a career in politics has just ended. Thank goodness it was found out what kind of person she is before she were to get into office. Dodged a bullet on this one.",0
train_1912,train,1912,0,"@USER @USER And before you call that narrative racist or bigoted please read this article. @LINK Furthermore, if you look at the pictures from this conflict (I know no reading!!!) you can see the rockets are launched from urban centers.",0
train_1913,train,1913,0,The Vice President Pick must be Earned! Republican Governor vs Republican Governor/Greg Abbot is in lead now! Republican Senator vs Republican Senator/Lindsey Graham is in that Lead! Our Wild Card for the Vice Presidency is The Great of Greats Joe Manchin!! Can you only Imagine??,0
train_1914,train,1914,0,@USER Pastors should read the Bible and not take hush money from corrupt teachers unions.,0
train_1915,train,1915,0,"@USER @USER However bad you think Democrats should get crushed in the midterms, it will be far worse.",0
train_1916,train,1916,1,I HOPE YOU DUMBASS DEMOCRATS THAT VOTED FOR BIDEN/HARRIS ARE AMONG THOSE THAT GET KILLED BY THE ILLEGAL IMMIGRANTS CROSSING THE BORDER,1
train_1917,train,1917,1,"This is a travesty! We must continue to pray for the right to, and dignity of human life and an end to abortions. Regardless of what the radical left calls it, abortion is infanticide and, biblically speaking, murder. @LINK",0
train_1918,train,1918,0,Sen. Elizabeth Warren now wants to ban all state lawmakers and elected officials from trading corporate stocks @LINK via @USER,0
train_1919,train,1919,1,the level of support for this idea among a certain kind of centrist @LINK god. I can't tell you how many times I've said 'please find me a single shred of evidence that 'defund the police' hurt Democrats electorally (hope the person I'm thinking of doesn't see the article) @LINK,0
train_1920,train,1920,0,BREAKING: Hannity Gets In Fist Fight With CNN Anchor And Only One Is Charged With Assault @LINK,0
train_1921,train,1921,0,"@USER Peaceful Protests are LEGAL. Stop doing Satan's work! You will see when THEY come for YOU & YOUR FAMILIES! You think they wont? Oh, they will. Freeze your accts and take your children. It's @LINK YOU TOO!",0
train_1922,train,1922,0,@USER It's really sad that the voters who listen to you believe your propaganda. Because that is exactly what it is and go out and vote for a party who turns around and gives money to the wealthiest people in this nation. They hired people like your rotten ass to put out propaganda. @LINK,1
train_1923,train,1923,0,@USER It is no more surprising that the fact that she was elected to congress in the first place; there are a LOT of morons out there!,1
train_1924,train,1924,0,@USER @USER The @USER have allowed #LOSERTRUMP and republican constituents to harass and attack Asuan Americans without one word of protest from any if you cowards! So if you want to make the Olympics political then hop your happy asses on a plane and get to China! Hell I'll pay yoyr way!,1
train_1925,train,1925,0,@USER Bishop don't worry God got this!!! For as much as the Republicans want to stop everything Joe is trying to do it ain't going to work. If God is for us than who can be against us. He has the final say so!!!,0
train_1926,train,1926,0,@USER How is the court set up to allow this to happen?,0
train_1927,train,1927,1,@USER Then tell them Dems to move out the state! Go to communist California,0
train_1928,train,1928,0,@USER Please spare us of any more bullshit. This idiot is mentally unstable and doesn't have a clue. He's turning America into a shit-hole third-world country. The Democrats are trying to bankrupt this country. This has been their plan for years. Obama is the wingman in this show.,1
train_1929,train,1929,0,"#EnergyConservation plays a significant role in combating #climatechange. Today, let's renew our promise to strive for an #energy secure and #energy efficient future for #India, while also paving the way for a global #green recovery. #NationalEnergyConservationDay @LINK @LINK",0
train_1930,train,1930,0,"So how to stop YouTube from showing me Fox News' *!+^% ad about the so-called ""miseducation of the American people by progressives""?",0
train_1931,train,1931,0,@USER Look no further than the $1.7 trillion student loan debacle on how Big Government mismanages taxpayer money! And the democrats want even more money to waste and mismanage!,0
train_1932,train,1932,0,@USER @LINK any private businesses or local governments that want to continue with masking requirements............Per the ST article. There will be plenty of businesses in Seattle still trapped in April 2020.,0
train_1933,train,1933,0,"@USER Remove all restrictions and have a true free market Healthcare system. This gives maximum opportunity for competition in the market and will help drive down prices. Or, treat Healthcare like a public utility. Have private corporations run the companies with government oversight.",0
train_1934,train,1934,0,This made me sick to my stomach when I read this. Fauci is a huge liar and fraud and is continuing to insist on an ineffective vaccine. This is proof and Biden MUST fire him and the others.,1
train_1935,train,1935,1,@USER @USER Stop letting these illegals suck our country dry. Don't detain them if they have no criminal record give them a work visa charge them a fee to let them stay and work and charge every employer who hires them a head tax for the work they do.,0
train_1936,train,1936,1,"@USER @USER Fauci can murder 10,000+ citizens by forcing experimental vaccines on them despite their health risks of them personally taking the vaccines, and Liberals applaud him because overall they justify the ""community"" and ""general population"" has benefitted from lower spread of a COLD",1
train_1937,train,1937,0,Joe Biden and the Democrats are more interested in your Venmo transactions than fixing the crisis at our Southern Border. @LINK,0
train_1938,train,1938,0,"Pope Benedict and Martin Luther, what Trad only mentioned Francis and ML?? Deceptive. @LINK",1
train_1939,train,1939,0,@USER And how did you know that? I mean like the violence of the killing of an unarmed woman? Good riddance,0
train_1940,train,1940,0,I THINK ALL AMERICANS SHOULD REFUSE TO PAY TAXES TO HOUSE ILLEGAL IMMIGRANTS,0
train_1941,train,1941,0,@USER And it would not be happening if it were not for our president being so demented and our vice president being such an idiot but now they know they can push the United States around,1
train_1942,train,1942,0,He started months before telling his followers that if he lost it was because we stole the election. Your party has lied and denied the truth of January 6th. Now laws are being passed to purge and suppress people's voting rights. What has happened to your party?,0
train_1943,train,1943,0,"Lockdowns Schools closures Mandates Indefinite mandates Indefinite state of emergency They say,, ""If you don't comply or speak against all of this you are a racist, MAGAT, uneducated disease vector."" They say ""your an antivaxxer."" Wake up Portland! Wake up Oregon!",0
train_1944,train,1944,0,Georgia's military voters seen as pivotal bloc in runoffs that will decide Senate control @LINK #FoxNews,0
train_1945,train,1945,0,@USER Do you even know what UNITED means? You have this country so divided how can you claim UNITY?,0
train_1946,train,1946,0,@USER 5 wow And these 5 people were in support of Trump? Republicans? What about the videos of the capital guards allowing it to happen? Antifa??,0
train_1947,train,1947,0,"@USER @USER @USER I mean, no stimulus checks, no student loan relief, no min wage increase, but there's racial @USER is it not already republican lite?",0
train_1948,train,1948,0,@USER I don't think Thiel necessarily cares about censorship. He's only concerned with the kind that might affect him and his business interests personally. Which is why he funds platforms where only very specific ideas can proliferate. Rumble's TOS still bans hate speech.,0
train_1949,train,1949,0,@USER Ian Sam's is typical liberal he has his head you know where thanks to liberals like him their handing the house and senate over to republicans,0
train_1950,train,1950,0,@USER The only way that happens is if the Democrat party cheats like they did for Biden in 2020.,1
train_1951,train,1951,0,@USER Please good people tryin to overthrow the government. Trash cn fife nd ctv still carrying the old con water. Epic POS,1
train_1952,train,1952,0,"As Fox News Caught Lying About Biden, Dems Eye Obama's Insight @LINK via @USER",0
train_1953,train,1953,0,"@USER Nurses ,doctors ,police .. they all worked thru the full blown pandemic with all the risks to themselves and their families. Now the govt wants to repay them for their service by firing them for not taking the shot! We the people rise up and call bullshit on these traitors!",1
train_1954,train,1954,0,@USER And you have been in government longer than most people have been alive and have done nothing about it. Is that acceptable to you?,0
train_1955,train,1955,1,"It would be prudent for the righteous hypocrites who cry misinfomation about things to actually identify the #misinformation and provide the peer reviewed, documented #science to support their claims otherwise they are just throwing large tantrums #LiberalismIsAMentalDisease @LINK",1
train_1956,train,1956,0,"@USER @USER No.. I actually thinks she is.. We don't help folks by throwing money at them.. we make a climate like low inflation, low gas prices, so their overall costs are lower. You can't welfare people out of poverty.",1
train_1957,train,1957,0,"The evidence for school closures was weak two years ago, boiling down essentially to fear of the unknown. Now everybody knows: zero impact on COVID transmission, catastrophic educational and mental health harms. No excuses this time.",0
train_1958,train,1958,0,"Ruddy Despicable & He's Labour, Where would they be without the poor??? @LINK",1
train_1959,train,1959,0,"@USER Nope. Your OSHA vax mandates $h!ts on the rights of public servants and health care workers. Your a demented old a$$ you can't remember his own name, i.e. a ""Obiden Bama Democrat""",1
train_1960,train,1960,0,Democrats after Republicans flip the North Carolina SC in 2022 and enact a gerrymander: @LINK @LINK,0
train_1961,train,1961,0,Thank you for your service. As a person with a disability I really appreciate what you have done. Rest in peace Senator Dole @LINK,0
train_1962,train,1962,0,of course they should!!! BLM GIT MILLIONS AND MILLIONS SND NOBODY CARED ABD WHERE IS THE $ now -no MSM on that either. ya get Truckers!! stop the money!! BS!! GO FUND ME SHOULD DOUBLE WHAT THEY TRIED TO SHUT DOWN & STEAL @LINK @LINK,1
train_1963,train,1963,1,@USER Totally agree!! Actions speak louder than just being an African American woman. We need an African American woman that stands for the rights of people of color. The other majority white male part of the Supreme Court is already defending the white male supremacy!,0
train_1964,train,1964,0,@USER @USER @USER @USER @USER Every position should start with a living wage for a full time job.,0
train_1965,train,1965,0,Term limits are dumb but I do wish that more random backbencher people retired after 10 years instead of insisting on serving for 40 while never doing much,0
train_1966,train,1966,1,"GoFundMe claims they shut down fundraising for the freedom fighting truckers because of ""violence"". Unfortunately for GoFundMe, there is extensive documentation of how they clearly didn't apply the same standards to leftist causes. @LINK",0
train_1967,train,1967,0,@USER @USER Except Putin invaded Crimea during Obama & now is ready to invade Ukraine What country did Putin invade during Trump?,0
train_1968,train,1968,0,"@USER @USER Leftist know nothing about guns, so they are afraid of them. Knives, hammers, baseball bats, and concrete milk shakes are expectable though. Antifa patrols the streets with all of those and more. To attack, not defend. But gun bad.",0
train_1969,train,1969,0,"@USER @USER If your point was ""it was stupid for him to resign in the first place"" then you will get no argument from me on that.",1
train_1970,train,1970,0,@USER @USER We should have had the balls to boycott! A lot of other countries would have followed our lead. Before Biden!,0
train_1971,train,1971,0,"@USER What are you doing to help them @USER? Are you on the air pleading Chicago residents to bring peace to their city and end the violence, or are you standing behind big orange guy that called them do nothing dems and not doing a damn thing just like him?",0
train_1972,train,1972,0,@USER If you want to fund it you pay for it. Not on my taxes. #prolife #taxcredit,0
train_1973,train,1973,0,"FEBRUARY 2: MARSHALL MASTERS, ""WIN-WIN, HAITI IS A HARBINGER, BUNKER BUNNIES & UN-JABBED ARE THE FUTURE"" @LINK @LINK",0
train_1974,train,1974,0,@USER MMT is as dumb as Laffer Curve supply-side economics and both ideological ideas used by politicians to justify what they wanted to do anyway. Cut taxes on the rich or spend money like drunken sailors,1
train_1975,train,1975,0,"Say what you want about the Justice Democrats (and there's plenty to say,) but at the end of the day, they've proven to be more successful than any third party effort.",0
train_1976,train,1976,0,@USER @USER Oh yeah. @USER are beholden to the unions big time. And not just the Teachers. Can you imagine the Police unions supporting them? Dems hate the police!,0
train_1977,train,1977,0,Top House Republican: 'We are Going After' FBI & Clinton for Spying on Trump Based on 'Explosive' Durham Memo @LINK,0
train_1978,train,1978,1,"@USER @USER OK, I've had enough of these Nazi Christians. It's about time we stop being passive and peaceful, and start getting aggressive and vicious with them. If we let those bastards win, America will become the next Nazi Germany.",1
train_1979,train,1979,1,The fact that Republicans are using an event from the 1980s to deadlock a Bureau of Land Management nominee should tell you all about their weak and pathetic denial of climate change @LINK,0
train_1980,train,1980,1,@USER Yeah J6 was so violent. Web of lies. Make sure your passport has not expired. It is very likely you will be impeached by the Republicans once they win the majority in the House and Senate in the mid-terms.,0
train_1981,train,1981,0,@USER Rino senators who voted to continue biden vax mandates: blunt cassidy cornyn rubio hegarty @LINK,1
train_1982,train,1982,0,"@USER Lord Lindsey hey spend more time getting government straight rather then deflect the truth, and the truth is. You too made phone calls on behalf of trump election fraud lies. You meddled in another state election lies. Lets not talk Hillary, cuz she isnt president,",1
train_1983,train,1983,0,RTT is changing the way political campaigns are financed. What can RTT do for you? What can't it do? @LINK @USER @USER @USER @USER #rtt #truthfor2022 #restoretruth #2022midterms @LINK,0
train_1984,train,1984,0,Democrats single handedly caused the rise in crime. They defunded police and refuse to jail or prosecute criminals. Then blame it on guns. They think we are stupid.,0
train_1985,train,1985,0,@USER Show em the DEATHS from the jab! God knows There' more who haven't reported in fear of the evil tyranny! @LINK,1
train_1986,train,1986,0,@USER @USER @USER @USER And these criminal teachers unions donate tons of $$ to @USER so they hate kids from the get-go.,0
train_1987,train,1987,0,"@USER GOP is not fit to govern, democracy is being challenged by unfit GOP members!",0
train_1988,train,1988,1,"@USER Democrats should pay reparations. Slavers, Ku Lux Klan, Jim Crow - all Democrats.",0
train_1989,train,1989,0,@USER 2 random men are reason women should be able to have their unborn child murdered?,0
train_1990,train,1990,1,That is the enemies name! That is the jealous people name ! I called the enemies name none profits ! A straight government bring the country on road progress ! A fake government mess up country road progress ! A government can be a misdemeanor too ! Soon as you think to over law! @LINK,0
train_1991,train,1991,0,"The #Republicans & #Democrats are increasingly dividing the country between them, can our nation survive this division #CivilWar2 #anewcivilwar For more listen to @USER episode, ""The Red and Blue Divide the House"" @LINK",0
train_1992,train,1992,0,"@USER The @USER should be scared, because we are mad as hell at those trying to overthrow our country and we are going to vote no matter how many obstacles you place in front of us, how much money you spend, or how much misinformation you subject your followers to.",1
train_1993,train,1993,0,@USER @USER @USER @USER @USER @USER @USER Thank you @USER please do ask the question about HWRA why they have introduce and ignoring the bill so long in this COVID crisis.,0
train_1994,train,1994,1,"@USER Putin has a point on Ukraine NOT joining NATO. They promised NOT to allow any soviet states to join, but they did. Placing nukes 250 miles from Moscow would force Putin to first strike DC, London, Paris, etc. No attack will happen. It's a Dem distraction from Hillary's spying. @LINK",0
train_1995,train,1995,0,"A short message to all: It is obvious, world governments are knowingly trying to kill people through the VAX. Crime rates in democratic cites continues to soar, by 2X the average. Joe Biden and the demos are handing out free crack pipes (maybe they didn't hear about the soar).",0
train_1996,train,1996,0,"We will not bear the shame. We will resist. We will show the world that not all Republicans are like him. And, in doing so, history will show that we were men and women who put conscience over obedience, principles over power, country over party. America first, forever & always! @LINK",0
train_1997,train,1997,0,@USER Doctors don't take Medicaid people can't afford copay and outrageous deductibles,0
train_1998,train,1998,0,"@USER Don't forget that General Woundwort is still out there, most likely advocating for war with Russia.",0
train_1999,train,1999,0,"@USER PLAUSIBLE DENIABILITY ends now. CEE DEE CEE V A E R S 20,000 DEATHS that is a 1 to 10% representation of actual # so uhhh where you at",0
train_2000,train,2000,0,@USER @USER @USER Because gun laws would have stopped this violent felon from purchasing a stolen gun on the street. Progressives and dems arent very smart.,1
train_2001,train,2001,0,"For every $10 distributed by the Fed, **$9 goes TO THE BANKS** and only $1 goes to the Treasury. That means that most of our money is being handled by (white) people who are not democratically accountable to anyone. #RacismIsProfitable @USER",0
train_2002,train,2002,0,"Not sure why folks aren't understanding that We MUST win every Democratic Seat 2022! If we're ever going to see Progress and Prosper as a Country, we must ALL Vote Blue! They're many Republicans running of every ethnicity. Please do your homework and #VoteALLBlue in the Midterms",0
train_2003,train,2003,1,"@USER @USER @USER With all the horrible things said and done by Trump, Republicans and followers has scared me. That is the main reason my family is fighting for Democrats to win in 2022. We may be running for our lives, I believe Republicans will get rid of Democracy!",0
train_2004,train,2004,0,"@USER Your ignorance of finance, the financial markets and the tax code are absolutely astounding.",1
train_2005,train,2005,0,Democrats and the left have revealed during COVID that total social control is a noose too tight to give to any one political group unless you are ready to become a slave.,0
train_2006,train,2006,1,Democrats Just Gave the Boston Bomber Your Tax Dollars as They Applaud and Celebrate Terrorists and Criminals - @LINK via @USER,0
train_2007,train,2007,0,@USER The only way to know for sure is to have democrats dig through poop. Start a commission.,0
train_2008,train,2008,0,This asshat hasn't recognized natural immunity to date.... The only reason you see libs advocating for restriction lifting is because they know it polls terribly for midterms. @LINK,1
train_2009,train,2009,0,@USER But the only failed policies are by Democrats who fail to admit their policies never worked and keep them going for some unknown reasons....,0
train_2010,train,2010,0,I sure as hell don't see eye to eye on everything with @USER - mostly generational and fiscal differences - but we most definitely stand on solid ground with the assessment that #Putin does not have a soul - at least not one in which any humanity can still be salvaged. https://t.co/6cPabrMFOP,1
train_2011,train,2011,0,"Dear Democrats, allow twitter to teach you ""pivot & attack"" via meme. @LINK",0
train_2012,train,2012,0,"Greenacres Says, Tulsi is a rare Moderate Democrat who unfortunately is no longer in Congress! Gabbard Blasts Joe Biden @LINK via @USER Research Group",0
train_2013,train,2013,0,"@USER every AMERICAN citizen can get off their but on election day & vote if they are registered & ALIVE! In case you forgo, women get to vote now & even blacks, though you didn't want that, have the right to vote. EVERYONE! you are just looking for new ways to cheat. @LINK",1
train_2014,train,2014,0,@USER Let us know if you find any top secret docs in those boxes @LINK national archives is still looking.,0
train_2015,train,2015,0,@USER @USER @USER @USER @USER I have a feeling there's far more support than people realize. It's become non-partisan for folks in the middle. And that's highly damaging for the American left. 70% of Americans are burned out by mandates and that includes 71% of independents. Dems are getting scared.,0
train_2016,train,2016,0,Biden EPA chief vows to ignore Supreme Court on EPA regulation of coal plants @LINK via @USER,1
train_2017,train,2017,0,"@USER Rich, you act like you just came out of your never Trump cave. This is where the country is headed for now. I at one time thought Bill Buckley to be a very skilled conservative thinker, but after his death I found that he, like you was the flip side of the democrats.",0
train_2018,train,2018,0,"The holiday season can be a busy time for consumers. For some Americans, this can mean spending outside their budget by adding debt to their credit card, using buy now, pay later financing or taking out personal loans. @LINK",0
train_2019,train,2019,1,@USER Ever get the feeling @USER is fighting for people to die instead of helping people live.,0
train_2020,train,2020,1,"Checking out ""Democrat Argues Removing Dead People from Voter Rolls is 'Voter "" on Tea Party Command Center: @LINK",0
train_2021,train,2021,1,@USER The real insurrection was done by BLM and Antifa that terrorized our communities across the United States in 2020. You called them peaceful protests. I call them dangerous riots. People died because of this. People lost their income because of this @LINK,0
train_2022,train,2022,0,@USER @USER No money to bail out the failed Liberal States! Not one penny!!!,0
train_2023,train,2023,0,@USER @USER Who would they fight with? According to this only half of Russians thinks an armed conflict will be happening anytime soon.,0
train_2024,train,2024,0,"@USER This country is fast becoming a police state. And that's exactly what the left wants. When are we the people gonna wake up, push back, demand answers and accountability from this illegitimate administration and say enough is enough",1
train_2025,train,2025,0,"@USER But you are not premier,, nor do I hope you will never be....",1
train_2026,train,2026,1,"#StewartRhodes states the #oathkeepers (#whitesupremacist #terrorist) group were ""waiting for the president to call them"" #jan6! #lockthemallup #goptraitors #draintheswamp #trump4prison #locktrumpup call Congress 202-224-3121 and demand they pass #hr25! #politico #nytimes #fbr @USER",0
train_2027,train,2027,0,"@USER @USER @USER Maybe I can enlighten you and tell you whoever does it, and however they do it, are leaving a parasite in society that will grow to consume more and more. Update the definition because its clear that no one had this power until big tech. Psaki supports it, thats fascism friend",0
train_2028,train,2028,0,@USER Why do I need to follow the rule of law in this country just a question? You don't seem to care oh that's right you need votes cuz you guys are going to be messed up come 2022 you are a joke you lied to us and yet you look right in our face.. No Remorse whatsoever,1
train_2029,train,2029,0,"@USER @USER @USER @USER @USER how about YOU read up on the SHOTS CAUSING THE HEART ISSUES, THE BLOOD CLOTS, THE STROKES, THE BELLS PALSY, THE UNCONTROLLABLE BODY TREMORS. What time have you put into looking at any of them? Read even a story of one injured?",0
train_2030,train,2030,1,Finally. A national holiday that celebrates a Republican victory over slave owning democrats.,0
train_2031,train,2031,0,@USER It is open for litigation and unfortunately will die in the Supreme Court.,0
train_2032,train,2032,0,@USER @USER You are still robbing the lower-income families. The economy is out of control. You are heartless things. The two of you have fucked this country and its legal citizens in the worse way. Democrats are heartless pos. That laugh of yours is you trying to cover up clueless.,1
train_2033,train,2033,0,@USER @USER @USER @USER This might be the only option. The leftist in the Cities have no Idea how their terrible policies effect rural areas. We can cut out the cancers of both Countries and go back to the simple and most important principles we believe in FREEDOM. @USER,0
train_2034,train,2034,0,"@USER @USER What's sad is a lot of ""votes"" are totally symbolic. Like how republicans voted to ""repeal"" obamacare daily and then when they TOOK control they didn't ACTUALLY repeal it. There is disgrace on both sides. Massie would agree.",0
train_2035,train,2035,0,It's my idea that the military that's supposed to be protecting me is the operatives at the height of corruption .. at this point I would ask that the police be given my photo and information that three sperated counties be allowed to patrol my area giving opposition to an-,1
train_2036,train,2036,0,Dan Patrick & his vote suppressor buddies show how untrustworthy they are & only conspire to rig elections in their favor & increase government control in education. I worked in the Senate last year-I know how to stand up to him & Republicans in the House @LINK,1
train_2037,train,2037,1,@USER Democrats then were the large muscular dog and now are the wimpy dogs. They used to praise using their rights as American citizens and now want to take a lot of gun rights away. This dude would've slaughtered in the old rurals if he had run before 2018.,0
train_2038,train,2038,0,"He will be back, and it wont be soon enough!! We cant keep letting this mess with Democrats and RINOS contintue to try and turned this nation into a socialist nation. Never forget what President Donald J Trump said..."" We will never be a socialist nation"".... @LINK",0
train_2039,train,2039,0,So we pull our troops out of Iraq just to send them back to war. Wonder if that was the plan from the get go.,0
train_2040,train,2040,0,"I am honored to fully support his candidacy and join in him in the fight to save America. -Pastor Timothy Alden, Founder the Movement Global Inc.",0
train_2041,train,2041,0,"@USER IDK, perp walks of Clinton cronies would definitely help as a first step to ""unity"" followed by admissions of guilt",1
train_2042,train,2042,0,Biden to deploy troops to Eastern Europe amid Ukraine standoff @LINK via @USER,0
train_2043,train,2043,0,"@USER @USER: ""Sotomayor: The Stupidest Person to EVER serve on the Supreme Court.""",1
train_2044,train,2044,0,"@USER This is Selected Group of ( Looter's & Criminal's ) - Called ( Nigeria ) Leader's , This Particular Group of People ( Fulani ) Foreigner's in Nigeria ,- They Have Already ( Destroyed ) Nigeria - Completely ,",1
train_2045,train,2045,0,@USER Of course a fat unhealthy fuck like you is going to spend a shitton on healthcare. Maybe if you took care of yourself your medical expenses would be far lower.,1
train_2046,train,2046,0,@USER I was pointing out hypocrisy. No ethnic genocide and Syrian refugees have been accepted in mass. Comparing the two is insulting.,0
train_2047,train,2047,1,Will they be brought to justice or is this Country so corrupt that they will walk? I feel like we are in the Dominican Republic. @USER,0
train_2048,train,2048,0,VIDEO: Kellyanne Conway Just DESTROYED Liberal Media On Fox News Over Muslim Executive Order @LINK,0
train_2049,train,2049,0,"@USER @USER @USER Merkley: Every voter should have an equal opportunity to make their voice heard in our elections. TRUTH: ""Every voter should have an equal opportunity to make their voice heard in our elections"" unless they are Republicans.",0
train_2050,train,2050,0,"Joseph Chaplik: Laurie [Roberts] and the left are scared that @LINK issue for them. The Rep majority and Governor passed massive increases in Education funding without a single Dem vote. @LINK't care about funding classrooms, just their union pals and administrators @LINK",0
train_2051,train,2051,0,"""Conservatives are really trying to make us look bad here,"" said Senator Chuck Schumer. ""By simply reading a list of the policy positions we actually hold, they're trying to paint us as crazy, far-left politicians with unhinged ideas."" Imagine that @USER",0
train_2052,train,2052,0,"This system is destined for destruction, and only God can create a new government that will treat all people with justice and liberty. @LINK",0
train_2053,train,2053,1,"To the actual point - think about it - they ARE more worried about what might be read then the kids getting sick for real and bringing the virus home. 'Health and people first' should be the rule, and its not anymore, for Republicans.",0
train_2054,train,2054,0,"@USER @USER Wow. You and the councilor hate Native people, as well as millions of your fellow citizens. But you are the good guys!",0
train_2055,train,2055,0,@USER Reversing Immigration laws has never happened in 25 years! The #IIRIRA law keeps US Citizens & their spouses EXILED out of their own countries! Do you honestly think that is a just law? It is Racist & Xenophobic and the 3 & 10 year bars you promised to ELIMINATE! @LINK,0
train_2056,train,2056,0,"There was ZERO insurrection. Why are they so hot to go after these when NOTHING was done to ANTIFA/BLM destroying millions of $$, killing, raping? Hypocrites",1
train_2057,train,2057,0,@USER The gay agenda will always find its way into a christians home. Usually via the media. God Bless you all!,1
train_2058,train,2058,0,".@USER is proud to be building Mammoth North in Indiana! This project will bring in $1.5 billion investment into the state over the next five years, support landowners like Norm, and create good-paying #solarjobs in Starke and Pulaski counties. @LINK",0
train_2059,train,2059,1,For the same reason you're not reading about the indictments in the Durham report. The media is controlled by the Democrats. @LINK,0
train_2060,train,2060,0,You know the DEms will cheat every way they can this Nov. If the results are honest they'll be out on their butts. Then we need a special prosecutor for the Biden crime family and everything else they've done.,1
train_2061,train,2061,0,"@USER @USER @USER @USER i asked that a dem explain to me how they hate fossil fuels. you gave zero answer. as usual, no answers from blm antifa friends and you are, you were completely ok with them burning down dem citys and your vp begging for bail money",0
train_2062,train,2062,0,Supreme Court lets GOP-drawn Alabama congressional map that critics say dilutes power of Black voters stay in place @LINK,0
