source_id,source_row,source_dataset,premise,hypothesis,source_entailment,gt_entails
event_test_517,517,mlburnham/scad_event_entailment,Mining contractors downed tools at coal mining firm.,The event described in this text is a strike.,0,1
event_test_518,518,mlburnham/scad_event_entailment,"University faculty and staff went on strike to demand higher salaries, benefits.",The event described in this text is a strike.,0,1
event_test_519,519,mlburnham/scad_event_entailment,"Medical staff, veterans, and students stage a 24-hour strike and participate in demonstrations to protest the drug violence in Juarez.",The event described in this text is a strike.,0,1
event_test_520,520,mlburnham/scad_event_entailment,"40,000 workers close all govt. offices throughout the country.",The event described in this text is a strike.,0,1
event_test_521,521,mlburnham/scad_event_entailment,Hundreds of firefighters strike after contract negotiations break down.,The event described in this text is a strike.,0,1
event_test_522,522,mlburnham/scad_event_entailment,"Doctors went on strike demanding increased wages and guaranteed jobs for junior doctors after internship. Nurses joined the strike on March 1st, demanding bonus payments. Activists staged marches in support of the doctors, and faced violent repression.",The event described in this text is a strike.,0,1
event_test_523,523,mlburnham/scad_event_entailment,Health workers strike to demand back pay from the government.,The event described in this text is a strike.,0,1
event_test_524,524,mlburnham/scad_event_entailment,"inappropriately dressed, over 100 participants were arrested.",The event described in this text is a strike.,1,0
event_test_525,525,mlburnham/scad_event_entailment,"Train workers held strike for five hours to demand firing of chairman of subway system, poor working conditions, equipment, and management.",The event described in this text is a strike.,0,1
event_test_526,526,mlburnham/scad_event_entailment,Citizens strike in pro-democracy protest,The event described in this text is a strike.,0,1
event_test_527,527,mlburnham/scad_event_entailment,"Truck drivers, demanding better pay and working conditions, striked to stop oil supplies from reaching power stations, causing outages across the country.",The event described in this text is a strike.,0,1
event_test_528,528,mlburnham/scad_event_entailment,Air strikes destroyed 10 SUVs carrying weapons and ammunition across the border with Libya.,The event described in this text is a strike.,1,0
event_test_529,529,mlburnham/scad_event_entailment,Rival factions clash at an election to determine FORD's chairman,The event described in this text is a strike.,1,0
event_test_530,530,mlburnham/scad_event_entailment,Malian journalists strike protesting limits on press freedom,The event described in this text is a strike.,0,1
event_test_531,531,mlburnham/scad_event_entailment,"More than 600 men of an unknown group raid a Catholic mission, killing 32 people and causing 2000 others to flee.",The event described in this text is a strike.,1,0
event_test_532,532,mlburnham/scad_event_entailment,A series of police raids resulted in the arrest of 10 militants and the deaths of three others who were killed in a shootout with police.,The event described in this text is a strike.,1,0
event_test_533,533,mlburnham/scad_event_entailment,Malian students strike demanding better class conditions,The event described in this text is a strike.,0,1
event_test_534,534,mlburnham/scad_event_entailment,Teachers strike over pay and working conditions.,The event described in this text is a strike.,0,1
event_test_535,535,mlburnham/scad_event_entailment,A street vendor died while in police custody,The event described in this text is a strike.,1,0
event_test_536,536,mlburnham/scad_event_entailment,Workers strike demanding political reform.,The event described in this text is a strike.,0,1
event_test_537,537,mlburnham/scad_event_entailment,2000 unionized health workers strike demanding housing allowances at Lusaka's biggest hospital.,The event described in this text is a strike.,0,1
event_test_538,538,mlburnham/scad_event_entailment,Gunmen killed a large group of people. Narcotics trafficking was the suspected reason.,The event described in this text is a strike.,1,0
event_test_539,539,mlburnham/scad_event_entailment,civil servants renew strike demanding increased wages and better living conditions,The event described in this text is a strike.,0,1
event_test_540,540,mlburnham/scad_event_entailment,A US drone strike kills a Shebab militant and his driver.,The event described in this text is a strike.,1,0
event_test_541,541,mlburnham/scad_event_entailment,"A 14-year-old boy was hit in the neck with a bullet after government forces fired on a peaceful crowd, protesting against the demolition of houses in the capital.",The event described in this text is a strike.,1,0
event_test_542,542,mlburnham/scad_event_entailment,Civilians stage a general strike in an attempt to force the resignation of Gen. Eyadema,The event described in this text is a strike.,0,1
event_test_543,543,mlburnham/scad_event_entailment,Toyota workers went on strike over a wage dispute.,The event described in this text is a strike.,0,1
event_test_544,544,mlburnham/scad_event_entailment,Journalists strike against the Times of Zambia for better pay. Paramilitary forces force the journalists back to work.,The event described in this text is a strike.,0,1
event_test_545,545,mlburnham/scad_event_entailment,A man tries to run over the president with his truck while he and his wife ride horses on a rural road. The president's bodyguards shoot and kill the man.,The event described in this text is a strike.,1,0
event_test_546,546,mlburnham/scad_event_entailment,"Soldiers in a speeding pickup truck opened fire on pedestrians in downtown Port-au-Prince, killing five people, and then removed the bodies.",The event described in this text is a strike.,1,0
event_test_547,547,mlburnham/scad_event_entailment,"Public sector doctors staged a six-day strike, demanding equal pay with regional doctors and better working conditions.",The event described in this text is a strike.,0,1
event_test_548,548,mlburnham/scad_event_entailment,Thousands of coal miners stage a one-day strike on the anniversary of a mine-blast that killed 65 people. The miners demand better working conditions.,The event described in this text is a strike.,0,1
event_test_549,549,mlburnham/scad_event_entailment,Egypt's highest court joined lower courts in strike against Morsi's decree granting himself near-absolute power.,The event described in this text is a strike.,0,1
event_test_550,550,mlburnham/scad_event_entailment,Fierce clashes between rival political supporters left at least 20 people injured at the weekend in two localities in Ghana during the campaign for general elections in December.,The event described in this text is a strike.,1,0
event_test_551,551,mlburnham/scad_event_entailment,President Laurent Kabila is shot dead by a bodyguard in the presence of generals he angered by sacking.,The event described in this text is a strike.,1,0
event_test_552,552,mlburnham/scad_event_entailment,Nurses strike demanding better pay and working conditions.,The event described in this text is a strike.,0,1
event_test_553,553,mlburnham/scad_event_entailment,"Students strike demanding union recognition, an internet caf?, canteen meals, and transportation.",The event described in this text is a strike.,0,1
event_test_554,554,mlburnham/scad_event_entailment,"Workers strike, protesting planned decreases in benefits",The event described in this text is a strike.,0,1
event_test_555,555,mlburnham/scad_event_entailment,Lecturers observe a go-slow strike to demand a review of their salaries.,The event described in this text is a strike.,0,1
event_test_556,556,mlburnham/scad_event_entailment,Civil servants strike over pay demands.,The event described in this text is a strike.,0,1
event_test_557,557,mlburnham/scad_event_entailment,"Bus drivers strike, protesting extortion by police and state officials",The event described in this text is a strike.,0,1
event_test_558,558,mlburnham/scad_event_entailment,Police disperse students protesting qualifications for study grants,The event described in this text is a strike.,1,0
event_test_559,559,mlburnham/scad_event_entailment,"Soldiers attempted an assasination of the army chief - General Prime Niyongabo, but failed. 7 people died in a following clash.",The event described in this text is a strike.,1,0
event_test_560,560,mlburnham/scad_event_entailment,"Boko Haram attacked Kolori and the neighboring village of Baana-imam, killing 26 people.",The event described in this text is a strike.,1,0
event_test_561,561,mlburnham/scad_event_entailment,"25,000 miners strike against an employer association for higher pay.",The event described in this text is a strike.,0,1
event_test_562,562,mlburnham/scad_event_entailment,Local vigilantes burned down the house of a local politician who was critical of the vigilante involvement in the fight against Boko Haram,The event described in this text is a strike.,1,0
event_test_563,563,mlburnham/scad_event_entailment,Local officials implicate the Knights Templar in this hijacking and burning of buses.,The event described in this text is a strike.,1,0
event_test_564,564,mlburnham/scad_event_entailment,"Police shot and hurled insults at children alleged to be supporters of a deceased militia leader, killing some of them.",The event described in this text is a strike.,1,0
event_test_565,565,mlburnham/scad_event_entailment,Private sector employees strike seeking pay raises.,The event described in this text is a strike.,0,1
event_test_566,566,mlburnham/scad_event_entailment,Gunmen decapitated a popular Mexican singer and shot his family. Involvement with criminal gangs was suspected.,The event described in this text is a strike.,1,0
event_test_567,567,mlburnham/scad_event_entailment,Failed military coup against ruling junta.,The event described in this text is a strike.,1,0
event_test_568,568,mlburnham/scad_event_entailment,"Steel workers strike, demanding higher wages. Leaders of the strike are arrested.",The event described in this text is a strike.,0,1
event_test_569,569,mlburnham/scad_event_entailment,Workers at the only plant that produces the New Beetle strike for higher wages.,The event described in this text is a strike.,0,1
event_test_570,570,mlburnham/scad_event_entailment,Teachers refuse to work for fear of being attacked by the ruling party.,The event described in this text is a strike.,0,1
event_test_571,571,mlburnham/scad_event_entailment,Teachers strike over pay delays.,The event described in this text is a strike.,0,1
event_test_572,572,mlburnham/scad_event_entailment,Members of SFTU stage a stay-away campaign to urge democratic reform.,The event described in this text is a strike.,0,1
event_test_573,573,mlburnham/scad_event_entailment,Banana workers strike to demand wage hikes and more social services.,The event described in this text is a strike.,0,1
event_test_574,574,mlburnham/scad_event_entailment,"Trade unions strike, demanding the minimum wage be raised.",The event described in this text is a strike.,0,1
event_test_575,575,mlburnham/scad_event_entailment,Unknown militias battle government forces.,The event described in this text is a strike.,1,0
event_test_576,576,mlburnham/scad_event_entailment,Workers stage a brief wildcat strike to protest the government privatization program.,The event described in this text is a strike.,0,1
event_test_577,577,mlburnham/scad_event_entailment,Gangs clash in southern Mexico in a battle over the control of drug and human smuggling routes.,The event described in this text is a strike.,1,0
event_test_578,578,mlburnham/scad_event_entailment,Intelligence agents arrested and beat up four radio journalists,The event described in this text is a strike.,1,0
event_test_579,579,mlburnham/scad_event_entailment,Doctors on their national service strike because their allowances haven't been paid.,The event described in this text is a strike.,0,1
event_test_580,580,mlburnham/scad_event_entailment,"Muslim fundamentalists attempted to destroy a shrine in Rajma, but were stopped by local militia and national security forces. Three individuals were killed and many others wounded.",The event described in this text is a strike.,1,0
event_test_581,581,mlburnham/scad_event_entailment,Farmers in vineyard region went on strike to demand higher wages.,The event described in this text is a strike.,0,1
event_test_582,582,mlburnham/scad_event_entailment,"Members of the anti-Aristide militant group Artibonite Revolutionary Resistance Front exchanged gunfire with police, and one passerby was killed.",The event described in this text is a strike.,1,0
event_test_583,583,mlburnham/scad_event_entailment,"Government troops opened fire on each other at a sports stadium, journalist Mohamud Ali Yare was killed by stray bullet.",The event described in this text is a strike.,1,0
event_test_584,584,mlburnham/scad_event_entailment,"Civilian groups, one demanding expulsion of US ambassador, clashed in front of embassy.",The event described in this text is a strike.,1,0
event_test_585,585,mlburnham/scad_event_entailment,protesters organized by opposition parties. Police use tear gas.,The event described in this text is a strike.,1,0
event_test_586,586,mlburnham/scad_event_entailment,Mutinous soldiers shoot an officer,The event described in this text is a strike.,1,0
event_test_587,587,mlburnham/scad_event_entailment,Government forces engaged in a shootout with IS members after police attempted to raid their hideout,The event described in this text is a strike.,1,0
event_test_588,588,mlburnham/scad_event_entailment,A newly-formed rebel group sabotaged an oil pipeline to demand greater oil resources for the people of the Niger Delta region,The event described in this text is a strike.,1,0
event_test_589,589,mlburnham/scad_event_entailment,An unknown group attacked civilians traveling from Nimuli to Juba,The event described in this text is a strike.,1,0
event_test_590,590,mlburnham/scad_event_entailment,1500 Suez Canal workers strike.,The event described in this text is a strike.,0,1
event_test_591,591,mlburnham/scad_event_entailment,Rugby players refused to practice to demand higher bonuses for the previous season.,The event described in this text is a strike.,0,1
event_test_592,592,mlburnham/scad_event_entailment,"Leaders of Egypt's journalists' union and leaders of the Cairo-based Arab lawyers' union call a short, symbolic work stoppage to mark what Arabs call Al-Nakba, or the catastrophe of the creation of Israel.",The event described in this text is a strike.,0,1
event_test_593,593,mlburnham/scad_event_entailment,"Citizens of a small town reacted with violence after two local musicians were killed by (allegedly) conservative Salafists, burning down a suspect's house, destroying a charity building one of the suspects worked at, and holding up traffic and railway shipments.",The event described in this text is a strike.,1,0
event_test_594,594,mlburnham/scad_event_entailment,Employees at Gabon's sole oil refinery launched a strike over redundancies and the closure of several employee medical services,The event described in this text is a strike.,0,1
event_test_595,595,mlburnham/scad_event_entailment,"Teachers strike demanding back pay, food incentives, better working conditions and transportation allowances.",The event described in this text is a strike.,0,1
event_test_596,596,mlburnham/scad_event_entailment,Boko Haram killed 15 villagers in Kambari.,The event described in this text is a strike.,1,0
event_test_597,597,mlburnham/scad_event_entailment,Shopkeepers strike in protest of new tax of 3% of monthly sales.,The event described in this text is a strike.,0,1
event_test_598,598,mlburnham/scad_event_entailment,Unknown number of grenade attacks on oil company vehicles and marketplaces.,The event described in this text is a strike.,1,0
event_test_599,599,mlburnham/scad_event_entailment,"A UN vehicle was hit by an explosion near the airport in Kidal, injuring 7 peacekeepers.",The event described in this text is a strike.,1,0
event_test_600,600,mlburnham/scad_event_entailment,"Court workers strike, demanding higher wages and benefits",The event described in this text is a strike.,0,1
event_test_601,601,mlburnham/scad_event_entailment,The Canal Free Zone's business association stages a one-day strike to protest a tax hike; about 2000 businessmen participate. 200 unemployed people gather to support the strike.,The event described in this text is a strike.,0,1
event_test_602,602,mlburnham/scad_event_entailment,A vehicle the U.N.-O.A.S. was traveling in was surrounded by government forces and hit with rifles and batons.,The event described in this text is a strike.,1,0
event_test_603,603,mlburnham/scad_event_entailment,About 750 Port-Au-Prince public employees shut down City Hall and went on strike to demand back pay owed by the federal government.,The event described in this text is a strike.,0,1
event_test_604,604,mlburnham/scad_event_entailment,"2000 public sector doctors strike to get wage negotiations restarted. In May, they invade a government building, but riot police evict them.",The event described in this text is a strike.,0,1
event_test_605,605,mlburnham/scad_event_entailment,Miners on strike as company has not paid a promised bonus,The event described in this text is a strike.,0,1
event_test_606,606,mlburnham/scad_event_entailment,"Around 10,000 of protesters marched in Bamako in support of the Malian army and calling for a West African force to intervene and retake Mali's north from occupying Islamist forces.",The event described in this text is a strike.,1,0
event_test_607,607,mlburnham/scad_event_entailment,Four people died in renewed clashes between the opposition and the police. The parties blamed each other for the violence.,The event described in this text is a strike.,1,0
event_test_608,608,mlburnham/scad_event_entailment,"General strike called to protest termination of public works projects, demand better electric service and inflation control, escalated to riot.",The event described in this text is a strike.,0,1
event_test_609,609,mlburnham/scad_event_entailment,Youths suspected of supporting CCM beat CUF supporters and torch houses,The event described in this text is a strike.,1,0
event_test_610,610,mlburnham/scad_event_entailment,"Municipal workers strike over pay, stage protest marches in several major cities. Several of these marches degenerate into violence and looting.",The event described in this text is a strike.,0,1
event_test_611,611,mlburnham/acled_event_entailment,"an unidentified armed group threw a grenade, killing 2 civilians in Ruvumu (Kiganda, Muramvya). Land conflicts are determined to be behind this attack. 1 child was injured. 2 people have been arrested.",This text is about grenade use.,0,1
event_test_612,612,mlburnham/acled_event_entailment,'1 ICRC national staff guard killed when unidentified man hurled a hand grenade to a house of international organization',This text is about grenade use.,0,1
event_test_613,613,mlburnham/acled_event_entailment,"2 women and a man were injured in a grenade hurled by an unidentified group in Tarinkot district, Urozgan province.",This text is about grenade use.,0,1
event_test_614,614,mlburnham/acled_event_entailment,"suspected militants (coded as Kashmir Rebels) threw a grenade at a CRPF bunker at Gulshan Nagar in Naugam town (Srinagar, J&K). No injuries were reported after the grenade failed to explode.",This text is about grenade use.,0,1
event_test_615,615,mlburnham/acled_event_entailment,Unidentified attackers hurled two hand grenades at Xamar Weyne Police Station (Xamar Weyne/Hawl-Wadaag District) in the evening of 10/10. No casualties were reported. The perpetrators escaped.,This text is about grenade use.,0,1
event_test_616,616,mlburnham/acled_event_entailment,A minor girl was killed and and her little brother injured in a hand grenade blast at a bungalow in PECH Society.No group has claimed responsibility for the attack.,This text is about grenade use.,0,1
event_test_617,617,mlburnham/acled_event_entailment,"unidentified militants (coded as Kashmir Rebels) lobbed a grenade at a police vehicle at Batamaloo town (Srinagar district, J&K). There were no casualties.",This text is about grenade use.,0,1
event_test_618,618,mlburnham/acled_event_entailment,"an unidentified Palestinian group threw a pipe bomb at Israeli forces in Zububah (Jenin, West Bank). No casualties occurred.",This text is about grenade use.,0,1
event_test_619,619,mlburnham/acled_event_entailment,Unidentified attackers threw a hand grenade against Jubaland forces in Wamo section in Farjano neighbourhood (Kismaayo) in the evening of 20/03. No casualties were reported. The perpetrators escaped.,This text is about grenade use.,0,1
event_test_620,620,mlburnham/acled_event_entailment,At one person has been wounded in a grenade explosion in Mogadishus Suuq Baad neighborhood,This text is about grenade use.,0,1
event_test_621,621,mlburnham/acled_event_entailment,A hand grenade was hurled at a TFG guest-house that was accommodating three TFG MPs. The perpetrators escaped unidentified. No casualties were reported,This text is about grenade use.,0,1
event_test_622,622,mlburnham/acled_event_entailment,"group of unidentified assailants hurled a bomb at a passport office injuring two law enforcers, at Jessore city.",This text is about grenade use.,0,1
event_test_623,623,mlburnham/acled_event_entailment,3 MQM MPA's were among the 29 injured and one has since succumbed to his injuries in a hand grenade attack on the party's camp in Orangi Town. Jamaatul Ahrar has claimed responsibility for the attack,This text is about grenade use.,0,1
event_test_624,624,mlburnham/acled_event_entailment,Unidentified attackers hurled a hand grenade at police vehicle in Saraha neighbourhood (Marka) in the morning of 07/05. Reports indicate that the vehicle was carrying two local police commanders accompanying SNG Prime Minister during his visit to Marka. The two commanders were injured in the blast. The perpetrators escaped from the scene. It is not clear if the intended target of the attackers was the police or the government official.,This text is about grenade use.,0,1
event_test_625,625,mlburnham/acled_event_entailment,"A Grenade attack targets a security forces checkpoint and police station injuring three,attackers escaped the scene. No group has yet to claim either attack.",This text is about grenade use.,0,1
event_test_626,626,mlburnham/acled_event_entailment,"2018 in Nis, Serbia an explosive device was thrown at a citizen's house.",This text is about grenade use.,0,1
event_test_627,627,mlburnham/acled_event_entailment,Horn Afrik. Italian doctor wounded in a grenade attack on a hospital. Perpetrators unknown.,This text is about grenade use.,0,1
event_test_628,628,mlburnham/acled_event_entailment,"militants (coded as Baloch Separatists) on a motor cycle hurled a grenade into a house, it exploded in the courtyard, injuring a woman and her child on Mano Jan road in Quetta city (Quetta, Balochistan).",This text is about grenade use.,0,1
event_test_629,629,mlburnham/acled_event_entailment,"an unknown party carried out a grenade attack against Rudaw office in Erbil, a staff member, a driver and three security guards were wounded and two vehicles damaged.",This text is about grenade use.,0,1
event_test_630,630,mlburnham/acled_event_entailment,"Six grenades exploded, one soldier injured.",This text is about grenade use.,0,1
event_test_631,631,mlburnham/acled_event_entailment,"a grenade of 2 presumed ADF elements exploded in Beni, injuring 3 persons.",This text is about grenade use.,0,1
event_test_632,632,mlburnham/acled_event_entailment,22 June. Suspected al Shabaab assailant hurls a hand grenade towards a MoSF checkpoint in Hawl Wadaag. One MoSF soldier and two civilian bystanders were injured by the blast. The perpetrator escaped the scene.,This text is about grenade use.,0,1
event_test_633,633,mlburnham/acled_event_entailment,"in Jamundi municipality, Valle del Cauca, two armed men on a motorcycle threw a grenade to the car of an indigenous social leader, parked in front of a park in the indigenous reserve Kwesx Kiwe Nasa. No one was injured.",This text is about grenade use.,0,1
event_test_634,634,mlburnham/acled_event_entailment,Al Shabaab threw a hand grenade at government security forces (SNA) base in Afarta jirdiin neighborhood in Mogadishu - Yaqshid (Banadir). There were no casualties. Al Shabaab claimed responsibility. Other sources reported that one SNA was injured.,This text is about grenade use.,0,1
event_test_635,635,mlburnham/acled_event_entailment,an unidentified gunman threw a grenade at a market in Suq al Haraj in Ash Shaikh Outhman district (Aden) injuring 4 civilians including 3 children.,This text is about grenade use.,0,1
event_test_636,636,mlburnham/acled_event_entailment,"unidentified person carried out a grenade attack on an army camp at Tahab village (Pulwama, J&K).",This text is about grenade use.,0,1
event_test_637,637,mlburnham/acled_event_entailment,"A Grenade attack targets a security forces checkpoint and police station injuring three, attackers escaped the scene. Al Shabaab claimed responsibility for the attack.",This text is about grenade use.,0,1
event_test_638,638,mlburnham/acled_event_entailment,"On Oct. 10 2018, unidentified attackers threw a grenade into the house of the father of the C14 coordinator Serhii Mazur in Boryspil, Kiev. Mazur's father got injured.",This text is about grenade use.,0,1
event_test_639,639,mlburnham/acled_event_entailment,"Unknown men reportedly attacked the textile factory in Ash Sheikh Othman with SAF and RPGs, destroying a weapons storage. The source mentioned that Al-Mihdhar battalion (pro-Hadi force) was positioned in the factory.",This text is about grenade use.,0,1
event_test_640,640,mlburnham/acled_event_entailment,1 Afghan Policeman was killed and 6 were wounded by a grenade attack conducted by unidentified armed militants in Kabul city.,This text is about grenade use.,0,1
event_test_641,641,mlburnham/acled_event_entailment,Unidentified attackers hurled a hand grenade at the residence of the Jubaland deputy army commander (Ali Gardhub) in Siinay neighbourhood of Kismaayo in the evening of 14/11. No casualties were reported. The perpetrators escaped from the scene.,This text is about grenade use.,0,1
event_test_642,642,mlburnham/acled_event_entailment,unknown tribal militants conducted a tribally motivated attack with a hand grenade targeting a civilian residence in the Ur neighborhood of Baghdad - Adhamiya. The blast injured 4. There were no fatalities.,This text is about grenade use.,0,1
event_test_643,643,mlburnham/acled_event_entailment,"in Ta/15 ward administration office in Shwepyithar township (Yangon-North district, Yangon region), a hand grenade was thrown into the office. There were no casualties.",This text is about grenade use.,0,1
event_test_644,644,mlburnham/acled_event_entailment,"unknown gunmen threw a hand grenade at a car in Jarablus city in Aleppo countryside, damaging the car, without causing any casualties.",This text is about grenade use.,0,1
event_test_645,645,mlburnham/acled_event_entailment,unidentified assailants threw a hand grenade at the STC Security Belt forces HQs in Lawdar city (Abyan). There were no injuries or fatalities.,This text is about grenade use.,0,1
event_test_646,646,mlburnham/acled_event_entailment,"Unidentified assailants, suspected of being AS members, hurled a hand grenade against a hotel(Mom) near Hirshabelle state house on 20/12. Their target is believed to be two soldiers who were guarding the hotel. Two civilians and a soldier got injured in the explosion.",This text is about grenade use.,0,1
event_test_647,647,mlburnham/acled_event_entailment,"A grenade explosion killed a three-year-old child and seriously wounded four others in southwest Cyangugu District in Gataranga village, Kigirwe sector, in Nyakabuye Commune. (responsible party unknown).",This text is about grenade use.,0,1
event_test_648,648,mlburnham/acled_event_entailment,unknown militants targeted a gas/petrol station and a hotel with hand grenades in the Sadoon area of Baghdad - Rusafa. The security forces arrested 2 militants for conducting the attacks. There were no casualties.,This text is about grenade use.,0,1
event_test_649,649,mlburnham/acled_event_entailment,Grenades thrown at a minibus. 2 injured.,This text is about grenade use.,0,1
event_test_650,650,mlburnham/acled_event_entailment,"Grenade attack on house of Christian Rajaobelina, local public prosecutor",This text is about grenade use.,0,1
event_test_651,651,mlburnham/acled_event_entailment,BLA militants lobbed a grenade at Khuzdar city (Balochistan) at a stall selling Pakistan flags. One person was killed and four others were left injured in the explosion.,This text is about grenade use.,0,1
event_test_652,652,mlburnham/acled_event_entailment,Unidentified attackers hurled two simultaneous hand grenades at police at Bakaara Junction (Hodan District) in the evening of 26/06. A police officer and two civilian bystanders were killed and three other people were injured in the blast. The perpetrators escaped.,This text is about grenade use.,0,1
event_test_653,653,mlburnham/acled_event_entailment,A grenade attack injured four people while police conducted searches in the Musaga neighbourhood of Bujumbura.,This text is about grenade use.,0,1
event_test_654,654,mlburnham/acled_event_entailment,"a house was damaged in a grenade attack in the industrial town of Hub, no one was injured.",This text is about grenade use.,0,1
event_test_655,655,mlburnham/acled_event_entailment,Unknown groups threw hand grenades to Madina hotel in Hamarjajab and in this hotel there lives delegates from Puntland and one of the deligates was wounded in the explosion as the district commissioner told Shabelle.,This text is about grenade use.,0,1
event_test_656,656,mlburnham/acled_event_entailment,"a police officer threw a grenade in Opishnya, Poltava, wounding a civilian woman. His motive is unclear.",This text is about grenade use.,0,1
event_test_657,657,mlburnham/acled_event_entailment,"Al Shabaab carries out a grenade attack on Jowhar airfield, resulting in the deaths of at least seven soldiers.",This text is about grenade use.,0,1
event_test_658,658,mlburnham/acled_event_entailment,2 people were injured by a grenade thrown at a house.,This text is about grenade use.,0,1
event_test_659,659,mlburnham/acled_event_entailment,"Two grenades were hurled overnight in the Jabe neighborhood of Bujumbura, but no injuries were reported.",This text is about grenade use.,0,1
event_test_660,660,mlburnham/acled_event_entailment,2 died and 6 were wounded in a grenade attack at a bar. The perpetrators remain unidentified.,This text is about grenade use.,0,1
event_test_661,661,mlburnham/acled_event_entailment,"Al Shabaab militants threw a hand grenade at government forces (assumed military) in the Xero-Tolmo Govt Forces camp near the Ministry of Defence in Mogadishu-Hodan (Hodan, Banadir).",This text is about grenade use.,0,1
event_test_662,662,mlburnham/acled_event_entailment,"in San Jose de Guanipa (Anzoategui), members of an organized crime group threw a grenade into a gas station on La Paz street, damaging the business and some nearby cars. The owner of the targeted business was known to have refused to pay extortion demands made by criminals in the area. There were no fatalities.",This text is about grenade use.,0,1
event_test_663,663,mlburnham/acled_event_entailment,"Unidentified gunmen threw an explosive device at a police station in Krayter district, Aden. No injuries reported.",This text is about grenade use.,0,1
event_test_664,664,mlburnham/acled_event_entailment,"Unidentified attackers threw a hand grenade against the security guards of Ambassador Hotel (Hodan District) in the evening of 02/02. Unconfirmed reports indicate that some civilians may have been injured or killed by the blast, though this has not been not confirmed. The perpetrators escaped from the scene.",This text is about grenade use.,0,1
event_test_665,665,mlburnham/acled_event_entailment,"one killed five wounded in grenade attack, including soldiers. perp unnamed",This text is about grenade use.,0,1
event_test_666,666,mlburnham/acled_event_entailment,"unidentified people threw a grenade and injured six on duty security forces (coded as Federal Police), including five militias, in Woldiya town (Weldiya, North Wello, Amhara). Following the attack, gunfire was heard in the town. No further information about the gunfire.",This text is about grenade use.,0,1
event_test_667,667,mlburnham/acled_event_entailment,"in Barranquilla (Atlantico), two unidentified individuals threw a grenade at the house of the director of the youth division of the Green Alliance (AV) political party in the San Roque neighborhood. The AV member was inside the house at the moment of the attack, however, he was unharmed. One of the suspects clashed with police officers after perpetrating the attack (coded separately). There were no casualties.",This text is about grenade use.,0,1
event_test_668,668,mlburnham/acled_event_entailment,"no injuries were reported when suspected militants (coded as Kashmir Rebels) launched a grenade at an army camp in Sumbal town (Bandipora, J&K).",This text is about grenade use.,0,1
event_test_669,669,mlburnham/acled_event_entailment,"Mohammed Javed (24), commander of Jamaat-ul Mujahideen (JMB) Chittagong unit, was killed, and two police men were injured in a grenade explosion in Ananya residential area in Chittagong on Wednesday [7October]. The police was conducting a raid, together with the earlier captured Javed, when JMB members threw a granade at them.",This text is about grenade use.,0,1
event_test_670,670,mlburnham/acled_event_entailment,"Unknown armed men reportedly throw a grenade at a military vehicle in Sayrah district, which resulted in injuring three soldiers.",This text is about grenade use.,0,1
event_test_671,671,mlburnham/acled_event_entailment,"Suspected BIFF threw a grenade at civilians in Barangay Kolambog, Pikit, Cotabato on 15 April. Three civilians were injured.",This text is about grenade use.,0,1
event_test_672,672,mlburnham/acled_event_entailment,"Ethiopian soldier throws grenade inside hotel, three civilians killed",This text is about grenade use.,0,1
event_test_673,673,mlburnham/acled_event_entailment,"in Mahaaungmyay township (Mandalay district, Mandalay region), an unidentified armed group carried out grenade attack against two traffic police officers who were stopping people for security check at around 2 pm on the corner of 78th and 37th streets. Casualties unknown.",This text is about grenade use.,0,1
event_test_674,674,mlburnham/acled_event_entailment,Grenades launched in Cibitoke.,This text is about grenade use.,0,1
event_test_675,675,mlburnham/acled_event_entailment,"unidentified armed men threw a hand grenade targeting a Shiite gathering in Al Qasim in al-Hashimiya district, Babylon province. Only material damages were reported.",This text is about grenade use.,0,1
event_test_676,676,mlburnham/acled_event_entailment,"in Puerto Jordan, Arauquita, ELN members threw a hand grenade to a checkpoint of the military forces. One soldier and one civilian resulted injured.",This text is about grenade use.,0,1
event_test_677,677,mlburnham/acled_event_entailment,unidentified gunmen threw 2 grenades at the head of the Karak municipality's vehicle in Karak in Dar'a. Neither fatalities nor injuries were reported.,This text is about grenade use.,0,1
event_test_678,678,mlburnham/acled_event_entailment,at least 20 people were injured after a hand grenade exploded outside Balochistan Awami Party's electoral office in Dalbadin. It was not clear who threw the grenade.,This text is about grenade use.,0,1
event_test_679,679,mlburnham/acled_event_entailment,"in Htaukkyant town (Mingaladon township, Yangon-North district, Yangon region), an unidentified armed group on a motorcycle attacked the guardhouse at the entrance of the military base (LIB-106) with a handmade grenade at around 10 pm, injuring a military soldier.",This text is about grenade use.,0,1
event_test_680,680,mlburnham/acled_event_entailment,Unknown men hurled hand grenades to the district commissioners residence in Wadajir/Medina district. No injuries reported.,This text is about grenade use.,0,1
event_test_681,681,mlburnham/acled_event_entailment,"HBDH militants attacked drug sellers via improvised explosive devices [presumably thrown] in Sehitlik neighborhood of Yenisehir town, Diyarbakir. Casualties unknown.",This text is about grenade use.,0,1
event_test_682,682,mlburnham/acled_event_entailment,Dozens of Ethiopian troops were injured after unknown persons hurled a hand grenade on a local administration office in Ambo.,This text is about grenade use.,0,1
event_test_683,683,mlburnham/acled_event_entailment,"militants (coded as Baloch Separatists) hurled a grenade at the residence of a PPP electoral candidate in Chitkan city (Panjgur, Balochistan) ahead of the elections. There were no casualties.",This text is about grenade use.,0,1
