source_id,source_row,source_sentiment,source_fold,source_vader_sentiment,source_svm_sentiment,source_bert_sentiment,text,gt_pro_kavanaugh
kavanaugh_521,521,0,5,0.0,0,0,"RT @SarahPalinUSA After Booker Tries to Shame Kavanaugh, His OWN Skeletons Come Out of the Closet https://t.co/OVQT1f8tr6",1
kavanaugh_522,522,0,5,0.0,0,0,RT @RealJack Just vote and confirm Kavanaugh already. She’s clearly a pathological liar. INFURIATING: Chuck Grassley Gives ONE MORE Extension To Ford; And Time Is Running Out https://t.co/Lpof94DXv6,1
kavanaugh_523,523,0,2,0.0,0,1,"The more I hear, the more convinced no matter what Dr. Ford says they are going to vote Kavanaugh in. They are only having her testify so they can say they did it, not because they want to get to the truth. So she will be \heard\"" but they will not care what she says.""",0
kavanaugh_524,524,0,1,1.0,0,1,"RT @reader \Throughout my life, I have felt so attuned to men’s feelings that sometimes I prioritized them over my own (all the sex I didn’t want but had anyway) — either to make those men feel better or to protect myself from their wrath; sometimes both.\"" https://t.co/9qKCjPr0hr""",0
kavanaugh_525,525,0,1,,0,0,"RT @krassenstein The man’s name was Garrett Ventry. It turns out that Ventry also happens to have worked for the very firm, CRC Public Relations, just 3 months ago, who helped Ed Whelen make this incredibly defamatory tweet against Mr. Chris Garret. See here: https://t.co/kudZJdj05W (3)",1
kavanaugh_526,526,0,2,,0,0,RT @kazweida Kavanaugh and Gorsuch have quite a few things in common. Including a sex ed teacher who was convicted of child pornography. 👀 https://t.co/XySbFK74bd,0
kavanaugh_527,527,0,3,0.0,0,0,"RT @atensnut Democrats can’t just “move on” and jump on the bandwagon of Sketchy allegations against Kavanaugh, without accepting the egregiousness of turning their backs on the victims of Bill Clinton.",1
kavanaugh_528,528,0,2,1.0,0,0,RT @KevinBooker212 It’s time for Judge Kavanaugh to say he’s going to sue the shit out of everyone involved in this witch hunt.,1
kavanaugh_529,529,0,5,1.0,0,0,RT @mitchellvii THE AMUSING THING: Kavanaugh will still be confirmed. Democrats just lessened any chance of taking the House in November by acting like partisan clowns. They have just awoken our sleepy base. And now we're pissed.,1
kavanaugh_530,530,0,4,1.0,0,0,Obama: only DEMs are entitled to “Groping” give Joe Biden couple of viagra pills he can do it on camera in public all day long &amp; never get caught -Kavanaugh can covert to liberals &amp; start groping legally! https://t.co/sdlstHk0os,1
kavanaugh_531,531,0,5,0.0,0,0,"What Dr. Ford should say: Grassley, you old white southerner, you have backed me into a corner just like kavanaugh did. You should be removed from office and slink off in shame. NO woman should vote Republican again.",0
kavanaugh_532,532,0,5,1.0,0,0,RT @mitchellvii THE AMUSING THING: Kavanaugh will still be confirmed. Democrats just lessened any chance of taking the House in November by acting like partisan clowns. They have just awoken our sleepy base. And now we're pissed.,1
kavanaugh_533,533,0,4,0.0,0,0,"RT @senatemajldr Democrats have perpetuated false, unfair and unfounded attacks on Judge Kavanaugh. https://t.co/s28UswIklI https://t.co/8jjFwugLNY",1
kavanaugh_534,534,0,3,1.0,0,0,RT @brithume Any chance reporters looking into who might be behind the Ed Whelan fiasco might also be interested in the resistance ties of those assisting Dr. Ford? https://t.co/tI8ppP1sqS,1
kavanaugh_535,535,0,3,0.0,0,0,"RT @justinjm1 This isn't a \setback,\"" it's a null. Why would she remember Kavanaugh at a party 36 years ago unless something memorable, literally, happened? Ford remembers, she says, because she was almost raped. https://t.co/CkN0UXneP0""",0
kavanaugh_536,536,0,3,1.0,0,0,"RT @KimStrassel Wow. And CNN reporting that the fourth person, Leland Keyser, is denying memory of knowing kavanaugh or of this event, even though \Keyser is a lifelong friend of Ford's.\"" Wow, again.""",1
kavanaugh_537,537,0,3,1.0,0,0,"RT @tribelaw Whatever Dr. Blasey Ford decides about testifying despite the rigged process, and whatever the Senate does, what happened in MD isn’t going to stay in MD. Nor will Kavanaugh’s denial remain in the WH &amp; the Senate. It will reverberate “until the last syllable of recorded time.” https://t.co/O1b9AHnTz1",0
kavanaugh_538,538,0,4,0.0,0,0,"RT @BuckSexton I would prefer it if Ford’s lawyers would spare us the continued lies, stalling and shenanigans- Just tell us that, for no apparent reason, the first day Blasey Ford can testify is after the last day it would be possible to have a vote on Kavanaugh",1
kavanaugh_539,539,0,5,0.0,0,0,Totally disingenuous. Keyser flatly denies even knowing Kavanaugh &amp; or participating in ‘any’ party with him. Keyser is faulting Ford’s memory. https://t.co/sPQJZ2XBJ8,1
kavanaugh_540,540,0,4,0.0,0,0,RT @HeyTammyBruce This is clearly a charade. Ford’s own ‘witnesses’ have denied to Senate committee being at the party where she alleges the attack occurred. One identifies as a “lifelong friend” &amp; insists she was never at *any party* ever w the two of them 🤦🏻‍♀️ https://t.co/YsM9ieHM7R,1
kavanaugh_541,541,0,2,1.0,0,0,"RT @TedGenoways On Sunday, before her name was public, Christine Blasey Ford alerted an associate via email that GOP and Federalist Society operative Ed Whelan had looked at her LinkedIn page. If Kavanaugh didn't assault ANYONE, how did he and associates know Ford's name? https://t.co/dfI8o3SuN1",0
kavanaugh_542,542,0,3,1.0,0,0,RT @rweingarten Why is Chuck Grassley setting such arbitrary deadlines? Why is he rushing when he’s kept SCOTUS seats open much longer than this? What doesn’t he want the American people to find out? https://t.co/tApwLSDKF8,0
kavanaugh_543,543,0,3,0.0,0,0,Alyssa Milano: I was sexually assaulted as a teen. Here’s why I didn’t report. #Kavanaugh @realDonaldTrump https://t.co/6NaFwZT3S3,0
kavanaugh_544,544,0,1,1.0,0,0,"RT @BionicBlonde @RevDrBarber Yes, let's see @SenatorCollins put her vote where her mouth insists she is. Does she really want this Kavanaugh debacle to be for what she wants to be remembered?",0
kavanaugh_545,545,0,1,0.0,0,0,"RT @tedlieu Don't let the GOP rewrite the standards just for Kavanaugh. Would Judge Kozinski, Sen Franken, Rep Meehan, Rep Franks, Rep Conyers, Rep Farenthold &amp; others been convicted in a criminal trial? Probably not. But they lost their jobs. Kavanaugh should not get a special preference. https://t.co/RF7ErLBwOS",0
kavanaugh_546,546,0,3,,0,0,"RT @sarahkendzior Thread on the \average voters\"" defending Kavanaugh on CNN who are actually Republican operatives https://t.co/jO6zEJ0mJA""",0
kavanaugh_547,547,0,5,0.0,0,0,RT @dbongino Is there ever going to come a day when Republicans stop pretending we lost the election? #Kavanaugh #Immigration #GovernmentSpending,1
kavanaugh_548,548,0,4,1.0,0,0,RT @ChuckCallesto Breaking #FoxNews Alert : Dems float idea of impeaching Kavanaugh even if he is confirmed to Supreme Court,1
kavanaugh_549,549,0,1,0.0,0,0,Whoa! Christine Ford Caught #Republican Lawyer @EdWhelanEPPC Snooping Her LinkedIn Page 90 Minutes After W.H. Learned Her I.D. https://t.co/p6nXWpYPU0. #Kavanaugh denied conspiring with #Whelan! Looking for dirt but came up empty. Professor# Ford is real deal! https://t.co/yixcnkWdJQ,0
kavanaugh_550,550,0,5,0.0,0,0,"RT @dbongino If Brett Kavanaugh’s confirmation is derailed, while Keith Ellison becomes the lead law enforcement officer in his state, the Republican base’s anger at the Hill Republicans for their ineptitude is going to be VOLCANIC. #Kavanaugh",1
kavanaugh_551,551,0,4,0.0,0,0,"&amp; please holler the facts about Kavanaugh LYING to congress, as proven by e-mails. -&amp; holler that caught lying to the congress is a no-go in any confirmation process. -&amp; continue to holler that Grassley's attempts to ram this nominee through without due process is unacceptable.",0
kavanaugh_552,552,0,4,0.0,0,0,RT @JRubinBlogger this is idiotic. it's not a criminal trial. the obligation is on him to convince senators he should get a lifetime appointment. I swear Graham has dropped 50 IQ pts since McCain passed away https://t.co/9GaA3aIagP,0
kavanaugh_553,553,0,1,1.0,0,0,"RT @johncardillo I just hope that when #Kavanaugh is seated on SCOTUS, he remembers daily what Democrats and leftist activists did to him and his family.",1
kavanaugh_554,554,0,2,1.0,0,0,"RT @RealCandaceO #whyididntreportit Because it never happened, and I’m literally making it up so that I can help @TheDemocrats delay Brett Kavanaugh’s hearing. Thank you all for allowing me this safe space to share my non-story, 34 years later.",1
kavanaugh_555,555,0,2,0.0,0,0,RT @marklevinshow Disgraced former Deputy FBI Director Andrew McCabe’s lawyer has now joined the Kavanaugh accuser’s legal team https://t.co/A4pwK9zSwE,1
kavanaugh_556,556,0,3,0.0,0,0,"RT @charliekirk11 This is so much bigger than Kavanaugh This is the most visible &amp; consequential test of how the sinister left will do absolutely anything to maintain power and attack conservatives Lie, cheat, delay. Whatever it takes. We absolutely cannot allow them to win. Confirm Kavanaugh",1
kavanaugh_557,557,0,1,1.0,0,0,"RT @TedGenoways On Sunday, before her name was public, Christine Blasey Ford alerted an associate via email that GOP and Federalist Society operative Ed Whelan had looked at her LinkedIn page. If Kavanaugh didn't assault ANYONE, how did he and associates know Ford's name? https://t.co/dfI8o3SuN1",0
kavanaugh_558,558,0,4,0.0,0,0,RT @JackPosobiec Is Brett Kavanaugh refusing to make an appearance and testify? He’s not the one who looks like they’re hiding https://t.co/UAOJNlpB4b,1
kavanaugh_559,559,0,4,0.0,0,0,"RT @adriandt31 If Kavanaugh is guilty with no proof Then, Hillary, &amp; Obama are guilty of treason THE END!",1
kavanaugh_560,560,0,4,,0,0,RT @BuckSexton This is a mistake. You said Friday. She played games. Vote Monday. https://t.co/bWzHxwB9x9,1
kavanaugh_561,561,0,3,0.0,0,0,"RT @dbongino Dear DC Republicans, You’re grossly misreading the country’s sentiments regarding the Kavanaugh confirmation. You’ve been more than accommodating to the accuser in this case but it’s now time to move on and vote. NO MORE DELAYS. If you fail to act there will be serious blowback.",1
kavanaugh_562,562,0,3,0.0,0,0,"RT @AnnCoulter Senator, she's not testifying. Her lawyers are stalling until they can find a willing stooge to make another non-disprovable charge against Kavanaugh. END THE MADNESS! VOTE MONDAY. https://t.co/TP3qMkshrr",1
kavanaugh_563,563,0,1,1.0,0,0,RT @KaivanShroff Rich white male privilege is defining “having your life ruined” as not getting to be on the Supreme Court.,0
kavanaugh_564,564,0,5,0.0,0,0,"RT @dbongino Dear DC Republicans, You’re grossly misreading the country’s sentiments regarding the Kavanaugh confirmation. You’ve been more than accommodating to the accuser in this case but it’s now time to move on and vote. NO MORE DELAYS. If you fail to act there will be serious blowback.",1
kavanaugh_565,565,0,5,0.0,0,0,@johniadarola Yeah they only care about confirming their little c*** cock boy to the Supreme Court so that way you can overturn a women's rights and tell them to go suffer and die I'd like to see the day when his two grown girls get pregnant by some rapist or whatever and then he has to deal,0
kavanaugh_566,566,0,5,0.0,0,0,"RT @kylegriffin1 Garrett Ventry, the Judiciary Committee adviser who just resigned over sexual harassment allegations, has left the PR he was working for, too. The PR firm was CRC Public Relations, the firm that apparently helped Ed Whelan push his bogus conspiracy theory. https://t.co/Kuaiau9clP",0
kavanaugh_567,567,0,4,,0,0,RT @DailyCaller Huffington Post Poll Shows Few Believe Kavanaugh’s Accuser Is Credible https://t.co/AIcSUbzJpn https://t.co/aQzXF6mW59,1
kavanaugh_568,568,0,2,0.0,0,0,RT @BrianKarem BREAKING: Montgomery MD PD Chief Tom Manger confirms will investigate sexual allegations against Brett Kavanaugh if a complaint is filed. ⁦@CNN⁩ ⁦@ChrisCuomo⁩ https://t.co/JDo30ZVPJn,0
kavanaugh_569,569,0,2,0.0,0,0,RT @maziehirono Chairman Grassley is now threatening to hold a vote on Brett Kavanaugh’s nomination on Monday unless Dr. Blasey Ford gives in to his demands. The 11 Republican men on the committee are treating this like a hostage situation. They just don’t get it.,0
kavanaugh_570,570,0,1,0.0,0,0,"RT @Jali_Cat Fords Unanswered Questions: ❓The year/day it happened ❓Where it took place ❓How she got there ❓How she got home ❓If she says she was scared and didn’t tell anyone when she was younger, then what’s her excuse as an ADULT the last 20 yrs Kavanaugh has served the public?? @GOP",1
kavanaugh_571,571,0,4,0.0,0,0,RT @TomSteyer All anti-democratic movements are rooted in anti-feminism. Mr. Kavanaugh is not telling the truth.,0
kavanaugh_572,572,0,5,0.0,0,0,RT @christinawilkie New: Trump HUD Secretary Ben Carson believes the Kavanaugh sexual assault allegations are part of a centuries old Socialist plot that began in England with something called the Fabian Society. https://t.co/ln3lGSlfC1,0
kavanaugh_573,573,0,5,1.0,0,0,RT @brithume Any chance reporters looking into who might be behind the Ed Whelan fiasco might also be interested in the resistance ties of those assisting Dr. Ford? https://t.co/tI8ppP1sqS,1
kavanaugh_574,574,0,4,0.0,0,0,"RT @VABVOX Republicans: \It's terrible that a woman could ruin a man's life with a sexual assault accusation!\"" Also Republicans: \""Hey--did you see Ed Whelan &amp; Garrett Ventry said it could be a different guy, not Kavanaugh, who sexually assaulted Ford? Let's blame him!\"" Deplorable, indeed.""",0
kavanaugh_575,575,0,4,0.0,0,0,RT @true_pundit KELLYANNE WONDERS WHY KAVANAUGH VOTE IS BEING DELAYED FOR DEMS WHO WON’T VOTE FOR HIM ANYWAY https://t.co/58WzKcaroB,0
kavanaugh_576,576,0,5,1.0,1,0,Great thread outing the so called random panel of women on @CNN supporting Kavanaugh. Either @CNN is complicit or they need new producers! I’m leaning towards complicity. https://t.co/v8PP49qWzp,0
kavanaugh_577,577,0,1,0.0,0,0,"RT @KimStrassel 1) Breaking, and a big deal: Fourth person that Ford named as present at infamous event denies even knowing kavanaugh, much less ever attending a party where he was present.",1
kavanaugh_578,578,0,1,0.0,0,0,"RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",1
kavanaugh_579,579,0,5,,0,0,RT @gatewaypundit IT WAS ALL A DEMOCRAT PLOT: Christine Ford Adviser Told Democrats in July Call About Plot to Take Down Kavanaugh (AUDIO) https://t.co/ouzRHicYcT via @gatewaypundit,1
kavanaugh_580,580,0,5,0.0,0,0,"RT @MarkSimoneNY Hey Democrats, I know you’re busy investigating Judge Kavanaugh’s high school misconduct, but when you get a minute, the vice chairman of YOUR party is accused of violently abusing a woman: https://t.co/nl7m2N0a8L",1
kavanaugh_581,581,0,4,0.0,0,0,RT @HoarseWisperer We’re maybe a week away from learning that the GOP knew about Kavanaugh’s past all along and engineered a cover-up long before he first accepted the nomination.,0
kavanaugh_582,582,0,4,1.0,0,0,"Dear God, I pray that the amount of people I triggered this morning by merely defending due process for #Kavanaugh are representative of a very very small minority of the American people. Because holy crap-if this is the majority, America is fucked. Amen.",1
kavanaugh_583,583,0,2,0.0,0,0,"RT @dbongino Dear DC Republicans, You’re grossly misreading the country’s sentiments regarding the Kavanaugh confirmation. You’ve been more than accommodating to the accuser in this case but it’s now time to move on and vote. NO MORE DELAYS. If you fail to act there will be serious blowback.",1
kavanaugh_584,584,0,5,0.0,0,0,"RT @keithboykin Trump’s HUD Secretary Ben Carson links the allegations against Brett Kavanaugh to a socialist plot begun by the 19th Century Fabian Society. “And the further they get away from being able to control the courts, the more desperate they become.” https://t.co/pVnA5gxfxs",1
kavanaugh_585,585,0,2,1.0,0,0,"RT @TedGenoways On Sunday, before her name was public, Christine Blasey Ford alerted an associate via email that GOP and Federalist Society operative Ed Whelan had looked at her LinkedIn page. If Kavanaugh didn't assault ANYONE, how did he and associates know Ford's name? https://t.co/dfI8o3SuN1",0
kavanaugh_586,586,0,1,0.0,0,0,"RT @Helenhs I swear, this story gets crazier by the second. Now the GOP spokesman for the Kavanaugh nomination has resigned in disgrace after sexual assault allegations come to light. GOP — party of sexual predators. ⁦@GOP⁩ https://t.co/Zi4EuWRibO",0
kavanaugh_587,587,0,5,0.0,0,0,RT @mitchellvii NO ONE BELIEVES HER - HOLD THE DAMNED VOTE! Only 25 Percent of Women Think Kavanaugh Accusations Are Credible https://t.co/ST0Y2aiUmQ,1
kavanaugh_588,588,0,1,0.0,0,0,So the Democrats are floating the idea of impeaching Kavanaugh what happened to due process of the law under the constitution and that you’re innocent until proven guilty? These people and their liberal agendas are just sick,1
kavanaugh_589,589,0,4,0.0,0,0,RT @ALT_uscis HEAR: #BREAKING Garrett Ventry a spokesman on Kavanaugh nomination for committee chaired by Grassley resigns after accusations of sexual harassment - THIS IS THE GUY DEVELOPING STRATEGY TO THE MEDIA!!!!!!!! unbelievable https://t.co/Cn9vT2gD9a via @NBCNews,0
kavanaugh_590,590,0,4,0.0,0,0,RT @PattyArquette Doubling down on Kavanaugh was the hubris of @SenateMajLdr and @realDonaldTrump And it will likely destroy the Republican Party.,0
kavanaugh_591,591,0,1,0.0,0,0,Stop 🛑 this none sense NOW she is never going to show up to testify it’s all a shame to make Republicans look stupid and to Smear Judge 👨‍⚖️ Kavanaugh good name which she has already managed to accomplish! Grow some BALLS 🏀 VOTE 🗳 Already! https://t.co/Xv4tbfx3jz,1
kavanaugh_592,592,0,3,1.0,0,0,"RT @alley167 @cg_sands4 Spot on! America is walking a thin line. Democrats are putting a target on our young men if this goes through. I have no respect for Democrats or MSM left. How they treated this Ford situation,whiledevastating Kavanaugh and his children.God please give them strength https://t.co/lFV9lnxSzq",1
kavanaugh_593,593,0,2,1.0,0,0,"RT @AstorAaron Looks like Garrett Ventry, the spokesman for Grassley and Sr Acct Exec at the PR firm that helped Ed Whelan create his doppelgänger scheme, had his own sexual harassment issues. And now he’s fired. Amazing. https://t.co/yTgfofGiqI",0
kavanaugh_594,594,0,5,0.0,0,0,"RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",1
kavanaugh_595,595,0,4,0.0,0,0,RT @Nick_Rizzuto What have the accusations created for Judge Kavanaugh? Has anyone asked him if accusations of attempted rape have caused “tremendous and unwarranted anxiety and stress”? Or does he not matter in this equation anymore? https://t.co/NfQjboLk96,1
kavanaugh_596,596,0,2,0.0,0,0,"RT @TioSantiagoG Whelan, Kavanaugh buddy, ⁦@EdWhelanEPPC⁩, ⁦@WhiteHouse⁩ ⁦@realDonaldTrump⁩ ⁦@SenateGOP⁩ ⁦@ChuckGrassley⁩ ⁦@GrassleyPress⁩ ⁦@senorrinhatch⁩ ⁦They ALL KNEW of the incident and knew her name. LIARS! https://t.co/u3VetYLB9g",0
kavanaugh_597,597,0,1,1.0,0,0,"RT @riotwomennn Dear Republican Senators @SenatorFischer @SenatorCollins @lisamurkowski @joniernst @cindyhydesmith @SenCapito The Dean of Yale Law school is now speaking out about Kavanaugh &amp; his bizarre need to have female clerks with a certain \look\"" How can you participate in this? https://t.co/7YyWGSGtky""",0
kavanaugh_598,598,0,2,1.0,0,0,Brett Kavanaugh is the least popular Supreme Court nominee in 30 years,0
kavanaugh_599,599,0,3,0.0,0,1,RT @JosephJFlynn1 Brett Kavanaugh graduated HS same year as me ..are we seriously gonna litigate the behavior of our 17 year old selves now? WTF have we come to? Let’s do that to every Democratic Congressional Member starting today. #KavanaughConfirmation @BarbaraRedgate @mflynnJR,1
kavanaugh_600,600,0,4,0.0,0,0,"RT @dbongino If Brett Kavanaugh’s confirmation is derailed, while Keith Ellison becomes the lead law enforcement officer in his state, the Republican base’s anger at the Hill Republicans for their ineptitude is going to be VOLCANIC. #Kavanaugh",1
kavanaugh_601,601,0,5,1.0,0,0,RT @RevDrBarber Senator Susan Collins says she is appalled by Trump castigating Dr. Ford for her claim against Kavanaugh. Here’s the problem: too many are appalled by Trump’s tweets but accept &amp; support his policies.,0
kavanaugh_602,602,0,2,0.0,0,0,"RT @Jamierodr10 The Kavanaugh hearings is just a preview of the Democrats return to power. Constant interruptions, Radical Protesters,leaking classified information. We can not let the win at midterms! The first thing on their agenda? Impeaching our President! #Votered https://t.co/GBjcAdTsXX",1
kavanaugh_603,603,0,1,0.0,0,0,@essenviews @GovLarryHogan what are you afraid you will uncover if you start investigating Kavanaugh???? Are you part of the cover up? Shame!!!!,0
kavanaugh_604,604,0,4,0.0,0,0,"RT @dbongino If Brett Kavanaugh’s confirmation is derailed, while Keith Ellison becomes the lead law enforcement officer in his state, the Republican base’s anger at the Hill Republicans for their ineptitude is going to be VOLCANIC. #Kavanaugh",1
kavanaugh_605,605,0,3,1.0,0,0,RT @bennyjohnson Dr. Ford will testify that there were 4 people at the party where Kavanaugh allegedly assaulted her. All 4 have released statements. Not a single person supports Ford’s story. ❌ Mark Judge ❌ Patrick J. Smyth ❌ Leland Ingham Keyser(Ford’s lifelong friend) ❌ Brett Kavanaugh,1
kavanaugh_606,606,0,4,1.0,0,0,"RT @DiamondandSilk Back in the day, Clarence Thomas called it a \High Tech Lynching. Today, in the wake of what's happening to Kavanaugh, we call this a \""Political Lynching. This is the same script from the early 90's being played out today!""",1
kavanaugh_607,607,0,4,0.0,0,1,"RT @JacobAWohl What a surprise! Debra Katz, the lawyer representing the woman accusing Brett Kavanaugh of sexual assault, has donated thousands of dollars to Obama, Hillary and the DNC! https://t.co/WK5XYTlcqL",1
kavanaugh_608,608,0,3,0.0,0,0,"RT @MediaShrink @ChuckGrassley NYTimes Rod Rosenstein Anonymous Scam Was DNC Trojan Horse To Usher In Massive Madis Campaign, Marches Senate House &amp; DC Walkouts To Destroy #Kavanaugh Vote! Dr Ford’s Running To @washingtonpost Secret @60Minutres Interview &amp; Delaying Proves Her Political Motivations &amp; Alliances! https://t.co/RrqTSmFQk0",1
kavanaugh_609,609,0,5,0.0,0,1,"RT @twmentality1 UTTERLY DAMNING! Dr. Ford claims Kavanaugh ally, Ed Whelan, viewed her LinkedIn page before her name was made public! Now why would Kavanaugh's goon do oppo research on Dr. Ford when she was still anonymous? KAVANAUGH KNEW IT WAS HER! https://t.co/uJmn9dDVap via @Splinter_news",0
kavanaugh_610,610,0,1,0.0,0,0,RT @KamVTV Kavanaugh accuser Christine Blasey is scared to fly but she interned at university of Hawaii. How did she get there? Boat? DELAY DELAY DELAY TACTIC,1
kavanaugh_611,611,0,4,0.0,0,1,"RT @777isJESUS @Breaking911 You owe it to YOUR constituents to consider the testimonies of the 65+ women who advocated for Judge Kavanaugh, and the 2 gentlemen who testified under oath, vs one person who can't remember vital details of her accusation",1
kavanaugh_612,612,0,1,0.0,0,0,RT @willchamberlain Ms. Ford sent an anonymous letter. She scrubbed her social media. She refuses to go on the record. She demanded an FBI investigation. She demands to testify after Kavanaugh. She demands no questions from outside counsel. Why? Because she’s lying. #ConfirmKavanaugh,1
kavanaugh_613,613,0,3,0.0,0,0,"RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",1
kavanaugh_614,614,0,3,,1,1,RT @DRUDGE_REPORT Lawyer Caught On Camera: 'Going To Resist'... https://t.co/qasWAm0kzW,1
kavanaugh_615,615,0,3,0.0,0,0,"RT @AmySwearer @maziehirono So if men question her, it's shameful. But if those men find women to question her, it's also shameful. Got it. But I'm not sure what sort of rationality I expected from a Senator who determined Kavanaugh is guilty prior to any hearing, questioning, or investigation, either.",1
kavanaugh_616,616,0,1,0.0,0,0,RT @NBCNews A top adviser helping lead the Senate Judiciary Committee's response to a sexual assault allegation against Judge Kavanaugh has resigned amid evidence he was fired from a previous job in part because of a sexual harassment allegation against him. https://t.co/J8qBPUZY3p,0
kavanaugh_617,617,0,3,1.0,0,0,"RT @tribelaw Whatever Dr. Blasey Ford decides about testifying despite the rigged process, and whatever the Senate does, what happened in MD isn’t going to stay in MD. Nor will Kavanaugh’s denial remain in the WH &amp; the Senate. It will reverberate “until the last syllable of recorded time.” https://t.co/O1b9AHnTz1",0
kavanaugh_618,618,0,2,0.0,0,0,RT @TheFakeLiberal 💥 Evil Democrats show they’re happy to sacrifice a good man &amp; SCOTUS Cand so they can… Worship at the Altar of Butchering Baby’s in the Womb! 👇👇More evidence they use Orchestrated Lies &amp; Mob Rule to jam Fictitious 36 y/o claim down our throats. 😡😡 https://t.co/5749s0o0qP,1
kavanaugh_619,619,0,2,0.0,0,0,RT @GeorgeTakei This pathetic president is now attacking Dr. Ford personally. And McConnell said Kavanaugh will get confirmed no matter what. The only language these toads understand is power. So let’s use the power of our votes to strip them of their power in November. It is the only way.,0
kavanaugh_620,620,0,3,1.0,0,0,"RT @Thepragmatist63 From what I've read, Judge Kavanaugh's overwhelming number of decisions favoring management over labor is sufficient reason to deny him a seat on the Supreme Court. (Another Trump, so-called \friend of the employed\"" appointment, Suckers!)""",0
kavanaugh_621,621,0,3,1.0,0,0,"RT @bennyjohnson 🚨 HUGE 🚨 Leland Keyser is Dr. Ford’s lifelong friend. She was a key “witness” at party where Ford was allegedly assaulted by Kavanaugh. She just broke her silence, saying: ❌ Never once met Kavanaugh ❌ Party never happened ❌ Allegations were a shock ❌ No support of Ford",1
kavanaugh_622,622,0,2,0.0,0,0,GOP Staff Questioned Kavanaugh After Allegations Surfaced. Dems Refused To Participate https://t.co/fforeKnnIp,1
kavanaugh_623,623,0,4,0.0,0,0,"RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",1
kavanaugh_624,624,0,5,0.0,0,0,"RT @funder Dear Judge Kavanaugh- We request that you withdraw your nomination. Whether it's the stolen emails, hidden documents, your perjury, your lies, your work in the Bush WH and now the assault allegations... America deserves better. Withdraw. Signed, Everyone Who Retweets This 🇺🇸",0
kavanaugh_625,625,0,5,0.0,0,0,RT @samhaselby Kavanaugh Has Exposed the Savage Amorality of America's Ruling Class. https://t.co/kUCU8q7gMC via @vice,0
kavanaugh_626,626,0,1,0.0,0,0,"RT @EnBolden2 Insane! Former Obama WH lawyer, Kate Shaw, throws due process out the window! NYT: Kavanaugh Has No Right to Presumption of Innocence, ‘Politics’ Should Decide His Guilt Instead https://t.co/5ib2PaZhv4",1
kavanaugh_627,627,0,2,0.0,0,0,RT @KimberlyMrsRR1 ❤️🇺🇸 . It's an obvious Trap! The left no longer feels the “Ford Story” will work to derail the Kavanaugh Likely a planted story to have Trump act irrationally and fire Rosenstein Pathetic Liberal Games! . ❤️🇺🇸 https://t.co/vZfMmtRj90 via @AnthonyRizzuto9,1
kavanaugh_628,628,0,3,0.0,0,0,"RT @atensnut Democrats can’t just “move on” and jump on the bandwagon of Sketchy allegations against Kavanaugh, without accepting the egregiousness of turning their backs on the victims of Bill Clinton.",1
kavanaugh_629,629,0,3,0.0,0,0,"RT @KFILE Republican Congressman Kevin Cramer, the U.S. senate nominee in North Dakota called the Kavanaugh accusation \absurd\"" today because they were drunk and assault attempt \""never went anywhere.\"" @CNNPolitics https://t.co/jc48DOKb6w""",0
kavanaugh_630,630,0,4,1.0,0,0,RT @ianshapira Four WashPost colleagues and I spent the last several days talking to friends of Christine Blasey Ford and her husband Russell Ford. They initially wanted to flee the country once they thought Kavanaugh might get named to the Supreme Court. Our new story: https://t.co/ALnjosN11v,0
kavanaugh_631,631,0,3,0.0,0,0,"RT @EdanClay So, it will be poetic justice if Brett Kavanaugh becomes the first #SCOTUS Justice to be convicted of attempted rape and thus impeached from the bench. Maryland police chief is \prepared to investigate\"" the crime if Professor Blasey Ford simply reports it. https://t.co/6bAq8xV90e""",0
kavanaugh_632,632,0,3,0.0,0,0,RT @frankrichny To me the image of Kavanaugh pressing his hand on her mouth to stop her from screaming could stand for the GOP treatment of Ford all week.,0
kavanaugh_633,633,0,5,0.0,0,0,'He's a Liar': Watters Rips RI Sen. Whitehouse for Saying GOP Doesn't Want to Properly Probe Kavanaugh Claims. https://t.co/1U8rNrMuAZ Crybaby Democrats will lose midterm MASA MAGA,1
kavanaugh_634,634,0,5,0.0,0,0,"RT @GeorgiasLori It’s a complete embarrassment that the Republicans won’t stand up to the @TheDemocrats when you KNOW this is nothing more than another desperate attempt to obstruct Kavanaugh Confirmation, you should be ashamed...Be like @POTUS, GROW A PAIR &amp; CALL BS! @ChuckGrassley",1
