ad_id,page_name,candidate,full_text,gt_tone
x_441301804616042,Rick Caruso,Down-ballot candidate/governor,"[ad_creative_body] Councilman Gil Cedillo is on Team Caruso! We’re honored to have his support in our work to deliver for L.A.’s working families.\n\n“[Rick] has business experience and understands small business. He is willing to make a commitment so that Latinos are seen at every level of Los Angeles society.”
[ad_creative_bodies] [""Councilman Gil Cedillo is on Team Caruso! We’re honored to have his support in our work to deliver for L.A.’s working families.\n\n“[Rick] has business experience and understands small business. He is willing to make a commitment so that Latinos are seen at every level of Los Angeles society.”"",""Councilman Gil Cedillo is on Team Caruso! We’re honored to have his support in our work to deliver for L.A.’s working families.\n\n“[Rick] has business experience and understands small business. He is willing to make a commitment so that Latinos are seen at every level of Los Angeles society.”"",""Councilman Gil Cedillo is on Team Caruso! We’re honored to have his support in our work to deliver for L.A.’s working families.\n\n“[Rick] has business experience and understands small business. He is willing to make a commitment so that Latinos are seen at every level of Los Angeles society.”""]
[ad_creative_link_title] Rick Caruso Gets Major Endorsement in L.A. Mayoral Race
[ad_creative_link_description] Councilman Gil Cedillo: “I’m excited to work with him.”
[aws_ocr_text_img] Rick. CARUSO. A. OAN. FOR MAYOR. KIN DEL TEAM AT CARN CAN CON. der. PC. SO. va. DIL. W. Lateres. for. 0. Rick. CARUSO. 108. FOR MAYOR. Rick",promote
x_441486974749391,Will Parkinson,Down-ballot candidate/governor,"[ad_creative_body] Gov. Lou Leon Guerrero is ALL IN for Will Parkinson #8 and endorsing him for Senator. Please join Gov. Lou Leon Guerrero in voting for Will Parkinson, Biba Guam! 🇬🇺
[ad_creative_bodies] Gov. Lou Leon Guerrero is ALL IN for Will Parkinson #8 and endorsing him for Senator. Please join Gov. Lou Leon Guerrero in voting for Will Parkinson, Biba Guam! 🇬🇺
[google_asr_text] But before we continue, I'd like to introduce Governor Luli alcohol. Also in our political meaning, we only presentable good substantive initiatives that you would like to move forward. Of course, becomes a lot about the utility and a lot about the improving the lives of our people. And we are very supportive and just want to say that. I certainly our team endorses the real and We'll work very hard to get him into our legislature because fight in our Administration we have a lot of work. Ahead of us. We have a lot of challenges ahead of us and we need people like will in the legislature that won't work together with our team of the administration because together we will move great policies forward in the areas of health education, Public Safety. And of course our infrastructure and will brings to the table of Honor.
[aws_ocr_text_vid] OPEN Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Governor Lou Leon Guerrero Endorsing Parkinson for Senator 99 Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator 9 Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator OPEN mle 9 Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator EN 9 Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked - - - - - - YAMAHA Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked - - - - - - - - - - - - - - - - - - - - - - - - - - YAMAHA Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked Baked ACTIVATED - - - - - - - - - - - - - - - - COOKIES - - - - - - - - - - - - SE YAMAHA Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked Baked ACTIVATED - - - - - - - - - - - - - - COOKIES - - - - - - - - - - YAMAHA Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked ACTIVATED - - - - - - - - - - - - - - - - - - - - - - - ALS YAMAHA Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked - - - - - - - - - - - - - - - - - - - - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked CHARCOAL - - - - - - - - - - - - - - - - - - - - - - - - - - - - - YAMAHA Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Beked Baked .. - - - - - - - - - - - - - - - - - - - - - - - - - YAMAHA Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked PIZZA - - - - - - - - - - - - - - - - - - - - - - - - - - YAMAHA Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked - - - - - - - - - - - - - - - - - - - - - - - - - - - YAMAHA Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked - - - - - - - - - - - - - - - THE - - - - - - - - YAMAHA Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Beked - - - - - - - - - THE - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked - - - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked - - - THE - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator YAMAHA Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Governor Lou Leon Guerrero YAMAHA Endorsing Will Parkinson for Senator Baked - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked Baked - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked - - - - - - - - - - - - - THE - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked - - - - - - - - - - - - - - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked Baked ACTIVATED - - - - - - - - - - - - - - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked ACTIVATED - - - - - - - - - - - - - - - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked ACTIVATED - - - - - - - - - - - - - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator ACTIVATED - - - - - - - - - - - - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked - - - - - - - - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked Baked - - - - - - - - - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked ACTIVATED - - - - - - - - - - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked Baked - - - - - - - - - - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked ACTIVATED - - - - - - - THE - - - - - - - - - EA N Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked Baked - - - - - - - - - - - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked Baked - - - - - - - - - - - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked Baked - - - - - - - - - THE - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked Baked Baked - - - - - - - - - - - - - Governor Lou Leon Guerrero Endorsing Will Parkinson for Senator Baked - - - - - - - - Baked - - - - - - - - Baked Baked Baked - - - - - - - - - - - - - - - - Baked Baked Baked - - - - - - - - - - - Baked Baked Baked - - - - - - - - - - - - - - - - - - - - - Baked - - - - - - - - - - - - - - - - - - - - Baked Baked - - - - - - - - - - - - - - - - - - - - Baked Baked Baked - - - - - - - - - - - - - - - - - - - Baked - - - - - - - - - - - - - - - - Baked Baked Baked - ACTIVATED - - - - - - - - - - - - - - - - Baked Baked Baked - - - - - - - ... - - - - - - - - - - Baked Baked Baked - - - - - - - - - - ... - - - - - - - НА - YAMARA YA MAHA - YAMAHA YAMAHA Baked Baked Baked - Baked - - - - - - - - - - - - Baked Baked - - - - - - - - - - - - - - Beked Baked Baked - - - - - - - - - - - - - - - - Baked Baked Baked ACTIVATED - - - - - - - - - - - - - - Baked Baked Baked - - - - - - - - - - - - - - - i Baked - - - - - - - - - - - - - Baked Baked Baked - - - - - - ... - - - - - - E Baked Baked Baked ACTIVATED - - - - - - - SANDWICHES THE - - - - - - @W @W E @WE @WEA @WEAR @WEAP Baked Baked ACTIVATED - - - - - - - - - - - - - - - - - - - - Baked - - - - - - - - - - Biked Baked Beked - - - - - - - - - - - - Baked Baked Baked - - - - - - - - - - - - - - - - Baked Baked - - - - - - - - - - - - - - - - - - - Baked Baked Baked - - - - - BANDWICHES - - - - Baked Beked - - - - - - - - - - - - Baked - - - - - - - - - - - Baked - - - - - - - - - - - - - - - Baked Beked ACTIVATED - - - - - - THE - - - - - - Beked - - - - - - - - - - - - - - - - - - Baked Baked - - - - - - - THE - - - - - - - - - Baked Baked Baked - - - - - - - - - - - - - Baked Baked Baked - - - - - - - - - - - - - - - - - Baked Baked Baked - - - - - - - - - - - - - - - - - - - - Baked Baked Baked ACTIVATED - - - - - - - - - - - - - - - - - - - - ... - - Baked Baked - - - - - - - - - - - - - - - - - - - - - - Baked Baked Baked - - - - - - - - - - - - - - - - - - - - - - - - Baked Baked Baked - - - - - - - - - - - - - - - - - - - - - - - - - - - Baked Baked - - - - - - - - - - - - - - - - - - -",promote
x_441487918097514,People Who Play By The Rules PAC,Down-ballot candidate/governor,"[ad_creative_body] Dennis Byrne, a former Chicago Sun-Times columnist has written a new book. It is a MUST READ for Illinois. Download your FREE copy NOW.
[ad_creative_bodies] Dennis Byrne, a former Chicago Sun-Times columnist has written a new book.  It is a MUST READ for Illinois.  Download your FREE  copy NOW.
[ad_creative_link_title] DOWNLOAD A FREE COPY NOW!
[aws_ocr_text_img] FREE. THETHETHE THE THETH. RNORGOVERNORMOVER. YOUYOUYOU YOU YOU. DODODODO DO DODOD. NOTNOTNOT NOTNOTN. OWKNOW KNOW KNOW. I I. WHAT TWHAT WHATWHA. ERYEVERYEVER. NILLINOISAN. LDSHOULDSH. I I. KNOWKNOWK. by DENNIS BYRNE. Former Opinion Columnist for the Chicago Sun-Times",attack
x_441585018108369,AFP Action,Theodore Budd,"[ad_creative_body] It’s time to stand up and VOTE on November 8th for the ONLY candidate who will stand against the unchecked progressive agenda - Ted Budd.
[ad_creative_bodies] It’s time to stand up and VOTE on November 8th for the ONLY candidate who will stand against the unchecked progressive agenda - Ted Budd.
[ad_creative_link_title] Show Your Support For Ted Budd for Senate!
[ad_creative_link_description] Support Ted Budd for Senate!
[google_asr_text] We need Ted but in the Senate Ted but will say no to court packing and Stand Tall against the extreme Progressive agenda. Early voting starts October 20th, protect our future Boat Ted. But for Senate
[aws_ocr_text_vid] 11 12 2 WANTED FOR VAGRANCY The 11 12 2 WANTED FOR VAGRANCY WE NEED TED BUDD IN THE SENATE 12 2 3 5 WANTED FOR VAGRANCY WE NEED TED BUDD IN THE SENATE TED BUDD NO TO COURT PACKING COURT TED BUDD STAND TALL AGAINST THE EXTREME PROGRESSIVE TED BUDD STAND TALL AGAINST THE EXTREME PROGRESSIVE AGENDA Cleveland COLUMBUS ANNAPOLIS Dayton Cincinnati N CHARLESTON Huntington NKFORT White Petersburg Virginia Beach Hampton nchburg Beckley Lexington burg Norfolk EARLY VOTING STARTS Kitty Hawk London OCTOBER on-Salem Rock Golast n Mount John Oak Ridge Knoxville Greenville Florence Cape Fear Anderson COLUMBIA Myrtle Beach Sumter Alken Orangeburg ATLANTA Cleveland - HAPP COLUMBUS DOVER Springfield ANNAPOLIS Dayton Parkersburg Cincinnati N ngton CHARLESTON Huntington KICHMOND White Sulphur Petersburg Virginia Beach Hampton Beckley Lexington anoke Norfolk EARLY VOTING STARTS Kitty Hawk London King Joh Oak Ridge OCTOBER ton-Salem Rock Golds Ja 20TH Mount Knoxville Spartanburg Florence Cape Fear Anderson Dalton COLUMBIA Myrtle Beach Sumter Orangeburg 7 ATLANTA Charleston annah PROTECT OUR FUTURE PAID BY AMERICANS FOR PROSPERITY ACTION. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. AFPACTION.COM PROTECT OUR FUTURE VOTE TED PAID BY AMERICANS FOR PROSPERITY ACTION. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. AFPACTION.COM PROTECT OUR FUTURE VOTE TED BUDD FOR SENATE PAID BY AMERICANS FOR PROSPERITY ACTION. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. AFPACTION.COM PROTECT OUR FUTURE VOTE TED BUDD FOR SENATE PAID BY AMERICANS FOR PROSPERITY ACTION. AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. AFPACTION.COM PROTECT OUR FUTURE VOTE TED BUDD FOR SENATE PAID BY AMERICANS FOR PROSPERITY ACTION. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. AFPACTION COM",promote
x_441671191431885,Beto O'Rourke,Down-ballot candidate/governor,"[ad_creative_body] With your help, a better Texas is possible. But only if we work together.
[ad_creative_bodies] With your help, a better Texas is possible. But only if we work together.
[ad_creative_link_title] Beto for Texas »
[ad_creative_link_description] Beto O'Rourke is running for Governor of Texas. It's gonna take all of us. Sign up to join the movement now.
[aws_ocr_text_img] TOGETHER. we will create a Texas. where everyone can thrive. BETO. EEI. TS. LEARN MORE",promote
x_441747364688285,Straight Talk Politics PAC,Joseph Matthew O'Dea,"[ad_creative_body] Which Joe O'Dea are you voting for?
[ad_creative_bodies] Which Joe O'Dea are you voting for?
[google_asr_text] When you head to the polls, you'll only see one Joe O'Day on the ballot, but which Joe day, is it? Because the Joel Dave makes nice promises becomes a very different jo0 day once he has power, are you voting for The Cello day? Who says he's for everyday people, or the one who wants to cut Social Security to fund tax cuts for the rich? Are you voting for the leader? Who says he'll fight for workers or the rich CEO? Who wanted to fire? Older people, to save money vote out candidates like to face toad. A vote in someone who won't transform overnight.
[aws_ocr_text_vid] When you head to the polls, you'll only see one Joe O'Dea on the ballot. But which Joe O'Dea is it? Because the Joe O'Dea who makes nice promises becomes a very different Joe O'Dea once he has power. Are you voting for the Joe O'Dea who says he's for everyday people? EVERYDAY PEOPLE Are you voting for the Joe O'Dea who says he's for everyday people? EVERYDAY PEOPLE Or the one who wants to cut Social Security to fund tax cuts for the rich? EVERYDAY PEOPLE WANTS TO CUT SOCIAL SECURITY Or the one who wants to cut Social Security to fund tax cuts for the rich? LEADER Or the one who wants to cut Social Security to fund tax cuts for the rich? LEADER Are you voting for the leader who says he'll fight for workers? Are you voting for the leader who says he'll fight for workers? RICH CEO Or the rich CEO who wanted to fire older people to save money? Vote Out Candidates Like Two-Faced O'Dea Paid for by Straight Talk Politics PAC www.straighttalkpoliticspac.org Not authorized by any candidate or candidates committee. Straight Talk Politics is responsible for the content of this advertising. Vote in Someone Who Won't Transform Overnight Paid for by Straight Talk Politics PAC www.straighttalkpoliticspac.org Not authorized by any candidate or candidates committee. Straight Talk Politics is responsible for the content of this advertising. Vote in Someone Who Won't Transform Overnight Paid for by Straight Talk Politics PAC Not authorized by any candidate or candidates committee. Straight Talk Politics is responsible for the content of this advertising.",attack
x_441818388021611,The Main Street Sentinel,Down-ballot candidate/governor,"[ad_creative_body] Experts say the Inflation Reduction Act will bring down living expenses for Michigan families by lowering energy bills and allowing Medicare to negotiate lower prescription drug prices. Governor Whitmer celebrated passage of the bill while conservative commentator Tudor Dixon says she opposes it.
[ad_creative_bodies] Experts say the Inflation Reduction Act will bring down living expenses for Michigan families by lowering energy bills and allowing Medicare to negotiate lower prescription drug prices. Governor Whitmer celebrated passage of the bill while conservative commentator Tudor Dixon says she opposes it.
[ad_creative_link_title] Whitmer Signs Executive Directive Lowering Health Care Costs for Michigan Families
[ad_creative_link_description] Whitmer directive lowers health care costs for Michigan families, protects access to Affordable Care Act benefits.
[aws_ocr_text_img] phant. GOV. GRETCHEN WHITMER. PUTTING MICHIGAN FIRST",unclear
x_442273174610358,Advancing Wisconsin,Ron Johnson,"[ad_creative_body] Ron Johnson got himself a tax break worth millions, and he handed his top donors about a hundred million in tax breaks each. He won’t let Wisconsin’s worries ruin his fun.
[ad_creative_bodies] [""Ron Johnson got himself a tax break worth millions, and he handed his top donors about a hundred million in tax breaks each. He won’t let Wisconsin’s worries ruin his fun."",""Ron Johnson got himself a tax break worth millions, and he handed his top donors about a hundred million in tax breaks each. He won’t let Wisconsin’s worries ruin his fun.""]
[ad_creative_link_title] Johnson Got Himself a Tax Break
[aws_ocr_text_img] Johnson 'Personally Benefited. From Tax Change Не Sought'. The. Guardian. 10/21/20. ""DID my. BUSINESS. Benefit?. SURE"". - RON JOHNSON. PAID FOR BY DSCC, WWW.DSCC.ORG. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.",attack
x_442508464179363,Brandon Gill,Joe Biden,"[ad_creative_body] If you agree Joe Biden is mentally unfit for office, tap the BIG thumbs up in the bottom right corner!
[ad_creative_bodies] If you agree Joe Biden is mentally unfit for office, tap the BIG thumbs up in the bottom right corner!
[ad_creative_link_title] Brandon Gill
[ad_creative_link_description] Founded DC Enquirer. West Texan. Ex-Wall Street, businessman, financier, rancher. Conservative, Christian. Dartmouth. Husband to Danielle D’Souza Gill.
[aws_ocr_text_img] NATO. OTAN",attack
x_442648994671074,Dr. Mehmet Oz,Mehmet Oz,"[ad_creative_body] Pennsylvania is the most important US Senate race in 2022 and Dr. Oz MUST Win. Can you rush $25 to help?
[ad_creative_bodies] Pennsylvania is the most important US Senate race in 2022 and Dr. Oz MUST Win. Can you rush $25 to help?
[ad_creative_link_title] Rush $25 Today
[ad_creative_link_description] Support Dr. Oz Today!
[google_asr_text] This is one of the most critical races in the country. This seat will determine if we take back our Senate majority. Can you chip in just $25 to help me and my campaign have the funds. We need to win in November. Thanks for your support.
[aws_ocr_text_vid] This is one of the most DR. OZ U.S. SENATE critical races in the country. DR. OZ U.S. SENATE This seat will determine DR. OZ U.S. SENATE if we take back DR. OZ U.S. SENATE our senate majority. DR. OZ U.S. SENATE Can you chip in DR. OZ U.S. SENATE just $25 to help me DR. OZ U.S. SENATE and my campaign DR. OZ U.S. SENATE have the funds we need DR. OZ U.S. SENATE to win in November? DR. OZ U.S. SENATE Thanks for your support! DR. OZ U.S. SENATE DR. OZ U DoctorOz.com PAID DOCTOR OZ FOR SENATE DR. U.S. SENATE DoctorOz.com PAID FOR BY DOCTOR OZ FOR SENATE DR. U.S. SENATE DoctorOz.com PAID DOCTOR OZ FOR SENATE",promote
x_442785201167033,Mike Collier,Down-ballot candidate/governor,"[ad_creative_body] BREAKING NEWS: Dan Patrick just launched a $7 MILLION ad buy. He’s trying to pull the wool over Texans’ eyes and we must be prepared to set the record straight.\n\nWe’ve got to hold him accountable for his repeated failures, extremist positions, and divisive culture war. Texans deserve to know the truth. \n\nCan you rush a donation to help Mike fight back?
[ad_creative_bodies] BREAKING NEWS: Dan Patrick just launched a $7 MILLION ad buy. He’s trying to pull the wool over Texans’ eyes and we must be prepared to set the record straight.\n\nWe’ve got to hold him accountable for his repeated failures, extremist  positions, and divisive culture war. Texans deserve to know the truth. \n\nCan you rush a donation to help Mike fight back?
[ad_creative_link_title] Defeat Dan Patrick >>
[ad_creative_link_description] Donate now to defeat Dan Patrick and support Mike Collier’s campaign for Lt. Governor of Texas.
[aws_ocr_text_img] BREAKING NEWS:. Dan Patrick. Is Launching. A Massive $7. Million Ad Buy. DONATE TO FIGHT BACK",attack
x_4428330260597192,Marcus Flowers For Congress,Marcus Flowers,"[ad_creative_body] My opponent Rep. Marjorie Taylor Greene says anyone that supports voting rights legislation is a \""COMMUNIST.\""\n\nJohn Lewis was my hero and WE MUST PASS the John Lewis Voting Rights Act.\n\nHelp me replace Rep. Greene by rushing a $5 donation to our campaign today!
[ad_creative_bodies] My opponent Rep. Marjorie Taylor Greene says anyone that supports voting rights legislation is a \""COMMUNIST.\""\n\nJohn Lewis was my hero and WE MUST PASS the John Lewis Voting Rights Act.\n\nHelp me replace Rep. Greene by rushing a $5 donation to our campaign today!
[ad_creative_link_title] DONATE NOW» Let’s defeat Marjorie Taylor Greene
[ad_creative_link_description] Chip in before midnight
[google_asr_text] Hey, this is Margaret flowers. Democratic Army Veteran running for congress against Marjorie Taylor green here in Georgia. We're standing in front of the iconic. John Lewis mural here in Atlanta, John Lewis's, last message to us, was to answer the highest calling of your heart, and stand up for what you truly believe. As another boy from Troy. I heard that message loud and clear, that's why I'm running for congress but I'm gonna need your help. Please chip in five, ten dollars, whatever you can help restore, honor, decency and integrity. Thank you.
[aws_ocr_text_vid] *HERO great Get John Lewis's last message to us was to answer the highest That's why I'm running for Congress. at et very e - running for Congress against Marjorie Taylor Greene here in Georgia. Thank you. t ry running for Congress against Marjorie Taylor Greene here in Georgia. calling of your heart and stand up for what you truly believe. MARCUS FLOWERS for UNITED STATES CONGRESS honor, decency, and integrity to Congress. As another boy from Troy, I heard that message loud and clear. So please chip in $5, $10, or whatever you can to help restore But I'm gonna need your help. at ery running for Congress against Marjorie Taylor Greene here in Georgia. We're standing in front of the iconic John Lewis mural here in Atlanta. *HERO eat Get 76 Hey, this is Marcus Flowers, Democratic Army veteran *HERO Hey, this is Marcus Flowers, Democratic Army veteran Get every - ue MARCUS FLOWERS for UNITED STATES CONGRESS DONATE NOW!",promote
x_443136717752023,Val Demings,Val Demings,"[ad_creative_body] Sorry to stop your scrolling, but our race is TIED, and your donation today will be TRIPLED to help Val Demings defeat Marco Rubio! Give now. >>>
[ad_creative_bodies] Sorry to stop your scrolling, but our race is TIED, and your donation today will be TRIPLED to help Val Demings defeat Marco Rubio! Give now. >>>
[ad_creative_link_title] Donate to Demings and Have it TRIPLED
[ad_creative_link_description] Give right now to help Val Demings defeat Marco Rubio and it will be TRIPLED!
[aws_ocr_text_img] Notes. I'm on the brink of defeating Marco. Rubio (R) - and if I win, FiveThirtyEight. is reporting that Democrats have a 94%. chance of maintaining Senate control!. But Floridians are already voting and. the polls are tied. So a generous group. of donors just stepped up and offered. to TRIPLE-MATCH every donation to. this ad to help me take the lead!. Please, will you give now and. have it TRIPLED to help me defeat. Marco Rubio?. PAID FOR BY VAL DEMINGS FOR U.S. SENATE",promote
x_443376734384718,Catherine Cortez Masto,Catherine Cortez Masto,"[ad_creative_body] Nevadans have worked hard to make a home here. I worked with both parties to improve our water access and combat wildfires so we can preserve Nevada as our home for generations to come.
[ad_creative_bodies] Nevadans have worked hard to make a home here. I worked with both parties to improve our water access and combat wildfires so we can preserve Nevada as our home for generations to come.
[ad_creative_link_title] Catherine Cortez Masto: Combating Drought In NV
[google_asr_text] I'm working to create long-lasting, solar energy jobs and improve our water access.
[aws_ocr_text_img] CATHERINE. CORTEZ MASTO
[aws_ocr_text_vid] CATHERINE CORTEZ MASTO NEVADA SEN. CATHERINE CORTEZ MASTO INTRODUCES BILL TO COMBAT DROUGHT IN NEVADA PAID FOR BY CATHERINE CORTEZ MASTO FOR SENATE NEVADA SEN. CATHERINE CORTEZ MASTO INTRODUCES BILL TO COMBAT DROUGHT IN NEVADA KVVU-TV 7/14/21 PAID FOR BY CATHERINE CORTEZ MASTO FOR SENATE",promote
x_443539684431702,The 'Gander Newsroom,Down-ballot candidate/governor,"[ad_creative_body] Big news: \n\nMichiganders will soon have easier access to birth control—and more freedom to plan their own families—as a result of an executive directive from Gov. Gretchen Whitmer.\n\nHere’s the deal:\n\nBefore Roe v. Wade was overturned in June, Whitmer asked state departments and agencies to identify ways they could protect the reproductive freedoms of Michiganders.\n\nThis week, the Michigan Department of Licensing and Regulatory Affairs announced that pharmacists will soon be able to prescribe birth control options like oral contraceptives, the patch, and the ring. Right now, Michiganders can only get birth control from a doctor. The new program, however, allows pharmacists to partner with doctors and an oversight process to safely and conveniently prescribe birth control themselves.\n\nNearly 30% of women in the US say they face barriers when trying to get or refill birth control, so helping Michiganders access that key part of family planning could be a game-changer.\n\nPharmacists don’t have to participate. If they do, however, they’ll join colleagues across the country who are part of similar programs. Michigan’s now one of 20 other states and the District of Columbia to offer the pharmacist-physician contraceptive partnership.
[ad_creative_bodies] Big news: \n\nMichiganders will soon have easier access to birth control—and more freedom to plan their own families—as a result of an executive directive from Gov. Gretchen Whitmer.\n\nHere’s the deal:\n\nBefore Roe v. Wade was overturned in June, Whitmer asked state departments and agencies to identify ways they could protect the reproductive freedoms of Michiganders.\n\nThis week, the Michigan Department of Licensing and Regulatory Affairs announced that pharmacists will soon be able to prescribe birth control options like oral contraceptives, the patch, and the ring. Right now, Michiganders can only get birth control from a doctor. The new program, however, allows pharmacists to partner with doctors and an oversight process to safely and conveniently prescribe birth control themselves.\n\nNearly 30% of women in the US say they face barriers when trying to get or refill birth control, so helping Michiganders access that key part of family planning could be a game-changer.\n\nPharmacists don’t have to participate. If they do, however, they’ll join colleagues across the country who are part of similar programs. Michigan’s now one of 20 other states and the District of Columbia to offer the pharmacist-physician contraceptive partnership.
[aws_ocr_text_img] "". Access to. ION. OM. birth control. is critical to a. woman's. ability to plan. H. her family. and chart her. own destiny.. "". G. Gretchen Whitmer. MI 4890. Michigan Governor",promote
