source_country,source_row_id,text,source_text_processed,source_maxscore,source_sentiment,gt_uncivil
USA,1125,@KamalaHarris Soft launch of #BoycottTexas 6/3/2017. @NCAA out of Texas until SB-4 is repealed. No 2018 Final 4 in S.A.. r/t,soft launch boycotttexas texas repeal final r t,0.104419983034429,0.0,0
USA,1126,The best & the worst of these hearings will be replayed for years. The historical record is sure to make some in congress look like fools.,good bad hearing replay year historical record sure congress look like fool,0.195395744567914,0.0772,1
USA,1127,4. Now my youngest son w same diagnosises plus diabetes and anxiety is about to turn 18 & will lose benefits & I will have to....,young son w diagnosis plus diabete anxiety turn lose benefit,0.157045021971577,-0.1027,0
USA,1128,"That is like sitting with living history. Keep up the good fight all, and specisl thanks for all you've given us. Rep. Lewis.",like sit live history good fight specisl thank give lewis,0.17950232590387,0.6486,0
USA,1129,"Shareblue \THIS IS UNCONSCIONABLE SenCoryGardner - this is how you treat some of your most vulnerable constituents...""",shareblue unconscionable sencorygardner treat vulnerable constituent,0.1447318247511,0.2023,0
USA,1130,@lisamurkowski You are my kind of Republican. I am a Democrat. I'd be pleased to work with you!,kind republican democrat pleased work,0.162621058548443,0.743,0
USA,1131,".@SenMikeLee says if his health fix isn't supported, repeal now and replace later",say health fix support repeal replace later,0.148313584741101,0.4019,0
USA,1132,My ten year old capitalist son has a swear jar. He's making a fortune off me.,year old capitalist son swear jar make fortune,0.196958062868686,-0.0516,0
USA,1133,"Liberals are fond of calling conservatives \rednecks\"" and for persecuting white America. Truth is, they have dumbed down USA!""",liberal fond call conservative redneck persecute white america truth dumb usa,0.243326710226853,-0.296,1
USA,1134,I was a little like this -,little like,0.17950232590387,0.2975,0
USA,1135,"Give it time, you be wearing orange cuz you in prison. The noose is tightening",time wear orange cuz prison noose tighten,0.200743976756776,-0.5106,0
USA,1136,.@realDonaldTrump has the best words.,good word,0.155682762948093,0.4404,0
USA,1137,"Yea, we've seen the \paid for\"" FLOTUS! Anyone married to Donnie is dumber than hell. #TiffanySecurityGuard""",yea see pay flotus marry donnie dumb hell tiffanysecurityguard,0.243326710226853,-0.8519,1
USA,1138,Yet you have MLK on your profile. You are just like the shooter. Get some mental health help for your unchecked rage.,mlk profile like shooter mental health help unchecked rage,0.17950232590387,0.1531,1
USA,1139,Not shocked @SenBookerOffice said that as he was bought by Jared and Ivanka and the fund raisers they help for him,shock say buy jared ivanka fund raiser help,0.144022875602395,0.0258,0
USA,1140,This is facile to the edge of trollery. How could there be any reply other than to deplore violent acts?,facile edge trollery reply deplore violent act,0.139518440110871,-0.5994,0
USA,1141,"Dear @SenatorCollins , it will stop only after you convict Trump on impeachment charges. You know that as well as I do.",dear stop convict trump impeachment charge know,0.179751682303409,0.1027,0
USA,1142,@LindseyGrahamSC @SenatorTimScott @RepJeffDuncan #HealthcareBill You are raising taxes! Using #obmacare as the standard sets a very low bar,healthcarebill raise tax obmacare standard set low bar,0.106232536705107,-0.2732,0
USA,1143,Well that takes you OFF my birthday party list. #FuckOff,take birthday party list fuckoff,0.239404004990412,0.4019,1
USA,1144,Angus King kicked ass!,angus king kick ass,0.246465655802736,-0.5423,1
USA,1145,@SenSasse It's not disingenuous to say that #Trumpcare will kill people. It will. #sharedfact. Your vote will reflect such in history.,disingenuous trumpcare kill people sharedfact vote reflect history,0.165160771149222,-0.6908,0
USA,1146,Jeff Sessions just recut his testimony into a video. New single drops tomorrow!,jeff sessions recut testimony video new single drop tomorrow,0.127166740692393,-0.2732,0
USA,1147,What the hell do Clinton's Benghazi e-mails have to do with #russiagate??? Did @SenJohnMcCain have a stroke???,hell clinton benghazi e mail russiagate stroke,0.193575641350852,-0.6808,1
USA,1148,You had #BankFraudBernie on and didn't ask anything about the charges. Such great journalism!... NOT!,bankfraudbernie ask charge great journalism,0.130066008153535,0.6249,0
USA,1149,And to add insult to injury I'm sure the senate bill like the house bill exempts congress from participating?,add insult injury sure senate bill like house bill exempt congress participate,0.17950232590387,-0.2263,0
USA,1150,Criminals dont care about gun laws....,criminal not care gun law,0.160991302192388,-0.6114,0
USA,1151,"I'm required to have car insurance and homeowners, why not health care? I can replace a car, not my life #ShowUsTheBill",require car insurance homeowner health care replace car life showusthebill,0.143501403965133,0.4939,0
USA,1152,EW needs to focus on the legitimate needs of the country. Work together and take care of the country!!,ew need focus legitimate need country work care country,0.180783442826998,0.4939,0
USA,1153,@SenFeinstein fake crisis by fake news and fake dem party. Ur disgusting!,fake crisis fake news fake dem party ur disgust,0.178877861735105,-0.9393,1
USA,1154,@SpeakerRyan @POTUS @CNN @NancyPelosi @SenSanders this was not a random act but a planned act of terrorism against Trump Shame on the Dems,random act planned act terrorism trump shame dem,0.161111867049768,-0.8271,0
USA,1155,"Hillary will be locked up, not him. She is a criminal. Wait until they investigate her and Comey",hillary lock criminal wait investigate comey,0.129688026535558,-0.5267,1
USA,1156,My grandparents came to America for a better life but did it legally. They came through Ellis Island. They need to be vetted properly.,grandparent come america good life legally come ellis island ne vet properly,0.152487322605226,0.5106,0
USA,1157,@SenSchumer this is why people can't stand you and your party.,people stand party,0.158212220905062,0.4019,0
USA,1158,TX Blue in your lifetime. Thanks for your important role in helping us get there.,tx blue lifetime thank important role help,0.108465193016528,0.8176,0
USA,1159,#2 @SenJohnMcCain I believe u need to do a bit of soul searching; consider u r a guest; apologize to Sen Harris & all women 4 ur chauvinism,believe u need bit soul search consider u r guest apologize sen harris woman ur chauvinism,0.161976067052448,0.1027,0
USA,1160,"You not only need to put money in the swear job, you need to get snowflakes to work and put tax dollars into the economy.",need money swear job ne snowflake work tax dollar economy,0.196958062868686,-0.0516,0
USA,1161,It was definitely concerning!,definitely concern,0.167716121328447,0.4019,0
USA,1162,"On the other side of the coin, when Slick Willie actually built a wall/fence, he was a hero. Funny how times change",coin slick willie actually build wall fence hero funny time change,0.172556722199846,0.7579,0
USA,1163,@SenJohnMcCain I urge you to rally the #republicans in #Congress and remove #Trump from office. @SpeakerRyan doesn't have the backbone.,urge rally republican congress remove trump office backbone,0.107408941045994,0.0,0
USA,1164,"If you want to do great work for Utah, stand up against Trump! Also, lower premiums for crap coverage isn't a fair comparison.",want great work utah stand trump low premium crap coverage fair comparison,0.216094511572972,0.4588,1
USA,1165,"john, you're making the rest of us texans look bad bro",john make rest texans look bad bro,0.156619263334637,-0.5423,0
USA,1166,"Acting like a WWE member makes you look like a buffoon, Senator. Today's tragedy should send a message to both sides. Tone it down.",act like wwe member make look like buffoon senator today tragedy send message side tone,0.205550070075389,-0.1027,0
USA,1167,@NewDay all lefty loon lies!,lefty loon lie,0.166523609840621,0.0,0
USA,1168,"@SenJohnMcCain Has #45 gone too far NOW? When IS it too far for you? We need LEADERSHIP, not BULLSHIT!",go far far ne leadership bullshit,0.203655521907078,-0.5859,1
USA,1169,"Way to split the vote and lose every election, losers.",way split vote lose election loser,0.201978327303217,-0.7269,0
USA,1170,"STOP IT. If you're going to cater to @SenSanders and his crew, tell me now so I can block you.",stop go cater crew tell block,0.179898825285373,-0.6249,0
USA,1171,Can we hear the details of the AHCA legislation instead of this? Thank you.,hear detail ahca legislation instead thank,0.182200866732514,0.3612,0
USA,1172,@GrahamBlog! You're No. 80 in the #Senators category with a score of 16.63.,senators category score,0.109810958954894,0.0,0
USA,1173,Err. The potus45 started the BS. Can't wait for the impeachment of the biggest fraud of the history,err start bs wait impeachment big fraud history,0.145613420356891,-0.5859,0
USA,1174,@SenStabenow #prolife protections must remain in healthcare legislation! @march_for_life #defundPP,prolife protection remain healthcare legislation defundpp,0.085637595209674,0.0,0
USA,1175,A family of Traitors to America. #ImpeachTrump,family traitors america impeachtrump,0.089485821680255,0.0,0
USA,1176,"Thank you for leading the way, @KamalaHarris",thank lead way,0.147638746040357,0.3612,0
USA,1177,Stay strong! Stay counted! #hiddennomore,stay strong stay count hiddennomore,0.129067371905344,0.5106,0
USA,1178,omg omg I love data.,omg omg love data,0.115130778925251,0.6369,0
USA,1179,You Sir ARE NOT ALLOWED,sir allowed,0.12057209377197,0.0,0
USA,1180,Keep the money generated on the state that produce it !! State independence !! Let the red state pay for their mistake !! Fight for CA!!,money generate state produce state independence let red state pay mistake fight,0.149374335461657,-0.6597,0
USA,1181,The fee is about $700 on average. More ppl have coverage because the govt pays for it. Not because of the mandate.,fee average ppl coverage govt pay mandate,0.139910167581735,-0.1027,0
USA,1182,"of delivery for health care then you're either pandering to conservatives on taxes, or pandering to liberals on health care. Just politics??",delivery health care pander conservative tax pander liberal health care politic,0.119014212864921,0.7506,0
USA,1183,Awesome job carrying water for WH. Breathtakingly biased.,awesome job carry water wh breathtakingly biased,0.127079601330926,0.4588,0
USA,1184,"It appear to be pvt ppty, assuming that Mr.G pays for the rent & not taxpayers.That would make it public ppty subject to Right Of Assembly.",appear pvt ppty assume mr g pay rent taxpayer public ppty subject right assembly,0.191522744882326,-0.1027,0
USA,1185,@SenSanders Did you really say Christianity is hateful and vile and Islam is peaceful?,christianity hateful vile islam peaceful,0.168891235794722,-0.6249,0
USA,1186,#pizzagate is exploding!,pizzagate explode,0.109666707113766,0.0,0
USA,1187,You forgot Waters and Clinton,forget waters clinton,0.116013495609369,-0.2263,0
USA,1188,They will soon face the righteous wrath of voters who will have long memories. cc @SenToomey,soon face righteous wrath voter long memory cc,0.131342600735902,0.0,0
USA,1189,She was fierce,fierce,0.112224891622306,0.0,0
USA,1190,@SenToddYoung When are your town halls? Vote NO on Trumpcare. It will kill Americans,town hall vote trumpcare kill americans,0.165160771149222,-0.6908,0
USA,1191,@SenAngusKing I echo your point that the panel in today's #Coates Hearing is illegally refusing to answer the Senate's questions. Why???,echo point panel today coates hearing illegally refuse answer senate question,0.143408353297282,-0.296,0
USA,1192,"So knowing this @SenatorDurbin wants to \come together\"" to work on a new health care plan in a bipartisan way. Where was this comity in '10?""",know want come work new health care plan bipartisan way comity,0.179751682303409,0.5423,0
USA,1193,"@SenatorCollins Make no deals with the devil. You know how those end up. Protect ME Medicaid, rural hospitals, chemo kids, disabled vets.",deal devil know end protect medicaid rural hospital chemo kid disabled vet,0.179751682303409,-0.4215,0
USA,1194,Wow! Did you think that up all by yourself?,wow think,0.182179880565193,0.5859,0
USA,1195,@CNN @DNC @GOP @SenatorBurr We need to stop accepting anyone speaking like this PERIOD!!!,ne stop accept speak like period,0.17950232590387,0.4404,0
USA,1196,LISTEN[?]!![?]GOP HAS a SECRET HEALTHCARE BILL R we going 2let GOPpass aSECRET Bill about AHCA DROWN THEM W/CALLS NOW#TheResistance #DAResists[?][?],secret healthcare bill r go goppass asecret bill ahca drown w calls daresist,0.145977429430087,-0.5719,0
USA,1197,Perhaps the answer is to sanction the countries that permit fashion infringement to thrive.,answer sanction country permit fashion infringement thrive,0.143408353297282,-0.4767,0
USA,1198,"\It's pretty morally reprehensible what they're doing\"" -- @SenSherrodBrown on the Senate healthcare bill. #inners""",pretty morally reprehensible senate healthcare bill inner,0.138105066050012,0.4939,0
USA,1199,"Didn't you hear? Donald Trump is the republican president. Republicans already lost. Actually, everyone did.",hear donald trump republican president republicans lose actually,0.171412843050183,-0.4019,0
USA,1200,Does anyone here have a simple statement I can use to text to Resistbot? Thanks in advance!,simple statement use text resistbot thank advance,0.134239488076617,0.3612,0
USA,1201,Toolbox @SenTomCotton. The end. #trumprussia #sessionshearing #gopidiot #impeachTrump #trumplies,toolbox end trumprussia sessionshearing gopidiot impeachtrump trumplie,0.111107007531917,0.0,1
USA,1202,Embarrassed to see @RoyBlunt committed to a yes vote on this atrocious bill. This hurts our state. Call his office today,embarrassed commit yes vote atrocious bill hurt state office today,0.157435620038018,-0.25,0
USA,1203,"He goes out to party, while CONTINUALLY LYING TO THE AMERICAN PEOPLE. @SenSchumer LIED ABOUT @POTUS INTENTIONALLY.",go party continually lying american people lied intentionally,0.21826739436631,-0.5106,0
USA,1204,it would be endlessly hilarious if this ends up being true. deeply and permanently hilarious.,endlessly hilarious end true deeply permanently hilarious,0.164226639458535,0.802,0
USA,1205,this is what crooked ppl do,crooked ppl,0.139910167581735,0.0,0
USA,1206,"@SenJohnMcCain keeps saying 'arousal' Please, John- stop. #ComeyTestimony #ComeHearing",keep say arousal stop comeytestimony comehear,0.145394862458207,-0.296,0
USA,1207,@SenGillibrand how stupid does this woman think America is?the ony thing thats prevented all promises from being kept are the weak congress!,stupid woman think america ony thing s prevent promise keep weak congress,0.232800820481727,-0.5994,1
USA,1208,"Bern, you're yesterday. Nobody cares what you think. You still applying anti-biotic sauve to your asshole from being bent over by Hillary?",bern yesterday care think apply anti biotic sauve asshole bend hillary,0.29108130653376,0.2263,1
USA,1209,VIDEO - @amyklobuchar: I'm Sure We'll Learn Why the Officer in Philando Castile Shooting Was Found Not Guilty,video sure learn officer philando castile shoot find guilty,0.135520280789618,-0.4404,0
USA,1210,"Let me guess, you believed Jessica Leads. She was okay with the first 15 minutes as long as he kept it above the waist. Please...",let guess believe jessica leads okay minute long keep waist,0.161677234462863,0.2263,0
USA,1211,"Will these Cowards retreat and hide. With this administration everything is in secret. Seriously, is this Democracy alive or 4 highest bid?",coward retreat hide administration secret seriously democracy alive high bid,0.190188360079723,-0.25,0
USA,1212,"THANK YOU, Senator Collins",thank senator collins,0.101377083604144,0.3612,0
USA,1213,Sorry for your lose. I served in Iraq and Afghanistan. But no One cares - that how i feels its like to be a veteran,sorry lose serve iraq afghanistan care feel like veteran,0.17950232590387,0.4019,0
USA,1214,Did Warner think Comey was a straight shooter when he RE -OPEN the Clinton E-MAIL investigation ?,warner think comey straight shooter clinton e mail investigation,0.182179880565193,0.2263,0
USA,1215,What was @SenJohnMcCain even talking about? What double standard? He sounded punch drunk.,talk double standard sound punch drunk,0.203729244208244,-0.34,0
USA,1216,"Someone LIED to u, @SenSchumer & @NancyPelosi WE CARE VERY MUCH Russia screwed us out of a REAL Potus &gave us The Russian Installed Puppet",lie u care russia screw real potus give russian installed puppet,0.170241182987559,0.4215,1
USA,1217,"Well, at least he lost to the God damn best there is, was, and ever will be",lose god damn good,0.20032210080917,-0.1027,0
USA,1218,I'm so happy you're my Senator. Thank you for all you do.,happy senator thank,0.101377083604144,0.7351,0
USA,1219,"With new bill, even employer sponsored care can have lifetime caps, apparently.",new bill employer sponsor care lifetime cap apparently,0.197913135966532,0.4939,0
USA,1220,and then be punished for a lapse in coverage.,punish lapse coverage,0.132442623364535,-0.5267,0
USA,1221,"\If the bill is good for NV, I'll vote for it & if it's not - I won't,\"" @SenDeanHeller -it's not!!! via @LasVegasSun""",bill good nv vote will,0.137620215988519,0.4404,0
USA,1222,The time for singlepayer has come #resist #NoAHCA #TaxReturns,time singlepayer come resist noahca taxreturn,0.116994290735594,0.0,0
USA,1223,Bypass the middle man. Medicare for all and get rid of private insurers,bypass middle man medicare rid private insurer,0.153402640329611,0.0,0
USA,1224,"@Sen_JoeManchin I'm an avid @realDonaldTrump supporter. Listened 2 U on @FoxNewsSunday today. If more Dems were like u, we would #MAGA!",avid supporter listen u today dem like u maga,0.17950232590387,0.7003,0
USA,1225,He is a @SenSanders supporter!!!,supporter,0.06869370941954,0.2732,0
USA,1226,"Sorry sir but until every single american have an excellent free healthcare plan, any other plan is a failure and shame for the nation.",sorry sir single american excellent free healthcare plan plan failure shame nation,0.161111867049768,0.0772,0
USA,1227,How does she have time to write a book?,time write book,0.143772329326047,0.0,0
USA,1228,.@PioneerPress more of those in high places frmf #NYPD Det. Rothstein now St Martin Mayor speaks of involved in #Minnesota Connection,high place frmf nypd det rothstein st martin mayor speak involve minnesota connection,0.126644129594807,0.0,0
USA,1229,"@senrobportman: I am a constituent. I urge you to oppose #Trumpcare, and I'll remember how you vote when I cast my ballot in 2018.",constituent urge oppose trumpcare remember vote cast ballot,0.136122469320861,0.0,0
USA,1230,"Bit of a tired comparison, don't you think?",bit tired comparison think,0.182179880565193,-0.4404,0
USA,1231,@SenToddYoung only 22 million kicked out of healthcare plans. I'm sure Mitch wants more. #ACHA,million kick healthcare plan sure mitch want acha,0.15349606555509,0.3818,0
USA,1232,"Bullshit. Originally it was to prove he didn't pay taxes. Don't re-write history to fit your \Bernie is a saint\"" narrative.""",bullshit originally prove pay tax write history fit bernie saint narrative,0.203655521907078,-0.4019,1
USA,1233,@SenBookerOffice - hey man how could you? I was really hoping that Hillary would have picked you as Vice President.,hey man hop hillary pick vice president,0.133921991604641,0.0,0
USA,1234,"Health care is not a right, it's a product...available for purchase...don't push marxist propaganda BS.",health care right product available purchase push marxist propaganda bs,0.191522744882326,0.296,0
USA,1235,Warren is from the Lying Indian Tribes.,warren lie indian tribe,0.158666938813739,0.0,0
USA,1236,"One man's opinion, written in the heat of revolution, beginning a new style of government w/no set ground rules. Outdated now,",man opinion write heat revolution begin new style government w set ground rule outdat,0.143772329326047,0.0,0
USA,1237,"With your bad baggage, would you know what a great person is?",bad baggage know great person,0.179751682303409,0.1531,0
USA,1238,"One good, decent person I believe.",good decent person believe,0.165812145030352,0.4404,0
USA,1239,".@SenCoryGardner While you're \carefully reviewing\"" the health care bill, this thread is critical supplemental reading.""",carefully review health care bill thread critical supplemental reading,0.108066441674641,0.34,0
USA,1240,The ACA mandated unnecessary coverage to all. Then add in the young taking penalties over cov and u have ins companies passing on the cost,aca mandate unnecessary coverage add young taking penalty cov u in company pass cost,0.15957424365372,-0.4588,0
USA,1241,Ron Wyden would know about that.,ron wyden know,0.179751682303409,0.0,0
USA,1242,When I read a response like this I think if only congressman had to run statewide races and then get assigned a section of state to rep,read response like think congressman run statewide race assign section state rep,0.182179880565193,0.3612,0
USA,1243,"@JohnCornyn it's not crazy talk, it's shameful you and your 12 colleagues are being so secretive about a bill with little support.",crazy talk shameful colleague secretive bill little support,0.170696303941345,-0.4927,0
USA,1244,"Considering you could not find a fact if it bit you on the butt, you may want to find it for yourself first",consider find fact bite butt want find,0.205700324114653,0.0772,1
USA,1245,@JohnCornyn Any response as to why Texas overwhelmingly leads this list of Veterans losing Medicaid under AHCA??,response texas overwhelmingly lead list veterans lose medicaid ahca,0.108975844716298,-0.4939,0
USA,1246,AL Senator Luther Strange comments on news that the U.S. will withdraw from #Paris Agreement @WKRG @lutherstrange,al senator luther strange comment news withdraw paris agreement,0.140830067689863,0.34,0
USA,1247,(hear)Dangerous (hear dangerous) Refuse to answer as trump would fire him also like Mr.C,hear dangerous refuse answer trump fire like mr c,0.17950232590387,-0.6369,0
USA,1248,"She doesn't care, none of them care. More concerned with their power and influence within their elitist circle jerk #AHCA #wvleg #4thofJuly",care care concerned power influence elitist circle jerk ahca wvleg,0.219246162437897,0.6124,1
USA,1249,This is what freedom feels like to a special needs family. Sigh. /end,freedom feel like special need family sigh,0.17950232590387,0.8591,0
USA,1250,"How are they \new taxes\"" if it's the same system we've had in place for 5+ years?""",new tax system place year,0.128234109505826,0.0,0
USA,1251,Listen to @SenSanders and start by getting the money out of politics. Why don't Dems push Citizens United repeal?,listen start get money politic dems push citizens united repeal,0.176759371258445,0.4215,0
USA,1252,Dear great leaders after so much research I finally found d most recent and effective drugs for #HepatitisC #Epclusa & #Ribavirin but costs,dear great leader research finally find d recent effective drug hepatitisc epclusa ribavirin cost,0.135188371657358,0.8689,0
USA,1253,@SpeakerRyan @freedomcaucus @TGowdySC @RandPaul @tedcruz sanity in this insanity VDH.,sanity insanity vdh,0.101104870182229,-0.5719,0
USA,1254,wrong again. if he left copies on FBI laptop he didnt abscond...he took a copy for his own protection. TG he did..shame on you,wrong leave copy fbi laptop not abscond take copy protection tg shame,0.177710485542312,-0.7506,0
USA,1255,"Mahalo for all you doBlessings and prayers for your surgery, recovery and ohana. Aloha Senator @maziehirono",mahalo doblessing prayer surgery recovery ohana aloha senator,0.094687272559678,0.0,0
USA,1256,i just read them. I believe I'm someone.,read believe,0.117699218285541,0.0,0
USA,1257,"Senator, it seems part of the problem may be not crafting a message the media is using other than \Trump bad. Vote for Non-Trump party.\"" /1""",senator problem craft message media trump bad vote non trump party,0.156619263334637,-0.5423,0
USA,1258,This seems like a awful bill. Where is the good part at? This helps no but the ultra rich. @senrobportman,like awful bill good help ultra rich,0.182836412437686,0.8271,0
USA,1259,".@amyklobuchar refers to the Senate GOP's Obamacare repeal bill as \son of mean, or mean II\""""",refer senate gop obamacare repeal bill son mean mean ii,0.190766950671424,0.0,0
USA,1260,Can we use our own doctors?,use doctor,0.109977901476827,0.0,0
USA,1261,"@SenJohnMcCain a Soros-funded shithead, for sure.",soros fund shithead sure,0.266329005907994,-0.4215,1
USA,1262,@SenatorIsakson Why won't u go in front of the people u supposedly serve? Don't u know that u serve at their pleasure? YOU can be replaced.,will u people u supposedly serve u know u serve pleasure replace,0.179751682303409,0.5719,0
USA,1263,They blame it on @POTUS who is doing his job as President. Dems beed to step up &stop the madness,blame job president dem be step stop madness,0.159216185615364,-0.7579,0
USA,1264,"None of the above is always an option, but let's be serious, if @SenSanders is for something, instinct says to go 180 degrees from it.",option let instinct say degree,0.144022875602395,0.0,0
USA,1265,Barf. What the hell does this have to do with anything. Take your religion out of our public policy discussions.,barf hell religion public policy discussion,0.193575641350852,-0.6808,1
USA,1266,The laissez-faire approach to batting has some flaws.,laissez faire approach batting flaw,0.135466050397231,0.0,0
USA,1267,Not to mention the decline in quality of coverage. It's like they want me to die.,mention decline quality coverage like want die,0.17950232590387,-0.2732,0
USA,1268,"why At exactly 13:00 on November 22, 1963 a California Bander was placed on #journalism in America and every since its #opinionated bullsh!!",exactly november california bander place journalism america opinionated bullsh,0.163085438265586,0.0,1
USA,1269,I'm a 62-year old native Arizonan; this bill terrifies me. It's NOT healthcare. Vote No.,old native arizonan bill terrify healthcare vote,0.153004918246898,-0.5106,0
USA,1270,Yay for pollution!! I can't wait to vote you and your buddies out!,yay pollution wait vote buddy,0.155423754872933,0.5267,0
USA,1271,Sen. @MarkWarner VA piece on GPS today about need for new social contract for low/middle income w. rise of AI/machine learning. #mepolitics,va piece gps today need new social contract low middle income rise ai machine learning mepolitic,0.153402640329611,-0.2732,0
USA,1272,The anger the right has in them is clouding their judgment. The election was hacked by a foreign government. Trump doesn't care. Wonder why.,anger right cloud judgment election hack foreign government trump care wonder,0.191522744882326,-0.128,0
USA,1273,Tweet of the day! Made me smile,tweet day smile,0.124658696445929,0.3612,0
USA,1274,Chuckie you make me laugh...Now you know what it was like when Obamacare was shoved through. None of you clowns even knew what was in it...,chuckie laugh know like obamacare shove clown know,0.200125078552867,0.7269,1
USA,1275,"Actually, that's exactly what Mussolini's would have done.",actually exactly mussolini,0.171412843050183,0.0,0
USA,1276,Please @SenSanders stop blaming Dems for mistakes in past.ALL Dems AND Independents must unite so we can win elections Unite/ Dont Fight,stop blame dem mistake past dems independents unite win election not fight,0.160991302192388,-0.0041,0
USA,1277,@RepAdamSchiff Cornyn you are a liar and a traitor! The voters will not forget! #shame #fascistalert,cornyn liar traitor voter forget shame fascistalert,0.183717362850215,-0.8074,1
USA,1278,It's So Hot In Arizona Right Now That Everything Is Literally Melting.,hot arizona right literally melting,0.191522744882326,0.0,0
USA,1279,"@SenDeanHeller stay strong, sir! Do the right thing and continue to oppose the heartless \health care\"" bill. I wish my reps were like you!""",stay strong sir right thing continue oppose heartless health care bill wish rep like,0.192635554015024,0.8176,0
USA,1280,"To be as disrespectful as TRUMPED!! LOCK HIM UP, LOCK HIM UP. Didn't you see that TRUMPED is being investigated??",disrespectful trumped lock lock trumped investigate,0.22022257994116,0.0,0
USA,1281,"Where is John coming down on this bogus damned healthcare fiasco? I'll have far more respect if he votes \no!\""""",john come bogus damned healthcare fiasco far respect vote,0.162154791478043,-0.4215,0
USA,1282,And don't let those relics silence you.,let relic silence,0.143389657922121,0.0,0
USA,1283,Sure link to the SMEs who corroborate your claims. Here's info about the intentional sabotaging of the ACA,sure link sme corroborate claim info intentional sabotaging aca,0.135520280789618,0.3182,0
USA,1284,That you Deep State manufactured!,deep state manufacture,0.123885982415095,0.0,0
USA,1285,There are no tapes. Trump lied to scare Comey. That's called witness intimidation. Comey has whistleblower protection too. #ImpeachTrump,tape trump lie scare comey call witness intimidation comey whistleblower protection impeachtrump,0.162044719227932,-0.7184,0
USA,1286,Fantastic to see a Senator and Congressman standing up against the obscenity of selling arms to a militarized anti-human-rights regime.,fantastic senator congressman stand obscenity sell arm militarized anti human right regime,0.191522744882326,0.3182,0
USA,1287,Bernie diden't lose? There were no election. HRC was elected by the DNC. It's literally right there in the e-mails. Do you even read mate?,bernie lose election hrc elect dnc literally right e mail read mate,0.191522744882326,-0.4019,0
USA,1288,When the gutless Repugs get rid of Trump!,gutless repugs rid trump,0.179333935832571,0.0,1
USA,1289,"#HowTheACASavedMyLife @lisamurkowski I make above min. wage & work for a small business, owners use ACA too, the reason I made so little 4/",howtheacasavedmylife min wage work small business owner use aca reason little,0.162435689760191,0.0,0
USA,1290,"Warren, Harris, Feinstein YOU MAKE US ALL PROUD.",warren harris feinstein proud,0.107703268079361,0.4767,0
USA,1291,Wish my gov was a stand up guy. @GovRauner #SaveMedicaid #protectourcare #noonbrca,wish gov stand guy savemedicaid protectourcare noonbrca,0.194514626046279,0.4019,0
USA,1292,"Too funny but sad, thanks Schumer showing what dictatorship does to get prised by his supporters Mr. 45.",funny sad thank schumer show dictatorship prise supporter,0.172556722199846,0.5267,0
USA,1293,Stick a spear in her butt and see if she likes that,stick spear butt like,0.205700324114653,0.3612,1
USA,1294,"But I DO worry about others. Friends, family, neighbours, who suffer. I see where you're coming from, but I can't only worry about myself.",worry friend family neighbour suffer come worry,0.163650145290957,-0.7269,0
USA,1295,"Shocked, I tell you, simply shocked!",shocked tell simply shock,0.179898825285373,-0.5994,0
USA,1296,Must feel pretty sad to make a fake troll account that only confuses liberals,feel pretty sad fake troll account confuse liberal,0.15355904550881,-0.5994,0
USA,1297,I would say BREAKING NEWS! McCain had a thought.,breaking news mccain thought,0.185618317943368,0.0,0
USA,1298,You mean like when @SenSanders blamed Gifford shooting on @GOP with no evidence & it was proven to be false.,mean like blame gifford shoot evidence prove false,0.190766950671424,-0.3182,0
USA,1299,From one of the thirteen behind close doors on Trumpcare. Seems to feel differently now.,thirteen close door trumpcare feel differently,0.14045639901166,0.0,0
USA,1300,"@SenSanders just pretending to be a Senator.... blah, blah, blah,....",pretend senator blah blah blah,0.155662251013358,-0.3818,0
USA,1301,"Wow , I see now why we are so blessed to have our freedom. I think I need to go shopping",wow blessed freedom think ne shopping,0.182179880565193,0.9169,0
USA,1302,@SenGillibrand I guess old bags get turned on when using special language while addressing much younger crowd! Go Botox!,gues old bag turn special language address young crowd botox,0.157045021971577,0.4019,0
USA,1303,THANK YOU CHUCK -- LOVE YOU !! DON'T GIVE UP WITH THIS NIGHTMARE OF THIS NATION !!,thank chuck love nightmare nation,0.140172967893745,0.7717,0
USA,1304,Reminder that @SenCoryGardner will cast the deciding vote to kill #Obamacare,reminder cast decide vote kill obamacare,0.165160771149222,-0.6908,0
USA,1305,"This is how GOPers Govern. Selling us out for the 2% who buy them out on an annual basis. Me first, is their mind set.",gopers govern sell buy annual basis mind set,0.135556526015296,0.0,0
USA,1306,"\It's difficult to produce 2700 pages of unintelligible plutocrat rhetoric therefore we only wrote 142 pages.\""""",difficult produce page unintelligible plutocrat rhetoric write page,0.143772329326047,-0.3612,0
USA,1307,Ok let's put it this way @SenJohnMcCain is a registered Republican. Is he? No. Ask Republicans if he's a Republican.,ok let way register republican ask republicans republican,0.147638746040357,0.296,0
USA,1308,"To be honest, I wouldn't trust myself with a bat around some of those phony back bitters!",honest trust bat phony bitter,0.177773778767772,0.5859,1
USA,1309,Is surprising Senate didn't Clear Questions withSpecial Counsel B4 Spectacle of Refusal2Answer we Witnessed today,surprising senate clear questions withspecial counsel spectacle witness today,0.137124747419523,0.5719,0
