source_id,source_split,source_row_in_split,source_policy_area_num,source_policy_area_raw,source_ntoken,text,gt_policy_area
train_825,train,825,10,No policy area,26,平田耕一は、「小泉の決死の改革」を支えるひとりとして、日本の政治に真正面からぶつかって行きます,No Policy Area
train_826,train,826,7,"Health, Labour, and Welfare",6,持続可能な年金、医療,"Health, Labour, and Welfare"
train_827,train,827,6,Foreign Affairs,18,日米同盟を再構築し、国益を守り主張する外交を展開します,Foreign Affairs
train_828,train,828,5,Financial Affairs,18,経済の好循環を立ち直らせ、津々浦々までアベノミクスの効果を届けます,Financial Affairs
train_829,train,829,10,No policy area,7,南予に活力と潤いを,No Policy Area
train_830,train,830,7,"Health, Labour, and Welfare",8,血管のコレステロールを掃除するマイクロマシン,"Health, Labour, and Welfare"
train_831,train,831,10,No policy area,4,あれから2年,No Policy Area
train_833,train,833,10,No policy area,7,心よりお願い申し上げます,No Policy Area
train_834,train,834,10,No policy area,23,昭和61年、衆議院選挙にて初当選、以後連続当選を果たし現在9期目,No Policy Area
train_835,train,835,3,"Education, Culture, Sports, Science, and Technology",18,教育改革の柱となる「新教育基本法」の実現を目指します,"Education, Culture, Sports, Science, and Technology"
train_836,train,836,0,"Agriculture, Forestry, and Fisheries",9,農村基本計画」を着実に実施する,"Agriculture, Forestry, and Fisheries"
train_837,train,837,1,Committees on Cabinet,18,◎危険ドラッグの販売や広告の禁止命令を出しやすくするよう法律改正,Committees on Cabinet
train_838,train,838,10,No policy area,12,一票を持たない子供たちの未来のために,No Policy Area
train_839,train,839,0,"Agriculture, Forestry, and Fisheries",6,耕作放棄地の発生防止,"Agriculture, Forestry, and Fisheries"
train_840,train,840,10,No policy area,8,日本はこのままでは茹で蛙です,No Policy Area
train_841,train,841,10,No policy area,4,§Twitterロゴあり,No Policy Area
train_842,train,842,3,"Education, Culture, Sports, Science, and Technology",5,◎宇宙開発の推進,"Education, Culture, Sports, Science, and Technology"
train_843,train,843,10,No policy area,26,大企業には徹底した競争を促し、その分、従業員にはしっかりしたセーフティーネットを築きます,No Policy Area
train_844,train,844,5,Financial Affairs,32,09倍(本年九月現在)という二十二年ぶりの高水準となったうえ、四十七都道府県全てで改善がみられています,Financial Affairs
train_845,train,845,10,No policy area,6,‡誇りある日本の再生,No Policy Area
train_846,train,846,0,"Agriculture, Forestry, and Fisheries",6,山形には、農林業,"Agriculture, Forestry, and Fisheries"
train_847,train,847,7,"Health, Labour, and Welfare",14,医療福祉の充実を図り、安心安全な郷土を構築,"Health, Labour, and Welfare"
train_848,train,848,3,"Education, Culture, Sports, Science, and Technology",4,教育を、取り戻す,"Education, Culture, Sports, Science, and Technology"
train_849,train,849,2,"Economy, Trade and Industry",17,（５）中小企業･商店街中心の地域活性化をはかります,"Economy, Trade and Industry"
train_850,train,850,8,Internal Affairs and Communications,23,郵政民営化は、行財政改革を始めとするあらゆる構造改革に連動する、小泉改革の本丸です,Internal Affairs and Communications
train_851,train,851,10,No policy area,5,日本の安全と成長,No Policy Area
train_852,train,852,7,"Health, Labour, and Welfare",11,更に、制度ばかりでなく、地域社会における医療,"Health, Labour, and Welfare"
train_853,train,853,8,Internal Affairs and Communications,15,郵政民営化実現で６区をより良い市（まち）に,Internal Affairs and Communications
train_854,train,854,10,No policy area,7,θ高村正彦(こうむら),No Policy Area
train_855,train,855,10,No policy area,11,日本福井化により道義大国をめざします,No Policy Area
train_856,train,856,7,"Health, Labour, and Welfare",13,お年寄りも障がい者も、いきいきと暮らせる街に,"Health, Labour, and Welfare"
train_857,train,857,10,No policy area,17,頑張っている人たちの汗が報われる「当たり前の国づくり」,No Policy Area
train_858,train,858,6,Foreign Affairs,21,国土再建や災害救助等の国際貢献活動を展開、紛争予防や平和構築にも努力,Foreign Affairs
train_859,train,859,2,"Economy, Trade and Industry",3,０３．エネルギー,"Economy, Trade and Industry"
train_860,train,860,10,No policy area,9,これが「小泉改革」の原点です,No Policy Area
train_861,train,861,7,"Health, Labour, and Welfare",4,障害者福祉拡充,"Health, Labour, and Welfare"
train_862,train,862,7,"Health, Labour, and Welfare",18,"家族の\絆\""を深める「三世代居住減免制度」を創設します""","Health, Labour, and Welfare"
train_863,train,863,3,"Education, Culture, Sports, Science, and Technology",8,文化を守り、次世代に伝承する,"Education, Culture, Sports, Science, and Technology"
train_864,train,864,10,No policy area,8,斬新な発想とダイナミックな行動力,No Policy Area
train_865,train,865,11,Security,28,日本の平和と地域の安定を守るため「国家安全保障会議」を設置し「国家安全保障基本法」を制定します,Security
train_866,train,866,10,No policy area,7,日本を確実に再生させる自民党,No Policy Area
train_867,train,867,3,"Education, Culture, Sports, Science, and Technology",19,国の存亡をかけて教育の再生と人材の育成に全力を尽くしたい,"Education, Culture, Sports, Science, and Technology"
train_868,train,868,10,No policy area,15,＃2005鹿児島県第３区ﾐﾔｼﾞｶｽﾞｱｷみやじ和明,No Policy Area
train_869,train,869,8,Internal Affairs and Communications,15,簡保のサービスはなくさないという保証は法律で確保しました,Internal Affairs and Communications
train_870,train,870,3,"Education, Culture, Sports, Science, and Technology",10,乱れた社会秩序を教育を通じて改革します,"Education, Culture, Sports, Science, and Technology"
train_871,train,871,10,No policy area,6,江東から動かせ日本,No Policy Area
train_872,train,872,10,No policy area,9,みはらし のよい政治をめざす,No Policy Area
train_873,train,873,10,No policy area,4,これからも引き続き推進,No Policy Area
train_874,train,874,3,"Education, Culture, Sports, Science, and Technology",7,国家戦略としてスポーツ立国の実現,"Education, Culture, Sports, Science, and Technology"
train_875,train,875,10,No policy area,36,私が当選してまもなく、「お前ら一年生議員は派閥の総会に出てくることが最も大切な仕事だ」と言われ、愕然としました,No Policy Area
train_876,train,876,5,Financial Affairs,9,"日経平均株価8,661円⇒17,357円",Financial Affairs
train_877,train,877,8,Internal Affairs and Communications,16,地方がよくならなければ、国がよくなるはずがありません,Internal Affairs and Communications
train_878,train,878,10,No policy area,4,]小松ゆたか事務所,No Policy Area
train_879,train,879,3,"Education, Culture, Sports, Science, and Technology",7,教育は国家百年の大計です,"Education, Culture, Sports, Science, and Technology"
train_880,train,880,1,Committees on Cabinet,3,女性活躍推進,Committees on Cabinet
train_881,train,881,10,No policy area,13,＃2014-14-神奈川県-第3区-ｵｺﾉｷﾞﾊﾁﾛｳ-小此木八郎,No Policy Area
train_882,train,882,3,"Education, Culture, Sports, Science, and Technology",15,教育とは「自己発見の旅」をお手伝いするということです,"Education, Culture, Sports, Science, and Technology"
train_883,train,883,10,No policy area,28,消費者の多様なニーズに答えるだけではなく、生産者が希望を持って元気に働けるような新しい仕組みが必要です,No Policy Area
train_884,train,884,2,"Economy, Trade and Industry",15,原子力政策‡福井の原発は絶対事故を起こさせない,"Economy, Trade and Industry"
train_886,train,886,10,No policy area,19,経済、外交、教育、第一次産業など、どの領域でも綻びは広がるばかりです,No Policy Area
train_887,train,887,1,Committees on Cabinet,8,災害に強い国土強靭化の推進,Committees on Cabinet
train_888,train,888,1,Committees on Cabinet,7,防災害対策（自然災害の予知,Committees on Cabinet
train_889,train,889,10,No policy area,24,地域防災の核となる消防団の支援強化をはじめ、保育園、高齢者福祉施設、郵便局、畜産,No Policy Area
train_890,train,890,9,"Land, Infrastructure, Transport, and Tourism",10,安心して暮らせる社会保障制度改革に取り組みます,"Land, Infrastructure, Transport, and Tourism"
train_891,train,891,10,No policy area,5,％成城大学法学部卒業,No Policy Area
train_892,train,892,9,"Land, Infrastructure, Transport, and Tourism",6,烏尾トンネルなどを実現,"Land, Infrastructure, Transport, and Tourism"
train_893,train,893,7,"Health, Labour, and Welfare",8,(6)新規就農者を応援,"Health, Labour, and Welfare"
train_894,train,894,1,Committees on Cabinet,13,（４）スリムで効率的、そして安定的な政治,Committees on Cabinet
train_895,train,895,7,"Health, Labour, and Welfare",19,岬町）の医療機関との連携システムを構築し、住民の健康を守る,"Health, Labour, and Welfare"
train_896,train,896,0,"Agriculture, Forestry, and Fisheries",7,【農林水産業の振興】,"Agriculture, Forestry, and Fisheries"
train_897,train,897,3,"Education, Culture, Sports, Science, and Technology",21,科学技術産業、観光産業、スポーツランドなど、世界に通じるレベルのものを創ります,"Education, Culture, Sports, Science, and Technology"
train_898,train,898,10,No policy area,3,％2004年,No Policy Area
train_899,train,899,0,"Agriculture, Forestry, and Fisheries",20,食の安全、安心を確保して食育基本法提案者として食育の展開,"Agriculture, Forestry, and Fisheries"
train_900,train,900,5,Financial Affairs,6,□バラマキなしで景気回復,Financial Affairs
train_901,train,901,2,"Economy, Trade and Industry",34,地方分権を否定するものではありませんが、西九州との格差をみてもまず競争条件を可能な限り平等にすることが不可欠です,"Economy, Trade and Industry"
train_902,train,902,7,"Health, Labour, and Welfare",6,地域別の偏在の是正,"Health, Labour, and Welfare"
train_903,train,903,10,No policy area,10,％せと隆一(たかかず)プロフィール,No Policy Area
train_904,train,904,10,No policy area,3,せと隆一,No Policy Area
train_905,train,905,10,No policy area,3,経済活性化,No Policy Area
train_906,train,906,10,No policy area,13,安心の暮らしをしっかりと守ります→（信念まっしぐら）,No Policy Area
train_907,train,907,10,No policy area,4,θ山本ともひろ,No Policy Area
train_908,train,908,5,Financial Affairs,10,近居による税的優遇制度の検討）,Financial Affairs
train_909,train,909,5,Financial Affairs,11,今、国家財政は破綻の危機にあります,Financial Affairs
train_910,train,910,3,"Education, Culture, Sports, Science, and Technology",22,いつ起こるかわからない自然災害への備えを固め、拉致問題を経済制裁で解決します,"Education, Culture, Sports, Science, and Technology"
train_912,train,912,8,Internal Affairs and Communications,56,都会も田舎も公平で地域が自立できる「千里同風」の故郷づくりを政治信条として30年、ようやくその集大成の機会到来と真摯にとらえ、特に地域が主役の生きがいづくりに努め、元気な故郷づくりに努めます,Internal Affairs and Communications
train_913,train,913,11,Security,14,不測の事態にも即応できるよう関係法令を整備します,Security
train_914,train,914,7,"Health, Labour, and Welfare",12,４．心豊かな暮らしが出来る社会保障制度づくり,"Health, Labour, and Welfare"
train_915,train,915,7,"Health, Labour, and Welfare",27,次の世代を担う子供たちを安心して産み育てられる安全なセーフティーネット社会の確立と子育て支援を目指します,"Health, Labour, and Welfare"
train_916,train,916,10,No policy area,8,（３）安心して暮らせるために,No Policy Area
train_917,train,917,1,Committees on Cabinet,31,制度を使いこなす「人」の意識や心も変わらなければ、この構造改革は成果に繋がらないと考えます,Committees on Cabinet
train_918,train,918,10,No policy area,5,％Profile【プロフィール】,No Policy Area
train_919,train,919,1,Committees on Cabinet,13,治安対策を見直し、笑顔が輝く安心な社会を実現,Committees on Cabinet
train_920,train,920,5,Financial Affairs,26,景気回復‡雇用を創出し、失業者対策に全力で取り組み、汗を流す人が報われる社会をつくります,Financial Affairs
train_921,train,921,7,"Health, Labour, and Welfare",10,生活保護と最低賃金の逆転を解消した,"Health, Labour, and Welfare"
train_922,train,922,9,"Land, Infrastructure, Transport, and Tourism",19,（２）蔵造りの町並みの伝統的保存地区の一層の活性化を促進,"Land, Infrastructure, Transport, and Tourism"
train_923,train,923,8,Internal Affairs and Communications,14,立候補の理由‡｢郵政民営化の是非を問うため｣,Internal Affairs and Communications
train_924,train,924,5,Financial Affairs,29,大胆な税制改革、金融改革、起業支援でデフレを脱却し、日本経済を再生させ、雇用不安を解消します,Financial Affairs
train_925,train,925,1,Committees on Cabinet,16,災害や事故、犯罪から守り、世界一安全な国を創ります,Committees on Cabinet
train_926,train,926,10,No policy area,3,私の政策,No Policy Area
train_927,train,927,7,"Health, Labour, and Welfare",14,少子化への歯止めを妻とふたりで実践しております,"Health, Labour, and Welfare"
train_928,train,928,7,"Health, Labour, and Welfare",18,頑張る人々をしっかりとサポートし、弱い立場の人が安心できる社会をつくる,"Health, Labour, and Welfare"
train_929,train,929,1,Committees on Cabinet,16,税金の無駄使いをなくし構造改革を推進、小さな政府を実現,Committees on Cabinet
train_930,train,930,7,"Health, Labour, and Welfare",13,これがリバースモーゲージ（逆担保）方式の仕組みです,"Health, Labour, and Welfare"
train_931,train,931,9,"Land, Infrastructure, Transport, and Tourism",12,県民悲願の高速自動車道の整備をはじめ、陸,"Land, Infrastructure, Transport, and Tourism"
train_932,train,932,11,Security,26,「国民保護法」と「国際貢献法」の早期成立により、国民の安全と国際貢献を推進します,Security
train_933,train,933,0,"Agriculture, Forestry, and Fisheries",24,国家の関税自主権を放棄するような関税撤廃を条件とするＴＰＰの交渉参加には反対します,"Agriculture, Forestry, and Fisheries"
train_934,train,934,10,No policy area,18,今こそシェアの奪い合いから、新しい価値の創造への転換を図ります,No Policy Area
train_935,train,935,1,Committees on Cabinet,10,財産を守ることは政治の大きな使命です,Committees on Cabinet
train_936,train,936,10,No policy area,47,私は連日、埼玉6区(上尾市、鴻巣市、桶川市、北本市、伊奈町)内をあいさつ廻り、街頭演説をしていますが、まだまだ景気生活実現にはほど遠いのが実情です,No Policy Area
train_937,train,937,5,Financial Affairs,5,（１）円高,Financial Affairs
train_938,train,938,0,"Agriculture, Forestry, and Fisheries",11,農地プランの展開)、担い手への農地集積,"Agriculture, Forestry, and Fisheries"
train_939,train,939,10,No policy area,8,改革は、国民との約束だ,No Policy Area
train_940,train,940,10,No policy area,27,それを果たすのは自由民主党であり、私は日本再生のため今後とも全力で頑張って参ります,No Policy Area
train_941,train,941,3,"Education, Culture, Sports, Science, and Technology",5,子育て支援の専門家,"Education, Culture, Sports, Science, and Technology"
train_942,train,942,9,"Land, Infrastructure, Transport, and Tourism",7,東濃西部都市間連絡道路,"Land, Infrastructure, Transport, and Tourism"
train_943,train,943,8,Internal Affairs and Communications,29,郵政公社で働く27万人職員は、国家公務員ではなくなるものの、共済年金も守られ、規模縮小も自然減だけです,Internal Affairs and Communications
train_944,train,944,2,"Economy, Trade and Industry",13,このため、早急に、危機管理対策を確立します,"Economy, Trade and Industry"
train_945,train,945,7,"Health, Labour, and Welfare",26,単なる弱者保護の政策ではなく、誰もがそれぞれに出来る範囲内で互いに支え合う新しい福祉国家を築きます,"Health, Labour, and Welfare"
train_946,train,946,2,"Economy, Trade and Industry",9,経済対策：中小企業支援と雇用の拡大,"Economy, Trade and Industry"
train_947,train,947,10,No policy area,15,＃2012群馬県第３区ｻｻｶﾞﾜﾋﾛﾖｼ笹川ひろよし,No Policy Area
train_948,train,948,1,Committees on Cabinet,16,震災復興に全力投球し、県北の経済再生を図ります,Committees on Cabinet
train_949,train,949,10,No policy area,10,外交も経済も国民生活も待ったなしです,No Policy Area
train_950,train,950,3,"Education, Culture, Sports, Science, and Technology",12,（３）世界に誇れる文化芸術、スポーツの振興,"Education, Culture, Sports, Science, and Technology"
train_951,train,951,5,Financial Affairs,16,バブル崩壊以後の長期不況とそれに伴う日本の国際的地位の低下,Financial Affairs
train_952,train,952,4,Environment,25,大量消費社会による環境破壊から、よりよい暮らしを守るため、有限な資源を活かした「適正消費,Environment
train_953,train,953,1,Committees on Cabinet,21,宣言（３）行政のムダをはぶき、簡素で効率的な政府を目指します,Committees on Cabinet
train_954,train,954,10,No policy area,4,「天に星,No Policy Area
train_955,train,955,3,"Education, Culture, Sports, Science, and Technology",18,学力、体力と倫理観を備えた心身ともに豊かな日本人を育成します,"Education, Culture, Sports, Science, and Technology"
train_956,train,956,7,"Health, Labour, and Welfare",23,妊娠から出産、乳幼児への医療体制、一日も早く取り組まなければなりません,"Health, Labour, and Welfare"
train_957,train,957,10,No policy area,10,詳しくはこちら>http://www,No Policy Area
train_958,train,958,10,No policy area,13,全国一律、画一的政策を実行して来ました,No Policy Area
train_959,train,959,5,Financial Affairs,3,税制等）,Financial Affairs
train_960,train,960,10,No policy area,8,§ホームページ:http://www,No Policy Area
train_961,train,961,7,"Health, Labour, and Welfare",7,小諸厚生病院の再構築支援,"Health, Labour, and Welfare"
train_962,train,962,0,"Agriculture, Forestry, and Fisheries",13,安心を‾日本ならではの生活や食の安心を達成,"Agriculture, Forestry, and Fisheries"
train_963,train,963,10,No policy area,10,θ門山(かどやま)ひろあき,No Policy Area
train_964,train,964,10,No policy area,4,経済活性化について,No Policy Area
train_965,train,965,10,No policy area,6,％46年土佐高校卒業,No Policy Area
train_966,train,966,10,No policy area,8,秋本まさとし８つの基本政策,No Policy Area
train_967,train,967,5,Financial Affairs,5,日本財政を確かに,Financial Affairs
train_968,train,968,10,No policy area,4,佐藤ゆかりの人柄,No Policy Area
train_969,train,969,10,No policy area,6,^自民党幹事長谷垣禎一,No Policy Area
train_970,train,970,10,No policy area,3,Shape Up Japan,No Policy Area
train_971,train,971,10,No policy area,3,前進します,No Policy Area
train_972,train,972,0,"Agriculture, Forestry, and Fisheries",28,「聖域なき関税撤廃」を前提としたTPP交渉参加に反対し、農林水産業、商業等産業を守ります,"Agriculture, Forestry, and Fisheries"
train_973,train,973,1,Committees on Cabinet,4,不断の行政改革,Committees on Cabinet
train_974,train,974,10,No policy area,10,"子どもたちに残したい\輝く日本\""""",No Policy Area
train_975,train,975,7,"Health, Labour, and Welfare",13,▼維持可能な年金制度改革、医療･介護のシステム,"Health, Labour, and Welfare"
train_976,train,976,10,No policy area,12,この強い思いで景気回復に全力を尽くします,No Policy Area
train_977,train,977,1,Committees on Cabinet,11,国会議員も運転免許も更新制なのだから,Committees on Cabinet
train_978,train,978,4,Environment,30,さまざまな資源を再利用することにより、ごみを減らしたり、新たなエネルギー源をつくり、リサイクル社会の実現を目指します,Environment
train_979,train,979,7,"Health, Labour, and Welfare",39,少子高齢化を十分に踏まえた医療や年金、介護制度に再構築し、より健康で、心配のない老後を送ることが出来る体制を整備します,"Health, Labour, and Welfare"
train_980,train,980,10,No policy area,3,果敢にトライ,No Policy Area
train_981,train,981,11,Security,11,憲法を改正し国防軍を創設すべきです,Security
train_982,train,982,6,Foreign Affairs,36,私は総理在任中に、アフガニスタンや中央アジアのウズベキスタン、タジキスタンなどとの関係を重視する『ユーラシア外交』を提唱し、交流を進めました,Foreign Affairs
train_983,train,983,10,No policy area,3,だから自民党 www,No Policy Area
train_984,train,984,5,Financial Affairs,8,法人税率の世界水準への引下げ,Financial Affairs
train_985,train,985,10,No policy area,15,％＊福井県今立郡今立町(現:越前市)生まれ,No Policy Area
train_986,train,986,2,"Economy, Trade and Industry",56,クリーンエネルギー開発、燃料電池自動車などの普及等、新たな科学技術の開発を進めて環境保護と経済成長との両立を図ると共に、ベンチャー育成や新産業の創業を支援し、市場と雇用の創出、拡大を実現します,"Economy, Trade and Industry"
train_987,train,987,10,No policy area,7,衆議院議員(2期),No Policy Area
train_988,train,988,10,No policy area,12,%昭和37年3月銚子市立第4中学校卒業,No Policy Area
train_989,train,989,7,"Health, Labour, and Welfare",9,福祉や医療に万全を期します,"Health, Labour, and Welfare"
train_990,train,990,10,No policy area,14,これからも私は、郷土と日本を愛する政治に取り組みます,No Policy Area
train_991,train,991,10,No policy area,7,◎「人間力」向上プラン,No Policy Area
train_992,train,992,10,No policy area,9,成長の糧を確実にしながら、中立,No Policy Area
train_993,train,993,10,No policy area,10,＃2003愛知県第７区ｱｵﾔﾏﾀｶｼ青山丘,No Policy Area
train_994,train,994,10,No policy area,7,私たちは改革実行、自由,No Policy Area
train_995,train,995,11,Security,28,安全保障などの諸問題について、単に批判や反対をするだけでなく政権内部から一つ一つ現実に改革を進めます,Security
train_996,train,996,10,No policy area,5,強化を図ります,No Policy Area
train_997,train,997,7,"Health, Labour, and Welfare",19,姑を介護した嫁(または婿)が実子並みの相続をできるようにする,"Health, Labour, and Welfare"
train_998,train,998,10,No policy area,8,（１）日本人の良さ再認識,No Policy Area
train_999,train,999,9,"Land, Infrastructure, Transport, and Tourism",12,こうした中で中勢バイパス、国道３６８号、下水道,"Land, Infrastructure, Transport, and Tourism"
train_1000,train,1000,3,"Education, Culture, Sports, Science, and Technology",5,％川崎ドッジボール連盟会長,"Education, Culture, Sports, Science, and Technology"
train_1001,train,1001,5,Financial Affairs,30,デフレからの脱却を最優先に、経済の好循環をより確かなものにし、雇用を創出し所得を増やします,Financial Affairs
train_1002,train,1002,10,No policy area,6,改革の本丸は何か,No Policy Area
train_1003,train,1003,10,No policy area,13,平成11年、25歳で佐賀県の県議会議員に,No Policy Area
train_1004,train,1004,10,No policy area,10,時代の変化に合わせスピーディーな改革の実行,No Policy Area
train_1005,train,1005,3,"Education, Culture, Sports, Science, and Technology",37,（６）日本人としての誇り･家族の絆の大切さを教え、知育･徳育･体育･食育のバランスのとれた教育をめざします,"Education, Culture, Sports, Science, and Technology"
train_1006,train,1006,3,"Education, Culture, Sports, Science, and Technology",13,いつの時代も子供達は輝く未来の創造者です,"Education, Culture, Sports, Science, and Technology"
train_1007,train,1007,7,"Health, Labour, and Welfare",16,「長生きしてよかったなあ」と感じる社会をつくります,"Health, Labour, and Welfare"
train_1008,train,1008,3,"Education, Culture, Sports, Science, and Technology",69,そして子供達に、「この世に生を受けたことは有難いことであり、命の大切さと自分一人では生きていけない」ことを理解させ、「それぞれの一生を幸せに、そして有意義に送れるよう」な土台を作ってやるのが義務教育の務めだと思っています,"Education, Culture, Sports, Science, and Technology"
train_1009,train,1009,10,No policy area,10,%自由民主党宮城県連会長(現),No Policy Area
train_1010,train,1010,0,"Agriculture, Forestry, and Fisheries",12,◎日本の食料基地としての農林水産業の振興,"Agriculture, Forestry, and Fisheries"
train_1011,train,1011,10,No policy area,11,"(4)世界ナンバー1の\人づくり\""""",No Policy Area
train_1012,train,1012,6,Foreign Affairs,13,◎拉致問題の解決、領土問題の解決への努力,Foreign Affairs
train_1013,train,1013,10,No policy area,18,京都に愛を感じたら伊吹文明（いぶきぶんめい）にあなたの一票を,No Policy Area
train_1014,train,1014,10,No policy area,8,強い日本、活力ある長崎をつくる,No Policy Area
train_1015,train,1015,2,"Economy, Trade and Industry",28,私は、大田区の町工場の三男として大田区で生まれ、育ち、民間企業で働いてまいりました,"Economy, Trade and Industry"
train_1016,train,1016,10,No policy area,7,-まず地域、まず暮らし-,No Policy Area
train_1017,train,1017,7,"Health, Labour, and Welfare",5,弱者支援システムの確立,"Health, Labour, and Welfare"
train_1018,train,1018,8,Internal Affairs and Communications,18,いま、電子メールの普及などで郵便物は毎年減少し続けています,Internal Affairs and Communications
train_1019,train,1019,10,No policy area,12,自民党には、日本を再生するプランがあります,No Policy Area
train_1020,train,1020,10,No policy area,8,＝にかい俊博の誓い＝,No Policy Area
train_1021,train,1021,4,Environment,24,シベリア森林火災防止への協力と、サハリンからの天然ガスパイプライン構想で、地球温暖化にストップを,Environment
train_1022,train,1022,2,"Economy, Trade and Industry",14,◆木質バイオマスなど分散型エネルギーインフラ整備を促進します,"Economy, Trade and Industry"
train_1023,train,1023,3,"Education, Culture, Sports, Science, and Technology",15,たくましく、いきいきした子供を育てる教育制度の見直しをします,"Education, Culture, Sports, Science, and Technology"
train_1024,train,1024,5,Financial Affairs,6,円高阻止とデフレ脱却,Financial Affairs
train_1025,train,1025,10,No policy area,5,浜松から自信回復宣言,No Policy Area
train_1026,train,1026,10,No policy area,12,安全で活力のあるまちづくりをめざします,No Policy Area
train_1027,train,1027,2,"Economy, Trade and Industry",8,（６）原発依存度を下げます,"Economy, Trade and Industry"
train_1028,train,1028,1,Committees on Cabinet,24,治安については、犯罪の防止に適した設備などの整備とパトロールの強化、地域との連携を,Committees on Cabinet
train_1029,train,1029,10,No policy area,3,√アベノミクス前,No Policy Area
train_1030,train,1030,10,No policy area,8,外務、財務、国交省大臣政務官,No Policy Area
train_1031,train,1031,10,No policy area,9,快適で魅力あふれるまち、豊中を創造,No Policy Area
train_1032,train,1032,6,Foreign Affairs,17,40代の若さと北朝鮮による拉致事件で見せた毅然とした態度,Foreign Affairs
train_1033,train,1033,0,"Agriculture, Forestry, and Fisheries",8,住宅への国産材使用を促進,"Agriculture, Forestry, and Fisheries"
train_1034,train,1034,10,No policy area,10,□政府の焼け太り、利権政治と断固闘う,No Policy Area
train_1035,train,1035,10,No policy area,8,‡子どもたちに夢と希望を,No Policy Area
train_1036,train,1036,3,"Education, Culture, Sports, Science, and Technology",18,正しい歴史認識を取り戻し、日本人としての矜持を育てるための教育再生,"Education, Culture, Sports, Science, and Technology"
train_1037,train,1037,3,"Education, Culture, Sports, Science, and Technology",22,日本の子ども達が心身ともに健やかに育ち、たくましさと確かな学力を養える環境をつくります,"Education, Culture, Sports, Science, and Technology"
train_1038,train,1038,11,Security,5,総合安全保障の確立,Security
train_1039,train,1039,7,"Health, Labour, and Welfare",13,（２）議員年金廃止へ国会に諮問機関を設置,"Health, Labour, and Welfare"
train_1040,train,1040,3,"Education, Culture, Sports, Science, and Technology",12,基礎研究分野に集中投資し、科学技術で先進,"Education, Culture, Sports, Science, and Technology"
train_1041,train,1041,10,No policy area,21,一緒に、将来までも豊かな山形を、日本を、実現していきませんか,No Policy Area
train_1042,train,1042,10,No policy area,7,明日のふるさと東播磨の構築,No Policy Area
train_1043,train,1043,10,No policy area,4,→日本をダイエット,No Policy Area
train_1044,train,1044,10,No policy area,3,□実行済,No Policy Area
train_1045,train,1045,5,Financial Affairs,32,そこで、二回目の増税を今から2年4カ月後に延期し、その間、「景気回復」に全力を尽くすことといたしました,Financial Affairs
train_1046,train,1046,10,No policy area,6,％大東文化大学経済学部卒業,No Policy Area
train_1047,train,1047,6,Foreign Affairs,6,（５）凛とした外交,Foreign Affairs
train_1048,train,1048,10,No policy area,7,θほりい学(まなぶ),No Policy Area
train_1050,train,1050,1,Committees on Cabinet,12,１．『小さな政府』『官から民へ』,Committees on Cabinet
train_1051,train,1051,3,"Education, Culture, Sports, Science, and Technology",6,自転車振興の飛躍的展開,"Education, Culture, Sports, Science, and Technology"
train_1052,train,1052,3,"Education, Culture, Sports, Science, and Technology",17,職業系高校の教育内容を充実、産業技術のスペシャリストを養成します,"Education, Culture, Sports, Science, and Technology"
train_1053,train,1053,5,Financial Affairs,32,抜本的経済改革と地域政策により雇用を創出し、年金等社会保障を充実させて、安心して暮らせる国民生活を築きます,Financial Affairs
train_1054,train,1054,7,"Health, Labour, and Welfare",14,年金などの社会保障制度、少子高齢化対策をすすめます,"Health, Labour, and Welfare"
train_1055,train,1055,10,No policy area,7,新しい日本、ふるさと新時代を,No Policy Area
train_1056,train,1056,1,Committees on Cabinet,22,◆規制緩和を進め、個人や企業が存分に力を発揮できる社会を創ります,Committees on Cabinet
train_1057,train,1057,1,Committees on Cabinet,36,さらに地方創生や経済対策を押し進め、経済成長を確かなものにし、地域が活力を取り戻し、生涯安心できる社会を目指します,Committees on Cabinet
train_1058,train,1058,7,"Health, Labour, and Welfare",11,◎国民皆保険、国民皆年金制度の維持,"Health, Labour, and Welfare"
train_1059,train,1059,10,No policy area,10,＃2012北海道第３区ﾀｶｷﾞﾋﾛﾋｻ高木ひろひさ,No Policy Area
train_1060,train,1060,10,No policy area,11,安定着実な政治で、大阪の景気回復を,No Policy Area
train_1061,train,1061,10,No policy area,9,これが私たち自民党の最優先課題,No Policy Area
train_1062,train,1062,10,No policy area,3,→継続中,No Policy Area
train_1063,train,1063,10,No policy area,4,％ユタ州立大学,No Policy Area
train_1064,train,1064,6,Foreign Affairs,11,米同時テロを境に世界は一変しました,Foreign Affairs
train_1065,train,1065,5,Financial Affairs,37,まずは、デフレ脱却、そのために日銀に物価目標の約束をしてもらい、そのために必要なことを政府と日銀で協力して行うことから始まります,Financial Affairs
train_1066,train,1066,1,Committees on Cabinet,13,□女性が安心して子育てができる環境づくりを訴えます,Committees on Cabinet
train_1067,train,1067,5,Financial Affairs,14,プライマリーバランスの黒字化を実現（2010年代初頭）,Financial Affairs
train_1068,train,1068,10,No policy area,25,デフレから脱却し、経済を成長させるアベノミクスの成功を、確かなものにしなければなりません,No Policy Area
train_1069,train,1069,10,No policy area,4,2%から1,No Policy Area
train_1070,train,1070,1,Committees on Cabinet,5,災害に負けない三重,Committees on Cabinet
train_1071,train,1071,10,No policy area,3,和歌山から攻める,No Policy Area
