source_id,source_split,source_index,text,gt_causal_relation
politicause_train_9727,train,9727,The United States and its citizens are our true friends and closest ally in our enduring relationship.,0
politicause_train_17040,train,17040,"Nevertheless, Egypt still hopes for an agreement that will secure the common interests of the peoples of the Blue Nile in Ethiopia, the Sudan and Egypt.",0
politicause_train_4563,train,4563,"Recruitment drive backed by charities including Kidney Care UK, Cystic Fibrosis Trust, Diabetes UK and the British Liver Trust as antivirals help protect most vulnerable from hospital At least 6,000 more participants needed as soon as possible so the life-saving treatments can be rolled out more widely You can sign up at the PANORAMIC trial website Adults over the age of 50 or with an underlying health condition who test positive for COVID-19 are being urged to sign up for a world-first COVID-19 study which is providing life-saving antivirals to thousands of people.",1
politicause_train_17048,train,17048,"Two months after the attacks, leaders gathered in Paris for the Christchurch Call to Action Summit, bringing together companies, countries and civil society, and committing to a range of actions to reduce the harm such content can cause.",0
politicause_train_14164,train,14164,"Rather than wasting time on attempts to mislead the international community and its own people, Armenia must drop its losing attempts to prolong the unsustainable status quo and faithfully comply with its international obligations.",0
politicause_train_1155,train,1155,"There is still uncertainty around the significance of the changes to the viral genome, and further analyses will now be undertaken.",0
politicause_train_16838,train,16838,"The Office’s visit, which took place in Lome from 22 to 24 July, made it possible to make recommendations and assess the priority needs in terms of technical assistance.",1
politicause_train_1709,train,1709,"I thank him for his work, and I again congratulate him and reiterate my most sincere wishes for success in his second term at the head of our Organization.",0
politicause_train_4028,train,4028,"Hundreds of thousands of people are being vaccinated every day which is fantastic, when you are offered please do take it.",0
politicause_train_13167,train,13167,It was developed to promote the benefits of shared natural resources and is a successful example of an initiative to produce clean and renewable energy.,0
politicause_train_2888,train,2888,I commend Ukraine’s efforts to keep the issue on the agenda by creating the International Crimean Platform.,0
politicause_train_421,train,421,But it also means applying what we’ve learnt to some of the massive challenges ahead and make the lasting reforms that we know are needed.,0
politicause_train_1017,train,1017,"Weekly case rates per 100,000 population were highest in the South West at 667.6.",0
politicause_train_13130,train,13130,"Despite the various policy measures that we have undertaken, progress remains slow as a result of capacity limitations and funding constraints, and the development gap persists, especially between urban and remote rural areas.",1
politicause_train_6166,train,6166,"Without diatribes, complaints or whims, we were able to meet the Organization’s goals, namely harmony and cooperation among Governments to provide wellbeing to our peoples.",1
politicause_train_2176,train,2176,"Thanks to the COVAX Facility and the Governments of friendly countries, vaccine doses have been received, and the vaccination programme is under way.",0
politicause_train_4759,train,4759,The new film is part of the ongoing drive by the government and the NHS encouraging all those eligible to Get Boosted Now to ensure the vital protection they have secured from their first 2 doses is maintained.,0
politicause_train_6508,train,6508,We are particularly worried about the latest developments in Afghanistan.,0
politicause_train_13025,train,13025,"However, at this juncture we are beginning to face significant implementation challenges, due to the continued decline in prices of our major exports, as well as revenue shortfalls and structural imbalances.",1
politicause_train_2173,train,2173,We are investing €24 billion of European and national funds to support the green transition.,0
politicause_train_8657,train,8657,All this is outlined in the Summary of Product Characteristics.,0
politicause_train_16262,train,16262,"They have come from young people who are tired of watching helplessly as their future is hijacked by nations too blind to the catastrophe at our doorstep or too impotent to do what must be done; young people who are living in terror at what the coming years will bring, but who are choosing to speak out rather than cower in fear; young people who know that a secure and prosperous future remains within reach, only if we, as leaders, choose to act and act now to save them.",0
politicause_train_139,train,139,"It is important that everyone takes sensible precautions – get a PCR test if you have symptoms, isolate when asked, wear a face covering in crowded and enclosed spaces, ventilate rooms, get your vaccine and boosters as soon as you can.",0
politicause_train_7934,train,7934,The government is able to make this change thanks to the success of the vaccination programme both in the UK and around the world which has protected millions of people and reduced the risks of opening up international travel.,1
politicause_train_7928,train,7928,The list of approved private providers will go live on GOV.UK on 22 October.,0
politicause_train_7486,train,7486,It will never be forgotten and it has been passed down from generation to generation.,0
politicause_train_13253,train,13253,"For Gabon, climate change action is based on three pillars, namely, improving living conditions, implementing climate adaptation projects and protecting biodiversity.",0
politicause_train_6575,train,6575,"For example, Spain’s integrated national energy and climate plan foresees that our green transition policies will create 250,000 to 350,000 jobs per year.",0
politicause_train_16343,train,16343,"In conclusion, I would like once again to reiterate our support to the United Nations and the ongoing reforms to make the Organization more relevant and representative of the global community.",0
politicause_train_7045,train,7045,"Building back better from COVID-19, reviving the momentum towards achieving the SDGs and addressing ongoing development challenges will require extraordinary international engagement and solidarity.",0
politicause_train_5369,train,5369,This approval was given following a robust review of safety data that shows a positive benefit-risk profile for this vaccine to be used in this age group.,0
politicause_train_15769,train,15769,"In short, the goal is a homeland where everyone may pursue happiness and seek a fuller, happier life, together with their families and loved ones.",0
politicause_train_9354,train,9354,"Given the accessibility of lateral flow tests, positive cases can end their self-isolation period after 5 full days if they test negative on day 5 and 6; and fully vaccinated contacts can also avoid isolation by testing daily with rapid lateral flow tests.",1
politicause_train_11296,train,11296,We are engaged in a comprehensive police reform programme and working closely with other institutions of State to reform and modernize our judicial system.,0
politicause_train_11595,train,11595,"The Chief Medical Officer is clear that moving any faster would mean acting before we know the impact of each step, which would increase the risk of us having to reverse course and re-impose restrictions.",1
politicause_train_14545,train,14545,"That principle is the most important driving force of our economic revolution, and the most important mission of our Government is to inspire and convince our citizens to trust their talent and ability to make real changes.",0
politicause_train_14847,train,14847,"After he returned to Tanzania, Mr. Ikangaa, who considers Japan to be his second home, became a goodwill public-relations ambassador for Japan through the local office of the Japan International Cooperation Agency.",0
politicause_train_10523,train,10523,"Next year, we will celebrate the seventy-fifth anniversary of the founding of the United Nations, which was born from the ashes of the Second World War to maintain peace and promote prosperity and human rights for future generations.",0
politicause_train_12354,train,12354,We see vaccination of all as the best way to address the pandemic.,0
politicause_train_6442,train,6442,"As they talked to each other, they described their own reality.",0
politicause_train_15163,train,15163,We will enter into further such agreements in the months ahead.,0
politicause_train_3322,train,3322,"Those savings are also the fruits of the Republic’s austerity, as luxuries in the Government are a thing of the past.",1
politicause_train_12004,train,12004,"Under my Administration, through extradition, surrender or capture, 44 drug traffickers are now in the custody of the United States, thereby dismantling the most powerful drug cartels in the country.",1
politicause_train_13882,train,13882,"At the time, the Millennium Development Goals benefited from global ownership that foreshadowed a better future for our peoples.",0
politicause_train_12095,train,12095,The devastating impact of plastic pollution on our fragile marine ecosystems demands a global binding agreement to reduce plastic pollution in our oceans.,1
politicause_train_8490,train,8490,"Joining the PANORAMIC trial will help ensure people with COVID, and indeed the NHS, get the maximum benefit from these precious treatments.",1
politicause_train_7607,train,7607,"Getting vaccinations, wearing a face covering in enclosed spaces and taking regular COVID-19 tests all make an important difference but it is also crucial that we don’t overlook the value of ventilation.",0
politicause_train_15153,train,15153,"We have also worked with other countries, including the United States of America, to ensure that democracy is restored in Venezuela.",1
politicause_train_8593,train,8593,This includes a stockpile of lateral flow tests and the ability to ramp up testing laboratories and delivery channels.,0
politicause_train_481,train,481,JCVI issues advice on second doses for 16 to 17 year olds The JCVI is advising that all 16 to 17 year olds who are not in an at-risk group should be offered a second dose of the Pfizer vaccine.,0
politicause_train_14937,train,14937,"We should therefore urge greater collaboration among Member States to devise strategies to achieve quality education for all, and we simultaneously call upon developed countries, traditional and emerging donors and international financing mechanisms to increase funding for education and to support programmes according to the needs, priorities and circumstances of countries.",0
politicause_train_7417,train,7417,"Later in August last year, Armenian sabotage group attempted to penetrate through the former line of contact to commit terror acts against Azerbaijani military servicemen and civilians but it was successfully neutralized.",0
politicause_train_4379,train,4379,It will also have no impact on the doses the UK has already pledged to give to COVAX.,0
politicause_train_2003,train,2003,"In my previous career I was an astronaut, and I had the opportunity to see the entire world from the vantage point of space.",0
politicause_train_12032,train,12032,"The last time there was such an upheaval in the world was during the Second World War, and it led to the establishment of a new world order.",1
politicause_train_35,train,35,"This means that even though cases have been rising, hospital admissions have fallen a further 11% in the past week and deaths have fallen by 17%.",0
politicause_train_9422,train,9422,"Accordingly, the Government of the Dominican Republic takes this opportunity to ask those leading countries in the transformation of knowledge and skills to accompany us in that process.",0
politicause_train_3702,train,3702,Thursday 15 July 2021 The main points from this week’s national influenza and COVID-19 surveillance report are: Surveillance indicators suggest that at a national level COVID-19 activity increased in week 27 of 2021.,0
politicause_train_14137,train,14137,"Throughout its history, the Non-Aligned Movement has played a fundamental role in strengthening international peace and security by promoting adherence to its Bandung Principles.",1
politicause_train_369,train,369,And I’d like to take a moment to thank you all for the part you’ve played in this life-saving programme – especially the work that you’ve done to intensify our booster programme over the past few weeks with a million boosters given in the last 3 days.,0
politicause_train_2892,train,2892,"This has been more pronounced in the developing world, mainly because many of these countries are not adequately equipped to pursue their education virtually.",1
politicause_train_999,train,999,"If you have any COVID-19 symptoms, stay at home and get a PCR test as soon as possible.",1
politicause_train_16286,train,16286,We are working to access adequate and affordable finance from public and private sources for climate adaptation.,0
politicause_train_8502,train,8502,"This means that during the period in which swabs were collected, approximately 1 in 16 people were infected with the virus.",0
politicause_train_15601,train,15601,"Thanks to this social programme, we have been able to cushion the impact of the hurricanes and the pandemic and accelerate the recovery process.",1
politicause_train_4207,train,4207,"The biggest increase was seen in those aged 80 with a rate of 217.1 per 100,000 population in week 45, compared to 192.4 in the previous week.",0
politicause_train_9843,train,9843,That global conflict took the lives of tens of millions and destroyed economies and societies.,0
politicause_train_14902,train,14902,"Accordingly, it is evident that, while we have not succeeded sufficiently or satisfactorily in fully achieving the world envisaged at the birth of the United Nations in 1945, the centrality, vision and work of the United Nations have assumed increased, rather than diminished, importance in pursuit of the noble ideals enshrined in its Charter.",0
politicause_train_5866,train,5866,Armenia has been severely polluting transboundary river called Okhchuchay causing irreversible degradation of ecosystem of the area along the river in Azerbaijan.,1
politicause_train_6171,train,6171,"Allow me, at this time, to again welcome the announcement made in January this year to provide $5 billion to help restore degraded landscapes, improve agricultural productivity and boost livelihoods, as part of the Great Green Wall, connecting Dakar to Djibouti and passing through 11 countries.",1
politicause_train_17757,train,17757,Some eligible people may not yet have been able to receive their booster yet due to catching COVID-19.,1
politicause_train_5920,train,5920,"The Transport Secretary has confirmed that international travel can begin to safely reopen from 17 May, allowing people to go on foreign holidays to ‘green’ list countries.",1
politicause_train_4012,train,4012,The number of new infections is higher than the end of September and remains concerning.,0
politicause_train_7980,train,7980,"The challenges in general practice are far from over, but I have every confidence we can meet the difficulties ahead by working together to achieve our common goal – delivering for patients.",0
politicause_train_16338,train,16338,"For far too long, Zimbabwe has been under sanctions that have negatively affected its people, especially vulnerable groups such as women, the elderly and children.",1
politicause_train_3976,train,3976,We are still in a precarious situation and it would not take much for a dangerous new wave to take off.,0
politicause_train_1712,train,1712,"As for the economic, commercial and financial blockade that has been imposed by the United States of America on Cuba for more than 60 years, the General Assembly once again broadly rejected it on 23 June.",0
politicause_train_14613,train,14613,"Having registered a 1.3°C average annual temperature increase, Armenia is already confronting the negative effects of climate change.",0
politicause_train_15003,train,15003,Microplastics are spreading in our oceans.,0
politicause_train_4741,train,4741,The best step that we can all take is to get vaccinated.,0
politicause_train_2691,train,2691,We have to send to all of them a very clear message that our fight for human rights and our engagement for fundamental freedoms know no lockdown.,0
politicause_train_11015,train,11015,It will provide greater access to health-care services that will ensure a healthier population and financial risk protection to ensure that people are not pushed further into poverty.,1
politicause_train_9997,train,9997,"With more than 6,000 troops currently deployed in peacekeeping missions, Burundi wishes to reiterate, from this rostrum, its commitment to continuing to make substantial contributions to peace operations around the world.",0
politicause_train_4271,train,4271,"Dr Vanessa Saliba, Head of Flu, Public Health England said: This winter, more people than ever are being offered a free flu vaccine and it is encouraging to see uptake so far is higher than last season in all groups.",0
politicause_train_13185,train,13185,"At the margins of the opening of the seventy-fourth session, our Prime Minister attended three leadership events, thereby reflecting Thailand’s resolute commitment to the respective topics, namely, universal health coverage, climate change and the Sustainable Development Goals (SDGs).",1
politicause_train_6883,train,6883,"Accordingly, we would express to him our great appreciation for the dexterity with which he has taken up his delicate mission.",0
politicause_train_5137,train,5137,Health and Social Care Secretary Sajid Javid said: Our world-leading vaccination programme has meant tens of millions of people have been able to see their loved ones this Christmas knowing they have the protection of the booster.,0
politicause_train_6689,train,6689,"Resilience can only be sustained if it is based upon cooperation and connectivity among nations, particularly at a time when non-traditional security challenges, which do not know borders, can deeply affect any nation.",0
politicause_train_3885,train,3885,"The number of acute respiratory infection incidents (suspected outbreaks) in England was 97 in week 15, compared to 92 in the previous week.",0
politicause_train_7125,train,7125,9 Azerbaijani cities and hundreds of villages have been barbarically wiped out by Armenia.,0
politicause_train_9173,train,9173,The pandemic has shone a light on the inequalities that exist across the country.,0
politicause_train_12890,train,12890,"Building a stable State in which all citizens are treated equally is a prerequisite for a peaceful society, sustainable development and respect for human rights, which will enable our State to play its part in maintaining international peace and security, building sustainability and respecting and applying our common global values and human rights.",1
politicause_train_12593,train,12593,"He recognized Israel’s sovereignty over the Golan Heights and he put forward a realistic peace plan that recognizes Israel’s rights, addresses Israel’s security needs and provides the Palestinians with a dignified, realistic path forward if they make peace with Israel.",0
politicause_train_8938,train,8938,"Normal market dynamics ceased to exist, and with them our NHS procurement procedures.",0
politicause_train_5740,train,5740,It is also essential to continue the operationalization of republican institutions in order to make a significant contribution to guaranteeing the non-recurrence of grave violations of human rights and international humanitarian law in the country.,1
politicause_train_13316,train,13316,"We commend the outstanding efforts by the Secretary-General to resolve that issue, as well as his efforts to establish security and stability in the Syrian Arab Republic, which culminated in the recent formation of the Constitutional Committee, which we hope will contribute to finding the desired political solution in Syria.",0
politicause_train_11888,train,11888,"We must increase investment, to enable Africa’s youth to participate fully in its social, economic and political development.",1
politicause_train_11495,train,11495,"Our belief is that genuine and durable partnerships can assist in the fulfilment of the Sustainable Development Goals, the fight against climate change and the opportunities for decarbonisation, as well as in addressing the threats to our ocean and the potential we share to develop the Blue Economy.",1
politicause_train_825,train,825,Thursday 3 March 2022 The main points from this week’s national influenza and COVID-19 surveillance report are: Surveillance indicators suggest that at a national level coronavirus (COVID-19) activity decreased in all indicators of week 8 of 2022.,0
politicause_train_17760,train,17760,"In the end, openness and global cooperation of all countries will be key to finally overcome this pandemic and ensure better preparation for meeting future challenges.",1
politicause_train_13057,train,13057,"As the host country for the United Nations Regional Centre for Peace and Disarmament in Asia and the Pacific, Nepal calls for strengthening regional approaches to disarmament, including the Kathmandu Process, in order to complement global initiatives.",0
politicause_train_12049,train,12049,"This disease, which originally began as a health crisis, has led to a global economic crisis.",1
politicause_train_12898,train,12898,"The plan covers four main pillars: Removing domestic restrictions while encouraging safer behaviours through public health advice, in common with longstanding ways of managing other infectious illnesses Protecting the vulnerable through pharmaceutical interventions and testing, in line with other viruses Maintaining resilience against future variants, including through ongoing surveillance, contingency planning and the ability to reintroduce key capabilities such as mass vaccination and testing in an emergency Securing innovations and opportunities from the COVID-19 response, including investment in life sciences The public are encouraged to continue to follow public health advice, as with all infectious diseases such as the flu, to minimise the chance of catching Covid and help protect family and friends.",1
politicause_train_8183,train,8183,"With less restrictions and more people traveling, we can all continue to move safely forward together along our pathway to recovery.",1
politicause_train_4954,train,4954,As data shows Omicron is the dominant variant in the UK and spreading widely in the community it is now proportionate to cautiously reduce testing measures at the borders.,0
politicause_train_4058,train,4058,"Thursday 21 January 2021 The main points from this week’s national influenza and COVID-19 surveillance report are: COVID-19 Surveillance indicators suggest that at a national level COVID-19 case rates have declined while there was some indication that hospital and ICU admissions began to stabilise during week 2 of 2021, between 11 and 17 January.",0
politicause_train_396,train,396,"The first value of the NHS Constitution is how the NHS provides a comprehensive service, that’s available to all.",0
politicause_train_15862,train,15862,"The policy of the United States has emboldened the Government of the Israeli occupation to renege all signed agreements with us and all its commitments to peace, depriving the peace process of any credibility and causing many Palestinians to lose faith in achieving the desired peace.",1
politicause_train_10471,train,10471,"As a result, the ozone hole in Antarctica has been slowly healing.",0
politicause_train_3335,train,3335,"We appreciate the small body of the constitutional committee resuming its work and convening its third round of talks in Geneva at the end of last August, and look forward to it continuing its work towards realizing the hopes and aspirations of the brotherly Syrian people by reaching a political settlement in accordance with the relevant security council resolutions, specifically resolution 2254 (2015) and the 2012 Geneva (1) Communique, stressing our firm position that there is no military solution to resolve this tragedy other than sitting at the negotiation table, which is the only way to bring an end to the humanitarian plight, we call upon all parties to engage positivity in these negotiations and we value the tireless efforts exerted by the UN Secretary-General’s Special Envoy to Syria.",0
politicause_train_5710,train,5710,"That is why the Government of the Democratic Republic of the Congo is maintaining and increasing pressure on armed groups and their accomplices, and why the state of siege will be lifted only when the circumstances that motivated it are no longer present.",1
politicause_train_11512,train,11512,The Philippines accepts its share of responsibility and will do its part to avert this collective disaster.,1
politicause_train_11500,train,11500,This has given us encouragement and impetus to triumph over the COVID-19 pandemic in the near future.,1
politicause_train_2713,train,2713,"This would have disastrous consequences for all of us, and the risk should be taken seriously.",0
politicause_train_6137,train,6137,Opening new markets in this way has been an effective method of reducing and fighting poverty.,1
politicause_train_14501,train,14501,The fall of the so-called Islamic State in Iraq and Syria does not signal the end of its deadly criminal ideology.,0
politicause_train_4486,train,4486,There is currently no evidence of community transmission in the UK.,0
politicause_train_13459,train,13459,"In this regard, I am pleased to underscore that after two unsuccessful attempts, in 2017 and 2018, Mali is actively preparing for the timely holding of an inclusive national dialogue leading to national reconciliation and the entrenchment of democracy in our country.",1
politicause_train_4537,train,4537,"Protect yourself and the people around you by working from home where possible, and by practising ‘hands, face, space, fresh air’ at all times.",1
politicause_train_4646,train,4646,Mr Meddings was confirmed as the government’s preferred candidate in December 2021.,0
politicause_train_8510,train,8510,"Despite high infection rates, the population now has much stronger protection against COVID-19 than at any other point in the pandemic.",0
politicause_train_8892,train,8892,"An estimated 2% of the UK population have reported symptoms of long COVID or post-COVID syndrome, which can last for more than 4 weeks after their initial infection.",0
politicause_train_10261,train,10261,I have also never understood how tax havens are allowed to exist.,0
politicause_train_4049,train,4049,"The hospital admission rate for COVID-19 was 33.51 per 100,000 in week 3, compared to 35.64 per 100,000 in the previous week.",0
politicause_train_12402,train,12402,Businesses suffered as a result of lockdowns.,1
politicause_train_7028,train,7028,I will bid farewell to the Assembly in the optimistic belief that the achievements that have transformed my country will provide more and better opportunities for our people.,0
politicause_train_1440,train,1440,New sub-lineages within Delta continue to be identified.,0
politicause_train_2951,train,2951,And they laid the foundations for a rules-based international order through which we enjoyed an unprecedented period of common prosperity in the second half of the twentieth century.,1
politicause_train_14061,train,14061,"We must not rush the former, at the risk of empowering the latter.",0
politicause_train_5372,train,5372,We have carefully considered all the available data and reached the decision that there is robust evidence to support a positive benefit risk for children in this age group.,1
politicause_train_11679,train,11679,And we must tackle both the economic and the social causes that lead to radicalisation and violent extremism.,1
politicause_train_9048,train,9048,Activity from supporting partners includes: Tinder – Tinder will run ads in the app encouraging people to get their booster jabs.,0
politicause_train_12343,train,12343,"Thirdly, the pandemic has severely disrupted our education system.",1
politicause_train_8338,train,8338,We expect to see more cases in this age groups as schools detect cases of COVID-19 acquired during the summer holidays.,0
politicause_train_10820,train,10820,Our term as a member of the Security Council has given us an excellent opportunity to show the world that the trust it has placed in our country has enabled us to demonstrate the best we have to offer.,1
politicause_train_12011,train,12011,This should be the duty of every single member of the World Health Organization to share that ambition for a World Health Organization that can seek to protect us all in these circumstances.,0
politicause_train_17596,train,17596,"Democracy is about people, and is therefore indispensable to people’s welfare.",0
politicause_train_977,train,977,"Hospital admission rates for COVID-19 were highest in the North East, with a rate of 9.37 per 100,000 population.",0
politicause_train_11535,train,11535,It is imperative that we state in the strongest and most emphatic terms possible that the international community must not and cannot abandon the Haitian people when the current levels of insecurity are leading to their self-destruction.,1
politicause_train_10371,train,10371,"In my capacity as Chair of the African Leaders Malaria Alliance, I am delighted to announce that early this year we launched the End Malaria Fund, a public-private partnership aimed at closing the funding gap and putting an end to the disease by 2022.",0
politicause_train_14661,train,14661,No one should stay detached from and unconcerned by our common plight.,0
politicause_train_14784,train,14784,"Fortunately, the path forward is clear.",0
politicause_train_7703,train,7703,People will be invited for the COVID-19 booster jab when it’s their turn.,0
politicause_train_11995,train,11995,"Dear colleagues, Climate change challenges are also a serious obstacle to achieving the Sustainable Development Goals in various countries, including Tajikistan.",0
politicause_train_4229,train,4229,"Thursday 29 October 2020 The main points from the weekly national influenza and COVID-19 surveillance report for week 44 (data up to week 43) are: COVID-19 Case rates increased in every age group except for those aged 10 to 19, which saw a small decrease.",0
politicause_train_14976,train,14976,"It is through multilateral approaches that we can advance the development, human rights and security pillars of the United Nations.",1
politicause_train_16390,train,16390,"If we choose to ignore the signs, the science and the millions striking for change, and instead proceed in the illusion that everything is going to be all right, our sons and daughters and all our heirs may well inherit an Earth that is wholly unliveable.",0
politicause_train_16715,train,16715,Ensuring access to safe and affordable drinking water is an urgent issue for our country.,0
politicause_train_16802,train,16802,"In order to ensure more effective action, we must get used to the idea that there is no alternative to collective action and solidarity.",1
politicause_train_3621,train,3621,"That has led to a decrease in tax revenue, increased spending and budget deficit.",1
politicause_train_316,train,316,Highest prevalence was observed in those aged 13 to 17 years at 5.21% and those aged 5 to 12 years at 4.95%.,0
politicause_train_4109,train,4109,"Case rates per 100,000 have increased across all regions and are the highest in London with a rate of 602.2 per 100,000 population.",0
politicause_train_9401,train,9401,It is important to bridge the gap between the countries spearheading the development agenda and those with the greatest difficulties.,0
politicause_train_2025,train,2025,But we are not seeking — I will say it again — we are not seeking a new Cold War or a world divided into rigid blocs.,0
politicause_train_8216,train,8216,Suicide accounts for one death around the world every 40 seconds and severe mental illness has been found to reduce life expectancy by 10 to 20 years.,1
politicause_train_8281,train,8281,"To apply for a medical exemption, individuals will be able to call 119 from 30 September and, if there is a medical reason for exemption, will be issued with an application form.",0
politicause_train_10063,train,10063,It is that same courage to build peace that is now required in Ukraine.,0
politicause_train_8076,train,8076,"The completion of over one million SARS-CoV-2 genomes is an extraordinary testament to the monumental efforts of many people, at the Wellcome Sanger Institute, across the whole COG-UK network and elsewhere, who have contributed in multiple and diverse ways.",0
politicause_train_14320,train,14320,"The Democratic Republic of Congo can be part of the solution, with its 80 million hectares of arable land and abundant water resources, capable of feeding more than 2 billion people.",0
politicause_train_5008,train,5008,It remains really important that anyone who experiences COVID-19 symptoms self-isolates immediately.,0
politicause_train_16661,train,16661,"I believe that the United Nations, too, can adapt to resolve the global challenges of today.",0
politicause_train_16786,train,16786,"Myanmar is aware of the many obstacles that need to be addressed, including destructive movements in the camps aimed at preventing repatriation and exploiting the plight of displaced persons.",0
politicause_train_4964,train,4964,All travel PCRs with high amounts of virus are sequenced to help us understand if any new variants are emerging around the world and entering the UK.,0
politicause_train_5966,train,5966,"So while the picture may get better, and I sincerely hope that it will - we know the remorseless logic of exponential growth could lead to a big rise in hospitalisations, and therefore sadly in deaths.",1
politicause_train_16004,train,16004,"Otherwise, peace and security in our region and across the globe, as well as the stability of the world’s economy and energy security, will be left to an unknown fate.",0
politicause_train_14961,train,14961,"In like manner, we wish to recall our disappointment at the limited progress towards a two-State solution to the generational conflict between the people of the State of Israel and the State of Palestine that would allow the people of Israel to live within secure and internationally recognized borders and the people of Palestine to live in dignity in their own State, free from the yoke of foreign occupation.",0
politicause_train_9308,train,9308,"However, this increased to around 95% 2 weeks after receiving a booster vaccine dose.",0
politicause_train_9430,train,9430,The time is here — the time is now.,0
politicause_train_12961,train,12961,"Terrorism, drug trafficking, transnational organized crime, including general banditry, and illicit trafficking of arms of all kinds appear to be spreading and are threatening the peace and stability of States and the flourishing of peoples.",1
politicause_train_11143,train,11143,No sustainable solution to the challenges I have mentioned can be envisaged without a global approach taken within a multilateral framework and with the collaboration of all.,0
politicause_train_15659,train,15659,We have to prevent Afghanistan from becoming a safe haven for terrorist organizations once again.,0
politicause_train_16280,train,16280,"With the assistance of our development partner, Australia, we are establishing a new training centre in Fiji for our peacekeeping activities and to provide a rapid response to climate-induced disasters in our region.",0
politicause_train_14585,train,14585,"In fact, the Azerbaijani authorities want to bring back the Soviet-era status of Nagorno Karabakh, but that is a futile effort because the people of the Soviet-era Nagorno Karabakh Autonomous Region declared their independence and exercised their right to self-determination, as did Azerbaijan in seceding from the Soviet Union.",1
politicause_train_11606,train,11606,And it is precisely because these measures are burdensome that from the beginning this government has provided unprecedented support to everyone in this country – support worth £200bn to look after jobs and livelihoods and business.,1
politicause_train_2169,train,2169,Small island States and continental countries with low-lying coastlines such as Guyana would be the first to feel the full brunt of the impending disaster.,0
politicause_train_16983,train,16983,"Finally, I wish to reiterate the readiness of Uganda to work with Member States in preparation of the South-South Summit to be held in Kampala in April 2020.",0
politicause_train_13162,train,13162,"As a landlocked developing country, Paraguay is severely affected by such consequences.",1
politicause_train_7397,train,7397,We have irrefutable evidence about the torture of our captives.,0
politicause_train_11122,train,11122,"All of those actions, which are in support of the various sectoral plans for electricity, health, nutrition, education, training, drinking water, housing, sanitation and social protection, have made it possible to make significant progress on those main social issues, leading to a significant reduction in the poverty rate.",1
politicause_train_10267,train,10267,Those institutions must find a way to stop the plunder of the developing world.,0
politicause_train_5252,train,5252,HMG would like to thank the Mobile Network Operators for their assistance in helping deliver the vitally important Get Boosted Now message.,0
politicause_train_15511,train,15511,"Insecurity somewhere invariably leads to insecurity elsewhere, and we all pay the price.",1
politicause_train_12650,train,12650,We have increased investments in purposeful infrastructure that will generate economic productivity and improve standards of living.,1
politicause_train_8913,train,8913,"The service has been launched following an ongoing partnership between UKHSA and the Royal National Institute of Blind People (RNIB), the Macular Society, Thomas Pocklington Trust, Visionary and Be My Eyes app, to help make testing more accessible.",0
politicause_train_7158,train,7158,"Equally, how many more times will we then have a situation where we say the same thing over and over again to come to naught.",0
politicause_train_16299,train,16299,"However dire the climate threat may be, our people can rely on my Government to do everything we possibly can to protect them, especially in times of crisis.",0
politicause_train_14072,train,14072,Last week’s Climate Action Summit reaffirmed the urgency with which new measures are needed in order to mitigate the effects of this threat.,1
politicause_train_1203,train,1203,"However, any stay in hospital for a child is too long if you’re a parent and it’s important we all take precautions to avoid the spread of infection.",0
politicause_train_321,train,321,"In rounds 13 to 15, children (ages 12 to 17) were 56% less likely to develop infection compared to an unvaccinated child, rising to 67.5% for symptomatic infection.",0
politicause_train_9146,train,9146,"Separately, Javed Khan OBE, former CEO of children’s charity Barnardo’s, will lead an independent review of the government’s bold ambition to make England smoke free by 2030.",0
politicause_train_6136,train,6136,"In order to express the will and the fierce determination of the Congolese people and their leaders to actively contribute to eradicating terrorism, which not only destroys nations and compromises the future of democracy in the world but also increasingly extends its tentacles into Africa, the Democratic Republic of the Congo joined the global coalition against terrorism as its eightieth member.",1
politicause_train_17556,train,17556,A key area of focus is the substantive investment and development of quality economic infrastructure to link the provinces throughout the country and deliver important services to our citizens countrywide and enhance their socioeconomic opportunities.,1
politicause_train_14049,train,14049,"Only in such circumstances can we improve the chances of solving the severe problems facing my country, including the Transnistrian problem.",0
politicause_train_13017,train,13017,"Considering the importance of this matter, I have already begun consultations with our national legislature — the representatives of our people — and we intend to have a broader engagement with the Liberian judicial system and with our strategic international partners and organizations in order to determine pertinent issues such as the legal framework, timing, venue and funding, among other things.",1
politicause_train_6876,train,6876,"The President of the Transition and the Government have already set good examples in that regard, and the resources thereby freed up will be reallocated to basic social services.",0
politicause_train_11139,train,11139,"In that context, the Government adopted its 2015 to 2020 national strategy to combat climate change — in order to include this particular theme in its sectoral policies.",1
politicause_train_9491,train,9491,It should never be an object of competition or mistrust.,0
politicause_train_4458,train,4458,"VUI-21JUL-01 was designated a variant under investigation (VUI) on 21 July, based on apparent spread into multiple countries, as well as importation to the UK and mutations of concern, which include E484K, N501Y and K417N.",0
politicause_train_11518,train,11518,"In this regard, Trinidad and Tobago applauds the Secretary- General’s efforts in advancing the development of a multidimensional vulnerability index that will more accurately reflect our composite challenges and open the door to SIDS-sensitive financing.",1
politicause_train_13193,train,13193,"Without balance, the road out of an economically deprived existence for millions of people will lead nowhere.",0
politicause_train_2500,train,2500,"I would have preferred to congratulate you in person rather than through video-conference, which was imposed by the global health situation, for the second year in a row.",0
