source_id,text,gt_Activities,gt_Budget,gt_Evaluation,gt_External Contracts,gt_Institutional Structure,gt_Other,gt_Regulatory
1101,Con fundamento en los artículos 1 4 6 8 109 y 113 de la Constitución Política de los Estados Unidos Mexicanos; en los artículos 1 2 3 4 6 9 11 38 39 42 44 y 50 de la Ley de Transparencia y Acceso a la Información Pública del Distrito Federal; de acuerdo a los artículos 1 2 4 6 9 26 40 44 45 47 49 50 53 y 54 de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental (LFTAIPG); a los artículos 159 BIS 159 BIS 1 159 BIS 3 159 BIS 5 de la Ley General del Equilibrio Ecológico y Protección al Ambiente; con base en los artículos 9 fracción IX 10 fracción VI 48 49 y 104 de la Ley General de Vida Silvestre (LGVS); en el artículo 138 del Reglamento de la LGVS; con base en los artículos 8 fracciones II y IV 9 fracción XIII 19 fracción XIV 69 fracciones I V VIII y IX 70 70 Bis 71 y 75 de la Ley Ambiental del DF; en los artículos 1 2 y 10 fracción IV de la Ley de Participación Ciudadana del D.F.; en los artículos 6 12 19 27 y 35 de la Ley de Protección a los Animales del D.F.; en el artículo 9 fracción IX del Reglamento de la Ley de Protección a los Animales del D.F.; y de acuerdo al Principio 10 de la Declaración de Río; a los artículos 2 5 16 19 25 y 26 del Pacto Internacional de los Derechos Civiles y Políticos; a los artículos 1 3 8 13 23 y 24 de la Convención Americana sobre Derechos Humanos; y los artículos 1 10 y 11 de la Ley Federal de Responsabilidades Administrativas de los Servidores Públicos; solicito se me envíe e informe de manera fundada y motivada lo siguiente: (1) EL PADRÓN DE INFRACTORES (actualizado) A QUE SE REFIERE EL ARTÍCULO 104 DE LA LEY GENERAL DE VIDA SILVESTRE; (2) SE ME INDIQUE SI LAS SIGUIENTES PERSONAS FÍSICAS O MORALES HAN SIDO VERIFICADAS INSPECCIONADAS Y/O SANCIONADAS POR LA PROFEPA POR INCURRIR EN EL DELITO DE TRÁFICO DE ESPECIES : Reserva Salvaje (a cargo de Jesús Enrique Bueno Teísta; Exporeco (a cargo de Iván Salas Sánchez); Naku (ubicado en Ciudad Reynosa); Inversiones en el Noreste; Animal Encounter; Y (3) QUÉ ACCIONES Y MEDIDAS SE HAN INSTAURADO EN CONTRA DE LAS PERSONAS ARRIBA MENCIONADAS EN CASO DE QUE HAYAN INCURRIDO EN TAL DELITO O INCUMPLIMIENTOS A LA LGVS Y SU REGLAMENTO Y (4) QUÉ HA ACONTECIDO CON LOS EJEMPLARES SILVESTRES DECOMISADOS A TALES PERSONAS?; (5) TODOS LOS REGISTROS AUTORIZACIONES PERMISOS MARCAS Y/O CERTIFICADOS DE LEGAL PROCEDENCIA DE LOS EJEMPLARES SILVESTRES QUE DICHAS PERSONAS MORALES HAN COMERCIALIZADO (VENDIDO) A LOS ZOOLÓGICOS DEL DF (CHAPULTEPEC LOS COYOTES y SAN JUAN DE ARAGÓN); gracias por su atención.,1,0,0,0,0,0,1
1102,proporcionar el permiso sin sueldo número 1544 para el trabajador Humberto Olvera Picón recibido por el departamento de personal (nóminas)de la zona san luis potosí división golfo-centro en fecha de 30 de mayo de 2007 por los días 30 y 31 de mayo del mismo año. Dicho documento está firmado por el jefe del departamento de cortes y reconexiones Venancio Andrade Fernández.,0,0,0,0,1,0,0
1103,Solicito en medio electrónico información pública consistente en un documento que contenga el Organigrama de la Unidad de Enlace (Art. 28 de la LFTAIPG) de esa Dependencia incluyendo el nivel y/o clave de puesto del personal adscrito a la misma desde nivel operativo hasta el/la Titular de la Unidad de Enlace (Ejemplo: Jefe de Departamento Nivel OB02). Gracias por su amable atención.,0,0,0,0,1,0,0
1104,Quiero conocer cuantos canales de la frecuencia VHF no están ocupados en el valle de México. Solicito el número de canales no ocupados pero también saber cuales son cada uno de esos canales no ocupados. Ya me entregaron en una solicitud anterior la relación de canales UHF ahora quiero los VHF. Independientemente de que esos canales se vayan a licitar o no para el servicio de radiodifusión quiero saber cuantos y cuales son los no ocupados.,1,0,0,0,0,0,0
1105,INDICANDO AÑO LECTIVO NOMBRE COMPLETO GRADO O PROFESION Y DEPENDENCIA DE TODOS LOS CURSANTES EGRESADOS DEL CURSO DE MANDO SUPERIOR Y SEGURIDAD NACIONAL O SU EQUIVALENTE CURSADO EN EL CESNAV . (MAESTRIA EN SUGURIDAD NACIONAL) INDICANDO AÑO LECTIVO NOMBRE COMPLETO GRADO O PROFESION Y DEPENDENCIA DE LOS QUE OBTUVIERON LOS TRES PRIMEROS LUGARES QUE HAN SIDO EGRESADOS DEL CURSO DE MANDO SUPERIOR Y SEGURIDAD NACIONAL O SU EQUIVALENTE CURSADO EN EL CESNAV . (MAESTRIA EN SUGURIDAD NACIONAL),1,0,0,0,0,0,0
1106,Solicito información sobre ¿cuáles son los razonamientos jurídicos que determinan la publicación o no de Lineamientos o Reglas de Operación de los Programas y Fondos que expide la Secretaría de la Reforma Agraria en el Diario Oficial de la Federación? Y de manera específica: Solicito información sobre los razonamientos jurídicos que justifican que los Lineamientos para la Operación del Fondo de Apoyo para los Núcleos Agrarios sin Regularizar (FANAR) no estén publicados en el Diario Oficial de la Federación.,1,0,0,0,1,0,0
1107,Con motivo de la elaboración del Balance Energético del estado de Guerrero que realiza la Benemérita Universidad Autónoma de Puebla (BUAP) me dirijo a ustedes para solicitar la estadística anual correspondiente al periodo 2006- 2010 para el estado de Guerrero referente a: La cantidad de energía eléctrica (MW-h) empleada en plantas y centrales de CFE para las actividades de generación transmisión y distribución dentro del estado clasificada por municipio y especificando la ubicación de las plantas o centrales individuales.,1,0,0,0,0,0,0
1108,¿Quién paga los gastos de expulsión el gobierno mexicano los extranjeros los familiares de los extranjeros o las representaciones consulares? ¿Cuánto tiempo tarda el trámite para la expulsión de extranjeros que se ha determinado han violado la Ley General de Población? La información puede ser proporcionada por el Lic. Mario A. Velazquez Delegado Regional del Distrito Federal del INM ó el Lic. Tonatiuh García Castillo Coordinador de la Coordinación de Control y Verificación Migratoria. Ejército Nacional 862 Col. Polanco Piso 1,1,1,0,0,0,0,0
1109,Deseo saber como se certifica al laboratorio de microbiologia para saber si sus resultados de analisis son correctos o no? y si hubiera algun error como se sanciona a la persona que realizo mal el estudio o analisis y si se informa a los pacientes que el laboratorio cometio un error y les dio un resultado erroneo con un padecimiento que no existe. y cual es la indenmización que reciben los pacientes por dicho error? Datos de el laboratorio de microbiologia e clinicos,1,0,0,0,0,0,0
1110,Cuál fue la agenda del mes de junio de 2006 del Secretario de Economía,1,0,0,0,0,0,0
1111,Esta Contraloría Social le solicita a la COFEPRIS que me entregue a través del INFOMEX la información documental que consigne evidencie y/o contenga lo siguiente: A) El número de lote de los lotes de condón masculino correspondientes al registro sanitario que anexo a mi solicitud de información y que han importado en el periodo de tiempo comprendido entre el 1 de Enero de 2011 y el día de hoy. B) La cantidad de condones que integran cada uno de los lotes a los que me refiero en el inciso anterior. C) La caducidad de los condones de cada uno de los lotes en cuestión. D) La fecha de importación de cada uno de los lotes mencionados. E) La empresa persona u organización que importó cada uno de esos lotes. Por favor solicito que la información que se me entregue responda a todos y a cada uno de los incisos que integran mi solicitud de información. MUY IMPORTANTE: SOLICITO QUE LA INFORMACIÓN SE ME ENTREGUE A TRAVÉS DEL INFOMEX. NO SOLICITO COPIA SIMPLE. PUBLICIDAD DEL SOLICITANTE: EN ESTE 2011 HONREMOS LA LUCHA REVOLUCIONARIA DE 1911 COMBATIENDO SIN TREGUA NI CUARTEL AL CÁNCER DE LA CORRUPCIÓN. EXIJAMOS A NUESTROS SERVIDORES PÚBLICOS EFICACIA HONESTIDAD Y TRANSPARENCIA EN EL DESEMPEÑO DE SU FUNCIÓN PÚBLICA. DEBIDO A QUE TODO MEXICANO TIENE A SU ALCANCE EL FUSIL DE LAS SOLICITUDES DE ACCESO A LA INFORMACIÓN Y LAS BALAS DE LA TRANSPARENCIA ES UNA TRAICIÓN A LA PATRIA EL NO DEFENDER A NUESTRO MÉXICO DE LOS SERVIDORES PÚBLICOS CORRUPTOS QUE LO RAPIÑAN. RECUERDA QUE UN PAÍS EXITOSO Y HONESTO LO FORJAN SUS CIUDADANOS Y ESTA NOBLE TAREA NO SE LA DEBEMOS ENDOSAR A NUESTROS GOBERNANTES. CRUZADA ANTICORRUPCIÓN A.C. TE CONVOCA EN ESTE 2011 A SER PARTE DE LA REVOLUCIÓN DE LA TRANSPARENCIA. SÍGUE Y DENUNCIA ACTOS DE CORRUPCIÓN EN LA CUENTA DE TWITTER @mxsincorruptos DEMOSTREMOS QUE SOMOS MUCHOS LOS QUE QUEREMOS UN MÉXICO SIN CORRUPTOS. (inserción aprobada en la asamblea 2010-12),0,0,0,1,0,0,0
1112,Número de armas decomisadas a nivel nacional por la Secretaría de la Defensa Nacional y en cada Estado en el 2012 y 2013,0,0,1,0,0,0,0
1113,Aduana de Ciudad del Carmen Campeche necesito conocer el número de descomisos realizados por mencionada aduana del 2000 al 2005 favor de especificar tipo de decomiso lugar donde se realizó impuestos omitidos y el destinos de los bienes encautados.,1,0,1,0,0,0,0
1114,DEL CENTRO DE INVESTIGACIONES ECONÓMICAS ADMINISTRATIVAS Y SOCIALES DELIPN PRESENTAR EVIDENCIA DE LOS PROYECTOS DE INVESTIGACIÓN EN LOS QUEPARTICIPO LA C. GABRIELA MARIA LUISA RIQUELME ALCANTAR DURANTE EL 2012 2013 Y 2014.,1,0,0,0,1,0,0
1115,SOLICITUD MANUAL. INFORMACION RELATIVA AL SERVICIO PROFESIONAL DE CARRERA,0,0,0,0,1,0,0
1116,Solicito remuneracion mensual de Fausto Alzati Araiza que labora en el Consejo Consultivo de la COFETEL al buscarlo en el POT del IFAI no aparecia,0,0,0,0,1,0,0
1117,por medio de la presente solicitamos de la manera mas atenta se nos informe de la solicitud de prorroga no. 103300421C2635 a que no. de registro pertenece a que producto pertenece y quien es el titular del registro de la solicitud de prorroga de referencia.,0,0,0,0,0,0,1
1118,Solicito a CFE información pública sobre: CONTRATO COLECTIVO DE TRABAJO BIENIO 2012-2014 que entro en vigor a partir del primero de mayo del presente firmado con antelacion ante la junta federal de conciliación y arbitraje en la ciudad de México D.F. Oficinas de CFE: Av. paseo de la reforna Numero 164 col. Juarez. Del. cuauhtemoc. México D.F. nota: Agradecria se envie archivo electronico en cualquier formato similar a contratos enviados por los mismos medios en bienios anteriores.,0,0,0,0,1,0,0
1119,Solicito se me proporcione copia del permiso otorgado a la empresa JAR ESTATE CORP SA DE CV para la construcción de un muelle en la playa revolcadero en Acapulco Guerrero Mexico .,0,0,0,0,0,0,1
1120,Número de REPECOS por Entidad Federativa para los años 2008 y 2009,0,0,1,0,0,0,0
1121,Solicito numero de personas que están con tratamiento diagnosticadas con Síndrome de Hunter (Mucopolisacaridosis de tipo II) en la delegación Campeche del ISSSTE desagregadas por Hospital al 15 de mayo del 2015,0,0,1,0,0,0,0
1122,¿cuanto gana el secretario general de esta dependencia? y ¿cual es suprincipal funcion? saber el sueldo que recibe el secretario general el jefe principal y desde cuando tiene ese puesto y cuales su funcion dentro deladependencia,0,0,0,0,1,0,0
1123,Solicito copia del numero de personas diagnosticadas con tuberculosis extra pulmonar de todas las unidades de primer y segundo nivel de la Delegacion Chihuahua del Instituto Mexicano del Seguro Social no requiero nombres solo numeros consecutivos Chihuahua,0,0,1,0,0,0,0
1124,¿Cuáles son los estados con mayor y menor retraso académico?,0,0,1,0,0,0,0
1125,INFORMAR SOBRE LA BRIGADA DE EDUCACION PARA EL DESARROLLO RURAL NUMERO 48 LO SIGUIENTE: NOMBRE COMPLETO DE LOS TRABAJADORES QUE LA INTEGRAN CARGOS QUE EJERCEN FECHA DE INGRESO TIPO DE RELACION LABORAL SUELDO MENSUAL Y PREPARACION PROFESIONAL.,0,0,0,0,1,0,0
1126,Necesito saber dirección del trabajo de una persona que se esta demandando por el nombre es: Ramiro René Morales Peña y trabaja en la Comisión Federal de Electricidad de Monterrey Nuevo León.,0,0,0,0,1,0,0
1127,SOLICITO SE ME ENTREGUE COPIA CERTIFICACION DE TODOS LOS MOVIMIENTOS FILIATORIOS QUE SE DIERON ANTE ESE INSTITUTO POR LOS DIVERSOS PATRONES EN QUE PRESTE MIS SERVICIOS PERSONALES ASI COMO LAS MODIFICACIONE SALARIALES TODO ESTO DURANTE MI VIDA LABORAL Y QUE TENGA REGISTRADO ANTE ESE INSTITUTO NUMERO DE AFILIACION 11048206253 ADSCRITO A LA UNIDAD MEDICA No. 68 EN TULPETLAC ESTADO DE MÉXICO,0,0,0,0,1,0,0
1128,cuanto dinero se a destinado del 01 de enero del 2014 al 30 de noviembredel 2014 para el estado de sinaloa deacuerdo al presupuesto de egresosde la federacion 2014 en los diferentes proyectos y/o programas quetengan presupuestados,0,1,0,0,0,0,0
1129,Sueldo mensual registrado en el ISSSTE de: Nicolas Javier Rangel Campos Jorge Marcos Jimenez Favela José Rosario Villegas Ramírez Sandra Díaz Borroel Jorge Castro Pereida Sanjuana Salinas Sánchez María de Jesús Carreon Martínez Ricardo Dillon Ruiz José Antonio Meraz Noriega René Quiñonez Torres. deben aparecer como empleados del ayuntamiento de Lerdo Durango,0,0,0,0,1,0,0
1130,SOLICITO LOS DOCUMENTOS QUE CONTENGAN LOS CRITERIOS Y/O PUNTOS Y/O PARÁMETROS Y/O LINEAMIENTO(S) Y/O PROCEDIMIENTOS QUE LA COFEPRIS UTILIZA Y/O SIGUE Y/O APLICA CUANDO LLEVA A CABO LAS VISITAS DE VERIFICACIÓN SANITARIA PARA VERIFICAR Y/O EVALUAR Y/O CALIFICAR EL CUMPLIMIENTO DE LAS BUENAS PRACTICAS DE FABRICACIÓN EN ESTABLECIMIENTOS UBICADOS EN MÉXICO QUE SE DEDIQUEN A LA FABRICACIÓN DE PRODUCTOS HIGIÉNICOS,0,0,0,0,0,0,1
1131,NUMERO DE OPERATIVOS EN CONJUNTOS CON ALGUNA AUTORIDAD EN LOS QUE SE HAYA DETECTADO EL ROBO DE DIESEL MARINO O CUALQUIER HIDROCARBURO EN ALGUNA INSTALACION DE PEMEX EN AGUAS DEL GOLFO DE MEXICO: FECHA DEL OPERACION MATERIAL Y VOLUMEN DE LO CONFISCADO Y NOMBRES DE LAS PERSONAS DETENIDAS EN EL OPERATIVO,1,0,1,0,0,0,0
1133,COPIA DE LAS ACTAS DE LAS JUNTAS ACLARATORIAS DE TODAS LAS VECES QUE EL ISSSTE fondo de la vivienda HA LICITADO PARA LA CONTRATACIÓN DE LOS SERVICIOS ESPECIALIZADOS DE UN CALL CENTER PARA EFECTUAR TANTO LLAMADAS DE SALIDA COMO DE ENTRADA PARA LA ATENCIÓN Y ORIENTACIÓN A LOS DERECHOHABIENTES Y ACREDITADOS DEL FOVISSSTE,0,0,0,1,0,0,0
1134,Relacion de predios propiedad Nacional ubicados en el Estado de Tamaulipas superficie individual de cada predio localizacion de cada predio Relacion de predios Vacantes de propiedad Nacional ubicados en el Estado de Tamaulipas superficie individual de cada predio localizacion de cada predio Informacion a disposicion de la Dirección de Regularización de la Propiedad Rural dependiente de la Dirección General de Ordenamiento y Regularización de la Reforma Agraria,0,0,1,0,0,0,0
1135,expedientes completos (solicitudes estudios dictámenes Etc) de todas las solicitudes realizadas para cada uno de los ocho predios que conforman el Rancho el Pimiando localizado en la comunidad de Santiago Cuautlalpan Mpo de Texcoco sobre la carretera los reyes texcoco kilometro 31+500 y 32 tales como restricciones derechos fderales Etc. solicito conocer desde las solicitudes hasta os dictámenes que La conagua a otorgado para el predio en comento,1,0,0,0,0,0,0
1136,Dentro del Anexo 10 del Presupuesto de Egresos de la Federación 2010 se le asignaron al Instituto Nacional de Desarrollo Social para el programa de coinversión social la cantidad de $62.9 millones de pesos. Mis preguntas son: 1.-¿Es el monto finalmente aprobado para éste programa dentro del Anexo 10? 2.-¿Cuáles serán las acciones específicas o estratégicas en éste programa para lograr la igualdad entre mujeres y hombres?,1,1,0,0,0,0,0
1137,SOLICITO COPIA DEL AVISO DE IMPORTACION O EN SU CASO DEL PEDIMENTO ADUANAL QUE EL PROVEEDOR ALDACO MEDICAL INSTRUMENTS S.A. DE C.V. ENTREGO EN CUMPLIMIENTO DEL PUNTO 7.3 INCISO C) DE LAS BASES DE LA LPI No.00641131-078-03 TODA VEZ QUE SE LE ADJUDICARON LAS CLAVES 060 908 0890 02 01 Y 060 908 0924 01 01 LA LICITACION PUBLICA INTERNACIONAL No.00641131-078-03 FUE CONVOCADA POR LA DELEGACION DEL IMSS DURANGO-CHIHUAHUA,0,0,0,1,0,0,0
1138,Quisiera que me informara cuando comenzara la segunda etapa de la basificacion de los trabajadores en condiciones precarias adscritos a la secretaria de salud. muchas gracias,0,0,0,0,1,0,0
1139,La presente solicitud es con referencia a la colaboración entre la Universidad Autónoma Metropolitana y la DGIRA durante el año 2008 sobre este particular solicito atentamente se me proporcione la siguiente información: 1.-Que tipo de asuntos o trámites fueron atendidos por personal de la UAM. 2.-Cuantos asuntos de cumplimiento de condicionantes atendió el personal de la UAM iztapalapa durante el periodo de septiembre a diciembre de 2008. 3.-Cuales fueron los criterios tecnicos que tomaron como refencia para su resolución. 4.- Cual es el nombre y cargo del o los servidores públicos encargados de la supervición y/o coordinación del personal de la UAM.,1,0,1,0,1,0,0
1140,¿cuanto dinero han gastado en medios impresos con cualquier asunto con el INACIPE durante el año 2012 y 2013?,0,1,0,0,0,0,0
1141,informe de todas y cada una de las percepciones pagadas al c. andres santos chavez con numero de empleado 196374 en el periodo del 1 enero 2005 al 28 febrero 2006 fecha de su renuncia incluyendo si fuera el caso de el monto otorgado por su renuncia (liquidacion). RFC. SACA52121359A,0,0,0,0,1,0,0
1142,NOMBRE DE LOS BENEFICIARIOS DEL PROGRAMA HABITAT QUE INCLUYAN :MUNICIPIO LOCALIDAD Y MONTO DEL APOYO DURANTE LOS AÑOS 2007 2008 2009 2010 Y 2011 OTORGADOS POR LA DELEGACION SEDESOL EN EL ESTADO DE YUCATAN.,1,0,1,0,0,0,0
1143,Sírvase a proporcionar la información correspondiente a los años 2007 2008 2009 2010 2011 y 2012 (desglose por año en hospitales clínicas públicas de cada una de las entidades federativas del país): respecto de los menores que presentaron en términos de la Clasificación Internacional de Enfermedades CIE-10 una malformación congénita en los órganos genitales consistente en sexo indeterminado y seudohermafroditismo a la cual le corresponde la clasificación Q56.,0,0,1,0,0,0,0
1144,Solicito en detalle mes a mes a partir de enero de 2010 a mayo de 2013 el aforo vehicular tanto de ingreso como de salida de las autopistas México-Cuernavaca; México-Pachuca; México-Querétaro; México-Puebla y México-Toluca considerando como referencia las casetas de cobro más cercanas al DF para cada caso. Solicito el tipo de vehículo que transitó para cada autopista (México-Cuernavaca; México-Pachuca; México-Querétaro; México-Puebla y México-Toluca) entre motocicletas vehículos particulares de carga divididos en camionetas de carga camiones autobuses de pasajeros y tráileres con uno y con dos remolques. Solicito el número de accidentes registrados mes a mes de enero de 2010 a mayo de 2013 y cuál o cuáles fueron los tipos de vehículos involucrados para cada una de las autopistas México-Cuernavaca; México-Pachuca; México-Querétaro; México-Puebla y México-Toluca conforme a una tabla en la que se detallen los rubros: autopista año y mes número de accidentes tipo de vehículo tipo de accidente (si se trató de una colisión con objeto fijo con otro o más vehículos o si se trató de un despiste o salida del camino personas fallecidas y personas heridas. Ejemplo: Autopista México-Pachuca Enero 2010 X número de accidentes X tipo de accidente X vehículos involucrados X personas fallecidas X personas heridas Febrero 2012 X número de accidentes X tipo de accidente X vehículos involucrados X personas fallecidas X personas heridas * X corresponde al número total para cada rubro Solicito el monto econónico de los daños materiales por los accidentes automovilísticos por cada una de las autopistas México-Cuernavaca; México-Pachuca; México-Querétaro; México-Puebla y México-Toluca en 2010 2011 2012 y lo que va de 2013 así como los gastos por reparaciones a las señalizaciones viales barreras de contención alumbrado carpeta de rodamiento y otros. Solicito en detalle mes a mes a partir de enero de 2010 a mayo de 2013 el aforo vehicular tanto de ingreso como de salida de las autopistas México-Cuernavaca; México-Pachuca; México-Querétaro; México-Puebla y México-Toluca considerando como referencia las casetas de cobro más cercanas al DF para cada caso. Solicito el tipo de vehículo que transitó para cada autopista (México-Cuernavaca; México-Pachuca; México-Querétaro; México-Puebla y México-Toluca) entre motocicletas vehículos particulares de carga divididos en camionetas de carga camiones autobuses de pasajeros y tráileres con uno y con dos remolques. Solicito el número de accidentes registrados mes a mes de enero de 2010 a mayo de 2013 y cuál o cuáles fueron los tipos de vehículos involucrados para cada una de las autopistas México-Cuernavaca; México-Pachuca; México-Querétaro; México-Puebla y México-Toluca conforme a una tabla en la que se detallen los rubros: autopista año y mes número de accidentes tipo de vehículo tipo de accidente (si se trató de una colisión con objeto fijo con otro o más vehículos o si se trató de un despiste o salida del camino personas fallecidas y personas heridas. Ejemplo: Autopista México-Pachuca Enero 2010 X número de accidentes X tipo de accidente X vehículos involucrados X personas fallecidas X personas heridas Febrero 2012 X número de accidentes X tipo de accidente X vehículos involucrados X personas fallecidas X personas heridas * X corresponde al número total para cada rubro Solicito el monto econónico de los daños materiales por los accidentes automovilísticos por cada una de las autopistas México-Cuernavaca; México-Pachuca; México-Querétaro; México-Puebla y México-Toluca en 2010 2011 2012 y lo que va de 2013 así como los gastos por reparaciones a las señalizaciones viales barreras de contención alumbrado carpeta de rodamiento y otros.,1,0,1,0,0,0,0
1145,Solicito información sobre el tipo de contratación con la cual cuenta al momento así como su número de plaza código presupuestal categoría fecha de ingreso antigüedad turno horas por las que esta contratada horario unidad y servicio de adscripción de la C MARIA DEL ROSARIO GRANADOS CHÁVEZ así como la fecha de último movimiento escalafonario y la plaza que ocupaba antes del movimiento. De la delegación estatal Durango. Delegación Estatal ISSSTE Durango,0,0,0,0,1,0,0
1146,Proporcionar la información sobre los contratos de seguros que celebraron en el ultimo ejercicio sobre los bienes a su cargo en donde se consigna el inventario de los bienes con que cuentan de conformidad con los manuales y formatos que expidó la SHCP y de acuerdo al artículo TERCERO transitorio de Presupuesto de Egresos de la Federación para el ejercicio fiscal 2012. Se puede localizar en el área de administración de riesgos o seguros,0,0,0,1,0,0,0
1147,CUAL FUE EL DESTINO DE LOS $4 9000.00 QUE LA SE OTORGO AL SINDICATO DE ESTA DEPENDENCIA. COMO EL SINDICATO DE ESTA DEPENDENCIA JUSTIFICO A LAS AUTORIDADES DE LA SE EL GASTO DE ESTA CANTIDAD DE DINERO. EN EL PERIODICO REFORMA CON FECHA 9 DE NOVIEMBRE DEL 2004 SE DA A CONOCER LA NOTICIA DE QUE EL GOBIERNO ENTREGA MÁS DE 43 MILLONES DE PESOS A GREMIOS DE LAS DEPENDENCIAS FIRMADO POR VERONICA GALÁN.,0,1,0,0,0,0,0
1148,QUIERO SABER EN QUE SITUACION SE ENCUENTRA EL TRAMITE DEL BENEFICIO A QUE TENGO DERECHO COMO UNICO BENEFICIARIO DE MI HIJO EL SARGENTO 1o. A.M.G. HECTOR PEREZ RUIZ. MI HIJO MURIO EL PASADO 29 DE OCTUBRE DEL 2007 Y EL ISSFAM ME DICE QUE SU EXPEDIENTE SE ENCUENTRA EN LA DIRECCION DE JUSTICIA MILITAR. ¿CUANTO TIEMPO MAS TARDARA? YA QUE SOY UNA PERSONA DE LA TERCERA EDAD Y EL ERA MI UNICO SOSTEN ECONOMICO. GRACIAS.,1,0,0,0,0,0,0
1149,SE SOLICITA EL NOMBRE D ELAS PERSONAS QUE RECIBIERON LAS DENUNCIAS EN CONTRA DE ALEJANDRO LOPEZ CHOFER DE LA SUBSECRETARIA DE ASUNTOS RELIGIOSOS Y MIGRATORIOS POR LOS ACTOS ABUSIVOS INDEBIDOS E INMORALES QUE RERSALIZA Y SOBRE TODO POR LA VENTA DE SICOTROPICOS EN HORAS DE OFICINA Y A COMPAÑEROS DE TRABAJO SE REQUIERE QUE SE DIGA QUIEN ATIENDE RECIBE O CLASIFICA LAS DENUNCIAS Y PORQUE NO SE A ACTUADO EN CONTRA DE ESTA PERSONA,1,0,0,0,0,0,0
1150,Acuerdo Circular ó Decreto Interno con base en el cual los jueces magistrados y empleados del sector público perciben los bonos y aguinaldos ateniendo a su sueldo bruto y no así al neto.,0,0,0,0,1,0,0
1151,Tiempo de interrupción por usuario (minutos) año 2007.,1,0,0,0,0,0,0
1152,Soy un derechohabiente y tengo un problema que cada que asisto a la clínica me tratan de una manera prepotente (la secretaria del numero 7 al igual que el doctor). Proyecto IFAI-COMUNIDADES,0,0,0,0,1,0,0
1153,SE DETALLA EN SOLICITUD ANEXA SE DETALLA EN SOLICITUD ANEXA,1,1,0,0,0,0,0
1154,Ultimo inventario de emisiones contaminantes de las industrias ya sea el voluntairo o el obligatorio. En cso de que el RETC obligatorio no se haya hecho necesito el reporte voluntairo de las industrias así como el lugar y la forma en que las plantas manejan los residuos peligrosos.,0,0,1,0,0,0,0
1155,Solicito documento que conste y presente la lista de programas federales destinados a la fomentación de la cultura y las artes en la eduación básica.,1,0,0,0,0,0,0
1156,QUE REQUISITO SE SOLICITA PARA OBTENER UNA PLAZA DE MAESTRO EN SECUNDARIAS GENERALES DEL D.F. YA QUE SE CONTRATA A GENTE SIN TITULO COMO LA C. LUCIA ISABEL DUQUE DOMINGUEZ,0,0,0,0,1,0,0
1157,que acciones ustedes realizan para apoyar al Ejido? existe alguna oficina a que se peude acudir para contactarlos en el estado de YUcatán? en que consisten los apoyos que otorgan? uestedes pueden orientar para ver que el Ejido no sea victima de robo de tierras? que ejidos del país a ayudado o servido o apoyado en cumplimiento de su objeto como FIDEICOMISO?,1,0,0,0,1,0,0
1158,Me pueden informar cual es la cantidad global pagada al personal de la unidad politécnica de gestión con perspectiva de género así como la cantidad pagada antes de que se convirtiera en dicha unidad. Asimismo del número de estudiantes docentes y personal de apoyo que son beneficiados por dicho cambio y en que han sido beneficiados a partir del establecimiento como Unidad.,1,0,0,0,1,0,0
1159,1. ¿Cuáles son los antecedentes legislativos a la Ley Aduanera vigente actualmente (publicada en el Diario Oficial de la Federación en 1995)? 2. ¿Qué ordenamiento legal preveía en el periodo comprendido de 1980 a 2000 los requisitos que debían contener los pedimentos de importación o su equivalente para importar bienes a territorio nacional? 3 ¿Cuál fue la primera Ley Aduanera existente en el país?,1,0,0,0,0,0,1
1160,Cuál es el procedimiento para que entren en vigor los Proyectos de Norma Oficial Mexicana siguientes: PROY-NOM-177-SSA1-2013 y PROY-NOM-257-SSA1-2013 publicados por la Comisión en el Diario Oficial de la Federación el 6 de mayo de 2013. Informar si estas NOM's aplican para todas las solicitudes de registro de medicamento biosimilar que han ingresado a esta fecha como requisitos para acreditar biocomparabilidad seguridad calidad y eficacia de los medicamentos sujetos a evaluación para registro.,1,0,0,0,0,0,1
1161,Solicito información clara y completa sobre la logística que se sigue para el cambio de medidor analógico a digital !.- Método a seguir 2.- Tarifas a) costo por primeros KWH y siguientes b) costo del IAP (impuesto alumbrado publico) en la modalidad de tarjeta c) beneficio para el usuario En caso de insatisfacción con este tipo de cobro 1.- Mecánica a seguir para revertirlo. Ejemplo desglosado de un consumo de 350 kwh en un periodo de 60 días. A) recibo bimestral con medidor normal B) dos recibos mensuales con pago por tarjeta.,1,0,0,0,0,0,0
1162,Debido a la respuesta a mi solicitud numero 1511100032412 solicito me informe el nombre completo del promovente que solicitu la inscripción del acta de asamblea de asignación de solares de fecha 15 de febrero de 2005 del ejido santa fe municipio de torreón coahuila así como el numero de tramite o solicitud y la fecha de dicha solicitud. Claro es que esta inscripción fue denegada.,1,0,0,0,0,0,0
1163,Información sobre el proyecto de la licitación del contrato de la obra pública: Ampliación del Libramiento de Cuernavaca en el Estado de Morelos con una oferta mil 45 millones 857 mil 952 pesos con 45 centavos en la que resultó ganadora el consorcio Construcciones Aldesem S.A. de C.V. y Epccor S.A de C.V. Agradecería si se incluyerán planos que expluicarán detalladamente la construcción de la vialidad.,1,0,0,1,0,0,0
