model,task,category,n,headline_f1,accuracy,mcc,accuracy_unit,malformed,malformed_rate,item_ci_low,item_ci_high
gpt-5.6-terra,ballard_incivility,Relevance and tone,100,0.540540540541,0.83,0.497468338163,item,0,0,0.32,0.714285714286
gpt-5.6-terra,bestvater_kavanaugh_stance,Stance and sentiment,100,0.935779816514,0.93,0.863589398436,item,0,0,0.88286963434,0.979591836735
gpt-5.6-terra,bestvater_wm_stance,Stance and sentiment,100,0.890243902439,0.82,0.486358136093,item,0,0,0.834437086093,0.936416184971
gpt-5.6-terra,brandt_gtd_attack_type,Events and protest,100,0.56304029304,0.69,0.585928776515,item,0,0,0.363597477319,0.627778442816
gpt-5.6-terra,brandt_political_relevance,Relevance and tone,100,0.564102564103,0.83,0.563752618128,item,0,0,0.352941176471,0.731707317073
gpt-5.6-terra,burnham_covid_threat_minimization,Claims and relations,100,0.378378378378,0.77,0.380170813914,item,0,0,0.157894736842,0.558248546512
gpt-5.6-terra,burnham_polnli_entailment,Claims and relations,100,0.846153846154,0.88,0.76015489555,item,0,0,0.743571428571,0.923076923077
gpt-5.6-terra,burnham_polnli_event_entailment,Claims and relations,100,0.989247311828,0.99,0.98010147269,item,0,0,0.962025316456,1
gpt-5.6-terra,burnham_trump_stance,Stance and sentiment,100,0.752037037037,0.78,0.662557004661,item,0,0,0.656998846037,0.833705598866
gpt-5.6-terra,cap_crs_policy_topic,Policy and topics,100,0.701649958229,0.74,0.721731517552,item,0,0,0.529720394595,0.755986350541
gpt-5.6-terra,cap_party_platform_policy_topic,Policy and topics,100,0.624375632063,0.7,0.680596716385,item,0,0,0.496426404506,0.684493566481
gpt-5.6-terra,chae_semeval_stance,Stance and sentiment,100,0.757926461724,0.76,0.64795475533,item,0,0,0.667310136502,0.836180135654
gpt-5.6-terra,dicocco_manifesto_populism,Claims and relations,100,0.470588235294,0.91,0.528058854529,item,0,0,0.124652777778,0.75
gpt-5.6-terra,douglass_icbe_sentence_event_type,Events and protest,100,0.413692644578,0.49,0.371341015348,item,0,0,0.323355387267,0.490417579485
gpt-5.6-terra,erlich_ati_topics,Policy and topics,100,0.503862218968,0.81,0.4056616282,label_decision,0,0,0.429856001689,0.55992574451
gpt-5.6-terra,gilardi_relevance,Relevance and tone,100,0.95145631068,0.95,0.900100262443,item,0,0,0.905263157895,0.990099009901
gpt-5.6-terra,gilardi_stance,Stance and sentiment,100,0.555978835979,0.63,0.518328691937,item,0,0,0.458242627303,0.649988092654
gpt-5.6-terra,halterman_keith_bfrs,Events and protest,100,0.78048951049,0.76,0.727667694263,item,0,0,0.640482199737,0.85517179582
gpt-5.6-terra,halterman_keith_cmp,Events and protest,100,0.537871033341,0.64,0.531928241506,item,0,0,0.4190576805,0.638023536945
gpt-5.6-terra,haunss_papea_claims,Claims and relations,100,0.570708156578,0.67,0.640051882745,item,0,0,0.371669434095,0.594121226358
gpt-5.6-terra,haunss_papea_fgz_forms,Events and protest,100,0.96734730363,0.97,0.954745498867,item,0,0,0.840959991442,1
gpt-5.6-terra,mellon_bes_mii_2024,Policy and topics,100,0.856938044035,0.95,0.942328938282,item,0,0,0.638888888889,0.876425775369
gpt-5.6-terra,muller_fujimura_campaign_policy_area,Policy and topics,100,0.660220601316,0.74,0.691438136909,item,0,0,0.510455913637,0.730291771142
gpt-5.6-terra,ornstein_scotus_sentiment,Stance and sentiment,100,0.538047138047,0.55,0.401419827493,item,0,0,0.433381024145,0.634181582469
gpt-5.6-terra,osnabruegge_cross_domain_topic,Policy and topics,100,0.523363178951,0.55,0.498258893469,item,0,0,0.423479735839,0.607180208968
gpt-5.6-terra,plover_cameo_event,Events and protest,100,0.624062950406,0.7,0.678113087133,item,0,0,0.489083815491,0.686040453355
gpt-5.6-terra,politicause_causal_relation,Claims and relations,100,0.658823529412,0.71,0.474190407301,item,0,0,0.53164556962,0.765957446809
gpt-5.6-terra,rheault_line_of_fire_incivility,Relevance and tone,100,0.709677419355,0.91,0.670260167629,item,0,0,0.482689655172,0.871794871795
gpt-5.6-terra,theocharis_dynamics_incivility,Relevance and tone,100,0.72131147541,0.83,0.600937758161,item,0,0,0.581818181818,0.840579710145
gpt-5.6-terra,toxicity_protests_es,Relevance and tone,100,0.833333333333,0.82,0.69319512442,item,0,0,0.747474747475,0.899082568807
gpt-5.6-terra,twitcivility_impoliteness,Relevance and tone,100,0.634920634921,0.77,0.476282042478,item,0,0,0.48,0.761904761905
gpt-5.6-terra,wesleyan_creative_ads_2022,Relevance and tone,100,0.583194261455,0.74,0.544691374646,item,0,0,0.511210475632,0.661542936509
gpt-6-astra,agoraspeech_criticism_agenda,Claims and relations,100,0.88990091082,0.89,0.779980120658,item,0,0,0.82049208109,0.949387589837
gpt-6-astra,ballard_incivility,Relevance and tone,100,0.466666666667,0.84,0.387677167588,item,0,0,0.222222222222,0.666666666667
gpt-6-astra,bestvater_kavanaugh_stance,Stance and sentiment,100,0.914285714286,0.91,0.834479643433,item,0,0,0.848468379447,0.964285714286
gpt-6-astra,bestvater_wm_stance,Stance and sentiment,100,0.807947019868,0.71,0.41688028712,item,0,0,0.739726027397,0.869565217391
gpt-6-astra,brandt_gtd_attack_type,Events and protest,100,0.605943946404,0.71,0.616787790505,item,0,0,0.395290910506,0.671980024668
gpt-6-astra,brandt_political_relevance,Relevance and tone,100,0.594594594595,0.85,0.593103552242,item,0,0,0.387034739454,0.756756756757
gpt-6-astra,burnham_covid_threat_minimization,Claims and relations,100,0.125,0.72,0.14598350131,item,0,0,0,0.296296296296
gpt-6-astra,burnham_polnli_entailment,Claims and relations,100,0.871794871795,0.9,0.802503357697,item,0,0,0.782608695652,0.939403066813
gpt-6-astra,burnham_polnli_event_entailment,Claims and relations,100,0.989247311828,0.99,0.98010147269,item,0,0,0.962025316456,1
gpt-6-astra,burnham_trump_stance,Stance and sentiment,100,0.820727962604,0.84,0.754612581803,item,0,0,0.735737271229,0.894211679087
gpt-6-astra,cap_crs_policy_topic,Policy and topics,100,0.745121484243,0.77,0.753275999784,item,0,0,0.574610690127,0.79583915599
gpt-6-astra,cap_party_platform_policy_topic,Policy and topics,100,0.702281867102,0.73,0.713472298378,item,0,0,0.556966505502,0.763173200424
gpt-6-astra,chae_semeval_stance,Stance and sentiment,100,0.803017276672,0.8,0.718501178516,item,0,0,0.719563489613,0.879964082608
gpt-6-astra,dicocco_manifesto_populism,Claims and relations,100,0.375,0.9,0.454948995407,item,0,0,0,0.666666666667
gpt-6-astra,douglass_icbe_sentence_event_type,Events and protest,100,0.379338585801,0.47,0.328298376427,item,0,0,0.300197100706,0.453176029755
gpt-6-astra,erlich_ati_topics,Policy and topics,100,0.506087002428,0.802857142857,0.43164640046,label_decision,0,0,0.441045551866,0.557178500024
gpt-6-astra,gilardi_relevance,Relevance and tone,100,0.928571428571,0.92,0.849836585599,item,0,0,0.871264209754,0.972972972973
gpt-6-astra,gilardi_stance,Stance and sentiment,100,0.575909588883,0.65,0.438477547647,item,0,0,0.465791150119,0.674743166598
gpt-6-astra,halterman_keith_bfrs,Events and protest,100,0.766677285677,0.78,0.751062908861,item,0,0,0.638141191273,0.85442572706
gpt-6-astra,halterman_keith_cmp,Events and protest,100,0.609693851701,0.72,0.625050546855,item,0,0,0.475567089579,0.7249171545
gpt-6-astra,haunss_papea_claims,Claims and relations,100,0.621627671185,0.69,0.662932467007,item,0,0,0.407430897352,0.641540050144
gpt-6-astra,haunss_papea_fgz_forms,Events and protest,100,0.956240757172,0.98,0.968663297318,item,0,0,0.840224585795,1
gpt-6-astra,mellon_bes_mii_2024,Policy and topics,100,0.83224668601,0.92,0.907798611209,item,0,0,0.610039322444,0.853177970178
gpt-6-astra,muller_fujimura_campaign_policy_area,Policy and topics,100,0.693976066128,0.79,0.745356802314,item,0,0,0.538591859246,0.784209355769
gpt-6-astra,ornstein_scotus_sentiment,Stance and sentiment,100,0.505618634651,0.51,0.359311336853,item,0,0,0.400687774373,0.604894021739
gpt-6-astra,osnabruegge_cross_domain_topic,Policy and topics,100,0.467386930199,0.52,0.468189689119,item,0,0,0.356701237755,0.556468101998
gpt-6-astra,plover_cameo_event,Events and protest,100,0.755246612752,0.81,0.795468633091,item,0,0,0.6015593593,0.822315790421
gpt-6-astra,politicause_causal_relation,Claims and relations,100,0.652631578947,0.67,0.481314228,item,0,0,0.53488372093,0.75005733945
gpt-6-astra,rheault_line_of_fire_incivility,Relevance and tone,100,0.648648648649,0.87,0.618257290569,item,0,0,0.457004608295,0.809523809524
gpt-6-astra,theocharis_dynamics_incivility,Relevance and tone,100,0.7,0.82,0.574846349178,item,0,0,0.56,0.825396825397
gpt-6-astra,toxicity_protests_es,Relevance and tone,100,0.841121495327,0.83,0.708142835634,item,0,0,0.760869565217,0.905668440574
gpt-6-astra,twitcivility_impoliteness,Relevance and tone,100,0.526315789474,0.64,0.292439669882,item,0,0,0.378339208774,0.657543258832
gpt-6-astra,wesleyan_creative_ads_2022,Relevance and tone,100,0.714545454545,0.91,0.769109051842,item,0,0,0.566989359158,0.884504306974
jev-1.13.0,agoraspeech_criticism_agenda,Claims and relations,100,0.8899889989,0.89,0.784439937079,item,0,0,0.828611755217,0.949753793589
jev-1.13.0,ballard_incivility,Relevance and tone,100,0.5,0.9,0.458258467954,item,0,0,0.181818181818,0.736842105263
jev-1.13.0,bestvater_kavanaugh_stance,Stance and sentiment,100,0.851851851852,0.84,0.684072566886,item,0,0,0.767676767677,0.918918918919
jev-1.13.0,bestvater_wm_stance,Stance and sentiment,100,0.865853658537,0.78,0.334371218564,item,0,0,0.805194805195,0.917647058824
jev-1.13.0,brandt_gtd_attack_type,Events and protest,100,0.523488260932,0.67,0.545479695267,item,0,0,0.319925217805,0.593851444375
jev-1.13.0,brandt_political_relevance,Relevance and tone,100,0.611111111111,0.86,0.608922422689,item,0,0,0.4,0.780487804878
jev-1.13.0,burnham_covid_threat_minimization,Claims and relations,100,0.358974358974,0.75,0.30118575586,item,0,0,0.153846153846,0.538541666667
jev-1.13.0,burnham_polnli_entailment,Claims and relations,100,0.759493670886,0.81,0.611017604705,item,0,0,0.63768115942,0.850014367816
jev-1.13.0,burnham_polnli_event_entailment,Claims and relations,100,0.978260869565,0.98,0.960536600515,item,0,0,0.942528735632,1
jev-1.13.0,burnham_trump_stance,Stance and sentiment,100,0.734278499278,0.75,0.618345376082,item,0,0,0.64207753174,0.820045350348
jev-1.13.0,cap_crs_policy_topic,Policy and topics,100,0.712874779541,0.75,0.731615295918,item,0,0,0.551560849553,0.76334629605
jev-1.13.0,cap_party_platform_policy_topic,Policy and topics,100,0.651462064722,0.7,0.680836176322,item,0,0,0.512997580332,0.713774600151
jev-1.13.0,chae_semeval_stance,Stance and sentiment,100,0.743130836776,0.74,0.624478086748,item,0,0,0.654226552763,0.825945594311
jev-1.13.0,dicocco_manifesto_populism,Claims and relations,100,0.526315789474,0.91,0.528374191758,item,0,0,0.181818181818,0.769444444444
jev-1.13.0,douglass_icbe_sentence_event_type,Events and protest,100,0.370761221721,0.45,0.319706277791,item,0,0,0.283206869553,0.448132613654
jev-1.13.0,erlich_ati_topics,Policy and topics,100,0.514974299628,0.837142857143,0.461789291364,label_decision,0,0,0.432146106913,0.582101801806
jev-1.13.0,gilardi_relevance,Relevance and tone,100,0.851063829787,0.86,0.736469747471,item,0,0,0.769230769231,0.92
jev-1.13.0,gilardi_stance,Stance and sentiment,100,0.521508185301,0.59,0.437513343938,item,0,0,0.416307308305,0.624675219517
jev-1.13.0,halterman_keith_bfrs,Events and protest,100,0.774464102765,0.75,0.72266169281,item,0,0,0.638144840524,0.84874509691
jev-1.13.0,halterman_keith_cmp,Events and protest,100,0.551780787123,0.66,0.551645562038,item,0,0,0.41674705638,0.66818903752
jev-1.13.0,haunss_papea_claims,Claims and relations,100,0.558336389314,0.59,0.559829996413,item,0,0,0.341196817607,0.581354782998
jev-1.13.0,haunss_papea_fgz_forms,Events and protest,100,0.918358937778,0.96,0.937343204312,item,0,0,0.788094217114,0.984412474667
jev-1.13.0,mellon_bes_mii_2024,Policy and topics,100,0.82084178735,0.91,0.896086932696,item,0,0,0.596786215328,0.845372551067
jev-1.13.0,muller_fujimura_campaign_policy_area,Policy and topics,100,0.637201530618,0.75,0.700468862996,item,0,0,0.502561983903,0.717379633823
jev-1.13.0,ornstein_scotus_sentiment,Stance and sentiment,100,0.537768618071,0.57,0.40378462664,item,0,0,0.432349655099,0.642167314287
jev-1.13.0,osnabruegge_cross_domain_topic,Policy and topics,100,0.416192220869,0.49,0.418719930008,item,0,0,0.310685123666,0.500553872495
jev-1.13.0,plover_cameo_event,Events and protest,100,0.629445195328,0.71,0.69084433297,item,0,0,0.492094577431,0.700964885476
jev-1.13.0,politicause_causal_relation,Claims and relations,100,0.658536585366,0.72,0.471621109142,item,0,0,0.527777777778,0.767676767677
jev-1.13.0,rheault_line_of_fire_incivility,Relevance and tone,100,0.689655172414,0.91,0.642383303961,item,0,0,0.444444444444,0.869565217391
jev-1.13.0,theocharis_dynamics_incivility,Relevance and tone,100,0.666666666667,0.8,0.527101635791,item,0,0,0.526272648835,0.795
jev-1.13.0,toxicity_protests_es,Relevance and tone,100,0.816326530612,0.82,0.650426251502,item,0,0,0.731182795699,0.888888888889
jev-1.13.0,twitcivility_impoliteness,Relevance and tone,100,0.515151515152,0.68,0.29182615207,item,0,0,0.354791271347,0.655737704918
jev-1.13.0,wesleyan_creative_ads_2022,Relevance and tone,100,0.6453470879,0.84,0.66874375378,item,0,0,0.567909953611,0.739851284474
